id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
25472142,5835922,بچه های محله ما,9648097615,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430640897l/25472142._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430640897l/25472142._SX50_.jpg,2006,,,per,تهران، دادار، 1385,false,14413597,53,58856,90788,22138,2606,5:10031|4:6964|3:3232|2:1170|1:741|total:22138,1959,,,4.10,12,5,"['5835922', '967540']","['Naguib Mahfouz', 'حیدر شجاعی']","['3.94', '3.34']",[],[],[],"أولاد حارتنا, Naguib Mahfouz<br />عنوان: بچه های محله ما؛ نوشته: نجیب محفوظ؛ مترجم: حیدر شجاعی؛ مشخصات نشر: تهران، دادار، 1385، در 248 ص؛ شابک: 9648097615؛ موضوع: داستانهای نویسندگان عرب مصر قرن 20 م"
43882541,5835922,شبگرد,,9786003763128,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549546435l/43882541._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549546435l/43882541._SX50_.jpg,,,,per,نگاه,false,5710639,17,6446,11029,2811,475,5:807|4:1171|3:677|2:123|1:33|total:2811,1975,,,3.92,5,0,['5835922'],['Naguib Mahfouz'],['3.94'],['16467180'],['صادق دارابی'],['3.33'],رواية
35060452,5835922,قلب الليل,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493872803l/35060452._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493872803l/35060452._SX50_.jpg,,,,per,,false,5710639,17,6446,11029,2811,475,5:807|4:1171|3:677|2:123|1:33|total:2811,1975,,,3.92,2,0,['5835922'],['Naguib Mahfouz'],['3.94'],['16814127'],['کاظم آل یاسین'],['3.00'],نجیب در کتاب « دل شب » فروپاشی خانواده های سنتی و تقابل میان سنت و مدرنیته را مورد بحث می گذارد و این موضوعی است که در روند گذار جوامع خصوصاً جوامع خاورمیانه به عنوان یک واقعیت مسلم مورد تأکید است.<br />آیا آن چه نجیب محفوظ در دل شب می گوید شامل همان شرایطی می شود که امروز در اطرافمان در حال وقوع است و آیا با بازجوانی این کتاب می توان به شرایط امروز دسترس آسان تری داشت؟<br />به نظر همین طور است. نباید تاریخ را دوباره زندگی کرد بلکه باید آن را دوباره خواند و این در جذابیت های کتاب « دل شب » نجیب محفو ظ است.
34440568,5835922,حکایت‌های محله‌ی ما,,9786001760853,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488381275l/34440568._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488381275l/34440568._SX50_.jpg,2013,,,per,جامی,false,4074702,24,6660,10324,2757,277,5:720|4:944|3:831|2:193|1:69|total:2757,1975,,,3.74,7,5,['5835922'],['Naguib Mahfouz'],['3.94'],['967540'],['حیدر شجاعی'],['3.34'],بچه‌های محله‌ی ما یا پسران جبلاوی (به عربی: اولاد حارتنا) داستان بلند نجیب محفوظ است. این داستان در سال ۱۹۵۹ در روزنامه‌ی الأهرام منتشر می‌شد. نشر این داستان مخالفت بسیاری از شخصیت‌های مذهبی مصر را برانگیخت؛ تا این که سرانجام نشر این کتاب در مصر ممنوع شد. این کتاب نخستین بار در سال ۱۹۱۹ در لبنان چاپ شد. فیلیپ استوارت آن را به انگلیسی برگرداند و این کتاب شهرتی جهانی پیدا کرد؛
45167955,5835922,موعظه شیطان,,9789645917034,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558598456l/45167955._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558598456l/45167955._SX50_.jpg,2000,,,per,شادگان,false,6159078,7,7788,8628,2206,170,5:648|4:877|3:547|2:105|1:29|total:2206,1979,,,3.91,0,0,['5835922'],['Naguib Mahfouz'],['3.94'],['1338027'],['محمد جواهرکلام'],['2.60'],مجموعة قصصية
28355655,5835922,زمزمه های واپسین,,9786009114092,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451142985l/28355655._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451142985l/28355655._SY75_.jpg,2009,,,per,نسل آفتاب,false,6159074,18,4916,7323,1865,355,5:653|4:627|3:412|2:141|1:32|total:1865,1994,,,3.93,4,1,['5835922'],['Naguib Mahfouz'],['3.94'],['14806113'],['ناجی مولایی'],['3.00'],"في هذا الكتاب يتجول نجيب محفوظ بين ذكرياته وخواطره وعوالمه وفلسفته في إطار عناوين مذيلة بفقرات خفيفة<br />خارج نطاق الرواية التي اعتادها وداخل عالم نجيب محفوظ الذي اعتاده<br /><br /><a target=""_blank"" href=""http://www.arablib.com/harf?view=book&amp;lid=8&amp;rand1=USp4ak1uOVpjbCg2&amp;rand2=S1pUQjgkcSYpeiV0"" rel=""nofollow"">http://www.arablib.com/harf?view=book...</a>"
13495919,5835922,رادوبیس دلداده فرعون,9647948425,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329925057l/13495919._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329925057l/13495919._SY75_.jpg,2004,,,per,نشر ماهی,false,7088103,29,4638,6735,1846,193,5:425|4:622|3:576|2:171|1:52|total:1846,1943,,,3.65,12,2,"['5835922', '6518558']","['Naguib Mahfouz', 'عنایت\u200cالله فاتحی\u200cنژاد']","['3.94', '2.75']",[],[],[],آخر رواية لنجيب محفوظ في المرحلة التاريخية تميزت بأبعاد سياسية ألقت الضوء على الواقع المصري المعاصر إذ تطرقت لعلاقة الفرعون مع السلطة الدينية والزمنية وتفاعلاته مع العصيان الشعبي في سياق قصة علاقته الغرامية الغير شرعية مع رادوبيس<br /><br />قصة رادوبيس هى قصة تُحكى فى كتب التاريخ القديمة ، هيرودوت ذكرها وإن كان قد نفى عنها أنها بنت هرماً كما شاع عنها فى عصره . أما روجر لانسلين جرين فقد ذكر عنها فى كتابه عن أساطير مصر القديمة أن رادوبيس يونانية سباها القراصنة وباعوها لرجل غنى فكانت ضمن عبيده وكان رفيقها فى هذه الفترة إيسوب صاحب القصص الشهيرة . ثم باعها الرجل إلى تاجر يونانى مقيم فى مصر اسمه كاراكسوس وهو أخو الشاعرة سافو (وهذه التفاصيل ذكرها هيرودوت) ، ولكن كاراكسوس عامل رادوبيس بنبل ودللها كابنته ، حتى اختطف نسر ما صندلها وهى تستحم وحلق عالياً ثم ألقاه فى حضن فرعون مصر أماسيس ، الذى بحث عن صاحبة الصندل (على طريقة سندريللا) وعندما وجدها جعلها زوجه ، وعاشا فى سعادة حتى نهاية حياتهما
43253567,5835922,در برابر تخت,,9786002963277,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545048351l/43253567._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545048351l/43253567._SX50_.jpg,2015,,,per,پیدایش,false,4043371,19,4143,6508,1865,296,5:415|4:507|3:603|2:256|1:84|total:1865,1983,,,3.49,1,1,['5835922'],['Naguib Mahfouz'],['3.94'],['18021549'],['محمدعلی عسگری'],['4.00'],کتاب «در برابر تخت» هرچند گفتگویی انتقادی بین حاکمان مصر لقب گرفته اما این کتاب فراتر از یک گفتگوی معمولی و حتی انتقادی است. نویسنده در این اثر حاکمان مصر را تک‌تک از گور درآورده و در برابر دادگاهی فرضی به استنطاق می‌کشد تا مورد داوری قرار گیرند. ملاک این داوری منافع ملی کشور است. برخی از منتقدان این کتاب را متفاوت با همه آثار نجیب محفوظ ارزیابی کرده و می‌گویند کتابی است که تقریباً نمی‌توان توضیح مشخصی از ان ارائه داد.زیرا نه رمان است، نه داستان کوتاه، نه نمایشنامه، و نه حتی مجموعه‌ مقالات. بلکه ترکیبی از همه اینهاست به‌اضافه مروری دقیق و سریع بر تاریخ مصر از ابتدا تا دوران نویسنده.
50239227,5835922,جنایت,,9786009929627,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577894743l/50239227._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577894743l/50239227._SX50_.jpg,2019,,,per,ماهریس,false,2969912,9,2970,4094,1229,172,5:179|4:322|3:508|2:167|1:53|total:1229,1973,,,3.33,1,0,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.94', '3.94']",['15139568'],['محمدرضا مرعشی\u200cپور'],['3.73'],نجیب محفوظ نویسنده و نمایشنامه نویس مصری و برنده جایزه نوبل ادبیات سال ۱۹۸۸، در ۱۱ دسامبر ۱۹۱۱ در یکی از محلات قاهره به نام جمالیه، به دنیا آمد و در ۳۰ اوت ۲۰۰۶ پس از یک عمل جراحی در بیمارستان درگذشت. «بچه‌های محله ما» یکی از آثار او است که به خاطر کفرگویی ناشی از تصویر کنایی او از خدا که مخالف ادیان ابراهیمی یهودیت، مسیحیت و اسلام بود در مصر سال‌ها ممنوع بود.
23210564,5835922,خواب,,9789644485091,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410708583l/23210564._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410708583l/23210564._SY75_.jpg,,,,per,نیلوفر,false,7088123,15,3775,3995,1110,151,5:270|4:337|3:336|2:122|1:45|total:1110,2004,,,3.60,12,5,['5835922'],['Naguib Mahfouz'],['3.94'],['15139568'],['محمدرضا مرعشی\u200cپور'],['3.73'],مجموعهٔ ده داستان کوتاه از نجیب محفوظ نویسندهٔ شناخته شده و برندهٔ جایزهٔ نوبل در ادبیات. داستان‌ها بر پایهٔ پایان نامه‌‌ای که فرید جورج بارد به دانشگاه سنت ژوزف ارائه داده و موضوع آن بررسی داستان‌های کوتاه نجیب محفوظ است گردآوری شده اند. این داستان‌ها زیر عنوان «شکست و عجز» آمده‌‌اند و تأثیر جنگ ۱۹۶۷ و پی آمدهای آن را بر جامعهٔ عرب بررسی می‌کنند، امّا اگر با دیدی نقّادانه به آن‌ها بنگریم نشانهٔ استعمار و استثمار را بر مردم کشورهای جهان سوم به خوبی می‌نمایانند.<br /><br />برای برداشت بهتر از داستان و نمادهای به کار گرفته شده مقالهٔ تحلیلی «شکست و عجز» در آغاز کتاب آمده است.
13498430,5835922,خانه بدنام,,9789643741686,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525955565l/13498430._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525955565l/13498430._SY75_.jpg,2009,,,per,روزگار,false,24651226,2,243,303,74,8,5:36|4:19|3:13|2:2|1:4|total:74,1990,,,4.09,13,6,['5835922'],['Naguib Mahfouz'],['3.94'],"['7060005', '7060006']","['حسین شمس\u200cآبادی', 'فرشته افضلی']","['2.54', '2.62']",مردم با تاسف بسیار زن زیبارو را در زیر توفان اهانت‌ها تصور کردند. زنی که در گذشته‌ی خود، چیزی جز عشق و احترام نشناخته بود. از راز آن خشم و غضب پرسیدند. ساکنان ساختمان پاسخ دادند که پول و درآمد راز این خشم است و این گردن کلفت پیروز شده و تنها کسی شده که بهای اجاره را می‌گیرد. و ام عباس دیگر مانند همیشه برای دیدار هممسایگان از خانه بیرون نمی‌رفت. دیگر کسی او را نمی‌دید که چادر پیچیده مانند کجاوه به خود ببالد و با چشمان سرمه کشیده، نگاه پرمعنایی به عروس نقاب‌دار بیندازد؛
2944961,5835922,شرارت شیطان و شش داستان دیگر,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,,,per,تهران، سکه، 1371؛,false,2974407,1,167,217,49,2,5:30|4:13|3:4|2:1|1:1|total:49,1991,,,4.43,49,2,['5835922'],['Naguib Mahfouz'],['3.94'],[],[],[],عنوان: شرارت شیطان و شش داستان دیگر؛ مؤلف: نجیب محفوظ؛ مترجم: محمد جواهرکلام؛ تهران، سکه، 1371؛ در 199 ص؛ شابک: ندارد؛ موضوع: داستانهای کوتاه از نویسندگان مصری؛
37756608,5835922,قهوه خانه خالی,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514449831l/37756608._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514449831l/37756608._SX50_.jpg,2017,,,per,@cafeketab,false,59382494,1,7,6,2,1,5:0|4:1|3:0|2:1|1:0|total:2,,,,3.00,2,1,['5835922'],['Naguib Mahfouz'],['3.94'],['7060006'],['فرشته افضلی'],['2.62'],محمد رشیدی با لحنی که غم و تاثر آن را به لرزه درآورده بود گفت: خدا رحمتت کنه برو پیش پروردگار بزرگ ای زاهیه‌ای رفیق زندگی و عمرم، خدا رحمتت کنه روی جسد کفن کرده به روی رخت خواب خم شد و شروع به گریه و زاری کرد و از شدت خستگی دست راست خود را به بالش تکیه داد تا اینکه ...
