id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
18169076,48535,پاشنه آهنین,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373267077l/18169076._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373267077l/18169076._SY75_.jpg,1952,,,per,انتشارات کتاب,false,951056,879,25709,29610,7877,607,5:2238|4:2652|3:2082|2:661|1:244|total:7877,1908,,,3.76,11,1,"['1240', '7163698']","['Jack London', 'م. صبحدم']","['3.96', '3.91']",[],[],[],"A dystopian novel about the terrible oppressions of an American oligarchy at the beginning of the Twentieth Century, and the struggles of a socialist revolutionary movement."
2774673,48535,آدمک حصیری,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,,,per,,false,956862,179,3554,4265,1165,154,5:286|4:383|3:347|2:113|1:36|total:1165,1890,,,3.66,11,1,['48535'],['Anatole France'],['3.90'],[],[],[],"M. Bergeret's private life is turned upside down, when he discovers that his wife deceived him with his best pupil, M. Roux. He then decides he will no longer talk to his wife. He subjects her to this slow but effective moral torture, and it bears fruit: by the end of the novel, she decides to leave the marital home. M. Bergeret, however, suffers too, chiefly his pride. He seeks consolation in books and ideas, and this has consequences for his thoughts and conversation. He makes bitter remarks about life, which he sees as one long agony, and on his contemporaries, which he compares with chimpanzees."
32605065,48535,آدمک حصیری,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476397881l/32605065._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476397881l/32605065._SY75_.jpg,,,,per,,false,956862,179,3554,4265,1165,154,5:286|4:383|3:347|2:113|1:36|total:1165,1890,,,3.66,4,1,['48535'],['Anatole France'],['3.90'],['976933'],['ناصح ناطق'],['3.56'],"=The Wicker Woman<br />This Elibron Classics book is a reprint of a 1897 edition by Calmann-Lévy, Paris."
43307609,48535,سفر به دور اتاقم,,9789642090648,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557576892l/43307609._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557576892l/43307609._SX50_.jpg,2018,,,per,ماهی,false,319321,162,3777,3916,1095,161,5:201|4:395|3:363|2:106|1:30|total:1095,1794,,,3.58,109,41,['175911'],['Xavier de Maistre'],['3.58'],"['18718067', '2929347']","['احمد پرهیزی', 'Ahmad Parhizi']","['3.31', '3.31']",اگزویه دومستر (۱۷۶۳-۱۸۵۲)، نویسنده و نقاش فرانسوی، در خانواده‌ای اشرافی و پرجمعیت زاده شد. شش ساله بود که مادرش را از دست داد. پدرش دولتمردی مشهور بود و برادرش ژوزف، که ده سال از او بزرگ‌تر بود، از مشهورترین فیلسوفان ضدانقلاب فرانسه به شمار می‌رفت.<br /><br />او در سال ۱۸۱۳ با شاهدخت سوفی زاگریاسکی، عمه‌ی همسر پوشکین، ازدواج کرد. در سال ۱۸۲۸ با لامارتین، شاعر نامدار رمانتیک، دیدار کرد و کمی بعد این شاعر بلندآوازه یکی از سروده‌های خود با عنوان «بازگشت» را به دومستر تقدیم کرد. در ۱۸۳۹، با شارل آگوستین سنت‌بوو ملاقات کرد. این منتقد مشهور مقاله‌ای به دومستر اختصاص داد و او را «نویسنده‌ای شوخ و حساس و بسیار شبیه به آثار خود» توصیف کرد. دومستر که از ۱۷۹۸ به خدمت ژنرالی روس درآمده بود، در سال‌های پایانی عمر مقیم روسیه شد. سرانجام نیز، یک سال پس از درگذشت همسرش، در سنت‌پترزبورگ در گذشت و همان‌جا به خاک سپرده شد.<br /><br />اگزویه دومستر اثر کلاسیک خود، سفر به دور اتاقم، را در ۱۷۹۴ نوشت و در ۱۷۹۵منتشر کرد. او پس از دوئل با افسری ایتالیایی، که با پیروزی نویسنده‌ی فرانسوی خاتمه یافت، محکوم به چهل و دو روز اقامت اجباری در اتاق خود شد. سفر نیز اثری در قالب زندگی‌نامه‌ی خودنوشت درباره‌ی افسری جوان است که مجبور می‌شود چهل و دو روز در اتاق خود محبوس بماند. انتخاب گونه‌ی سفرنامه به این اثر بُعدی پارودیک می‌بخشد. در عین حال، این کتاب از آغاز جنبش رمانتیسم خبر می‌دهد، بخصوص که «من» در آن بسیار پررنگ است. سفر به دور اتاقم، را اُدیسه‌ی کمیک می‌دانند به سبک و سیاق آثار لارنس استرن. این کتاب شهرت فراوانی برای نویسنده به ارمغان آورد و بلافاصله نیز به اکثر زبان‌های اروپایی ترجمه شد.
10546197,48535,خوشی ها و روزها,9643051145,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,,,per,مرکز,false,2435907,105,2768,3500,905,104,5:275|4:330|3:222|2:61|1:17|total:905,1896,,,3.87,72,11,['233619'],['Marcel Proust'],['4.21'],['446100'],['مهدی سحابی'],['3.88'],"A stunning volume of philosophical reflections, short narratives, and prose poems, <i>Pleasures and Days</i> provides an early glimpse into Proust’s genius as a collector of exquisitely poignant sensations and recollections. Set amid the salon society of fin-du-siècle Paris, these sketches and short stories depict the lives, loves, manners, and motivations of a host of characters, all viewed with a famously knowing eye. By turns cuttingly satirical and bitterly moving, Proust’s portrayals are layered with imagery and feeling—whether they be of the aspiring Bouvard and Pécuchet, the deluded Madame de Breyves, or of Baldassare Silvande, steeped in memories, regret, and final understanding at the end of his life. Novelist Marcel Proust was a prominent figure in the French salons of the late 19th century; he is best remembered for his seven-volume masterpiece <i>In Search of Lost Time.</i>"
9176488,48535,خوشی‌ها و روزها,,9789643051143,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506336126l/9176488._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506336126l/9176488._SY75_.jpg,2009,,,per,مرکز,false,2435907,105,2768,3500,905,104,5:275|4:330|3:222|2:61|1:17|total:905,1896,,,3.87,43,9,['233619'],['Marcel Proust'],['4.21'],['446100'],['مهدی سحابی'],['3.88'],<b>خوشی‌ها و روزها</b> نخستین کتاب مارسل پروست است.<br /><br />این کتاب هرچند همان‌طور که در یادداشت ناشر بر ترجمه‌ی فارسی‌اش آمده «جزئی از سابقه و باستان‌شناسی» رمان «درجست‌وجوی زمان از دست رفته» است اما در عین حال می‌توان به عنوان اثری مستقل هم به آن نگاه کرد. مارسل پروست «خوشی‌ها و روزها» را در ۲۵ سالگی نوشت. تکه‌های این کتاب پیش از انتشارشان در کنار هم در نشریاتی که پروست در آن‌ها می‌نوشت پراکنده بودند. برخی از قطعه‌های «خوشی‌ها و روزها» را شاید نتوان در معنای متعارف، داستان به‌شمار آورد. «خوشی‌ها و روزها» کتابی است قطعه قطعه، نه مجموعه داستان است، نه رمان، نه شعر است و نه مقاله و نه کشکولی از همه این‌ها که با ترتیبی خطی و تاریخی کنار هم چیده شده باشد.این کتاب مارسل پروست را می‌توان نمونه‌ای از تکه‌تکه‌نویسی در دورانی به‌شمار آورد که این شکل نوشتاری هنوز تجربه نشده بود. شیوه‌ی مارسل پروست در این کتاب شیوه‌ای است علیه انسجام ساختاری رمان کلاسیک. شیوه‌ای که تداوم آن را در رمان «در جست‌وجوی زمان از دست رفته» می‌بینیم.<br /><br />مهدی سحابی در پایان مقدمه‌ی خود نوشته است:«این‌گونه کاوش در سرچشمه‌های «جست‌وجوی زمان از دست رفته» انگیزه‌ی آغازین مترجم در ترجمه‌ی کتاب حاضر بوده است. درک کامل اثر عظیمی چون «جست‌وجوی زمان از دست رفته»، هم مطالعه‌ی برخی تفسیرهای مهم کلاسیک آن و هم آشنایی با پیشینه‌هایی چون خوشی‌ها و روزها را ایجاب می‌کند.»
43506637,48535,زنبق سرخ,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546938431l/43506637._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546938431l/43506637._SX50_.jpg,1949,7,,per,چاپخانه علمی,false,3247387,107,849,773,237,26,5:33|4:64|3:91|2:30|1:19|total:237,1894,,,3.26,0,0,['48535'],['Anatole France'],['3.90'],['18771964'],['فتح الله دولتشاهی'],['0.0'],"رمان زنبق سرخ از زندگی مادام آرمان دوکایاوه که دوستیش با آناتول فرانس از 1888 آغاز شد ، الهام گرفته است و وقایع یکی از محافل ادبی پاریس را در اواخر قرن نوزدهم وصف می‌کند . آناتول فرانس اگرچه با شیوه نگارش رمان احساسی و تحلیلی مأنوس نبود ، با انتشار زنبق سرخ در ردیف ""آلفونس دوده"" و ""گی دی موپاسان"" قرار گرفت ، اما دنباله این نوع رمان‌نویسی را به زودی رها کرد"
41583105,48535,Le Mannequin d'osier (Histoire contemporaine #2),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535767814l/41583105._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535767814l/41583105._SX50_.jpg,1972,,,per,انتشارات ابن سینا,false,75988407,50,66,89,26,4,5:4|4:8|3:10|2:3|1:1|total:26,1897,,,3.42,1,0,"['48535', '18373707']","['Anatole France', 'مهندس ناطق']","['3.90', '3.00']",[],[],[],"M. Bergeret's private life is turned upside down, when he discovers that his wife deceived him with his best pupil, M. Roux. He then decides he will no longer talk to his wife. He subjects her to this slow but effective moral torture, and it bears fruit: by the end of the novel, she decides to leave the marital home. M. Bergeret, however, suffers too, chiefly his pride. He seeks consolation in books and ideas, and this has consequences for his thoughts and conversation. He makes bitter remarks about life, which he sees as one long agony, and on his contemporaries, which he compares with chimpanzees."
20813762,48535,پاییز داغ و هشت داستان دیگر,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392475961l/20813762._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392475961l/20813762._SY75_.jpg,2013,,,per,کوله پشتی,false,21484529,2,62,68,20,4,5:2|4:6|3:11|2:0|1:1|total:20,2010,1,1,3.40,6,1,"['6410', '7728', '3190', '48535', '1240', '6451182']","['Alice Munro', 'Doris Lessing', 'F. Scott Fitzgerald', 'Anatole France', 'Jack London', 'شیرین احدزاده']","['3.92', '3.65', '3.90', '3.90', '3.96', '3.30']",[],[],[],پاییز داغ یک مجموعه داستان کوتاه است، عناوین داستان‌ها و نویسندگان آنها به ترتیب زیر هستند: «پاییز داغ، از: آلیس مونرو»؛ «نگاه خیره، تونل، و مزاحمت، سه داستان از: دوریس لسینگ هستند»؛ «جنایت سیلوستر بونارد، از: آناتول فرانس»؛ «ماجرای مرموز بنجامین باتن، آبی و صورتی داستان‌هایی از اسکات فیتز جرالد هستند»؛ «افروختن آتش و گرگ خفته هم از آثار: جک لندن»؛ انتخاب و ترجمه شده‌اند
2128387,48535,لیلا دختر ایرانی - داستانهای کوتاه شرقی از نویسندگان بزرگ غرب,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288883231l/2128387.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288883231l/2128387._SX50_.jpg,2005,,,per,نشر نخستین,false,2133830,1,38,32,9,2,5:0|4:5|3:4|2:0|1:0|total:9,,,,3.56,9,2,"['48535', '1031172']","['Anatole France', 'شجاع\u200cالدین شفا']","['3.90', '3.95']",[],[],[],نویسندگان: ایوان سرگی یویچ تورگنیف، آناتول فرانس، او هنری، واندا واسیلوسکایا، رابرت هیچنز، جوزپه دروسی، گارنت رادکلیف، پی یر لوتی، سیدونی گابریل کولت، ترجمه: شجاع الدین شفا، ویراستار: محمد رفیعی مهرآبادی
31570635,48535,همای,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471805309l/31570635._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471805309l/31570635._SY75_.jpg,,,,per,,false,52258409,1,13,11,5,2,5:0|4:2|3:0|2:0|1:3|total:5,,,,2.20,5,2,['48535'],['Anatole France'],['3.90'],['1031172'],['شجاع\u200cالدین شفا'],['3.95'],
