author_id,id,work_id,org_id,org_title,org_publisher,original_publication_year,title,isbn,isbn13,publisher,publication_year,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,score_5,score_4,score_3,score_2,score_1,score_5_pct,score_4_pct,score_3_pct,score_2_pct,score_1_pct,average_rating,ratings_count,text_reviews_count,authors_average_rating,translators_ids,translators_names,translators_average_rating,description,org_image_name,image_name
13450,40916512,3295655,320,One Hundred Years of Solitude,Harper,1967,صد سال تنهایی,,9789642756124.0,حکایتی دگر,2009,319,1458268,2923239,717561,28691,342530,192682,106453,44606,31290,48,27,15,6,4,4.07,2,0,['3.97'],['18229178'],مریم فیروزبخت,['4.00'],"(Book Jacket Status: Jacketed)The brilliant, bestselling, landmark novel that tells the story of the Buendia family, and chronicles the irreconcilable conflict between the desire for solitude and the need for love—in rich, imaginative prose that has come to define an entire genre known as ""magical realism.""",320.jpg,40916512.jpg
13450,39732930,3295655,320,One Hundred Years of Solitude,Harper,1967,صد سال تنهایی,6008399568,9786008399568.0,آتیسا,2017,319,1458268,2923239,717561,28691,342530,192682,106453,44606,31290,48,27,15,6,4,4.07,0,0,['3.97'],['14117684'],سحر عزتی,['3.17'],در این رمان به شرح زندگی شش نسل خانواده بوئندیا پرداخته شده‌است که نسل اول آن‌ها در دهکده‌ای به نام ماکوندو ساکن می‌شود.<br />ناپدید شدن و مرگ بعضی از شخصیت‌های داستان به جادویی شدن روایت‌ها می‌افزاید. صعود رمدیوس به آسمان درست مقابل چشم دیگران کشته شدن همه پسران سرهنگ آئورلیانو بوئندیا که از زنان در جبهه جنگ به وجود آمده‌اند توسط افراد ناشناس از طریق هدف گلوله قرار دادن پیشانی آنها که علامت صلیب داشته و طعمه مورچه‌ها شدن آئورلیانو نوزاد تازه به دنیا آمده آمارانتا اورسولا از این موارد است. به اعتقاد بسیاری او در این کتاب سبک رئالیسم جادویی را ابداع کرده است. داستانی که در آن همهٔ فضاها و شخصیت‌ها واقعی و حتی گاهی حقیقی هستند، اما ماجرای داستان مطابق روابط علّی و معلولی شناخته شدهٔ دنیای ما پیش نمی‌روند.,320.jpg,39732930.jpg
13450,35431963,3295655,320,One Hundred Years of Solitude,Harper,1967,صد سال تنهایی,,,روزگار,2010,319,1458268,2923239,717561,28691,342530,192682,106453,44606,31290,48,27,15,6,4,4.07,0,0,['3.97'],[],,[],صد سال تنهایی اثر گابریل گارسیا مارکز رمانی است که به عنوان بهترین کار مارکز کلمبیایی شناخته می شود. همچنین او پس از این کتاب موفق به دریافت جایزه ی نوبل ادبیات در سال 1982 شد. زمانی که صد سال تنهایی در سال 1970 به زبان انگلیسی ترجمه شد، منتقد و نویسنده مطرح امریکایی ویلیام کندی درباره صد سال تنهایی نوشت: نخستین تکه ادبیات پس از تورات، که تمام اقوام بشر باید بخوانند. بسیاری گابریل گارسیا مارکز و این کتاب را سرآغاز سبک رئالیسم جادویی می دانند.<br /><br />صد سال تنهایی سرگذشت پنج نسل خاندان بوئندیا است. خاندانی که با خوزه آرکادیو بوئندیا و همسرش اورسلا شروع می شود. این خاندان نسل پشت نسل در شهر خیالی ماکوندو –جایی در امریکای لاتین- زیسته اند. ماکوندو مکانی فریبنده است که همه چیز را با نرمی به نفرت و انزجار می کشاند. جایی که در اغوا کننده ترین و جذاب ترین حالتش لجن زاری زننده و گزنده است.<br /><br />گابریل گارسیا مارکز داستانش را خارج از گذر خطی زمان روایت می کند. صد سال از اتفاقات روزانه یک خاندان را به گونه ای تعریف می کند که گویی اینها همه در یک زمان زیسته اند. داستان با شیوه ای جادویی پیش گویی و خاطره، توهم و واقعیت را در هم می آمیزد و اغلب تمایزشان از یکدیگرممکن نیست.<br /><br />خود مارکز پیش از دریافت جایزه نوبل گفت :<br /><br />من به جرأت فکر می کنم واقعیت خارج از اندازه ی این اثر _ نه فقط بیان ادبی آن _ است که سزاوار توجه آکادمی ادبی نوبل شده است . واقعیتی که نه تنها روی کاغذ ؛بلکه در بین ما زندگی می کند و مسؤل مرگ و میر تعداد بی شماری از ماست. و این یک منبع تغذیه کننده ی خلاقیت است؛ پر از غم و اندوه و زیبایی، برای غم و نوستالژی یک کلمبیایی، و یک رمزنگاری بیشتر از یک ثروت خاص. شاعران و گدایان ، نوازندگان و پیامبران، رزمندگان و اراذل، همه ی موجودات از آن واقعیت لجام گسیخته ؛ همه ی ما باید بپرسیم ، اما اندکی از تخیل برای مشکل حیاتی ما ؛ می تواند زندگی را به معنای متعارف باورپذیر کند. این؛ دوستان! معمای تنهایی ماست.<br /><br />زمان نمی گذرد، بلکه تنها تکرار می شود.<br />- گابریل گارسیا مارکز ؛ صد سال تنهایی,320.jpg,35431963.jpg
13450,24580773,3295655,320,One Hundred Years of Solitude,Harper,1967,صد سال تنهایی,,,جمهوری,,319,1458268,2923239,717561,28691,342530,192682,106453,44606,31290,48,27,15,6,4,4.07,2,0,['3.97'],['7084590'],حبیب گوهری راد,['3.58'],"کتاب ""صد سال تنهایی"" داستان زندگی یک نسل از شروع تا پایان است. ویژگی کتاب این است که در کل داستان شخصیت واحدی که اتفاقات حول آن بیافتد، وجود ندارد. به تک تک افراد خانواده به یک اندازه بها داده شده و با هر یک از آن ها در طول داستان برای مدت کوتاهی زندگی خواهید کرد<br />اتفاقات عجیب و پیش بینی نشده ای که برای شخصیت ها می افتد بر کشش داستان می افزاید. جلو عقب شدن زمان در خلال حوادث و شخصیت هایی عجیب و رمزآلود با توانایی های متفاوت هم نکته جالبی است<br />این کتاب برنده جایزه ادبی نوبل 1982 می باشد که تا کنون به هفتاد زبان زنده دنیا ترجمه شده است",320.jpg,24580773.jpg
13450,43608477,3295655,320,One Hundred Years of Solitude,Harper,1967,صد سال تنهایی,,,نشر پارمیس,1396,319,1458268,2923239,717561,28691,342530,192682,106453,44606,31290,48,27,15,6,4,4.07,2,1,['3.97'],['14948719'],محمد صادق سبط الشیخ,['3.00'],ناتالیا جینزبورگ نویسنده بزرگ ایتالیایی درباره این کتاب می­گوید: «... صد سال تنهایی را خواندم، مدتها بود این چنین تحت تاثیر کتابی واقع نشده بودم. اگر حقیقت داشته باشد که رمان مرده است یا در احتضار مردم است پس همگی برای این آخرین رمان برخیزیم و سلام بگوییم.» همچنین منتقد مجله نیوزویک می­گوید: «کتابی است که مدتها در بین ما خواهد ماند. منحصر به فرد است. سراپا جادوست. معجزه­ گر است.»,320.jpg,43608477.jpg
13450,41542008,3295655,320,One Hundred Years of Solitude,Harper,1967,صد سال تنهایی,,9786009442119.0,انتشارات مصدق,2014,319,1458268,2923239,717561,28691,342530,192682,106453,44606,31290,48,27,15,6,4,4.07,1,0,['3.97'],['18358644'],محمدرضا سحابی,['4.50'],"(Book Jacket Status: Jacketed)The brilliant, bestselling, landmark novel that tells the story of the Buendia family, and chronicles the irreconcilable conflict between the desire for solitude and the need for love—in rich, imaginative prose that has come to define an entire genre known as ""magical realism.""",320.jpg,41542008.jpg
13450,34531941,3295655,320,One Hundred Years of Solitude,Harper,1967,صد سال تنهایی,,9786009454518.0,شبگون,2014,319,1458268,2923239,717561,28691,342530,192682,106453,44606,31290,48,27,15,6,4,4.07,1,0,['3.97'],['16555809'],رسول اکبری,['4.00'],مارکز در این کتاب وضعیت جغرافیایی و آداب و رسوم بومیان سرخپوست آمریکای لاتین را به خوبی نمایانده‌است؛ گویی آیینه‌ای در برابر ملتش گرفته تا همه ویژگی‌های آن‌ها را بنمایاند. کسی که این اثر را می‌خواند، اگر هم به کشورهای آمریکای لاتین سفری نداشته و یا حتی درباره آن‌ها هیچ اطلاعی نداشته باشد؛ حس می‌کند آن سرزمین و مردمش را به خوبی می‌شناسد. اعتقادات باستانی‌‌ای که گاه در اثر خیال‌پردازی‌ها و اغراقهای بومیانش خرافات به نظر می‌رسند، همه در این اثر به خوبی آشکار است. اثبات وجود عشق و قدرت پایان‌ناپذیر آن نکته‌ای است که مضمون اصلی این رمان را رقم می‌زند و بسیار چشمگیر بیان شده است؛,320.jpg,34531941.jpg
13450,41660683,3295655,320,One Hundred Years of Solitude,Harper,1967,صد سال تنهایی,,9789648673678.0,رادمهر,,319,1458268,2923239,717561,28691,342530,192682,106453,44606,31290,48,27,15,6,4,4.07,1,1,['3.97'],['18498244'],سیدحبیب گوهری راد,['5.00'],بعد از گذشت سال‌ها، زمانی که سرهنگ اورلیانو بوئندیا در برابر سربازانی که حکم تیربارانش را داشتند ایستاده بود، خاطرات دوری را به خاطر آورد که پدرش او را به تماشای قالب یخ برده بود. در آن ایام، روستای ماکوندو از بیست کلبه‌ی گالی‌پوش و کاهگلی شکل گرفته بود؛,320.jpg,41660683.jpg
13450,41541932,3295655,320,One Hundred Years of Solitude,Harper,1967,One Hundred Years of Solitude,,,,,319,1458268,2923239,717561,28691,342530,192682,106453,44606,31290,48,27,15,6,4,4.07,0,0,['3.97'],['18358644'],محمدرضا سحابی,['4.50'],"(Book Jacket Status: Jacketed)The brilliant, bestselling, landmark novel that tells the story of the Buendia family, and chronicles the irreconcilable conflict between the desire for solitude and the need for love—in rich, imaginative prose that has come to define an entire genre known as ""magical realism.""",320.jpg,41541932.png
13450,1566955,3285349,9712,Love in the Time of Cholera,Vintage International,1985,عشق در زمان وبا,9643115895,9789643115890.0,ققنوس,2006,109,771270,1531689,391087,19008,139456,133309,77544,27763,13015,36,34,20,7,3,3.92,845,103,['3.97'],['294913'],بهمن فرزانه,['3.57'],اندیشه‌های مارکز به گونه‌ای است که هرگز کسی جز خود او، نمی‌تواند در ذهن بپروراند و این از شگفتی‌های روزگار به حساب می‌آید که انسانی بتواند مطالبی را به تصویر بکشد که خوانندگان آثارش را به شگفتی و تحسین وادار سازد. به همین کتاب عشق سال‌های وبا استناد می‌کنیم. چگونه به ذهن کسی خطور می‌‌کند که بتوان شخصیت به ظاهر نخست داستان را با آن همه دانش و آگاهی، به گونه‌ای به قتل رساند که خواننده، پس از چند بار مطالعه‌ی کتاب، متوجه شود که ماجرای به آن سادگی و کاملا اتفاقی و غیرارادی نیز پایه و اساسی جز عشق نداشته است؟ چگونه می‌توان در مدتی به اندازه‌ی نیم قرن، احساسی را زنده نگه داشت که آن را عشق می‌نامند؟ چگونه می‌توان زیباترین زن خو گرفته به زندگی اشرافی را به آغوش مردی سپرد که زشتی چهره‌اش، زبانزد خاص و عام است؟,9712.jpg,1566955.jpg
13450,2116873,3285349,9712,Love in the Time of Cholera,Vintage International,1985,عشق سال‌های وبا,,,,,109,771270,1531689,391087,19008,139456,133309,77544,27763,13015,36,34,20,7,3,3.92,191,20,['3.97'],['4799286'],اسماعیل قهرمانی پور,['3.61'],سالخوردگی به من آموخته است که، در نهایت آنچه اهمیت دارد، عواطف و احساسات عمیق عاشقانه است. یعنی آنچه در دل روی می‌دهد. کتاب‌های من همه به نحوی درباره عشق بوده‌اند. <br />در صدسال تنهایی داستانی عاشقانه، از پی داستانی دیگر می‌آید. گزارش یک قتل نمایش وحشتناکی از عشق است. به گمانم عشق در همه کارهای من بوده، اما این بار در این کتاب شورانگیزتر شده است…<br />گمان می‌کنم من نمی‌توانستم این کتاب را، زمانی که جوان‌تر بودم بنویسم، چون یک عمر تجربه عملی در آن است…<br />عشق سال‌های وبا به شدت سخاوتمندانه است! <br />در میان آثار گوناگون گابریل گارسیا مارکز عشق سال‌های وبا ارزش ویژه‌ای دارد.,9712.jpg,2116873.jpg
13450,6779904,59137,23878,Chronicle of a Death Foretold,Vintage,1981,گزارش یک مرگ,,9789649971902.0,نشر ماهی,2009,341,187499,459010,115551,5813,36638,47113,25053,5462,1285,32,41,22,5,1,3.97,391,52,['3.97'],['2787191'],لیلی گلستان,['3.89'],گزارش یک مرگ روایتی روزنامه‌نگارانه از کشته شدن جوانی به نام سانتیاگو ناصر به دست دو برادر است؛ مرگی که بعد از گذشت بیش از بیست سال هنوز دست از سر شاهدانش برنداشته، مرگی از پیش اعلام شده که همه از آن خبر داشتند. یکی از دوستان سانتیاگو ناصر- راوی ناشناس داستان- هنوز کنجکاو این مرگ است و با کسانی که در جریان آن بوده‌اند بعد از گذشت چند دهه به گفت‌وگو نشسته و دیده‌ها و شنیده‌هایش را از آن روز نحس بازگو می‌کند. روایت داستان روندی معکوس دارد، مخاطب در همان صفحه اول از این مرگ آگاه می‌شود و همراه راوی به همه جای دهکده‌ای که قتل در آن به وقوع پیوست سر می‌کشد. راوی بین گذشته و حال سرگردان است و روایت دقیق و ظریف او از حادثه‌ای که تمام اهالی دهکده از آن خبردار بودند و با این حال هیچ کس نتوانست مانع وقوعش شود، داستانی حیرت‌انگیز خلق می‌کند؛ داستانی که دلیل اهمیت آن نه قتل، بلکه چگونگی به وقوع پیوستن آن است. با اینکه مرگ در همان صفحه اول خود را به رخ ما می‌کشد اما تعلیق همچنان تا پایان داستان خواننده را رها نمی‌کند.,23878.jpg,6779904.jpg
13450,465499,59137,23878,Chronicle of a Death Foretold,Vintage,1981,گزارش یک مرگ,9646952453,,نشر البرز,1994,341,187499,459010,115551,5813,36638,47113,25053,5462,1285,32,41,22,5,1,3.97,211,8,['3.97'],['2787191'],لیلی گلستان,['3.89'],"Acaso sea 'Crónica de una muerte anunciada' la obra más 'realista' de Gabriel García Márquez, pues se basa en un hecho histórico acontecido en la tierra natal del escritor.<br />Cuando empieza la novela, ya se sabe que los hermanos Vicario van a matar a Santiago Nasar -de hecho ya le han matado- para vengar el honor ultrajado de su hermana Ángela, pero el relato termina precisamente en el momento en que Santiago Nasar muere. El tiempo cíclico, tan utilizado por García Márquez en sus obras, reaparece aquí minuciosamente descompuesto en cada uno de sus momentos, reconstruido prolija y exactamente por el narrador, que va dando cuenta de lo que sucedió mucho tiempo atrás, que avanza y retrocede en su relato y hasta llega mucho tiempo después para contar el destino de los supervivientes. La acción es, a un tiempo, colectiva y personal, clara y ambigua, y atrapa al lector desde un principio, a pesar de que conoce el desenlace de la trama. La dialéctica entre mito y realidad se ve potenciada aquí, una vez más, por una prosa tan cargada de fascinación que los eleva hasta las fronteras de la leyenda.",23878.jpg,465499.jpg
13450,30256861,59137,23878,Chronicle of a Death Foretold,Vintage,1981,گزارش یک مرگ,9642132990,9789642132997.0,نشر مرکز,2016,341,187499,459010,115551,5813,36638,47113,25053,5462,1285,32,41,22,5,1,3.97,28,6,['3.97'],['2787191'],لیلی گلستان,['3.89'],کتاب حاضر، چندان‌که از نامش پیداست گزارش یک مرگ است! یا به عبارتی، گزارش قتل جوانی سرمایه‌دار و دورگه به نام «سانتیاگو». اما نکته این است که این کتاب نه یک کتاب پلیسی و کارگاهی به‌حساب می‌آید و نه حتی روند داستان به‌گونه‌ای است که بخواهد کنجکاوی مخاطب را در مورد چگونگی وقوع قتل برانگیزد، چراکه تقریبا روایت داستان روندی معکوس دارد و در همان آغاز تقریبا ما متوجه می‌شویم که چه اتفاقی رخ داده؛ اما درعین‌حال نویسنده با رفت و برگشتی متناوب بین گذشته و حال، و روایت ظریف و دقیق ماجرا از زبان اهالی دهکده، ما را دچار حیرتی عمیق و درعین‌حال باورپذیر می‌کند؛ چراکه طی داستان ما متوجه می‌شویم که گویا هرگز مرگ این‌چنین خود را از پیش اعلام نکرده بود.,23878.jpg,30256861.jpg
13450,17704211,59137,23878,Chronicle of a Death Foretold,Vintage,1981,وقایع نگاری یک جنایت از پیش اعلام شده,,,روزبهان,,341,187499,459010,115551,5813,36638,47113,25053,5462,1285,32,41,22,5,1,3.97,5,1,['3.97'],['6483041'],ایرج زهری,['3.29'],ترجمه ی ایرج زهری- تهران 1361,23878.jpg,17704211.jpg
13450,52664127,59137,23878,Chronicle of a Death Foretold,Vintage,1981,وقایع نگاری مرگی اعلام شده,,,,,341,187499,459010,115551,5813,36638,47113,25053,5462,1285,32,41,22,5,1,3.97,3,1,['3.97'],['845869'],کاوه میرعباسی,['3.73'],"Acaso sea 'Crónica de una muerte anunciada' la obra más 'realista' de Gabriel García Márquez, pues se basa en un hecho histórico acontecido en la tierra natal del escritor.<br />Cuando empieza la novela, ya se sabe que los hermanos Vicario van a matar a Santiago Nasar -de hecho ya le han matado- para vengar el honor ultrajado de su hermana Ángela, pero el relato termina precisamente en el momento en que Santiago Nasar muere. El tiempo cíclico, tan utilizado por García Márquez en sus obras, reaparece aquí minuciosamente descompuesto en cada uno de sus momentos, reconstruido prolija y exactamente por el narrador, que va dando cuenta de lo que sucedió mucho tiempo atrás, que avanza y retrocede en su relato y hasta llega mucho tiempo después para contar el destino de los supervivientes. La acción es, a un tiempo, colectiva y personal, clara y ambigua, y atrapa al lector desde un principio, a pesar de que conoce el desenlace de la trama. La dialéctica entre mito y realidad se ve potenciada aquí, una vez más, por una prosa tan cargada de fascinación que los eleva hasta las fronteras de la leyenda.",23878.jpg,52664127.png
13450,1973370,2166510,760,Memories of My Melancholy Whores,Vintage International,2004,خاطرات روسپیان سودازده من,,,ایران,2005,45,109060,236463,65722,3975,12687,23627,21444,6224,1740,19,36,33,9,3,3.6,1053,78,['3.97'],['1003912'],اميرحسين فطانت,['3.28'],در مقابل توقیف این اثر مهم ادبی توسط وزارت ارشاد، نشر ایران این کتاب را به صورت رایگان در دسترس هموطنان عزیز در ایران قرار میدهد<br /><br />کتاب خاطرات روسپیان سودازده من نوشته گابریل گارسیا مارکز نویسنده پر اوازه کلمبیایی که در ایرا ن به ان اجازه انتشار ندادند به فارسی ترجمه و منتشر شد.این کتاب که به علت بیماری و کهولت مارکز شاید اخرین کتاب او باشد در اکتبر 2004 به بازار امد و چاپ اول ان در یک میلیون نسخه منتشر شد. روسپیان سودازده من مو جب سر و صدای زیادی در مطبوعات و محافل هنری شده و کتابی است کوچک که در ان به رابطه عشق پیرانه سر مردی سالخورده و دخترکی نو جوان اشاره دارد و نگاهی است متفاوت به مفهوم پیری، عشق و زندگی<br /><br />این کتاب توسط امیر حسین فطانت مستقیما از زبان اصلی ، اسپانیایی ، به فارسی و توسط نشر ایران در امریکا منتشر شده است<br /><br />فرازي از کتاب که در پشت جلد آمده است دريچه ايست به رمان آخر مارکز: “در سالگرد نود سالگي ام خواستم شب عشقي ديوانه وار را با نوجواني باکره بخود هديه دهم. به ياد رزا کارباکس افتادم؛ ملک يک خانه مخفي که عادت داشت هر وقت خبر تازه اي به دستش مي رسيد آنرا به مشتريان خويش اطلاع دهد. هيچ وقت به او و به هيچکدام از پيشنهادهاي وسوسه انگيز بي شرمانه اش تن نداده بودم. اما او اصولي را که من به آنها اعتقاد داشتم قبول نداشت و با لبخندي موذيانه مي گفت: اخلاقيات هم بستگي به زمان داره، خواهي ديد,760.jpg,1973370.jpg
