author_id,id,work_id,org_id,org_title,org_image_url,org_publisher,original_publication_year,title,isbn,isbn13,image_url,publisher,publication_year,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,score_5,score_4,score_3,score_2,score_1,score_5_pct,score_4_pct,score_3_pct,score_2_pct,score_1_pct,average_rating,ratings_count,text_reviews_count,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
13450,40916512,3295655,320,One Hundred Years of Solitude,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361l/320._SX98_.jpg,Harper,۱۹۶۷.۰,صد سال تنهایی,nan,9789642756124.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532341093l/40916512._SX98_.jpg,حکایتی دگر,۲۰۰۹.۰,319,"1,458,268",2923239,717561,"28,691",۳۴۲۵۳۰,۱۹۲۶۸۲,۱۰۶۴۵۳,۱۰۶۴۵۳,۱۰۶۴۵۳,12,7,4,4,4,4.07,2,0,['3.97'],['18229178'],['مریم فیروزبخت'],['4.00'],"(Book Jacket Status: Jacketed)The brilliant, bestselling, landmark novel that tells the story of the Buendia family, and chronicles the irreconcilable conflict between the desire for solitude and the need for love—in rich, imaginative prose that has come to define an entire genre known as ""magical realism."""
13450,39732930,3295655,320,One Hundred Years of Solitude,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361l/320._SX98_.jpg,Harper,۱۹۶۷.۰,صد سال تنهایی,6008399568,9786008399568.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523031124l/39732930._SX98_.jpg,آتیسا,۲۰۱۷.۰,319,"1,458,268",2923239,717561,"28,691",۳۴۲۵۳۰,۱۹۲۶۸۲,۱۰۶۴۵۳,۱۰۶۴۵۳,۱۰۶۴۵۳,12,7,4,4,4,4.07,0,0,['3.97'],['14117684'],['سحر عزتی'],['3.17'],در این رمان به شرح زندگی شش نسل خانواده بوئندیا پرداخته شده‌است که نسل اول آن‌ها در دهکده‌ای به نام ماکوندو ساکن می‌شود.<br />ناپدید شدن و مرگ بعضی از شخصیت‌های داستان به جادویی شدن روایت‌ها می‌افزاید. صعود رمدیوس به آسمان درست مقابل چشم دیگران کشته شدن همه پسران سرهنگ آئورلیانو بوئندیا که از زنان در جبهه جنگ به وجود آمده‌اند توسط افراد ناشناس از طریق هدف گلوله قرار دادن پیشانی آنها که علامت صلیب داشته و طعمه مورچه‌ها شدن آئورلیانو نوزاد تازه به دنیا آمده آمارانتا اورسولا از این موارد است. به اعتقاد بسیاری او در این کتاب سبک رئالیسم جادویی را ابداع کرده است. داستانی که در آن همهٔ فضاها و شخصیت‌ها واقعی و حتی گاهی حقیقی هستند، اما ماجرای داستان مطابق روابط علّی و معلولی شناخته شدهٔ دنیای ما پیش نمی‌روند.
13450,35431963,3295655,320,One Hundred Years of Solitude,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361l/320._SX98_.jpg,Harper,۱۹۶۷.۰,صد سال تنهایی,nan,nan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497421500l/35431963._SX98_.jpg,روزگار,۲۰۱۰.۰,319,"1,458,268",2923239,717561,"28,691",۳۴۲۵۳۰,۱۹۲۶۸۲,۱۰۶۴۵۳,۱۰۶۴۵۳,۱۰۶۴۵۳,12,7,4,4,4,4.07,0,0,['3.97'],[],[],[],صد سال تنهایی اثر گابریل گارسیا مارکز رمانی است که به عنوان بهترین کار مارکز کلمبیایی شناخته می شود. همچنین او پس از این کتاب موفق به دریافت جایزه ی نوبل ادبیات در سال 1982 شد. زمانی که صد سال تنهایی در سال 1970 به زبان انگلیسی ترجمه شد، منتقد و نویسنده مطرح امریکایی ویلیام کندی درباره صد سال تنهایی نوشت: نخستین تکه ادبیات پس از تورات، که تمام اقوام بشر باید بخوانند. بسیاری گابریل گارسیا مارکز و این کتاب را سرآغاز سبک رئالیسم جادویی می دانند.<br /><br />صد سال تنهایی سرگذشت پنج نسل خاندان بوئندیا است. خاندانی که با خوزه آرکادیو بوئندیا و همسرش اورسلا شروع می شود. این خاندان نسل پشت نسل در شهر خیالی ماکوندو –جایی در امریکای لاتین- زیسته اند. ماکوندو مکانی فریبنده است که همه چیز را با نرمی به نفرت و انزجار می کشاند. جایی که در اغوا کننده ترین و جذاب ترین حالتش لجن زاری زننده و گزنده است.<br /><br />گابریل گارسیا مارکز داستانش را خارج از گذر خطی زمان روایت می کند. صد سال از اتفاقات روزانه یک خاندان را به گونه ای تعریف می کند که گویی اینها همه در یک زمان زیسته اند. داستان با شیوه ای جادویی پیش گویی و خاطره، توهم و واقعیت را در هم می آمیزد و اغلب تمایزشان از یکدیگرممکن نیست.<br /><br />خود مارکز پیش از دریافت جایزه نوبل گفت :<br /><br />من به جرأت فکر می کنم واقعیت خارج از اندازه ی این اثر _ نه فقط بیان ادبی آن _ است که سزاوار توجه آکادمی ادبی نوبل شده است . واقعیتی که نه تنها روی کاغذ ؛بلکه در بین ما زندگی می کند و مسؤل مرگ و میر تعداد بی شماری از ماست. و این یک منبع تغذیه کننده ی خلاقیت است؛ پر از غم و اندوه و زیبایی، برای غم و نوستالژی یک کلمبیایی، و یک رمزنگاری بیشتر از یک ثروت خاص. شاعران و گدایان ، نوازندگان و پیامبران، رزمندگان و اراذل، همه ی موجودات از آن واقعیت لجام گسیخته ؛ همه ی ما باید بپرسیم ، اما اندکی از تخیل برای مشکل حیاتی ما ؛ می تواند زندگی را به معنای متعارف باورپذیر کند. این؛ دوستان! معمای تنهایی ماست.<br /><br />زمان نمی گذرد، بلکه تنها تکرار می شود.<br />- گابریل گارسیا مارکز ؛ صد سال تنهایی
13450,24580773,3295655,320,One Hundred Years of Solitude,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361l/320._SX98_.jpg,Harper,۱۹۶۷.۰,صد سال تنهایی,nan,nan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421690959l/24580773._SX98_.jpg,جمهوری,nan,319,"1,458,268",2923239,717561,"28,691",۳۴۲۵۳۰,۱۹۲۶۸۲,۱۰۶۴۵۳,۱۰۶۴۵۳,۱۰۶۴۵۳,12,7,4,4,4,4.07,2,0,['3.97'],['7084590'],['حبیب گوهری\u200cراد'],['3.58'],"کتاب ""صد سال تنهایی"" داستان زندگی یک نسل از شروع تا پایان است. ویژگی کتاب این است که در کل داستان شخصیت واحدی که اتفاقات حول آن بیافتد، وجود ندارد. به تک تک افراد خانواده به یک اندازه بها داده شده و با هر یک از آن ها در طول داستان برای مدت کوتاهی زندگی خواهید کرد<br />اتفاقات عجیب و پیش بینی نشده ای که برای شخصیت ها می افتد بر کشش داستان می افزاید. جلو عقب شدن زمان در خلال حوادث و شخصیت هایی عجیب و رمزآلود با توانایی های متفاوت هم نکته جالبی است<br />این کتاب برنده جایزه ادبی نوبل 1982 می باشد که تا کنون به هفتاد زبان زنده دنیا ترجمه شده است"
13450,43608477,3295655,320,One Hundred Years of Solitude,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361l/320._SX98_.jpg,Harper,۱۹۶۷.۰,صد سال تنهایی,nan,nan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547829859l/43608477._SX98_.jpg,نشر پارمیس,۱۳۹۶.۰,319,"1,458,268",2923239,717561,"28,691",۳۴۲۵۳۰,۱۹۲۶۸۲,۱۰۶۴۵۳,۱۰۶۴۵۳,۱۰۶۴۵۳,12,7,4,4,4,4.07,2,1,['3.97'],['14948719'],['محمد صادق سبط الشیخ'],['3.00'],ناتالیا جینزبورگ نویسنده بزرگ ایتالیایی درباره این کتاب می­گوید: «... صد سال تنهایی را خواندم، مدتها بود این چنین تحت تاثیر کتابی واقع نشده بودم. اگر حقیقت داشته باشد که رمان مرده است یا در احتضار مردم است پس همگی برای این آخرین رمان برخیزیم و سلام بگوییم.» همچنین منتقد مجله نیوزویک می­گوید: «کتابی است که مدتها در بین ما خواهد ماند. منحصر به فرد است. سراپا جادوست. معجزه­ گر است.»
13450,41542008,3295655,320,One Hundred Years of Solitude,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361l/320._SX98_.jpg,Harper,۱۹۶۷.۰,صد سال تنهایی,nan,9786009442119.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535394509l/41542008._SX98_.jpg,انتشارات مصدق,۲۰۱۴.۰,319,"1,458,268",2923239,717561,"28,691",۳۴۲۵۳۰,۱۹۲۶۸۲,۱۰۶۴۵۳,۱۰۶۴۵۳,۱۰۶۴۵۳,12,7,4,4,4,4.07,1,0,['3.97'],['18358644'],['محمدرضا سحابی'],['4.50'],"(Book Jacket Status: Jacketed)The brilliant, bestselling, landmark novel that tells the story of the Buendia family, and chronicles the irreconcilable conflict between the desire for solitude and the need for love—in rich, imaginative prose that has come to define an entire genre known as ""magical realism."""
13450,34531941,3295655,320,One Hundred Years of Solitude,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361l/320._SX98_.jpg,Harper,۱۹۶۷.۰,صد سال تنهایی,nan,9786009454518.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489245331l/34531941._SX98_.jpg,شبگون,۲۰۱۴.۰,319,"1,458,268",2923239,717561,"28,691",۳۴۲۵۳۰,۱۹۲۶۸۲,۱۰۶۴۵۳,۱۰۶۴۵۳,۱۰۶۴۵۳,12,7,4,4,4,4.07,1,0,['3.97'],['16555809'],['رسول اکبری'],['4.00'],مارکز در این کتاب وضعیت جغرافیایی و آداب و رسوم بومیان سرخپوست آمریکای لاتین را به خوبی نمایانده‌است؛ گویی آیینه‌ای در برابر ملتش گرفته تا همه ویژگی‌های آن‌ها را بنمایاند. کسی که این اثر را می‌خواند، اگر هم به کشورهای آمریکای لاتین سفری نداشته و یا حتی درباره آن‌ها هیچ اطلاعی نداشته باشد؛ حس می‌کند آن سرزمین و مردمش را به خوبی می‌شناسد. اعتقادات باستانی‌‌ای که گاه در اثر خیال‌پردازی‌ها و اغراقهای بومیانش خرافات به نظر می‌رسند، همه در این اثر به خوبی آشکار است. اثبات وجود عشق و قدرت پایان‌ناپذیر آن نکته‌ای است که مضمون اصلی این رمان را رقم می‌زند و بسیار چشمگیر بیان شده است؛
13450,41660683,3295655,320,One Hundred Years of Solitude,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361l/320._SX98_.jpg,Harper,۱۹۶۷.۰,صد سال تنهایی,nan,9789648673678.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540047289l/41660683._SX98_.jpg,رادمهر,nan,319,"1,458,268",2923239,717561,"28,691",۳۴۲۵۳۰,۱۹۲۶۸۲,۱۰۶۴۵۳,۱۰۶۴۵۳,۱۰۶۴۵۳,12,7,4,4,4,4.07,1,1,['3.97'],['18498244'],['سیدحبیب گوهری\u200cراد'],['5.00'],بعد از گذشت سال‌ها، زمانی که سرهنگ اورلیانو بوئندیا در برابر سربازانی که حکم تیربارانش را داشتند ایستاده بود، خاطرات دوری را به خاطر آورد که پدرش او را به تماشای قالب یخ برده بود. در آن ایام، روستای ماکوندو از بیست کلبه‌ی گالی‌پوش و کاهگلی شکل گرفته بود؛
13450,41541932,3295655,320,One Hundred Years of Solitude,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361l/320._SX98_.jpg,Harper,۱۹۶۷.۰,One Hundred Years of Solitude,nan,nan,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,nan,nan,319,"1,458,268",2923239,717561,"28,691",۳۴۲۵۳۰,۱۹۲۶۸۲,۱۰۶۴۵۳,۱۰۶۴۵۳,۱۰۶۴۵۳,12,7,4,4,4,4.07,0,0,['3.97'],['18358644'],['محمدرضا سحابی'],['4.50'],"(Book Jacket Status: Jacketed)The brilliant, bestselling, landmark novel that tells the story of the Buendia family, and chronicles the irreconcilable conflict between the desire for solitude and the need for love—in rich, imaginative prose that has come to define an entire genre known as ""magical realism."""
13450,1566955,3285349,9712,Love in the Time of Cholera,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536376800l/9712._SX98_.jpg,Vintage International,۱۹۸۵.۰,عشق در زمان وبا,9643115895,9789643115890.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505581396l/1566955._SX98_.jpg,ققنوس,۲۰۰۶.۰,109,"771,270",1531689,391087,"19,008",۱۳۹۴۵۶,۱۳۳۳۰۹,۷۷۵۴۴,۷۷۵۴۴,۷۷۵۴۴,9,9,5,5,5,3.92,845,103,['3.97'],['294913'],['بهمن فرزانه'],['3.57'],اندیشه‌های مارکز به گونه‌ای است که هرگز کسی جز خود او، نمی‌تواند در ذهن بپروراند و این از شگفتی‌های روزگار به حساب می‌آید که انسانی بتواند مطالبی را به تصویر بکشد که خوانندگان آثارش را به شگفتی و تحسین وادار سازد. به همین کتاب عشق سال‌های وبا استناد می‌کنیم. چگونه به ذهن کسی خطور می‌‌کند که بتوان شخصیت به ظاهر نخست داستان را با آن همه دانش و آگاهی، به گونه‌ای به قتل رساند که خواننده، پس از چند بار مطالعه‌ی کتاب، متوجه شود که ماجرای به آن سادگی و کاملا اتفاقی و غیرارادی نیز پایه و اساسی جز عشق نداشته است؟ چگونه می‌توان در مدتی به اندازه‌ی نیم قرن، احساسی را زنده نگه داشت که آن را عشق می‌نامند؟ چگونه می‌توان زیباترین زن خو گرفته به زندگی اشرافی را به آغوش مردی سپرد که زشتی چهره‌اش، زبانزد خاص و عام است؟
13450,2116873,3285349,9712,Love in the Time of Cholera,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536376800l/9712._SX98_.jpg,Vintage International,۱۹۸۵.۰,عشق سال‌های وبا,nan,nan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465396985l/2116873._SX98_.jpg,nan,nan,109,"771,270",1531689,391087,"19,008",۱۳۹۴۵۶,۱۳۳۳۰۹,۷۷۵۴۴,۷۷۵۴۴,۷۷۵۴۴,9,9,5,5,5,3.92,191,20,['3.97'],['4799286'],['اسماعیل قهرمانی\u200cپور'],['3.61'],سالخوردگی به من آموخته است که، در نهایت آنچه اهمیت دارد، عواطف و احساسات عمیق عاشقانه است. یعنی آنچه در دل روی می‌دهد. کتاب‌های من همه به نحوی درباره عشق بوده‌اند. <br />در صدسال تنهایی داستانی عاشقانه، از پی داستانی دیگر می‌آید. گزارش یک قتل نمایش وحشتناکی از عشق است. به گمانم عشق در همه کارهای من بوده، اما این بار در این کتاب شورانگیزتر شده است…<br />گمان می‌کنم من نمی‌توانستم این کتاب را، زمانی که جوان‌تر بودم بنویسم، چون یک عمر تجربه عملی در آن است…<br />عشق سال‌های وبا به شدت سخاوتمندانه است! <br />در میان آثار گوناگون گابریل گارسیا مارکز عشق سال‌های وبا ارزش ویژه‌ای دارد.
