id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
243685,17854,A History of Western Philosophy,0671201581,9780671201586,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344399003l/243685._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344399003l/243685._SY75_.jpg,1986,1,30,eng,Simon & Schuster,false,1167354,109,109603,124224,30425,987,5:12598|4:10559|3:5185|2:1360|1:723|total:30425,1945,,,4.08,28050,748,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"Since its first publication in 1945 Lord Russell's <i>A History of Western Philosophy</i> has been universally acclaimed as the outstanding one-volume work on the subject—unparalleled in its comprehensiveness, its clarity, its erudition, its grace and wit. In seventy-six chapters he traces philosophy from the rise of Greek civilization to the emergence of logical analysis in the twentieth century. Among the philosophers considered are: Pythagoras, Heraclitus, Parmenides, Empedocles, Anaxagoras, the Atomists, Protagoras, Socrates, Plato, Aristotle, the Cynics, the Sceptics, the Epicureans, the Stoics, Plotinus, Ambrose, Jerome, Augustine, Benedict, Gregory the Great, John the Scot, Aquinas, Duns Scotus, William of Occam, Machiavelli, Erasmus, More, Bacon, Hobbes, Descartes, Spinoza, Leibniz, Locke, Berkeley, Hume, Rousseau, Kant, Hegel, Schopenhauer, Nietzsche, the Utilitarians, Marx, Bergson, James, Dewey, and lastly the philosophers with whom Lord Russell himself is most closely associated -- Cantor, Frege, and Whitehead, co-author with Russell of the monumental <i>Principia Mathematica.</i>"
31886,17854,Introduction to Mathematical Philosophy,0486277240,9780486277240,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1993,9,14,,Dover Publications,false,1167343,98,5844,4501,1117,55,5:403|4:423|3:225|2:53|1:13|total:1117,1918,,,4.03,961,39,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"In the words of Bertrand Russell, ""Because language is misleading, as well as because it is diffuse and inexact when applied to logic (for which it was never intended), logical symbolism is absolutely necessary to any exact or thorough treatment of mathematical philosophy."" That assertion underlies this book, a seminal work in the field for more than 70 years. In it, Russell offers a nontechnical, undogmatic account of his philosophical criticism as it relates to arithmetic and logic. Rather than an exhaustive treatment, however, the influential philosopher and mathematician focuses on certain issues of mathematical logic that, to his mind, invalidated much traditional and contemporary philosophy.<br />In dealing with such topics as number, order, relations, limits and continuity, propositional functions, descriptions, and classes, Russell writes in a clear, accessible manner, requiring neither a knowledge of mathematics nor an aptitude for mathematical symbolism. The result is a thought-provoking excursion into the fascinating realm where mathematics and philosophy meet — a philosophical classic that will be welcomed by any thinking person interested in this crucial area of modern thought."
51789,17854,Marriage and Morals,0415079179,9780415079174,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,8,1,,Routledge,false,898269,47,3722,4366,1088,84,5:363|4:460|3:195|2:56|1:14|total:1088,1929,1,1,4.01,808,55,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"First published in 1985. Routledge is an imprint of Taylor &amp; Francis, an informa company."
144355,17854,Sceptical Essays,0415325080,9780415325080,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397426556l/144355._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397426556l/144355._SY75_.jpg,2004,3,4,,Routledge,false,173403,28,3534,4353,1056,57,5:400|4:434|3:182|2:31|1:9|total:1056,1928,,,4.12,712,36,"['17854', '3312074']","['Bertrand Russell', 'John N. Gray']","['4.02', '3.88']",[],[],[],"<strong>'These propositions may seem mild, yet, if accepted, they would absolutely revolutionize human life.'</strong><br /><br />With these words Bertrand Russell introduces what is indeed a revolutionary book. Taking as his starting-point the irrationality of the world, he offers by contrast something 'wildly paradoxical and subversive' - a belief that reason should determine human actions. Today, besieged as we are by the numbing onslaught of twenty-first-century capitalism, Russell's defence of scepticism and independence of mind is as timely as ever. In clear, engaging prose, he guides us through the key philosophical issues that affect our daily lives - freedom, happiness, emotions, ethics and beliefs - and offers no-nonsense advice."
182354,17854,Unpopular Essays,0415119634,9780415119634,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356454613l/182354._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356454613l/182354._SY75_.jpg,1996,10,13,,Routledge,false,3127470,39,3725,4291,1041,58,5:382|4:440|3:190|2:22|1:7|total:1041,1901,1,1,4.12,892,43,"['17854', '575275']","['Bertrand Russell', 'Kirk Willis']","['4.02', '4.13']",[],[],[],"In this volume of essays Russell is concerned to combat, in one way or another, the growth of dogmatism, whether of the Left or of the Right, which has hitherto characterised our tragic century."
51784,17854,The Autobiography of Bertrand Russell,041522862X,9780415228626,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,3,10,eng,Routledge,false,65323,47,5485,4176,1023,85,5:396|4:381|3:191|2:44|1:11|total:1023,1968,4,,4.08,891,65,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"Bertrand Russell was born in 1872 and died in 1970. One of the most influential figures of the twentieth century, he transformed philosophy and can lay claim to being one of the greatest philosophers of all time. He was a Nobel Prize winner for Literature and was imprisoned several times as a result of his pacifism. His views on religion, education, sex, politics and many other topics, made him one of the most read and revered writers of the age. This, his autobiography, is one of the most compelling and vivid ever written.<br /> This one-volume, compact paperback edition contains an introduction by the politician and scholar, Michael Foot, which explores the status of this classic nearly 30 years after the publication of the final volume."
179504,17854,The ABC of Relativity,0415154294,9780415154291,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356130106l/179504._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356130106l/179504._SY75_.jpg,2001,9,21,,Routledge,false,1200871,35,3332,3821,983,74,5:288|4:392|3:228|2:54|1:21|total:983,1925,,,3.89,727,47,"['17854', '5505543']","['Bertrand Russell', 'Peter Clark']","['4.02', '4.00']",[],[],[],"Ask a dozen people to name a genius and the odds are that 'Einstein' will spring to their lips. Ask them the meaning of 'relativity' and few of them will be able to tell you what it is.<br />The basic principles of relativity have not changed since Russell first published his lucid guide for the general reader. The <em>ABC of Relativity</em> is Bertrand Russell's most brilliant work of scientific popularisation. With marvellous lucidity he steers the reader who has no knowledge of maths or physics through the subtleties of Einstein's thinking. In easy, assimilable steps, he explains the theories of special and general relativity and describes their practical application to, amongst much else, discoveries about gravitation and the invention of the hydrogen bomb."
11233616,17854,تاريخ الفلسفة الغربية - الكتاب الأول: الفلسفة القديمة,,9789774216948,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351302530l/11233616._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351302530l/11233616._SX50_.jpg,2010,,,ara,الهيئة المصرية العامة  للكتاب,false,61283463,24,3884,2741,668,86,5:257|4:268|3:109|2:23|1:11|total:668,1945,,,4.10,380,63,"['17854', '2743905', '2809370']","['Bertrand Russell', 'أحمد أمين', 'زكي نجيب محمود']","['4.02', '3.86', '3.89']",[],[],[],
1449309,17854,"Proposed Roads to Freedom: Socialism, Anarchism and Syndicalism",1406841056,9781406841053,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,5,31,eng,Echo Library,false,2986849,198,3185,2739,709,67,5:194|4:295|3:159|2:51|1:10|total:709,1918,,,3.86,520,47,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book."
67331,17854,Mysticism and Logic,0486434400,9780486434407,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,8,16,eng,Dover Publications,false,3011669,232,2924,2696,706,55,5:160|4:311|3:190|2:37|1:8|total:706,1910,10,,3.82,354,24,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"10 brilliant essays by a Nobel Prize-winning philosopher challenge romantic mysticism and promote a scientific view of society and nature. Russell explains his theory of logical atomism in these witty, cogent writings, which include popular treatments of religious and educational issues as well as more technical examinations of problems of logic."
662912,17854,Authority and the Individual,0041700147,9780041700145,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1949,12,,en-GB,Simon and Schuster,false,3127468,46,2230,2499,642,88,5:183|4:255|3:167|2:26|1:11|total:642,1949,,,3.89,322,28,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"s/t: With a Terminal Essay Philosophy &amp; Politics<br />From Ancient Greek philosophy to the French Revolution to the modern welfare state, in Authority &amp; the Individual Bertrand Russell tackles the perennial questions about the balance between authority &amp; human freedom. With characteristic clarity &amp; deep understanding, he explores the formation &amp; purpose of society, education, moral evolution &amp; social, economical &amp; intellectual progress. First of the famous BBC Reith lectures, this wonderful collection delivers Russell at his intellectual best."
51788,17854,The Analysis of Mind,0486445518,9780486445519,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328863535l/51788._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328863535l/51788._SY75_.jpg,2005,10,17,,Dover Publications,false,3127283,202,2960,2149,568,32,5:144|4:221|3:147|2:48|1:8|total:568,1921,,,3.78,393,28,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"""A most brilliant essay in psychology.""—<i>New Statesman</i><br />""A delightful experience.""—Joseph Conrad<br />Philosopher, mathematician and social critic, Bertrand Russell was awarded the Nobel Prize for Literature in 1950. In <i>The Analysis of Mind, </i>one of his most influential and exciting books, Russell presents an intriguing reconciliation of the materialism of psychology with the antimaterialism of physics.<br />This book established a new conception of the mind and provided one of the most original and interesting externalist accounts of knowledge. Drawing upon the writings of psychologists such as William James and John Watson, Russell offers a comprehensive treatment of such considerations as belief, desire, habit, memory, meaning, and causal law. His reasoning formed the foundation for many subsequent theories of mind, as well as a framework for his own later philosophical writings. It remains one of the most important works on the philosophy of the mind."
51787,17854,The Basic Writings of Bertrand Russell: 1903-1959,041508301X,9780415083010,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,9,21,,Routledge,false,50530,22,2139,2097,478,29,5:264|4:152|3:47|2:13|1:2|total:478,1959,,,4.39,319,17,"['17854', '2763684', '1105784']","['Bertrand Russell', 'Lester E. Denonn', 'Robert E. Egner']","['4.02', '4.38', '4.30']",[],[],[],This comprehensive anthology of Bertrand Russell's writings brings together his definitive essays from the period 1903 to 1959. It covers the most fertile and the most lasting work on every significant area he published in.
67340,17854,Power,0393004791,9780393004793,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375531771l/67340._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375531771l/67340._SX50_.jpg,,,,,W.W. Norton & Company,false,139279,38,1869,2052,527,39,5:148|4:213|3:133|2:28|1:5|total:527,1938,10,,3.89,303,15,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"The key to human nature that Marx found in wealth &amp; Freud in sex, Russell finds in power. Power, he argues, is the species' ultimate goal, &amp; is, in its many guises, the single most important element in the development of any society. Writing in the late 1930s when Europe was being torn apart by extremist ideologies &amp; the world was on the brink of war, he set out to found a 'new science' to make sense of the traumatic events of the day &amp; explain those that would follow. The result was Power, a remarkable book that he regarded as one of the most important of his long career. Countering the totalitarian desire to dominate, he shows how political enlightenment &amp; human understanding can lead to peace--his book is a passionate call for independence of mind &amp; a celebration of the instinctive joy of human life."
1917358,17854,Political Ideals,0851247318,9780851247311,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,9,1,,Parkwest Publications,false,1919411,191,1486,1997,513,37,5:147|4:202|3:133|2:24|1:7|total:513,1917,,,3.89,373,27,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"'Political Ideals' was written during the upheaval of World War One. It is, in many ways, a statement, of Russell's beliefs, a declaration of the ideas that influenced his thinking on the major events of the 20th century. In this sense, it is essential reading for every student of this great philosopher."
179532,17854,Bertrand Russell Speaks His Mind.,0837174457,9780837174457,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384733689l/179532._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384733689l/179532._SY75_.jpg,1974,7,16,,Greenwood Press,false,173452,17,1518,1959,523,93,5:107|4:213|3:172|2:25|1:6|total:523,1960,,,3.75,118,18,"['17854', '1190218']","['Bertrand Russell', 'Woodrow Wyatt']","['4.02', '3.86']",[],[],[],"Bertrand Russell Speaks His Mind, interviewed by Woodrow Wyatt 1959; Transcript of a Television Series/VanCon Productions, Copyright 1960 by The World Publishing Company."
