id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
29408532,34773,Cantar de Mio Cid,8422625628,9788422625629,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456996023l/29408532._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456996023l/29408532._SY75_.jpg,1988,,,spa,Círculo de Lectores,false,477,279,13479,30370,8745,363,5:1753|4:2537|3:2947|2:1108|1:400|total:8745,1140,,,3.47,6,0,"['5158478', '393949']","['Anonymous', 'Ramón Menéndez Pidal']","['4.15', '3.62']",['34773'],['Camilo José Cela'],['3.70'],"Poema épico, se trata del texto más representativo del arte de los juglares españoles de la edad media. El poema fue escrito por primera vez en 1110, inmediatamente después de sucedidos los hechos a los que se refiere. El poema, dividido en tres partes o cantares, narra el injusto destierro y las aventuras del Cid, Rodrigo Díaz de Vivar. El tema del deshonor y la recuperación de la honra, constituyen el eje central de la obra que describe la mentalidad y los valores éticos de la época. Muchos de los personajes y hechos que nos muestra están atestiguados lo cual le confiere un gran valor histórico."
2614057,34773,A Cruz de Santo André,8481305642,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,,,por,BIBLIOTEX EDITOR (Diário de Notícias),false,626688,6,232,273,112,11,5:4|4:17|3:37|2:20|1:34|total:112,1994,,,2.44,66,7,['34773'],['Camilo José Cela'],['3.70'],['2986882'],['José Carlos González'],['2.45'],"Sempre na vanguarda, provocador e exultante, divertido e audaz, o imprevisível Camilo José Cela narra, através de três monólogos femininos, a dramática queda de várias pessoas sob a influência de uma seita e o seu posterior suicídio colectivo. <br />Mas há mais: muita intriga, muita emoção, muita vida nesta história de sexo e perversão, de mentira e humor, de fracasso e de morte, onde a paixão, a tragédia e o absurdo se dão as mãos. <br />Povoado com uma infinidade de personagens compondo um transparente mosaico, em A Cruz de Santo André tudo se encaixa. Nada nem ninguém escapa ao pouco misericordioso, vivaz e deslumbrante olhar de Cela."
782127,34773,Spanish Short Stories - 1 /Cuentos Hispanicos - 1,0140025006,9780140025002,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1966,11,30,mul,Penguin (Non-Classics),false,768143,2,204,207,61,9,5:7|4:23|3:21|2:7|1:3|total:61,1966,1,1,3.39,61,9,"['97438', '500', '13450', '34773']","['Jean Franco', 'Jorge Luis Borges', 'Gabriel García Márquez', 'Camilo José Cela']","['4.00', '4.30', '3.97', '3.70']",[],[],[],
61783,34773,Oficio de tinieblas 5,8432220108,9788432220104,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348595336l/61783._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348595336l/61783._SY75_.jpg,1984,12,,spa,Seix Barral,false,2403018,5,106,195,48,4,5:23|4:13|3:5|2:6|1:1|total:48,1973,,,4.06,44,4,['34773'],['Camilo José Cela'],['3.70'],[],[],[],"Camilo José Cela es, indiscutiblemente, una figura cumbre de la literatura española del siglo xx. Este genial autor ha sabido, de forma magistral, reflejar ambientes y situaciones con un dominio extraordinario de la pluma. En la presente obra, Cela nos propone un ejercicio literario de altura, equiparable, por ejemplo, a los de grandes innovadores como James Joyce. Las letras castellanas se ven así enriquecidas con una aportación indispensable que les abre unas perspectivas insospechadas. En suma, leer a Camilo José Cela constituye siempre una ambiciosa aventura intelectual."
3651380,34773,Boxwood: Novel,0811217515,9780811217514,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,6,17,,New Directions,false,3694551,7,165,192,61,8,5:11|4:17|3:13|2:10|1:10|total:61,1999,,,3.15,19,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],"The extraordinary experimental final novel by the winner of the Nobel Prize for Literature. <br />Boxwood might perhaps be best described as a kind of whirlwind: a vortex of marvelous writing about folklore, traditions, superstitions, cooking, nautical disasters on the Coast of Death (ships from afar spilling cargoes of oranges, typewriters, iron ore, oil, spices), elements of nature both cruel and beautiful, whales, priests, witches, ghosts--sprinkled with various autobiographies-- everything exquisite and crass in Cela's native home, Galicia, Spain. <br />If the Holy Ghost were a bat instead of a dove our religion would not be the one true faith and there would be fewer Catholics, and if he were a magpie or a jackdaw there would be none at all, the devil appears in the guise of a billy goat whose rump you kiss as a mark of homage and respect, the Holy Ghost could have been a swallow, but not a cormorant, the form taken by the Holy Ghost is well thought out, you immediately see the hand of God in it, Father Xerardino, the priest of San Xurxo, supposes the form might also have been a butterfly in all the colors of the spectrum.... (from Boxwood)"
147058,34773,La insólita y gloriosa hazaña del cipote de Archidona,8472233014,9788472233010,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357703915l/147058._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357703915l/147058._SY75_.jpg,,,,spa,,false,141936,2,77,160,52,3,5:6|4:10|3:21|2:12|1:3|total:52,1977,,,3.08,52,3,"['34773', '1329259']","['Camilo José Cela', 'Alfonso Canales']","['3.70', '3.14']",[],[],[],
4755918,34773,Nuevo viaje a la Alcarria,8485229878,9788485229871,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1986,1,1,spa,Cambio 16,false,60066,6,72,125,37,6,5:6|4:10|3:15|2:4|1:2|total:37,1986,,,3.38,29,3,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
154334,34773,El asesinato del perdedor,8432207020,9788432207020,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473613648l/154334._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473613648l/154334._SY75_.jpg,,,,,Seix Barral,false,148957,2,59,83,24,0,5:5|4:7|3:9|2:0|1:3|total:24,1994,,,3.46,24,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],"Historia de un joven que se ahorco desesperado ante el acoso de una sociedad represiva y hostil, El asesinato del perdedor ?primera de las novelas escritas por Cela después de obtener el Premio Nobel de Literatura? constituye el nuevo e insuperable retrato de una España negra que todavía pervive."
6159289,34773,La rosa,8423309657,9788423309658,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553000107l/6159289._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553000107l/6159289._SY75_.jpg,1979,1,1,,Destino Ediciones,false,5954716,4,40,80,23,3,5:6|4:5|3:6|2:6|1:0|total:23,1959,,,3.48,22,2,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
9691818,34773,Onze contos de futebol,,9789724131412,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298402580l/9691818._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298402580l/9691818._SY75_.jpg,2002,10,,por,Asa,false,14579939,5,70,76,26,3,5:0|4:8|3:9|2:8|1:1|total:26,1963,,,2.92,14,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],"O F.C. Waldetrudis Pucará (alta escola) aspira a ter uma equipa em que todos e cada um dos jogadores esteja claramente compenetrado da sua obrigação, e na qual não haja um único homem que não saiba muito bem qual é o papel que lhe cabe representar. Teógenes Caldueño Acebal, Mazuco, e Teogino Alcaraz Valronquillo, Pinchaúvas assimilaram tão vivamente o espírito do F.C. Waldetrudis Pucará (alta escola) e de Gainsborough XXI, seu treinador, que mandaram tatuar a barriga, formando com uma orla em volta do umbigo o verso 355 do Livro I da Metamorphoseon, de Ovídio: Nos duo turba sumus, nós dois fazemos uma multidão, e enquanto isto for assim, nem Napoleão Bonaparte nos mete um golo."""
3425984,34773,"Judíos, moros y cristianos",8423310094,9788423310098,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376160693l/3425984._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376160693l/3425984._SY75_.jpg,2002,1,,spa,Ediciones Destino,false,60069,6,63,73,17,2,5:6|4:10|3:1|2:0|1:0|total:17,1956,,,4.29,14,2,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
14741809,34773,Viaje al Pirineo de Lérida,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338425049l/14741809._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338425049l/14741809._SY75_.jpg,1974,1,,spa,Noguer,false,20389001,10,28,71,19,1,5:5|4:8|3:3|2:2|1:1|total:19,1965,,,3.74,17,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
3426004,34773,Del Miño al Bidasoa: Notas de un vagabundaje,8427908318,9788427908314,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488401599l/3426004._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488401599l/3426004._SY75_.jpg,1956,1,1,spa,Noguer,false,3466843,9,40,68,19,0,5:2|4:7|3:10|2:0|1:0|total:19,1952,,,3.58,16,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],"T ras una azarosa aventura editorial en la primavera de 1948, Camilo José Cela publica, en edición de Revista de Occidente, Viaje a la Alcarria. La crítica saluda al libro -que nació del viaje que el escritor realizó a finales de la primavera del 46 acompañado del fotógrafo Karl Wlasak y de Conchita Stichaner­- con aplauso unánime. Un personaje clave en las andanzas del primer Cela, Juan Aparicio (1906-1996), desde 1941 delegado nacional de la Prensa del Movimiento, quien ya había publicado unas iniciales tres entregas del viaje a la Alcarria en El Español. Semanario de la política y del espíritu en el verano del 46, decide que el joven escritor, al que viene protegiendo desde el aldabonazo de La familia de Pascual Duarte (1942), debe ser colaborador del diario vespertino que dirigía desde 1946, Pueblo, órgano de la Delegación Nacional de Sindicatos.<br /><br />Aparicio consulta su decisión con CJC en julio del 48: el escritor acepta su propuesta, que no es otra que la de realizar de inmediato un viaje, financiado por Pueblo, para que dentro de la órbita de las notas de vagabundaje que Cela acaba de consolidar en Viaje a la Alcarria, ofrezca una propaganda indirecta de las residencias veraniegas de la organización sindical. La carta (11-VIII-1948) en la que Aparicio formaliza el acuerdo, le indica que «el eslogan de la campaña ha de ser algo por estilo a lo siguiente: ‘‘Cómo veranean los trabajadores españoles’’, ‘‘Gran reportaje por el novelista Camilo José Cela’’. Tendrás que conjugar paisajes, tipos, costumbres, dejando ver por debajo, que gracias al Estado de Franco y a la Organización sindical ocurre esta coyuntura de movilizar a los hombres y a las mujeres del pueblo español con ocasión de las vacaciones, conociendo mejor y pudiendo amar de esa manera a su patria».<br /><br />Cela se pone en marcha de inmediato. Tiene un mes para llevarlo a cabo. El 4 de septiembre aparece en Pueblo la primera entrega; la última, que atañe al recorrido del Miño al Bidasoa, ve la luz el 20 del mismo mes (las restantes, hasta 25, con materia geográfica andaluza, finalizaron el 6 de noviembre). Son el germen del libro Del Miño al Bidasoa. Notas de vagabundaje (Barcelona, Noguer, 1952). Las crónicas de Pueblo llevan el marbete genérico de «Y así veranean los trabajadores. La vuelta a España de un novelista». En la primera justifica que se haya descalzado las botas de siete leguas: «España es un puzle de grandes y extraños países que no pueden empalmarse a pie». Por ello no se trata de un viaje de cabotaje, sino de altura, y «el viajero -escribe Cela-, contra su costumbre, no va a hacer en este viaje folklore, sino turismo».<br /><br />Las notas gallegas del viaje se inician en el Barco de Valdeorras y son un prodigio de sintética precisión geográfica: «Por la Puebla de Trives pasa el río Navea y entre la Puebla y Castro Caldelas, los altos de Cerdeira, llegan a los novecientos metros». Son una delicia las subjetividades del viajero: «Frente a Iria Flavia, entre un bosquecillo de carballos y sobre la falda del monte Meda, duerme el caserío de Pedreda, lleno, para el viajero, de remotos recuerdos infantiles». Y, naturalmente, se refieren a las residencias, la de Luis Collazo, a la entrada de la bahía de Vigo, o la del Grajal, «para señoritas», a la entrada de «La Coruña, que es una ciudad demasiado hermosa».<br /><br />Estas crónicas que, como CJC confiesa en el prólogo a la primera edición de 1952, «fueron el huevo de estas páginas» y que fascinaron a Carmen Laforet, quien reseñaba el libro en Destino (21-II-1953) como obra de gran empeño (desde luego el escritor la recreó con tenacidad y esmero), no acabaron donde Aparicio quería, un libro de propaganda, entre otras razones porque «a los jefes de la Organización Sindical les han parecido poco sindicalistas», según le escribe el 30 de septiembre de 1948. Desembocaron en una obra maestra de la literatura de viajes, en la senda de Unamuno, Azorín, Ortega y Josep Pla, que tan bien conocía el genial escritor gallego."
29344226,34773,La Celestina,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,49580995,1,34,65,18,2,5:4|4:6|3:6|2:1|1:1|total:18,,,,3.61,18,2,"['34773', '36794']","['Camilo José Cela', 'Fernando de Rojas']","['3.70', '3.41']",[],[],[],"La finalidad que Cela ha perseguido con está versión no es otra que la de poner ""el venerable texto"" al alcance del lector, a quien pudiera no resultar fácilmente inteligible el castellano del siglo XV."
1147642,34773,El gallego y su cuadrilla,8423308073,9788423308071,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344932149l/1147642._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344932149l/1147642._SY75_.jpg,,,,spa,Ediciones Destino,false,1135102,7,46,61,18,2,5:4|4:4|3:7|2:1|1:2|total:18,1949,,,3.39,15,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
61790,34773,Nuevas andanzas y desventuras de Lazarillo de Tormes,9505811519,9789505811519,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567002997l/61790._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567002997l/61790._SY75_.jpg,2019,5,23,,,false,60096,6,36,57,17,4,5:3|4:5|3:6|2:1|1:2|total:17,1944,,,3.35,16,3,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
2562642,34773,El bonito crímen del carabinero,8402063152,9788402063151,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344165836l/2562642._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344165836l/2562642._SY75_.jpg,,,,spa,,false,2571134,2,30,57,16,1,5:4|4:4|3:5|2:3|1:0|total:16,1947,,,3.56,14,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
