id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
12982154,11563,Розенкранц и Гильденстерн мертвы и другие пьесы,5271272761,9785271272769,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327596757l/12982154._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327596757l/12982154._SY75_.jpg,2010,1,1,rus,"Астрель, Corpus",false,73811,55,132790,316764,78043,1949,5:31907|4:26169|3:14165|2:4256|1:1546|total:78043,1966,,,4.06,13,0,"['293', '2964676', '2743494', '11563', '4146991', '5832043', '5832044']","['Tom Stoppard', 'Том Стоппард', 'Иосиф Бродский', 'Joseph Brodsky', 'Илья Кормильцев', 'Ольга Варшавер', 'Т. Тульчинская']","['4.05', '4.00', '4.45', '4.25', '4.25', '4.37', '4.46']",['19834334'],['Ilya Kormiltsev'],['4.14'],"<i>Hamlet</i> told from the worm's-eye view of two minor characters, bewildered Rosencrantz and Guildenstern. Echoes of <i>Waiting for Godot</i> resound, reality and illusion mix, and where fate leads heroes to a tragic but inevitable end."
582961,11563,So Forth: Poems,0374525536,9780374525538,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316635446l/582961._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316635446l/582961._SY75_.jpg,1998,3,4,,"Farrar, Straus and Giroux",false,569830,6,322,649,158,10,5:68|4:50|3:32|2:5|1:3|total:158,1996,,,4.11,138,8,['11563'],['Joseph Brodsky'],['4.25'],[],[],[],"Joseph Brodsky's last volume of poems in English, <i>So Forth,</i> represents eight years of masterful self-translation from the Russian, as well as a substantial body of work written directly in English."
13645729,11563,Иосиф Бродский. Малое собрание сочинений,,9785998511332,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336795704l/13645729._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336795704l/13645729._SY75_.jpg,2010,,,rus,Азбука-классика,false,19262940,1,276,639,135,2,5:111|4:18|3:3|2:0|1:3|total:135,2010,,,4.73,135,2,"['11563', '2743494', '5834294', '5834295', '3520858', '5834296']","['Joseph Brodsky', 'Иосиф Бродский', 'Василий Голышев', 'Елена Касаткина', 'Лев Лосев', 'Александр Сумеркин']","['4.25', '4.45', '4.73', '4.70', '4.59', '4.70']",[],[],[],"Иосиф Бродский - один из крупнейших русских поэтов ХХ века, за свою недолгую, по нынешним представлениям, жизнь возвел огромное здание стихотворений, поэм, а также произведений особого, им созданного жанра - ""больших стихотворений"". Верный традициям русских классиков - Пушкина, Лермонтова, - Бродский стремительно расширял поле своей творческой работы. Он автор двух пьес - ""Мрамор"" и ""Демократия"" и нескольких десятков эссе, большинство из которых написаны на английском языке. В 1987 году Бродскому была присуждена Нобелевская премия по литературе ""за многогранное творчество, отмеченное остротой мысли и глубокой поэтичностью"".<br />В настоящий том избранных произведений Иосифа Бродского вошли поэтические сборники ""Остановка в пустыне"", ""Конец прекрасной эпохи"", ""Часть речи"", ""Новые стансы к Августе"", ""Урания"" и ""Пейзаж с наводнением"", выпускавшиеся американским издательством ""Ардис"" с 1970 по 1996 годы, а также пьеса ""Мрамор"" и эссе."
6034188,11563,Диалоги с Иосифом Бродским,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328674251l/6034188._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328674251l/6034188._SY75_.jpg,2006,,,rus,Эксмо,false,2287178,8,270,633,137,9,5:94|4:35|3:7|2:1|1:0|total:137,1998,,,4.62,35,1,"['54583', '11563', '2759452', '2743494']","['Solomon Volkov', 'Joseph Brodsky', 'Соломон Волков', 'Иосиф Бродский']","['4.10', '4.25', '4.57', '4.45']",[],[],[],"Диалоги с Бродским - книга для русской литературной культуры уникальная. Она содержит гигантское количество фактического материала, это откровенный вызов будущим исследователям."
796260,11563,Nativity Poems,0374528578,9780374528577,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311990049l/796260._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311990049l/796260._SY75_.jpg,2002,11,13,,"Farrar, Straus and Giroux",false,1392289,4,285,603,146,15,5:69|4:41|3:26|2:6|1:4|total:146,2001,,,4.13,104,12,"['11563', '417216', '718172', '29574', '68597', '75480', '11562', '29836', '113535']","['Joseph Brodsky', 'Mikhail Lemkhin', 'Melissa Green', 'Seamus Heaney', 'Glyn Maxwell', 'Paul Muldoon', 'Derek Walcott', 'Richard Wilbur', 'Anthony Hecht']","['4.25', '4.29', '4.14', '4.11', '3.91', '3.87', '4.02', '3.80', '4.02']",[],[],[],"<b>Christmas poems by the Nobel Laureate</b><br /><br />To Him, all things seemed enormous: His mother's breast, the <br />steam out <br />of the ox's nostrils, Caspar, Balthazar, Melchior, the team<br />of Magi, the presents heaped by the door, ajar.<br />He was but a dot, and a dot was the star.<br />--from ""Star of the Nativity""<br /><br />Joseph Brodsky, who jokingly referred to himself as ""a Christian by correspondence,"" endeavored from the time he ""first took to writing poems seriously,"" to write a poem for every Christmas. He said in an interview: ""What is remarkable about Christmas? The fact that what we're dealing with here is the calculation of life--or, at the very least, existence--in the consciousness of an individual, a specific individual."" He continued, ""I liked that concentration of everything in one place--which is what you have in that cave scene."" There resulted a remarkable sequence of poems about time, eternity, and love, spanning a lifetime of metaphysical reflection and formal invention.<br /><br />In <i>Nativity Poems</i> six superb poets in English have come together to translate the ten as yet untranslated poems from this sequence, and the poems are presented in English in their entirety in a beautiful, pocket-sized edition illustrated with Mikhail Lemkhin's photographs of winter-time St. Petersburg."
6716980,11563,Mer de Jouvence (La),2226039511,9782226039514,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,2,1,fre,Albin Michel,false,13372923,12,377,590,168,14,5:38|4:50|3:49|2:22|1:9|total:168,1931,,,3.51,3,0,"['6454067', '11563', '3024199']","['Andrei Platonov', 'Joseph Brodsky', 'Annie Epelboin']","['3.96', '4.25', '3.45']",[],[],[],
6266954,11563,Остановка в пустыне,5352008363,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523690889l/6266954._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523690889l/6266954._SY75_.jpg,2004,,,rus,Азбука,false,6450227,4,180,470,110,1,5:56|4:34|3:15|2:4|1:1|total:110,1965,,,4.27,102,0,"['11563', '2743494']","['Joseph Brodsky', 'Иосиф Бродский']","['4.25', '4.45']",[],[],[],"В серии ""Азбука-классика"" выходят сборники стихотворений Иосифа Бродского, повторяющие издания, выпускавшиеся с 1977 по 1996 год американским издательством ""Ардис"". Эти сборники были составлены самим Бродским в сотрудничестве с его друзьями Карлом и Эллендеей Проффер, создателями ""Ардиса"". В этом издательстве в течение долгих лет публиковались многие важные произведения русской литературы, чье издание в Советском Союзе в те годы не представлялось возможным. После смерти Карла Проффера Бродский писал о нем: ""Он вернул русской литературе непрерывность развития и тем самым восстановил ее достоинство... То, что Карл Проффер сделал для русской литературы XX века, сопоставимо с Гутенберговым изобретением - потому что Проффер заново открыл печать. Публикуя по-русски и по-английски книги, которым суждено было никогда не увидеть черноту типографской краски, он спас многочисленных русских писателей и поэтов от забвения, от искажения их слова, от нервной болезни и отчаяния. Более того, он изменил сам климат русской литературы...<br />Карл Проффер сделал для русской литературы то, что сами русские хотели сделать, но не могли"". <br /><br />Сборник ""Остановка в пустыне"" впервые был опубликован в издательстве имени Чехова в 1970 году. Сборник составлен автором в России, и тексты стихотворений были тайно переправлены редакторам в Нью-Йорк. Бродский считал, что книга должна дать представление о том, чем являлось (согласно его взглядам на тот момент) собрание его зрелых работ. Издательство ""Ардис"" выпустило репринт сборника ""Остановка в пустыне"" в 1988 году, чтобы восполнить пробел в серии сборников стихотворений Бродского, вышедших в этом издательстве."
6923105,11563,Пейзаж с наводнением,5911815958,9785911815950,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367702003l/6923105._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367702003l/6923105._SY75_.jpg,2006,,,rus,Азбука-классика,false,3590838,5,116,371,84,3,5:53|4:20|3:6|2:3|1:2|total:84,2000,1,1,4.42,82,3,"['11563', '2743494']","['Joseph Brodsky', 'Иосиф Бродский']","['4.25', '4.45']",[],[],[],"В серии ""Азбука-классика"" выходят сборники стихотворений И.Бродского, повторяющие издания, выпускавшиеся с 1977-го по 1996 год американским издательством ""Ардис""."
981823,11563,Robinson: Selected Poems,0140189882,9780140189889,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394995608l/981823._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394995608l/981823._SY75_.jpg,1997,12,1,,Penguin Books,false,966712,5,245,362,93,6,5:26|4:39|3:21|2:6|1:1|total:93,1966,1,1,3.89,64,4,"['140309', '7284', '11563']","['Edwin Arlington Robinson', 'Robert Faggen', 'Joseph Brodsky']","['3.93', '4.19', '4.25']",[],[],[],
25537115,11563,Полторы комнаты,,9785445309659,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431609724l/25537115._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431609724l/25537115._SX50_.jpg,2015,5,,rus,Лениздат; Книжная лаборатория,false,45327528,2,118,337,74,8,5:49|4:19|3:5|2:0|1:1|total:74,1986,,,4.55,69,7,"['11563', '4180351']","['Joseph Brodsky', 'Boris Smelov']","['4.25', '4.54']",['2265616'],['Max Nemtsov'],['4.16'],"""Полторы комнаты"" - одно из самых известных эссе И.Бродского в новом блестящем переводе с англ. М.Немцова. Автор вспоминает в нем о родителях, о своем детстве и юности, о доме, где он прожил до начала 1970-х годов и откуда вынужден был уехать в эмиграцию. Фотографии знаменитого ленинградского фотографа Бориса Смелова."
106463,11563,Osip Mandelstam: 50 Poems,0892550066,9780892550067,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,4,17,,Persea,false,45781451,2,167,318,75,12,5:37|4:24|3:10|2:3|1:1|total:75,1977,12,31,4.24,67,11,"['61636', '3893281', '11563']","['Osip Mandelstam', 'Bernard Meares', 'Joseph Brodsky']","['4.12', '4.20', '4.25']",[],[],[],"All of the poems of this great Russian poet in acclaimed translations,<br />accompanied by notes, a biographical chronology, a translator's<br />introduction, and a major essay by Nobel Prize-winner Joseph Brodsky<br />written specifically for this volume."
6084700,11563,Сочинения Иосифа Бродского. В 7 томах,5898030654,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,,,rus,Пушкинский фонд,false,6261517,4,102,304,66,5,5:52|4:6|3:5|2:2|1:1|total:66,2001,,,4.61,59,3,"['11563', '2743494']","['Joseph Brodsky', 'Иосиф Бродский']","['4.25', '4.45']",[],[],[],
1402074,11563,Selected Poems,0060104848,9780060104849,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1018547,5,181,291,72,7,5:31|4:21|3:15|2:2|1:3|total:72,2020,5,5,4.04,47,2,['11563'],['Joseph Brodsky'],['4.25'],[],[],[],
584305,11563,The Poetry of Our World: An International Anthology of Contemporary Poetry,0060951931,9780060951931,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,4,3,,Harper Perennial,false,571159,3,186,289,73,9,5:24|4:30|3:12|2:6|1:1|total:73,2000,4,1,3.96,65,8,"['328843', '11529', '8994', '36915', '3011429', '125658', '4745', '37738', '223615', '11563', '115266', '43790', '14612', '8841', '6579893', '6579894']","['Jeffery Paine', 'Helen Vendler', 'Burton Raffel', 'Denise Levertov', 'Bei Dao', 'Perry Link', 'Donald Keene', 'Garrett Hongo', 'Carolyn Forché', 'Joseph Brodsky', 'Sven Birkerts', 'Edward Hirsch', 'Kwame Anthony Appiah', 'Anita Desai', 'Edward C. Dimock', 'Aga Shahid Ali']","['3.92', '4.14', '3.68', '4.13', '4.13', '4.06', '4.03', '3.91', '4.20', '4.25', '3.92', '4.17', '3.81', '3.54', '4.03', '4.06']",[],[],[],"Here is a capacious and sparkling gathering of poems, an anthology that extends its reach from the English-speaking world to Asia, Africa, Europe, and Latin America. This unique volume includes such well-known figures as Pablo Neruda, Anna Akhmatova, Paul Celan, Seamus Heaney, Wole Soyinka, and Elizabeth Bishop but also offers the less familiar but equally welcome voices of Ugandan Okot p'Bitek, Indian A.K. Ramanujan, and the Japanese poet Shuntaro Tanikawa. With insightful essays by such eminent scholars and poets as Helen Vendler, Kwame Anthony Appiah, Sven Birkerts, Carolyn Forché, and Bei Dao placing the selections from each region in their cultural, political, and literary contexts, <em>The Poetry of Our World</em> guides readers through the richest and most eclectic selection of world poetry available today."
3055348,11563,Das Königreich des Sternapfels,3446151982,9783446151987,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,,,ger,Carl Hanser Verlag,false,1223844,7,157,284,68,9,5:30|4:25|3:9|2:3|1:1|total:68,1979,,,4.18,1,0,"['11562', '11563']","['Derek Walcott', 'Joseph Brodsky']","['4.02', '4.25']",['119634'],['Klaus Martens'],['3.89'],"Mit dem Königreich des Sternapfels liegt zum ersten Mal in deutscher Sprache ein Gedichtband des bedeutenden karibischen Dichters und Nobelpreisträgers Derek Walcott vor, der die innere und äußere Geographie seines Archipels neu und eindringlich beschreibt."
1402080,11563,Marbles,0374202885,9780374202880,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,1,1,,Farrar Straus Giroux,false,1392292,7,159,283,78,5,5:23|4:21|3:20|2:10|1:4|total:78,1984,,,3.63,27,2,['11563'],['Joseph Brodsky'],['4.25'],[],[],[],
