id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
25644382,8875,Vopnin kvödd,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433180161l/25644382._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433180161l/25644382._SX50_.jpg,1977,,,isl,Mál og menning,false,4652599,927,474340,968694,254510,9222,5:72682|4:93922|3:61149|2:19392|1:7365|total:254510,1929,,,3.81,12,0,['1455'],['Ernest Hemingway'],['3.83'],['8875'],['Halldór Laxness'],['3.97'],"<i>A Farewell to Arms</i> is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Set against the looming horrors of the battlefield—weary, demoralized men marching in the rain during the German attack on Caporetto; the profound struggle between loyalty and desertion—this gripping, semiautobiographical work captures the harsh realities of war and the pain of lovers caught in its inexorable sweep. Ernest Hemingway famously said that he rewrote the ending to <i>A Farewell to Arms</i> thirty-nine times to get the words right."
40503880,8875,Islanda,8870915441,9788870915440,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529009245l/40503880._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529009245l/40503880._SX50_.jpg,2018,6,13,ita,Iperborea,false,62836064,3,548,977,229,30,5:91|4:113|3:21|2:3|1:1|total:229,2018,6,,4.27,189,26,"['18113126', '18113145', '18113146', '3355244', '18113147', '242981', '8875', '689347', '18113148', '12869363', '2887536', '2779048', '31319']","['Atli Bollason', 'Egill Bjarnason', 'Silke Bigalke', 'Silvia Cosimini', 'Arthur Guschin', 'Hallgrímur Helgason', 'Halldór Laxness', 'Andri Snær Magnason', 'Leonardo Piccione', 'Edward Posnett', 'Constantin Seibt', 'Jón Kalman Stefánsson', 'Donovan Webster']","['4.27', '4.27', '4.27', '3.81', '4.27', '3.47', '3.97', '4.04', '4.24', '3.96', '4.26', '4.13', '3.93']",[],[],[],"C’è l’Islanda dei vichinghi e delle saghe, della natura incontaminata, delle canzoni di Björk. L’Islanda degli elfi, delle piscine geotermiche e delle foto dei ghiacciai sulle bacheche degli amici in vacanza. Ormai sappiamo tutto e abbiamo visto tutto. Ma è davvero così?<br /><br /><i>The Passenger – Islanda</i> nasce da una curiosità che è difficile saziare altrove, dalla voglia di sapere: cosa sogna, in cosa crede, cosa teme un islandese? Come vive? Ha davvero bisogno di un’app per non finire a letto con un parente? Queste domande le abbiamo rivolte a scrittori, giornalisti e intellettuali islandesi, abbiamo consultato esperti e setacciato la stampa internazionale e il risultato sono una raccolta di scritti, corredati da rubriche di approfondimento e fotografie originali, dove figurano tra gli altri un Hallgrímur Helgason sbalordito da questi strani alieni vestiti da trekking che hanno invaso la sua città; il premio Nobel Halldór Laxness allarmato, già nel 1970, dalla devastazione delle più remote valli del paese per lo sfruttamento delle risorse naturali; Jón Kalman Stefánsson con i suoi consigli su cosa leggere, guardare e ascoltare; Silvia Cosimini sul pericolo di estinzione di una lingua millenaria; il critico e musicista Atli Bollason su come i suoi colleghi abbiano cavalcato la moda del «borealismo».<br /><br />Vi racconteremo poi dell’ex sindaco punk-anarchico di Reykjavík, che ha trasformato per sempre la politica dell’isola, saliremo a bordo di una barca di pescatori di merluzzo, inseguiremo il sogno di diventare grandi calciatori tra i fiordi innevati. Insomma, spegneremo per un attimo la luce troppo sfolgorante dell’aurora boreale per provare a sentire le mille voci del paese o, ancora meglio, ad ascoltarne il battito."
1365682,8875,The Happy Warriors,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265404235l/1365682._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265404235l/1365682._SY75_.jpg,2007,,,eng,Methuen,false,3019061,23,734,833,216,29,5:52|4:98|3:50|2:15|1:1|total:216,1952,,,3.86,55,2,['8875'],['Halldór Laxness'],['3.97'],['425663'],['Katherine John'],['3.91'],English translation.
3431560,8875,The Great Weaver from Kashmir,0979333083,9780979333088,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420490332l/3431560._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420490332l/3431560._SY75_.jpg,2008,10,1,eng,Archipelago Books,false,3472545,12,590,652,190,25,5:31|4:52|3:80|2:22|1:5|total:190,1927,,,3.43,143,22,['8875'],['Halldór Laxness'],['3.97'],['814415'],['Philip Roughton'],['3.78'],"""[The protagonist's] grand, egotistical journey begins with art and ends with God, taking a path marked out by tormented disquisitions on all manner of existential questions.""—<i>New York Times Book Review</i><br /><br />“Laxness brought the Icelandic novel out from the saga’s shadow. . . . To read Laxness is also to understand why he haunts Iceland—he writes the unearthly prose of a poet cased in the perfection of a shell of plot, wit, and clarity.”—<i>Guardian</i><br /><br />“Laxness is a poet who writes at the edge of the pages, a visionary who allows us a plot: He takes a Tolstoyan overview, he weaves in a Waugh-like humor: it is not possible to be unimpressed.”—<i>Daily Telegraph</i><br /><br />“Laxness is a beacon in twentieth-century literature, a writer of splendid originality, wit, and feeling.”—Alice Munro<br /><br />Halldór Laxness’ first major novel propels Iceland into the modern world. A young poet leaves the physical and cultural confines of Iceland’s shores for the jumbled world of post-WWI Europe. His journey leads the reader through a huge range of moral, philosophical, religious, political, and social realms, exploring, as Laxness expressed it, the “far-ranging variety in the life of a soul, with the swings of a pendulum oscillating between angel and devil.” Published when Laxness was twenty-five years old, <i>The Great Weaver from Kashmir</i>’s radical experimentation caused a stir in Iceland.<br /><br /><b>Halldór Laxness </b>is the master of modern Icelandic fiction. He was awarded the Nobel Prize in Literature in 1955 for his “vivid epic power which has renewed the great narrative art of Iceland.”<br /><br /><b>Philip Roughton</b>’s translations include Laxness’ <i>Iceland’s Bell</i>, for which he won the American-Scandinavian Foundation Translation Prize in 2001."
504373,8875,"The Arctic: an anthology of the finest writing on the Arctic and the Antarctic (The ends of the earth, #1)",1596914432,9781596914438,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,,,,Bloomsbury Publishing,false,492426,7,543,466,119,25,5:36|4:46|3:31|2:3|1:3|total:119,2007,,,3.92,92,20,"['45840', '5090174', '215977', '171263', '240417', '4728532', '1240', '1275', '8875', '10262', '16916', '631046', '137067', '387929', '309719', '53005', '696805', '229370', '6586883', '3144880']","['Elizabeth Kolbert', 'H. Rink', 'Knud Rasmussen', 'Rockwell Kent', 'Gontran De Poncins', 'Tété-Michel Kpomassie', 'Jack London', 'Valerian Albanov', 'Halldór Laxness', 'Barry  Lopez', 'Gretel Ehrlich', 'John Franklin', 'Marla Cone', 'Elisha Kent Kane', 'Chauncey Loomis', 'Andrea Barrett', 'Jules Verne', 'Fridtjof Nansen', 'Salomon August Andrée', 'Robert Edwin Peary']","['4.12', '3.93', '3.80', '4.03', '4.15', '3.96', '3.96', '4.01', '3.97', '4.17', '4.06', '3.84', '3.87', '3.83', '3.96', '3.87', '3.89', '4.09', '3.92', '3.81']",[],[],[],"<b>A beautiful literary anthology published to commemorate the International Polar Year—and remind us what we're in danger of losing.</b><br /><br />The Arctic and Antarctic ice shelves have been an object of obsession for as long as we've known they existed. Countless explorers, including such legends as Richard Byrd, Ernest Shackleton, and Robert Falcon Scott, have risked their lives to chart their frozen landscapes. Now, for the first time in human history, we are in legitimate danger of seeing polar ice dramatically shrink, break apart, or even disappear. <i>The Ends of the Earth</i>, a collection of the very best writing on the Arctic and Antarctic, will simultaneously commemorate four centuries of exploring and scientific study, and make the call for preservation.<br /> Stocked with first-person narratives, cultural histories, nature and science writing, and fiction, this book is a compendium of the greats of their fields: including legendary polar explorers and such writers as Jon Krakauer, Jack London, Diane Ackerman, Barry Lopez, and Ursula K. LeGuin. Edited by two contemporary authorities on exploring and the environment, <i>The Ends of the Earth</i> is a memorable collection of terrific writing—and a lasting contribution to the debate over global warming and the future of the polar regions themselves.<br /><br />About International Polar Year -<br /><br />International Polar Year (which begins in spring 2007) is a major international science initiative that aims to focus public attention on the polar regions and our effect on them. The last such initiative, the International Geophysical Year in 1957–58, involved 80,000 scientists from 67 countries. This one promises to be bigger still."
7705293,8875,Barn nátturunnar,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1919,,,isl,Halldór Laxness,false,10410759,2,228,452,127,4,5:20|4:47|3:45|2:14|1:1|total:127,1919,,,3.56,116,4,['8875'],['Halldór Laxness'],['3.97'],[],[],[],"<i>Barn náttúrunnar</i> segir frá náttúrubarninu Huldu og heimsmanninum Randveri sem leitar lífshamingjunnar í fábrotnu lífi bóndans. Óbeisluð og eigingjörn lífsskoðun Huldu tekst á við þrá Randvers eftir einföldu en iðjusömu lífi og sagan fjallar á þann hátt „um siðferðilegan grundvöll mannlífsins"", eins og Halldór ritaði í formála að sögunni árið 1964. Sagan er rómantísk og boðskapurinn einfaldur en sterkur - maðurinn á að rækta garðinn sinn í sveita síns andlits og njóta ávaxtanna."
13364799,8875,Seven Icelandic Short Stories,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325595362l/13364799._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325595362l/13364799._SY75_.jpg,1960,,,eng,Reykjavík: The Ministry of education,false,13151937,16,210,290,80,16,5:16|4:29|3:27|2:5|1:3|total:80,1960,,,3.62,4,0,"['5427297', '4495941', '5427275', '4698440', '80498', '5427277', '8875']","['Ásgeir Pétursson', 'Einar H. Kvaran', 'Guðmundur Friðjónsson', 'Jón Trausti', 'Gunnar Gunnarsson', 'Guðmundur G. Hagalín', 'Halldór Laxness']","['3.65', '3.33', '3.33', '3.86', '3.93', '2.80', '3.97']",[],[],[],
42081176,8875,The Passenger: Olanda,8870915611,9788870915617,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538045490l/42081176._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538045490l/42081176._SX50_.jpg,2018,9,,ita,Iperborea,true,64082347,3,196,261,67,6,5:14|4:35|3:15|2:3|1:0|total:67,2018,9,19,3.90,0,0,"['1877185', '242981', '17065091', '8875', '689347', '12869363', '350009', '648937']","['Toine Heijmans', 'Hallgrímur Helgason', 'Stephan Hertmans', 'Halldór Laxness', 'Andri Snær Magnason', 'Edward Posnett', 'Emily Raboteau', 'Frank Westerman']","['3.62', '3.47', '3.92', '3.97', '4.04', '3.96', '3.93', '3.69']",[],[],[],"Benvenuti in Olanda, un piccolo Paese abitato dalla popolazione più alta del mondo, un solo porto, Rotterdam, che smista più container dell’Italia intera, un ex impero che vive una forte crisi d’identità, eppure non smette di sorprendere con le sue visioni utopistiche, di affascinare i turisti con una capitale amatissima, di attrarre investitori per la sua legislazione.<br />L’Olanda contemporanea è anche un laboratorio politico, un sismografo delle pulsioni degli europei: società multiculturale per eccellenza da un paio di generazioni, in tempi recenti si riscopre razzista senza volerlo ammettere, come smascherato dalla femminista americana Emily Raboteau che firma una coraggiosa denuncia di una particolarissima tradizione natalizia, retaggio di un passato coloniale ancora tabù.<br />Molti olandesi sono disorientati, rimpiangono tempi andati non meglio identificati e si rifugiano in un populismo che è stato affrontato alla perfezione nel diario delle elezioni olandesi <i>Comportati bene o vai a casa</i>. Lo scrittore Toine Heijmans cerca l’olandese comune tra la gente di provincia e si chiede in cosa consista questa «medietà».<br />Frank Westerman, reporter sui generis, scava nel profondo e i tratti dell’Olanda li ritrova nelle storie più impensabili come quella del conflitto sulla reintroduzione dell’oca colombaccio che spacca in due una comunità con esigenze inconciliabili: gli ambientalisti e gli agricoltori.<br />Succede solo in Olanda! Qui gli squatter non vengono denigrati e le ruspe possono aspettare: una giornalista ci mostra come Amsterdam ha saputo valorizzare la creatività di giovani artisti mettendoli in contatto con immobiliaristi di ampie vedute. E infine, il fascino senza tempo di Amsterdam, una città da e dove amare, catturato dal grande scrittore fiammingo Stephan Hertmans, che l’ha descritta con immagini piene di poesia."
2773019,8875,Das gute Fräulein,3882434724,9783882434729,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378886742l/2773019._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378886742l/2773019._SY75_.jpg,2002,2,,ger,Steidl Verlag,false,2798757,10,113,251,69,10,5:6|4:37|3:21|2:5|1:0|total:69,1923,,,3.64,15,1,['8875'],['Halldór Laxness'],['3.97'],['1287099'],['Hubert Seelow'],['3.40'],"Úngfrúin góða og Húsið er enn ein perlan úr sagnasjóði Halldórs Laxness. Sagan fjallar um fólkið í Húsinu sem er annt um mannorð sitt og grípur til örþrifaráða svo blettur falli ekki á heiður fjölskyldunnar. Í forgrunni eru samskipti systranna Þuríðar og Rannveigar en þrátt fyrir hinn harmsögulega undirtón ber frásögnin blæ einfaldleika og gamansemi.<br />Sagan kom fyrst út í safninu Fótatak manna árið 1933. Hún hefur verið gefin út um víða veröld en kemur hér út í fyrsta sinn á íslensku í sérstakri bók. Dóttir skáldsins, Guðný Halldórsdóttir, gerði kvikmynd byggða á sögunni."
25919376,8875,Bağban,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437037086l/25919376._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437037086l/25919376._SY75_.jpg,,,,aze,,false,45809231,3,127,238,64,6,5:10|4:31|3:19|2:3|1:1|total:64,,,,3.72,2,0,"['6989', '36913', '18317', '5217', '14167341', '7702', '3535', '89330', '1455', '957894', '8875', '2147', '44202', '585', '39087', '13450', '4026', '11563']","['Rudyard Kipling', 'Rabindranath Tagore', 'Knut Hamsun', 'George Bernard Shaw', 'Ivan Alekseyevich Bunin', 'Luigi Pirandello', 'William Faulkner', 'Pär Lagerkvist', 'Ernest Hemingway', 'Albert Camus', 'Halldór Laxness', 'Ivo Andrić', 'Mikhail Sholokhov', 'John Steinbeck', 'Miguel Ángel Asturias', 'Gabriel García Márquez', 'Pablo Neruda', 'Joseph Brodsky']","['3.93', '4.13', '4.00', '3.91', '4.05', '3.96', '3.85', '3.80', '3.83', '4.00', '3.97', '4.31', '4.08', '3.93', '3.87', '3.97', '4.31', '4.25']",[],[],[],"<i>The Gardener</i> is a short story by Rudyard Kipling, first published in <i>McCall’s Magazine</i>, April 1925."
7705406,8875,Innansveitarkronika,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1970,,,isl,Helgafell,false,10411021,5,103,232,60,1,5:9|4:35|3:15|2:1|1:0|total:60,1970,,,3.87,54,1,['8875'],['Halldór Laxness'],['3.97'],[],[],[],
28061797,8875,Sette maghi,8870914593,9788870914597,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457729026l/28061797._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457729026l/28061797._SY75_.jpg,2016,2,13,ita,Iperborea,false,4996302,5,176,229,65,9,5:6|4:27|3:27|2:5|1:0|total:65,1942,,,3.52,51,9,['8875'],['Halldór Laxness'],['3.97'],['5064288'],['Alessandro Storti'],['3.56'],"Epico, ironico, poetico, provocatore, è l’inclassificabile mondo di Laxness a rivivere in questa raccolta di novelle, che brillano del fascino e della potenza narrativa dei suoi grandi romanzi. Il lungo viaggio di Zhāng Qiān per scoprire le terre incantate dell’India; il garzone d’albergo di Reykjavík che in una nazione senza esercito sconfigge i fascisti e l’aviazione italiana; il sogno di gloria di un giovane contadino che diventa il nuovo Napoleone chiudendosi in un ovile; il dottor Anakananda, profeta di Bruxelles, guida spirituale per corrispondenza e procuratore di Nobel su commissione, che campa sulla superstizione innata nell’uomo diffondendo felicità. Otto storie che danno voce all’Islanda – con i suoi miti e le sue solitudini foriere di sogni, misteri e ingenue saggezze – ma spaziano in terre lontane, dalla Cina imperiale alla Sicilia degli anni Venti, alla Mongolia di Gengis Khan, intessendo la Storia con il quotidiano, la leggenda con esperienze autobiografiche, uno sguardo acuto sulla società e una comprensione profonda dell’animo umano. E che hanno come sotterraneo filo conduttore la «magia» di cui è capace ogni protagonista, intesa come quelle piccole straordinarie imprese che l’uomo sa compiere, nel mondo o dentro se stesso, quando ha la vocazione di andare oltre i confini ammessi, le regole imposte, i facili conformismi, o la sensibilità di accettare i propri limiti. Con lo stesso genio Laxness crea questi otto prodigi letterari. Sette maghi: l’ottavo, viene da dire, non può che essere lui."
33807406,8875,Heimsljós,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,54712229,1,108,213,48,3,5:29|4:12|3:6|2:1|1:0|total:48,,,,4.44,48,3,['8875'],['Halldór Laxness'],['3.97'],[],[],[],
9055848,8875,Fjallkirkjan,9979315458,9789979315452,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286987939l/9055848._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286987939l/9055848._SY75_.jpg,1997,,,isl,Mál og menning,false,13933793,4,113,182,46,2,5:12|4:24|3:7|2:2|1:1|total:46,1951,,,3.96,45,2,['80498'],['Gunnar Gunnarsson'],['3.93'],['8875'],['Halldór Laxness'],['3.97'],"<i>Leikur að stráum</i> (Leg med strå), <i>Skip heiðríkjunnar</i> (Skibe på himlen), <i>Nótt og draumur</i> (Natten og drømmen) og <i>Óreyndur ferðalangur</i> (Den uerfarne rejsende)."
5083190,8875,A quire of Seven,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322317092l/5083190._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322317092l/5083190._SY75_.jpg,1974,,,eng,Iceland Review Library,false,5149908,4,57,82,25,2,5:1|4:9|3:12|2:2|1:1|total:25,1964,,,3.28,14,2,['8875'],['Halldór Laxness'],['3.97'],['261223'],['Alan Boucher'],['3.61'],"A Quire of Seven is the last collection of short stories from Halldór Laxness. It was first published in 1964 and contained seven memorable and ambiguous stories, glowing with Laxness' trademark humour."
10865974,8875,Eldur í Kaupinhafn,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1946,,,isl,Helgafell,false,15781168,1,33,82,21,0,5:4|4:11|3:6|2:0|1:0|total:21,1946,,,3.90,21,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],Loka hluti <i>Íslandsklukkunnar</i>.
9276721,8875,Alþýðubókin,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1955,,,isl,Mál og menning,false,14158628,3,44,72,22,1,5:1|4:9|3:8|2:3|1:1|total:22,1929,,,3.27,21,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],
8501174,8875,Frie mænd (Sjálfstætt fólk #1-2),8777142330,9788777142338,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1277413901l/8501174._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1277413901l/8501174._SY75_.jpg,1996,,,dan,Cicero,false,43105007,1,93,61,16,0,5:4|4:8|3:2|2:1|1:1|total:16,1934,,,3.81,16,0,['8875'],['Halldór Laxness'],['3.97'],['3363263'],['Jakob Benediktsson'],['3.83'],"Bøgerne om den frie islandske bonde Gudbjartur Jónsson giver en af de stærkeste menneskeskildringer i nordisk litteratur. Det er beretningen om de urkræfter, der ligger i det islandske folk. Om den stadige kamp mod en ubønhørlig natur - og den drøm om frihed, som skubber alle andre krav og hensyn til side. Når man kender historien om Bjartur fra Sommerhuse forstår man pludselig, hvorfor denne lille nation ikke blot har overlevet under barske naturgivne vilkår, men også er blevet et af Verdens rigeste og stærkeste demokratier, med stærke kulturelle traditioner - og med en selvbevidst og indædt stadighed, der ikke godtager mellemting.<br /><br />Frie mænd er historien om den kompromisløse frihedssøgende mand, der som en Job er oppe mod kræfter, han ikke kan magte - men som i al elendigheden og alle nederlagene finder frem til værdier, han ønsker at bygge sit liv på. Og derfor ender den trods elendigheden med et stolte budskab om aldrig af give op. Aldrig lade sig kue. Aldrig opgive drømmen om frihed."
10323201,8875,Die Litanei von den Gottesgaben,3882432942,9783882432947,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297350312l/10323201._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297350312l/10323201._SY75_.jpg,1994,,,ger,Steidl,false,15225611,11,29,58,16,1,5:4|4:3|3:8|2:1|1:0|total:16,1972,,,3.62,6,0,['8875'],['Halldór Laxness'],['3.97'],['1287100'],['Bruno Kress'],['3.62'],"Der Hering ist eine Gabe Gottes. Und Gottes Wege sind unerforschlich. In manchen Jahren kommt der Hering in riesigen Schwärmen vor die Küsten; dann kann man innerhalb kürzester Zeit reich werden und in den Fischerdörfern herrscht Goldgräberstimmung. Dann wieder bleibt der Hering plötzlich aus, und die ""Boomtowns"" in den Nordwestfjorden werden zu Geisterstädten. Der Heringsexporteur Bersi Hjalmarsson lässt sich von dieser Unzuverlässigkeit der göttlichen Vorsehung nicht beeindrucken. Er lebt auf großem Fuß und verpulvert das Geld seiner Landsleute mit dilettantischen Geschäften und waghalsigen Spekulationen. Die riesigen Summen, die eigentlich dem ganzen Volk gehören, kann Bersi nur deshalb verspielen, weil die Mächtigen im Land fast alle genauso dilettantisch sind wie er.§Halldór Laxness erzählt die Geschichte der isländischen Heringsfischerei als Schildbürgerstreich. Der kommt Ihnen irgendwie bekannt vor? Laxness ironischer Roman ist reinstes Lesevergnügen und noch immer von geradezu atemberaubender Aktualität."
9638368,8875,Úngur ég var,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288795778l/9638368._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288795778l/9638368._SY75_.jpg,1976,,,isl,Helgafell,false,14525755,1,32,56,16,0,5:1|4:7|3:7|2:1|1:0|total:16,1976,,,3.50,16,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],"<i>Úngur eg var</i> er þriðja bindi minningasagna Halldórs Laxness sem út komu á árunum 1975-80. Hinar eru <i>Í túninu heima</i> (1975), <i>Sjömeistarasaga</i> (1978) og <i>Grikklandsárið</i> (1980). Sagan fjallar um fyrstu utanför Halldórs Laxness sumarið 1919. Þá dvaldi hann í Danmörku og Svíþjóð í tæpt ár. Úngur eg var er merk heimild um andsrúmsloft eftirstríðsáranna og segir frá mörgum kunnum samtíðarmönnum Halldórs, innlendum og erlendum. Sjálfsmynd skáldsins er þó mikilvægasti þáttur verksins: Hann rannsakar heiminn bláfátækur en bjartsýnn, ákveðinn í að verða rithöfundur. Hann skrifar til að lifa og lifir til að skrifa. Samspil aðalpersónanna tveggja, söguhetjunnar og sögumannsins, er einkar áhugavert. List Halldórs felst ekki síst í því að láta söguhetjuna vera algjörlega grunlausa um það hvað bíður hennar. Rithöfundurinn ungi sér ekki hvað er líklegt að gerist og heldur sakleysi sínu líkt og hver önnur skáldsagnapersóna. Lesandinn kemst hins vegar ekki hjá því að vera sér meðvitandi um það hvert líf hins unga rithöfundar stefnir. Höfundur minningasögunnar er miskunnarlaus við höfundinn unga og sýnir hann hvað eftir annað í írónísku ljósi."
8501333,8875,Sjömeistarasagan,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1978,,,isl,Helgafell,false,13367216,1,24,50,15,0,5:0|4:7|3:7|2:0|1:1|total:15,1978,,,3.33,15,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],<i>Sjömeistarasagan</i> er þriðja bindi minningasagna Halldórs Laxness. Sagan gerist í Reykjavík í lok fyrri heimsstyrjaldarinnar og fjallar um Halldór og samferðamenn hans. Hér segir frá ungum manni sem bíður í ofvæni þess að glíma við að setja saman meistaraverk á bókmenntasviðinu. Bókin er ekki síður mikilvægur vitnisburður mikils höfundar um menningarsögu Íslands og umheimsins á öldinni sem leið.
10371665,8875,Snæfríður Íslandssól,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1950,,,isl,Helgafell,false,15274987,1,28,49,11,0,5:6|4:4|3:1|2:0|1:0|total:11,1950,,,4.45,11,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],Leikrit í þrem þáttum.
28191777,8875,Í túninu heima,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450081984l/28191777._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450081984l/28191777._SX50_.jpg,1975,,,isl,Helgafell,false,48216074,1,28,49,12,1,5:2|4:9|3:1|2:0|1:0|total:12,,,,4.08,12,1,['8875'],['Halldór Laxness'],['3.97'],[],[],[],"„Oft er ég í draumi aftur staddur í þessu túni bernskunnar, Laxnestúninu, og er nú ekki lengur til,“ segir Halldór Laxness í þessari minningasögu. Reyndar hefst sagan á Laugaveginum, sem enn stendur í blóma. Þar fæddist höfundurinn og þaðan eru hans fyrstu minningar. En Laxnestúnið er ímynd liðins heims, sem að vísu sér hindrunalaust gegnum aftur í fornöld, aftur fyrir tímann, en er þó fyrst og fremst hinn epíski, íslenzki sveitaheimur 19. aldar, sem ég fyrir mitt leyti þekki bjartastan úr bókum Páls Melsteðs, þó að þær eigi að heita þýðingar og gerast í útlöndum. Á mótum þessa heims og nútímans tekur frásögnin viðmiðanir sínar. Og vel á minnzt: það eru aðrar fráleitari leiðir til nokkurs skilnings á Halldóri yfirleitt en að líta á hann frá þessum vegamótum. Frásögninni lýkur, þegar „strákurinn í Laxnesi“ heldur af stað út í heim til Reykjavíkur til að leggja stund á tónlist og myndlist. En áður en þessi umgjörð tíma og landafræði lokast, hefir Halldór farið með oss um allar jarðir í hugmyndaheimi sínum. Auk margra smágjörðra, ógleymanlegra mannlýsinga eru mér af einstökum atriðum hugstæðastar athugasemdir hans um höfunda og bókakost á þessum tíma. Sérstaklega langar mig að taka undir viðurkenningu hans á Jóhanni Magnúsi Bjarnasyni og lofsyrðum um þýðingarnar gömlu í vestanblöðunum.<br /><br />Ef til vill ætti heldur að tala um mismunandi fjarlægðir frá sjónarmiði höfundar en tímatal í sambandi við þessa bók. Á einum stað í bókinni drepur Halldór á það, að öllu máli skipti að vanda smáatriðin í list, hið stóra sjái um sig. Það á við hér. Ég ætla að leyfa mér að bæta því við til athugunar við lestur þessarar bókar, að „réttar“ fjarlægðir séu annað skilyrði vissrar frásagnarlistar og að bókin staðfesti það. En leikur að fjarlægðum er, eins og vér þekkjum, eitt áhrifamikið höfundareinkenni Halldórs Laxness.<br /><br />K.K."
