id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
21245741,12132278,Ethics and Modern Thought,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,40572870,20,42,28,10,4,5:0|4:1|3:6|2:3|1:0|total:10,,,,2.80,9,3,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"<br /> This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. <br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.<br /><br />"
13404595,12132278,Philosophische Schriften,7894600008,9787894600004,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,18636574,3,6,4,2,1,5:0|4:0|3:0|2:2|1:0|total:2,1980,1,1,2.00,2,1,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],
26931405,12132278,Christianity and the New Idealism: A Study in the Religious Philosophy of To-Day (Classic Reprint),1330404718,9781330404713,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493845309l/26931405._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493845309l/26931405._SX50_.jpg,2018,11,26,,Forgotten Books,false,46982213,23,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2006,5,26,3.00,1,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Christianity and the New Idealism: A Study in the Religious Philosophy of to-Day<br /><br />While our inquiry presupposes a systematic philosophical position, it is yet couched in as easy and intelligible terms as the case admitted, and addressed not merely to academic circles, but to all who, to-day, amid the prevalent spiritual confusion, are still concerned with the problem of religion and, in the treatment of this problem, desire freedom without shallowness and depth without immobility.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
20439463,12132278,Knowledge and Life,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,28106415,9,12,2,1,1,5:0|4:0|3:0|2:1|1:0|total:1,1912,,,2.00,1,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"This historic book may have numerous typos and missing text. Purchasers can usually download a free scanned copy of the original book (without typos) from the publisher. Not indexed. Not illustrated. 1913 edition. Excerpt: ...The learned treatises of Spinoza lead, in some of their main points, to decisive contradictions. This is especially so in regard to the monism so strongly emphasised in his teaching--it is really a monism only in appearance; and Spinoza's system on closer investigation is seen to be a dualism of Naturalism and Mysticism. But in spite of all contradictions the inner freedom and breadth manifest in his works can be held in the highest honour. Thus there arises a twofold mode of viewing and valuing things: one dealing with a learned formulation and a precise wording of the teaching; the other dealing with the stimulating spirit present in all the teaching. This twofold aspect explains the remarkable fate--especially the change of valuation--by which many Systems of Thought have been overtaken. Wolff, with his systematic and precise work, was during his own lifetime held in the highest esteem, and was a distinguished member of all the great European Societies. The absence from his teaching of a stimulating spirit and of an elevated conception of life was not observed by the learned members of these Societies; but when these defects in Wolff's teaching were afterwards discovered the judgment of the members of learned Societies bordered almost on injustice to him. But Spinoza, on the other hand, was ignored not only by the orthodox but also by the learned of his day; such an impartial thinker as Bayle termed the Spinozistic Philosophy a lamentable absurdity (Gallimathias pitoyable); and yet Spinoza became for some of the greatest German poets and thinkers their fountain of fresh life. Such a welling-up life is often discovered only where it is active from the outset; and judged according to such a criterion alone it fritters away the history of..."
43719725,12132278,Jesu livsåskådning,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548604628l/43719725._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548604628l/43719725._SY75_.jpg,1908,,,swe,Hugo Gebergs förlag,true,68039020,1,2,2,2,0,5:0|4:0|3:0|2:0|1:2|total:2,,,,1.00,2,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],
11304633,12132278,Life's Basis and Life's Ideal: The Fundamentals of a New Philosophy of Life (1912),1164040448,9781164040446,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,9,10,,Kessinger Publishing,false,3202868,19,7,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,0,0,"['12132278', '3436367']","['Rudolf Christoph Eucken', 'Alban G. Widgery']","['2.69', '2.20']",[],[],[],"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
45215149,12132278,"Short Nonfiction Collection, Vol. 064",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555936341l/45215149._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555936341l/45215149._SX50_.jpg,2019,4,21,,LibriVox,false,69945677,1,1,2,1,1,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,1,"['57639', '18705457', '19086557', '219075', '854076', '12132278', '19086558', '14403', '6939258', '1831', '22191', '35238', '4546678', '16193182', '176386', '1112313', '281417', '810712', '16976122', '1204237', '19769', '19025253', '805446', '19086561', '6079184', '4110873', '16177708', '6883833', '41359', '15275678']","['Thomas Paine', 'Frank Gelett Burgess', 'Jee Gam', 'Franklin D. Roosevelt', 'Robert Louis Stevenson', 'Rudolf Christoph Eucken', 'Eugene M. Weeks', 'Ambrose Bierce', 'James Howell', 'Jonathan Swift', 'Samuel Johnson', 'Lafcadio Hearn', 'Lawton Mackall', 'Friedrich Daniel Ernst Schleiermacher', 'Woodrow Wilson', 'Mary Wood-Allen', 'Benjamin Ward Richardson', 'William Cowper Brann', 'Peter Thomlinson', 'Colleen McMahon', 'Larry Wilson', 'Quaker Woodworker', 'Craig Campbell', 'Elsie Selwyn', 'Dale Grothmann', 'Availle', 'BettyB', 'TriciaG', 'Sue Anderson', 'Michele Fry']","['4.03', '3.00', '2.00', '3.97', '3.85', '2.69', '2.00', '3.95', '3.00', '3.67', '3.63', '3.89', '3.00', '3.22', '3.68', '2.85', '2.83', '3.33', '2.50', '3.44', '3.89', '2.00', '3.58', '4.50', '2.93', '3.81', '3.28', '3.68', '3.75', '3.38']",[],[],[],"Twenty short nonfiction works chosen by the readers. Eucken's ""The Failure of Speculative Philosophy,"" is one of several essays devoted to timeless questions. Others are by James Howell on man, nature and the universe, Samuel Johnson on procrastination and the flight of time, Schleiemacher on the social element in religion, Ambrose Bierce on immortality, and Thomas Paine and Jonathan Swift with their famous essays, ""The Age of Reason"" (1794-1795) and ""A Modest Proposal"" (1729). Franklin Delano Roosevelt's Pearl Harbor ""Day of Infamy"" speech is one of various commentaries on war, politics and the polity. Others are Bierce's moving description of a solitary Civil War hero, Woodrow Wilson speaking to capitalism's spiritual crisis, Rev. Jee Gam presenting a Chinese Christian's thoughts on the Boxer Rebellion, and a partisan, Eugene Weeks, eulogizing Calvin Coolidge. Intuitive self-direction is the theme of Lafcadio Hearn's essay ""A Mystery of Crowds."" Other selections that touch on personal development are Robert Louis Stevenson on literary style, Gelett Burgess on creativity and the art of play, Brann on the relative worth of the sexes, and Mary Wood-Allen on what a woman should know in picking a husband. For the musically inclined, Lawton Mackall has an amusing look at pianos, while sports enthusiasts will enjoy Benjamin Richardson's treatise on what to avoid in cycling. Artists should be interested in the biography of designer William Kilburn, who, in the late 1700s, was the first artist to seek copyright for his original textile designs. Summary by Sue Anderson William Tudor Jones translated ""The Failure of Speculative Philosophy."" George Ripley translated ""On the Social Element in Religion."""
31039176,12132278,The Transient and the Permanent in Christianity,1356614418,9781356614417,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,5,16,,Palala Press,false,51660158,5,1,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,2015,9,27,1.00,1,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
27634033,12132278,Deutsche Freiheit (German),1507790368,9781507790366,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,2,6,,Createspace,false,47645132,3,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],Deutsche Freiheit (German) by Rudolf Eucken
37406163,12132278,Die Lebensanschauungen Der Grossen Denker: Eine Entwicklungsgeschichte Des Lebensproblems Der Menschheit Von Plato Bis Zur Gegenwart (Classic Reprint),0331747766,9780331747768,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544337023l/37406163._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544337023l/37406163._SX50_.jpg,2018,11,27,,Forgotten Books,false,59051017,6,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Die Lebensanschauungen der Grossen Denker: Eine Entwicklungsgeschichte des Lebensproblems der Menschheit von Plato bis zur Gegenwart<br /><br />Eine solche Bewegung gegen die Entsee1ung des menschlichen Daseins ist heute in sichﬂiehem Vordringen mag die Mechanisierung �u�erlich noch fortschreiten, der Glaube an sie ist gebrochen, der Kamm gegen sie hat begonnen. Gro�e Str�mungen der Gegen wart zeigen bei allem Unterschiede einen gemeinsamen Zug nach dieser Richtung. Denn sowohl aus der Gewalt und Leidenschaft der sozialen Flut, als aus der sichtlichen Erstarkung da religi�sen Zuges, als aus dem Sturm und Drang des k�nstlerischen Schaffens spricht ein und dasselbe Verlangen: ein hei�es Sehnen nach mehr Gl�ck, nach mehr Entfaltung des Menschenwesens, nach einer Um wandlung, Erh�hung, Erneuerung unseres Lebens.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
30493716,12132278,"Naturalism or Idealism?: The Nobel Lecture Delivered at Stockholm on March 27th, 1909",1354817583,9781354817582,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465660306l/30493716._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465660306l/30493716._SY75_.jpg,2016,4,27,,Palala Press,false,51017482,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
24234391,12132278,Socialism: An Analysis,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1921,,,eng,T. Fisher Unwin Ltd,false,43820561,7,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1920,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Scanned, proofed and corrected from the original hardcover edition for enjoyable reading. (Worth every penny spent!)<br /><br /><br />***<br /><br /><br />PREFACE<br /><br /><br />SOCIALISM comprises an ideal of life as well as an economic statement. This ideal the politician may relegate to a secondary place and rarely notice, but for the philosopher it is the chief matter to be considered. Beyond both politician and philosopher, moreover, is the plain man, in whose mind the various movements of our time meet and must be adjusted to each other.<br /><br />The economic question is a child of our own time and is directly related to the present condition of the world, but philosophy is based upon the tranquil work of thousands of years. Yet even philosophy seems to have reached a critical stage where radical alterations of all human things are demanded. We see everything about us in a state of suspense, and in the strain which ensues we may hope to obtain some general improvement by combining the two points of view. It is a strange situation to see ancient wisdom join hands with the advancing present: to find permanent hopes of human nature shooting through the stormy agitation of the day.<br /><br />As a thinking being man does not exhaust his powers in the situation of the moment, the passing hour. To give point to his efforts he needs to direct his gaze to a higher order of life and a larger happiness. It is hope that gilds for him the dreariness of life, and lends it some joy and splendour. That is true, in the first place, of the individual, but it holds also for the race; for the race itself cannot prosper unless it seeks its task in life as a whole, is conscious of possibilities that are full of promise, and tries its strength upon obstacles. The higher the wave of life rises in this sense, the more zealously will new paths be sought, and the more passionately shall we try to determine which resource is the best for attaining the desired end. The question may rend humanity into hostile camps and give rise to grave doubts about the meaning of the whole scheme of things, but the doubts themselves will invest it with an incomparable greatness. The race now receives its fate from no alien power, but earns it by its own resolution and will.<br /><br />This conflict over the ideal of life is shared by Socialism. But the struggle has only in the course of time passed from being a secondary current into the great stream of life, and concentrated all attention upon itself. We shall see how many causes have contributed to this, but we know from the start how it has become a burning question, not only for the German people, but for the whole race. We cannot, however, sufficiently appreciate the situation to-day without recalling first, in general outline, the story of how the present strain developed."
36851293,12132278,Die Religionsphilosophie in Deutschland in Ihren Gegenw�rtigen Hauptvertretern: In Ihren ...,0649562291,9780649562299,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514113979l/36851293._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514113979l/36851293._SX50_.jpg,2018,5,17,,Trieste Publishing,false,58620947,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Trieste Publishing has a massive catalogue of classic book titles. Our aim is to provide readers with the highest quality reproductions of fiction and non-fiction literature that has stood the test of time. The many thousands of books in our collection have been sourced from libraries and private collections around the world.The titles that Trieste Publishing has chosen to be part of the collection have been scanned to simulate the original. Our readers see the books the same way that their first readers did decades or a hundred or more years ago. Books from that period are often spoiled by imperfections that did not exist in the original. Imperfections could be in the form of blurred text, photographs, or missing pages. It is highly unlikely that this would occur with one of our books. Our extensive quality control ensures that the readers of Trieste Publishing's books will be delighted with their purchase. Our staff has thoroughly reviewed every page of all the books in the collection, repairing, or if necessary, rejecting titles that are not of the highest quality. This process ensures that the reader of one of Trieste Publishing's titles receives a volume that faithfully reproduces the original, and to the maximum degree possible, gives them the experience of owning the original work.We pride ourselves on not only creating a pathway to an extensive reservoir of books of the finest quality, but also providing value to every one of our readers. Generally, Trieste books are purchased singly - on demand, however they may also be purchased in bulk. Readers interested in bulk purchases are invited to contact us directly to enquire about our tailored bulk rates."
37027781,12132278,Die Grundbegriffe Der Gegenwart: Historisch Und Kritisch Entwickelt (Classic Reprint),0265372755,9780265372753,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544512047l/37027781._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544512047l/37027781._SX50_.jpg,2018,12,7,,Forgotten Books,false,58872862,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Die Grundbegriffe der Gegenwart: Historisch und Kritisch Entwickelt<br /><br />Eintreten zu Dank verpﬂichtet, vornehmlich den amerikanischen Freunden, deren lebhaftes Interesse eine englische �bersetzung veranla�te.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
