id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
357486,7728207,Voices from Chernobyl: The Oral History of a Nuclear Disaster,0312425848,9780312425845,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316637138l/357486._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316637138l/357486._SX50_.jpg,2006,4,18,eng,Picador,false,1103107,17,93865,139255,31432,4330,5:18008|4:9810|3:2913|2:535|1:166|total:31432,1997,,,4.43,13659,1667,"['7728207', '39840']","['Svetlana Alexievich', 'Keith Gessen']","['4.45', '3.81']",['14529042'],['Alma Lapinskienė'],['4.58'],"<b>Winner of the Nobel Prize in Literature</b><br /><br />On April 26, 1986, the worst nuclear reactor accident in history occurred in Chernobyl and contaminated as much as three quarters of Europe. <i>Voices from Chernobyl</i> is the first book to present personal accounts of the tragedy. Journalist Svetlana Alexievich interviewed hundreds of people affected by the meltdown—from innocent citizens to firefighters to those called in to clean up the disaster—and their stories reveal the fear, anger, and uncertainty with which they still live. Composed of interviews in monologue form, <i>Voices from Chernobyl</i> is a crucially important work of immense force, unforgettable in its emotional power and honesty."
32599922,7728207,Nők a tűzvonalban,,9789632277578,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476323949l/32599922._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476323949l/32599922._SY75_.jpg,2016,4,18,hun,Helikon,false,53179857,2,56,112,24,6,5:17|4:6|3:1|2:0|1:0|total:24,1985,,,4.67,23,6,"['14493612', '7728207']","['Szvetlana Alekszijevics', 'Svetlana Alexievich']","['4.44', '4.45']",[],[],[],"A ​csupasz, lemeztelenített igazság mindig megdöbbentő, sokkoló, kemény elszánás kell hozzá, hogy szembenézzen vele az olvasó. De ha vállalja, akkor döbbenetes élményben lesz része. Szvetlana Alekszijevics vállalta a kérlelhetetlen szembenézést. Nem véletlen, hogy sem hazájában, Belorussziában, sem Oroszországban, melynek nyelvén ír, nem dédelgetett személyiség. Nem szorul rá. Bátor asszony, aki megvívta a maga harcát, és végül győzött. Valami olyasmit tett le az asztalra, ami alapjaiban változtatja meg elképzeléseinket a második világháborúról, a szovjet hadszíntérről, arról a gigászi és kíméletlen, embereket, férfit és nőt, felnőttet és gyermeket egyaránt próbára tevő, milliónyi emberéletet követelő harcról, amit a Szovjetunió vívott a német megszállók ellen. Hősei szerelemre, családra, gyermeknevelésre született nők, akik belekerültek a háború iszonyatos, embert daráló malmába, s akik nem kapták meg érte az igazi elismerést. Főhajtás is ez előttük, mert ők valahogy kimaradtak a nagy történelemből, a dicső csatákból, az ünneplésből.<br />Ilyen kíméletlenül őszinte könyv még nem született a Nagy Honvédő Háború másik arcáról. Korszakos műveket írtak már, Solohov, Szimonov és mások, ám mindegyiket rózsaszín fátyolba borította a győzelem diadala és büszke öröme. Szvetlana Alekszijevics nem tud felhőtlenül örülni. Ha végigolvassuk a könyvét, rájövünk, miért.<br />Szvetlana Alekszijevics (1948) Nobel-díjas belorusz író és oknyomozó újságíró. Ukrajnában született, de Fehéroroszországban nőtt fel, 2000-ben a politikai üldöztetés elől disszidált Nyugat-Európába. Több mint tíz év után visszaköltözött Minszkbe. Interjúinak, dokumentarista elbeszéléseinek témája a második világháború és a Szovjetunió története, nagyításban a szláv lélek rejtelme. A nyolcvanas években írt műveit betiltották, a Birodalom összeomlása óta viszont írásai húsz országban láttak napvilágot. Polifón passióiért 2015-ben irodalmi Nobel-díjat kapott."
24245864,7728207,Літопис самовидців: Дев'ять місяців українського спротиву,,9789669740328,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420142002l/24245864._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420142002l/24245864._SX50_.jpg,2014,,,ukr,Комора,false,43830447,1,58,69,15,2,5:9|4:6|3:0|2:0|1:0|total:15,2014,1,1,4.60,15,2,"['11853005', '135444', '7728207', '8551359']","['Тетяна Терен', 'Oksana Zabuzhko', 'Svetlana Alexievich', 'Світлана Алексієвич']","['4.70', '4.07', '4.45', '4.67']",[],[],[],"Від Євромайдану до АТО, від листопада 2013-го по літо 2014-го - ця книжка простежує, в хронологічній послідовності, зміну настроїв і глибинні психологічні трансформації в українському суспільстві. Колективний портрет «народження нації», що за кілька місяців пройшла шлях від мирного протесту до національно-визвольної війни, складено з найпопулярніших за цей час дописів у соцмережах, виступів в інтернеті, фраґментів новинної стрічки і т.д. Понад сотню авторів збірника, серед яких як відомі літератори, блогери, журналісти, так і анонімні мережеві «ніки», об’єднує одне: всі вони були живими свідками й учасниками найдраматичніших подій новітньої української історії, і всі їхні думки й почуття, оцінки й пошуки смислів зафіксовано в режимі «включеного спостереження». Читач таким чином отримує можливість доторкнутися до історії в момент її прямого творення."
663887,7728207,Nine of Russia's Foremost Women Writers,5717200633,9785717200639,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328697312l/663887._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328697312l/663887._SY75_.jpg,2003,12,1,,GLAS New Russian Writing,false,649953,2,275,58,14,2,5:4|4:8|3:2|2:0|1:0|total:14,2003,3,28,4.14,13,2,"['7728207', '5715668', '5793234', '5166269', '21215', '5370643']","['Svetlana Alexievich', 'Maria Arbatova', 'Ludmilla Petrushevskaya', 'Olga Slavnikova', 'Lyudmila Ulitskaya', 'Мария Арбатова']","['4.45', '4.00', '3.59', '3.46', '3.98', '3.72']",[],[],[],"GLAS' third collection of top women writers includes some internationally known names (Ludmila Petrushevskaya, Svetlana Alexiyevich, Olga Slavnikova, Ludmila Ulitskaya) as well as some other noted women authors appearing for the first time in English (Nina Gorlanova, Margarita Sharapova, Natalia Smirnova, Anastasia Gosteva)."
50629746,7728207,Los muchachos del zinc,9569545232,9789569545238,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,75631142,1,31,28,6,1,5:4|4:2|3:0|2:0|1:0|total:6,,,,4.67,6,1,['7728207'],['Svetlana Alexievich'],['4.45'],[],[],[],
39880588,7728207,Dialoger med Svetlana Aleksijevitj,,9789187891557,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523989657l/39880588._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523989657l/39880588._SY75_.jpg,2017,5,10,swe,Ersatz,false,61688455,1,9,24,6,2,5:2|4:2|3:2|2:0|1:0|total:6,2017,,,4.00,6,2,"['6893839', '1055605', '17954544', '17954545', '7728207', '3381930']","['Johan Öberg', 'Sara Danius', 'Olga Aleksandrovna Sedakova', 'Julija Tjernjavskaja', 'Svetlana Alexievich', 'Kajsa Öberg Lindsten']","['4.00', '3.69', '4.00', '4.00', '4.45', '4.27']",[],[],[],"I början av maj 2016 hölls ett seminarium i Jonsered, Göteborg. I centrum för diskussionerna och föredragen stod Nobelpristagaren i litteratur, Svetlana Aleksijevitj, som berättade om sitt eget skrivande och också kommenterade de övriga deltagarnas bidrag vilket resulterade i en dialog som här presenteras i bokform.<br /><br />Sara Danius är litteraturvetare och ständig sekreterare i Svenska Akademien.<br /><br />Olga Sedakova är en av Rysslands mest framstående poeter och god vän till Svetlana Aleksijevitj.<br /><br />Julija Tjernjavskaja är professor i litteraturvetenskap och god vän till Svetlana Aleksijevitj, samt en av de otaliga personer som blivit intervjuade i böckerna."
32669500,7728207,Życie na poczytaniu,,9788364887567,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476718236l/32669500._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476718236l/32669500._SY75_.jpg,2016,10,24,pol,Książkowe Klimaty,false,53238144,1,42,21,6,0,5:0|4:4|3:1|2:1|1:0|total:6,,,,3.50,6,0,"['3158346', '132761', '6238', '34065', '34589', '7728207', '11337', '3318843', '5436930', '4568800', '15496', '296961', '2358251', '18967971', '91', '190431', '3602', '18967972']","['Grzegorz Jankowicz', 'Rabih Alameddine', 'Marjane Satrapi', 'Etgar Keret', 'Boris Akunin', 'Svetlana Alexievich', 'Martin Amis', 'Piotr Paziński', 'Krzysztof Bartnicki', 'Adam Boniecki', 'Amos Oz', 'Paul Auster', 'Lukas Bärfuss', 'Earl Havens', 'John Banville', 'György Spiró', 'Alberto Manguel', 'Magdalena Kocińska']","['3.51', '3.83', '4.26', '3.98', '4.01', '4.45', '3.60', '3.17', '4.37', '3.93', '3.86', '3.81', '3.53', '3.50', '3.57', '4.01', '3.88', '3.50']",[],[],[],"Drugie, poprawione i uzupełnione, wydanie rozmów Grzegorza Jankowicza, z najwybitniejszymi pisarzami, twórcami<br />i intelektualistami naszych czasów. Życie na poczytaniu to portret współczesności odmalowany w 27 rozmowach nie tylko o literaturze i życiu, ale dający też odpowiedzi na pytanie o to, kim jest bibliofil, co wspólnego mają wyciągnięcie ręki i pisanie opowiadania oraz dlaczego mitologia przypomina serwis plotkarski. Pytania Jankowicza, na które odpowiadają między innymi Paul Auster, Amos Oz czy Swietłana Aleksiejewicz, mają przede wszystkim dać odpowiedź na to, co dzieje się po czytaniu. A co się dzieje?<br /><br />„Myślimy to tym, co przeczytaliśmy. Wyobrażamy sobie świat, do którego zostaliśmy zaproszeni. Nadajemy mu kształt. Meblujemy go po swojemu. Przy tym cały czas poruszamy się w naszej rzeczywistości, która wygląda już jednak nieco inaczej, a przynajmniej inaczej nam się jawi. Zaszła bowiem zmiana: najpierw w nas – dzięki literaturze,<br />a potem w świecie – za naszą sprawą.<br /><br />I wtedy budzi się w nas potrzeba rozmowy. Jest to potrzeba tak silna, tak intensywnie odczuwana, że nie sposób jej zignorować. Czytanie powoduje, że chcemy rozmawiać o literaturze i o reszcie świata, przy czym resztę należy tu rozumieć dosłownie: jako coś, co zostaje, gdy odejmiemy od rzeczywistości jej istotną część, gdy usuniemy spod niej fundament, na którym się wspiera. Tak, tak, właśnie to chcę powiedzieć: fundamentem świata jest według mnie literatura”.<br />Ze wstępu Grzegorza Jankowicza"
29911449,7728207,Чудный олень вечной охоты,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,50287751,1,28,19,4,0,5:3|4:1|3:0|2:0|1:0|total:4,,,,4.75,4,0,['7728207'],['Svetlana Alexievich'],['4.45'],[],[],[],
40035530,7728207,ボタン穴から見た戦争――白ロシアの子供たちの証言,400603296X,9784006032968,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525441481l/40035530._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525441481l/40035530._SX50_.jpg,2016,2,17,jpn,岩波書店,false,62023394,1,11,19,4,0,5:3|4:1|3:0|2:0|1:0|total:4,1985,,,4.75,4,0,['7728207'],['Svetlana Alexievich'],['4.45'],['4127612'],['三浦 みどり'],['4.57'],「BOOK」データベースより<br /><br />一九四一年にナチス・ドイツの侵攻を受けたソ連白ロシア(ベラルーシ)では数百の村々で村人が納屋に閉じ込められ焼き殺された。約四十年後、当時十五歳以下の子供だった一〇一人に、戦争の記憶がどう刻まれているかをインタビューした戦争証言集。従軍女性の声を集めた『戦争は女の顔をしていない』に続く、ノーベル文学賞作家の代表作。
46194278,7728207,"Deberíais crecer, niñas... estáis muy verdes aún",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,71158216,1,10,15,3,1,5:3|4:0|3:0|2:0|1:0|total:3,,,,5.00,3,1,['7728207'],['Svetlana Alexievich'],['4.45'],[],[],[],
50280222,7728207,Цинкові хлопчики,,9786176905738,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578218024l/50280222._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578218024l/50280222._SX50_.jpg,2016,,,ukr,Віват,false,75208017,1,4,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,"['8551359', '7728207', '19889946']","['Світлана Алексієвич', 'Svetlana Alexievich', 'Svitlana Aleksiievych']","['4.67', '4.45', '4.50']","['19889947', '19389353']","['Тетяна Камлик', 'Дзвінка Торохтушко']","['4.50', '4.67']","Ще одна книжка про війну з художньо-документального циклу «Голоси Утопії» російськомовної білоруської письменниці Світлани Алексієвич.<br /> Це «правда життя» без радянської цензури. Це спогади про війну, яка поклала початок краху СРСР. Викарбувані на папері відверті свідчення Афганців, публікація яких у 1989 році спричинила ефект розірваної бомби у радянському суспільстві. У книзі передано горе матерів «цинкових хлопчиків». Вони будь за що прагнули дізнатися правду про те, як і за що воювали та гинули в Афгані їхні сини.У 1992 році за цю книгу Світлану Алексієвич судили в Білорусі «за наклеп» — чинним судом, із прокурором, громадськими обвинувачами та «групами підтримки» у владі та пресі. Матеріали цього ганебного процесу також вміщено в нову редакцію «Цинкових хлопчиків», 2016. Сьогодні видання перекладено 20-ма мовами."
28093047,7728207,Chtenia 02: Three Russian Springs: Volume 2,1517737184,9781517737184,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,48095574,1,26,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,0,"['7728207', '63552', '61636', '128382', '8280', '14735701', '1304124', '2143156']","['Svetlana Alexievich', 'Varlam Shalamov', 'Osip Mandelstam', 'Leo Tolstoy', 'Igor Stravinsky', 'Yuli Kim', 'Yuri Nagibin', 'Nikolay A. Nekrasov']","['4.45', '4.35', '4.12', '4.06', '4.13', '4.00', '4.19', '3.58']",[],[],[],
21898255,7728207,Fria ord på flykt,,9789186703189,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444311407l/21898255._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444311407l/21898255._SX50_.jpg,2012,,,swe,Rámus förlag,false,41191019,1,17,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,2012,1,1,3.00,2,0,"['5459897', '8138240', '7728207', '8107961', '8138238', '5023535', '5459897', '5316458', '1960539', '8138241', '5358036', '8138242', '5351203', '2978614', '6543200', '134980', '192891', '719407', '8138243', '1944677']","['Per Bergström', 'Oskar Ekström', 'Svetlana Alexievich', 'Parvin Ardalan', 'Paraj Bayrakdar', 'Jesper Bengtsson', 'Per Bergström', 'Ida Börjel', 'Ingrid Elam', 'Henrik C. Enbohm', 'Pär Hansson', 'Li Jianhong', 'Ulrika Knutson', 'Ola Larsmo', 'Cato Lein', 'Herta Müller', 'Taslima Nasrin', 'Anisur Rahman', 'Zurab Rtveliashvili', 'Jenny Tunedal']","['3.33', '3.33', '4.45', '3.33', '3.00', '3.49', '3.33', '3.63', '3.87', '3.33', '3.38', '3.33', '3.69', '3.64', '3.59', '3.61', '3.42', '3.71', '3.33', '3.58']",[],[],[],"Fria ord på flykt har producerats på initiativ av Shaharazad - Stories for Life, ett europeiskt projekt med inriktning mot litteratur, yttrandefrihet och mänskliga rättigheter. Boken är en samproduktion mellan projektet och Rámus, med stöd av fristäderna Göteborg, Malmö, Uppsala, Stockholm och Region Skåne, samt av Statens kulturråd och Svenska Akademien. Shahrazad drivs i Sverige av Stockholms stad/Kulturhuset och har stöd av EACEA, EU:s genomförandeorgan för utbildning, audiovisuella medier och kultur."
49973950,7728207,戦争は女の顔をしていない 1,4049129825,9784049129823,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577432239l/49973950._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577432239l/49973950._SX50_.jpg,2020,1,27,jpn,KADOKAWA,false,75006871,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['7463857', '7728207', '7369144']","['小梅 けいと', 'Svetlana Alexievich', '速水螺旋人']","['4.23', '4.45', '4.91']",[],[],[],第二次世界大戦の真実を明らかにする……<br /><br />「一言で言えば、ここに書かれているのはあの戦争ではない」……500人以上の従軍女性を取材し、その内容から出版を拒否され続けた、ノーベル文学賞受賞作家の主著。『狼と香辛料』小梅けいとによるコミカライズ。
50238130,7728207,Solo l'amore salva dall'ira,8832824833,9788832824834,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577887100l/50238130._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577887100l/50238130._SY75_.jpg,2019,6,27,ita,Castelvecchi,false,75140250,1,2,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,1,"['7728207', '19877365']","['Svetlana Alexievich', 'Staffan Julén']","['4.45', '3.00']",['19877366'],['Federico Cornetto'],['3.00'],"Svetlana Alexievich, nota al mondo per i suoi libri sulla seconda guerra mondiale, su Chernobyl, sulla guerra in Afghanistan, si apre in questa intervista a una dimensione più intima e ci parla dell'amore fra uomo e donna, della ricerca della felicità, del legame che unisce ogni essere vivente, del suo interesse per la gente comune. Con una passione sconfinata per il dettaglio, per i piccoli angoli della storia, Svetlana crea un mosaico di bellezza. Le grandi utopie hanno cancellato interrogazioni più intime e profonde, come ad esempio la domanda sull'amore. Che succede quando l'amore entra nella vita di una persona? È la vita che viene prima di ogni altro pensiero. Perché allora, della vita, si parla così poco?"
33535581,7728207,Chtenia 08: Love a la Russe (Volume 8),1517737044,9781517737047,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,54301383,1,12,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['7728207', '5031025', '19771050']","['Svetlana Alexievich', 'Anton Chekhov', 'Aleksandr Solzhenitsyn']","['4.45', '3.96', '4.05']",[],[],[],
49067348,7728207,戦争は女の顔をしていない,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575294457l/49067348._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575294457l/49067348._SX50_.jpg,,,,jpn,,true,74497207,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['3467800', '7728207']","['Keito Koume', 'Svetlana Alexievich']","['4.18', '4.45']",[],[],[],"Manga based on The Unwomanly Face of War by Svetlana Alexievich.<br />In The Unwomanly Face of War, Alexievich chronicles the experiences of the Soviet women who fought on the front lines, on the home front, and in the occupied territories. These women—more than a million in total—were nurses and doctors, pilots, tank drivers, machine-gunners, and snipers. They battled alongside men, and yet, after the victory, their efforts and sacrifices were forgotten."
