id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
10297191,1709,Eugénie Grandet,8854120413,9788854120419,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327965318l/10297191._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327965318l/10297191._SY75_.jpg,2010,,,ita,Newton Compton,false,1399014,795,30853,64344,16953,699,5:4389|4:6507|3:4567|2:1180|1:310|total:16953,1833,,,3.80,7,0,"['228089', '3136746']","['Honoré de Balzac', 'Riccardo Reim']","['3.80', '3.84']",['1709'],['Grazia Deledda'],['3.64'],"Delicata storia di un amore liliale schiacciato e beffato dall’avarizia e dal cinismo e al tempo stesso spietata analisi della borghesia di provincia, avida e speculatrice, che tutto subordina alla smania di ricchezza e di dominio, <i>Eugénie Grandet</i> viene pubblicato nel 1833, subito accolto da una critica entusiasta che lo saluta come un capolavoro. Primo grande libro di Balzac, questo romanzo (che qui si ripropone nell’esemplare traduzione di Grazia Deledda, oggi quasi introvabile) allinea alcuni tra i più riusciti “ritratti” del grande scrittore: l’ingenua e soave Eugénie, il vecchio Grandet sordido e tirannico, il bel cugino Charles, arrampicatore sociale senza scrupoli – figure di raro vigore, tra le più potenti, in assoluto, dell’intera letteratura francese.<br /><br /><i>«Gli ultimi lampi di vita parevano concentrati negli occhi, ed appena poteva aprirli era un rapido volgerli angosciosi verso la stanza che chiudeva i suoi tesori, mentre con voce tremante d’un panico interno, ripeteva alla figliuola: «Vi sono? Vi sono?». «Sì, babbo».»</i>"
16004767,1709,Il paese del vento,8889801824,9788889801826,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347470391l/16004767._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347470391l/16004767._SX50_.jpg,2009,6,10,ita,Il Maestrale,false,21768665,12,133,238,70,6,5:9|4:20|3:32|2:8|1:1|total:70,1931,,,3.40,46,2,['1709'],['Grazia Deledda'],['3.64'],[],[],[],
1333001,1709,وسوسه,9647081049,9789647081047,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479375397l/1333001._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479375397l/1333001._SX50_.jpg,1384,,,per,کتاب خورشید,false,1322517,6,131,189,57,14,5:7|4:20|3:18|2:8|1:4|total:57,1380,,,3.32,54,12,"['1709', '294913']","['Grazia Deledda', 'بهمن فرزانه']","['3.64', '3.57']",[],[],[],کتاب وسوسه (مادر) درامی است بسیار قوی از عذاب وجدان‌ها که وقایع آن فقط در طی دو روز رخ می‌دهد. تعداد مختصر شخصیت‌ها، کمبود فصل و تمرکز حوادث در پیرامون داستانمرکزی، قدرت خاصی بدین کتاب بخشیده که بدون شک یکی از شاهکارهای خانم دلددا به شمار می‌رود.
2489,1709,The Church of Solitude,0791454584,9780791454589,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,8,15,,State University of New York Press,false,6477,17,199,182,52,15,5:4|4:26|3:17|2:2|1:3|total:52,1936,,,3.50,24,9,['1709'],['Grazia Deledda'],['3.64'],['538225'],['E. Ann Matter'],['3.95'],"<i>The Church of Solitude</i> tells the story of Maria Concezione, a young Sardinian seamstress living with breast cancer at the cusp of the twentieth century. Overwhelmed by the shame of her diagnosis, she decides that no one can know what has happened to her, but the heavy burden of this secrecy changes her life in dramatic ways and almost causes the destruction of several people in her life. This surprising novel paints the portrait of a woman facing the unknown with courage, faith, and self-reliance, and is the last and most autobiographical work of Grazia Deledda, who died in Rome of breast cancer in 1936, shortly after its publication. An afterword by the translator offers additional information on the author and examines the social and historical environment of that time."
51107841,1709,Canne al vento,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,71698765,6,99,150,40,1,5:10|4:16|3:9|2:4|1:1|total:40,,,,3.75,37,0,"['1709', '14142802']","['Grazia Deledda', 'Valerio Di Stefano']","['3.64', '3.72']",[],[],[],"Tutto il giorno Efix, il servo delle dame Pintor, aveva lavorato a rinforzare l'argine primitivo da lui stesso costruito un po' per volta a furia d'anni e di fatica, giù in fondo al poderetto lungo il fiume: e al cader della sera contemplava la sua opera dall'alto, seduto davanti alla capanna sotto il ciglione glauco di canne a mezza costa sulla bianca collina dei Colombi.<br />Eccolo tutto ai suoi piedi, silenzioso e qua e là scintillante d'acque nel crepuscolo, il poderetto che Efix considerava più suo che delle sue padrone: trent'anni di possesso e di lavoro lo han fatto ben suo, e le siepi di fichi d'India che lo chiudono dall'alto in basso come due muri grigi serpeggianti di scaglione in scaglione dalla collina al fiume, gli sembrano i confini del mondo."
10090536,1709,در لب پرتگاه,,9789643805319,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,,,per,ثالث,false,17159659,12,83,133,39,2,5:7|4:7|3:20|2:5|1:0|total:39,1388,1,1,3.41,20,1,['1709'],['Grazia Deledda'],['3.64'],['294913'],['بهمن فرزانه'],['3.57'],پس از مرگ آقای سولیس، خانه، از یک صومعه هم غم‌انگیزتر شد. باید لااقل دو سال عزاداری می‌کردند و طی شش ماه اول پنجره‌های مشرف به خیابان بسته می‌ماندند. گاوینا از غم و غصه دق می‌کرد. پدر مرده‌ی خود را به چشم دیده بود. رنگ پریده و نفس زنان روی چهره‌ی آرام او خم شده بود. به درون آن چشم‌های زنگاری رنگ و نیمه‌بسته نگاه کرده بود. به جایی اسرارآمیز، جایی مثل دریاچه‌ی شیشه‌ای، نه نوری در برداشت و نه موج می‌زد. به نظرش رسیده بود آن محفظه‌ی بی‌حرکت و سرد، ژرفای مرگ نبود، ژرفای زندگی بود، آری همه چیز این طور پایان می‌یافت. پدرش که تا همین دیروز می‌خندید و شوخی می‌کرد، اکنون بی‌حرکت و بی‌زبان برای ابد بر جای مانده بود. آه که زندگی بشر چه پوچ است!
566052,1709,رقص گردنبند,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1256567320l/566052._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1256567320l/566052._SX50_.jpg,2006,3,12,per,مهناز,false,553158,8,100,133,46,4,5:5|4:8|3:15|2:13|1:5|total:46,1924,,,2.89,37,3,"['1709', '294913']","['Grazia Deledda', 'بهمن فرزانه']","['3.64', '3.57']",[],[],[],
10090453,1709,راز مرد گوشه‌گیر,964311273X,9789643112738,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542219927l/10090453._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542219927l/10090453._SX50_.jpg,2010,,,per,انتشارات ققنوس,false,14987402,20,92,127,38,6,5:5|4:9|3:20|2:2|1:2|total:38,1921,,,3.34,18,2,['1709'],['Grazia Deledda'],['3.64'],['294913'],['بهمن فرزانه'],['3.57'],مرد گریخته است. زن نیز گریخته است. یکی از دیگری و یکی با دیگری.<br />مرد در زن و همسر پیشینش، شباهتی نمی‌یابد؛ اما زن مردد است: این مرد چون همسرش می‌نماید.<br />خلوت عظیم در هم می‌شکند و درکی متقابل آغاز می‌شود. مرد قابلیت حیرت‌انگیزش در همراهی با عذاب را تصویر می‌کند و زن نه از میان گفته‌هایش که از میان ناگفته‌هایش بازشناخته می‌شود.<br />در آثار دلددا زن اگرچه رنجیده و رنجدیده است اما توان عصیان دارد. و درک راز مرد گوشه‌گیر، پشتوانه‌ی این عصیان است، برای ماندن یا رفتن.
10098919,1709,Colombi e sparvieri,8889801298,9788889801291,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337115281l/10098919._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337115281l/10098919._SX50_.jpg,2007,,,ita,Il Maestrale,false,13606309,18,82,117,32,1,5:7|4:11|3:11|2:2|1:1|total:32,1912,,,3.66,22,1,['1709'],['Grazia Deledda'],['3.64'],[],[],[],"Dopo una settimana di vento furioso, di nevischio e di pioggia, le cime dei monti apparvero bianche tra il nero delle nuvole che si abbassavano e sparivano all'orizzonte, e il villaggio di Oronou con le sue casette rossastre fabbricate sul cocuzzolo grigio di una vetta di granito, con le sue straducole ripide e rocciose, parve emergere dalla nebbia come scampato dal diluvio. Ai suoi piedi i torrenti precipitavano rumoreggiando nella vallata, e in lontananza, nelle pianure e nell'agro di Siniscola, le paludi e i fiumicelli straripati scintillavano ai raggi del sole che sorgeva dal mare. Tutto il panorama, dai monti alla costa, dalla linea scura dell'altipiano sopra Oronou fino alle macchie in fondo alla valle, pareva stillasse acqua. Ma il paesetto era asciutto; e i vecchi e gli sfaccendati avevano già ripreso i loro posti sulle panchine davanti al Municipio, su nella piazza che sovrasta la valle come una grande terrazza."
9697372,1709,Il vecchio della montagna,8862020066,9788862020060,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372514573l/9697372._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372514573l/9697372._SX50_.jpg,,,,ita,,false,14585540,11,94,100,31,5,5:1|4:10|3:16|2:3|1:1|total:31,1900,,,3.23,25,1,['1709'],['Grazia Deledda'],['3.64'],[],[],[],Il romanzo segna il passaggio tra lo sperimentalismo giovanile e l'acquisizione di un ormai organico e maturo sistema letterario. La componente etico-morale permea di sé l'intero impianto narrativo e il vecchio della montagna - e il viaggio catartico che lo accompagna fino all'esito estremo - divengono allora simbolo di redenzione dei peccati di una umanità travolta dalla forza distruttrice dell'eros.
21424525,1709,Grazia Deledda - Nobel 1926 (Il vecchio della montagna - Elias Portolu - Cenere - Canne al vento),A000126679,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394579117l/21424525._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394579117l/21424525._SY75_.jpg,1978,,,ita,UTET,false,40734432,3,47,96,24,0,5:7|4:12|3:3|2:2|1:0|total:24,1970,1,1,4.00,23,0,['1709'],['Grazia Deledda'],['3.64'],[],[],[],
9687523,1709,Sangue sardo e altri racconti,8881830892,9788881830893,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,Newton Compton,false,14575599,15,85,93,24,2,5:8|4:7|3:7|2:2|1:0|total:24,1995,,,3.88,7,0,['1709'],['Grazia Deledda'],['3.64'],[],[],[],
