id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1509544,54428,Bahnwärter Thiel,,9783150066171,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,,,ger,Reclam,false,2250130,80,5454,12675,3735,90,5:650|4:1084|3:1260|2:568|1:173|total:3735,1888,,,3.39,3390,67,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Die Novelle ""Bahnwärter Thiel"" entstand 1887 und gehört zu den herausragenden Werken des Naturalismus. Thiel ist ein in sich gekehrter Mensch, der nicht viele Worte macht, sich jedoch mit den Nachbarskindern abgibt und seinen Beruf mit Hingebung ausführt. Er gerät in einen wachsenden inneren Konflikt, als seine Frau Minna stirbt und er sich wieder verheiratet um die Versorgung seines Sohnes Tobias abzusichern. Er versucht trotz wachsender Spannungen sein Leben in den gewohnten Bahnen zu halten, sieht sich jedoch mehr und mehr unfähig dazu. (Zusammenfassung von Eva K.)"
2597207,54428,Michael Kramer,,9783150078433,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346019870l/2597207._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346019870l/2597207._SY75_.jpg,1986,,,,"Philipp Reclam, Jun Verlag GmbH",false,2619646,15,44,62,20,3,5:1|4:4|3:11|2:4|1:0|total:20,1900,,,3.10,19,3,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Gerhart Hauptmann thematisiert in seinem im Jahr 1900 erschienenen und uraufgeführten Drama Michael Kramer die Auseinandersetzung zwischen der Boheme-Welt und dem Kleinbürgertum sowie zwei verschiedenen Verhaltensweisen zur Kunst und zur Gesellschaft. Kombiniert wird diese Auseinandersetzung mit einem Vater-Sohn-Konflikt mit tödlichem Ausgang, der an zwei gegensätzlichen Charakteren festgemacht wird: dem mittelmäßigen Maler Michael Kramer, der seine fehlende Genialität mit Pflichtbewusststein und Arbeitseifer ausgleicht und seinem begabten Sohn Arnold, dem es jedoch an Selbstbewusstsein fehlt, der überall aneckt und sich ausgestoßen fühlt.<br />Mit seinem Schauspiel, das Ansätze einer Gesellschaftssatire aufweist, setzt sich Hauptmann über das rein naturalistische und das romantisch-symbolische Drama hinweg.<br /><br />Mit einem Nachwort von Fritz Martini."
7386742,54428,Hanneles Himmelfahrt: Traumdichtung in Zwei Teilen,1104174227,9781104174224,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396226946l/7386742._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396226946l/7386742._SX50_.jpg,2009,3,20,,Kessinger Publishing,false,9245561,51,32,61,17,0,5:3|4:6|3:6|2:2|1:0|total:17,1894,1,1,3.59,12,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
3948182,54428,Und Pippa tanzt!,3150083222,9783150083222,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336402443l/3948182._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336402443l/3948182._SY75_.jpg,,,,ger,,false,3993824,17,26,49,15,0,5:3|4:2|3:6|2:4|1:0|total:15,1986,,,3.27,15,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
9402106,54428,Der Schuss Im Park: Erzählungen,3351004427,9783351004422,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336402330l/9402106._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336402330l/9402106._SX50_.jpg,,,,,,false,14286011,3,17,42,11,2,5:3|4:4|3:3|2:1|1:0|total:11,1987,1,1,3.82,9,2,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
13250940,54428,Phantom: Aufzeichnungen Eines Ehemaligen Sträflings ; Roman,3548239404,9783548239408,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335975011l/13250940._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335975011l/13250940._SX50_.jpg,,,,,,false,18451843,13,36,37,10,0,5:2|4:3|3:5|2:0|1:0|total:10,1922,1,1,3.70,7,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
242729,54428,The Fool In Christ: Emmanuel Quint,1425497268,9781425497262,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,5,5,,Kessinger Publishing,false,235164,27,42,30,10,1,5:3|4:2|3:0|2:2|1:3|total:10,1910,,,3.00,5,1,['54428'],['Gerhart Hauptmann'],['3.32'],['539677'],['Thomas Seltzer'],['3.94'],"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
11640027,54428,Das Friedensfest: Eine Familienkatastrophe: Buhnendichtung,1173297286,9781173297282,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,16583883,41,10,19,7,0,5:0|4:2|3:2|2:2|1:1|total:7,2009,9,20,2.71,6,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
38457713,54428,Bahnwärter Thiel / Die Weber (Fischer Klassik Plus),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,60082269,2,7,19,5,0,5:1|4:2|3:2|2:0|1:0|total:5,,,,3.80,5,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
16882529,54428,Wanda the daemon,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355579343l/16882529._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355579343l/16882529._SY75_.jpg,,,,,,false,23150603,6,17,18,6,0,5:0|4:1|3:4|2:1|1:0|total:6,1970,5,1,3.00,3,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Erkekler sevdiklerini kendilerinin seçtiklerini sanırlar. Aslında seçen de seçilen de kadındır. Haake de sevdiği kadını seçti; Wanda'yı... Ama ömrünün sonuna kadar seçilmediğini anlayamadı... Wanda, neden istemiyordu Haake'yi? Acaba onu beğenmiyor muydu? Yoksa bir başkası mı vardı arada? Belki de umulmadık, beklenmedik bir şey..."
39962921,54428,Soana ketser. Fantoom,,9789949622368,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524745217l/39962921._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524745217l/39962921._SY75_.jpg,2018,,,est,Eesti Raamat,true,61866860,1,6,17,4,1,5:2|4:1|3:1|2:0|1:0|total:4,,,,4.25,4,1,['54428'],['Gerhart Hauptmann'],['3.32'],['4941875'],['Piret Pääsuke'],['3.85'],"Gerhart Johann Robert Hauptmann (1862–1946) on saksa nobelistide hulgast eesti lugejale üks vähetuntumatest, peamiselt on tõlgitud tema draamasid, millest mõned on ka meie teatrilavadele jõudnud. <br />„Soana ketser” – lugu noore mehe, katoliku preestri heitlusest kristliku askeesi ja dionüüsosliku elujaatuse vahel, mis lõpeb kirikule selja pööramisega, oli oma ilmumisajal kahtlemata päris julge avaldus. Moraalijüngrid muidugi sajatasid seda, isegi kirjanik Thomas Mann väljendanud algul võõristust, kuidas kristlane Hauptmann „nii humoristlikult” Kristusega ümber käib, on aga hiljem võrrelnud seda teksti tunnustavalt oma novelliga „Surm Veneetsias”. Ajakirjanik, hiljem Hauptmanni biograaf Hans von Hülsen on aga novelli menu kohta kirjutanud: „Vastukaja, mida see teos leidis, oli tohutu – see kõlas nagu januste juubeldus, kes keset kõrbe äkitselt vett leiavad. Hoolimata viletsast ajast ja vaesunud publikust tõusis trükiarv lühikese ajaga sajale tuhandele.” Kuue aastaga pärast ilmumist sai sellest novellist Hauptmanni kõige menukam proosateos. <br />Nii-öelda lubamatu armastus ja sellest tulenevad meeletud teod on teemaks ka Gerhart Hauptmanni järgmises proosateoses, novellis „Fantoom. Endise vahialuse ülestähendused” (1923, Phantom. Aufzeichnungen eines ehemaligen Sträflings). Siin kogeb armastuse kõikevõitvat jõudu väikekodanliku elu perspektiivituses lämbuv noor mees, tühine ametnik; saatuse iroonia tahtel on tema ihaluse objekt alaealine. Ent võib-olla enamgi kui seksuaalselt ihkab ta tütarlast kui ilu, rikkuse, intelligentsi, turvalisuse ja muretuse kehastust, ning selle poole püüeldes kaotab ta lõplikult pinna jalge alt ja kaldub pääsmatult kuritegelikule teele. Psühholoogilise täpsusega kujutab Hauptmann inimhinge heitlusi oma seniste tõekspidamiste (ja ühiskondliku moraali) vastu, sisemist võitlust iseendaga. <br />Novelli „Fantoom” ekraniseeris ka kohe pärast ilmumist saksa legendaarne režissöör Friedrich Wilhelm Murnau ja see kuulub maailma tummfilmiklassikasse."
9646742,54428,Il mostro marino,8838921725,9788838921728,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336419441l/9646742._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336419441l/9646742._SX50_.jpg,,,,ita,,false,21492968,3,8,16,5,1,5:0|4:2|3:2|2:1|1:0|total:5,1934,,,3.20,1,0,['54428'],['Gerhart Hauptmann'],['3.32'],['6889016'],['Giovanni Tateo'],['3.50'],"Tra i temi ricorrenti di Gerhart Hauptmann è il demone dell’eros, sollevato a dimensione mitico-fantastica, che attende l’uomo per mutarne la traiettoria del destino, sconvolgendone credenze vocazione e reputazione: nel <i>Mostro marino</i> (novella pubblicata nel 1934, non senza rimandi simbolici alle vicende storiche della Germania contemporanea) il capitano Cardenio, gravemente malato, racconta, come una leggenda di marinai, agli adepti di uno strano club l’avventura dell’irrompere fatale di Chimaera «la gatta dalle sembianze umane», una sirena incontrata nel porto di Sidney, che egli finisce per sposare e conduce prigioniera in un’isola del Mare del Nord, nonostante il grido disperato di lei: «non voglio diventare umana», presagio di un totale rivolgimento dell’ordine esistenziale dell’uomo di mare."
209235,54428,"Plays: Gerhart Hauptmann: Before Daybreak, The Weavers, The Beaver Coat",0826407277,9780826407276,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,12,1,,Bloomsbury Academic,false,202509,2,16,15,4,2,5:1|4:1|3:2|2:0|1:0|total:4,1993,11,1,3.75,4,2,"['54428', '141071', '141070']","['Gerhart Hauptmann', 'Reinhold Grimm', 'Caroline Molina y Vedia']","['3.32', '3.92', '4.00']",[],[],[],"Gerhart Hauptmann (1862-1946) is generally considered a pioneer of modern drama. He was praised by Rilke, Thomas Mann, and James Joyce among his contemporaries for his versatility, innovativeness, and realism. This Nobel Prize-winning author is here represented by three of his best-loved plays."
7283696,54428,"The Methuen Drama Book of Naturalist Plays: A Doll's House, Miss Julie, The Weavers, Mrs Warren's Profession, Three Sisters, Strife",1408128438,9781408128435,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315670433l/7283696._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315670433l/7283696._SY75_.jpg,2010,10,15,eng,Bloomsbury Methuen Drama,false,8497352,1,21,14,3,0,5:2|4:1|3:0|2:0|1:0|total:3,2010,,,4.67,3,0,"['591431', '2730977', '6815', '54428', '5031025', '5217', '7419']","['Chris Megson', 'Henrik Ibsen', 'August Strindberg', 'Gerhart Hauptmann', 'Anton Chekhov', 'George Bernard Shaw', 'John Galsworthy']","['4.29', '3.78', '3.53', '3.32', '3.96', '3.91', '4.10']",[],[],[],"The study of Naturalist theatre remains a staple and often foundational part of the curriculum at all levels of drama education. This anthology of six of the most commonly studied and revived Naturalist plays from the European repertoire offers a unique compendium that will serve as required reading for drama courses and is ideal for theatre practitioners and fans.<br /><br />The selected plays perfectly reflect the formal and geographical diversity of Naturalist theatre as well as its major philosophical, political, and theatrical preoccupations. The volume includes Henrik Ibsen's <i>A Doll's House</i> (1879), August Strindberg's <i>Miss Julie</i> (1888), Gerhart Hauptmann's <i>The Weavers</i> (1892), Bernard Shaw's <i>Mrs Warren's Profession</i> (1893), Anton Chekhov's <i>Three Sisters</i> (1901), and John Galsworthy's <i>Strife </i>(1909). A critical introduction by Dr. Chris Megson contextualizes the emergence of Naturalist theatre in the late nineteenth century, identifying its principal aims and methods; provides an analysis of the selected plays, mapping their key preoccupations; and ends by considering Naturalism's enduring legacy and resonance today."
2729714,54428,Gerhart Hauptmann. Die Weber,342506083X,9783425060835,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575834764l/2729714._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575834764l/2729714._SY75_.jpg,1992,1,1,ger,Diesterweg,false,2755349,1,10,14,5,1,5:0|4:2|3:1|2:1|1:1|total:5,1988,,,2.80,5,1,"['1194939', '54428']","['Gerhard Schildberg-Schroth', 'Gerhart Hauptmann']","['2.80', '3.32']",[],[],[],
16154532,54428,Die Spitzhacke,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1931,,,ger,S. Fischer,false,21993096,1,4,13,4,1,5:0|4:2|3:1|2:1|1:0|total:4,1931,,,3.25,4,1,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
