id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
7215394,1285555,Ana Karenine,8497896343,9788497896344,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1260983231l/7215394._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1260983231l/7215394._SY75_.jpg,2004,,,por,Mediasat Group,false,2507928,2186,299390,2574216,635690,22732,5:263104|4:208400|3:113137|2:34636|1:16413|total:635690,1877,,,4.05,54,5,['128382'],['Leo Tolstoy'],['4.06'],['1285555'],['José Saramago'],['4.02'],"Publicado entre 1875 e 1877, ""Ana Karenine"" é um dos melhores romances psicológicos de literatura moderna e um excelente exemplo do Realismo. Nele é-nos oferecido um exaustivo retrato da sociedade russa do sec XIX. Um ambiente rígido e conservador, o corte com as normas estabelecidas é sempre encoberto com grandes doses de hipocrisia. Assim, o amor adulto que Ana, uma bela e apaixonada aristrocata, sente pelo jovem Conde Alejo Wronsky, terá que ser escondido da sociedade conservadora da época. A história, localizada no tempo dos czares de grandes desigualdades sociais, descreve um terrível drama doméstico no qual o amor se desenrola sujeito ás regras que uma sociedade antiquada estabelece para os seus membros. Assim, Alejo Alejandrovitch, o marido de Ana, tratará de a impedir por todos os meios que esta rompa o seu matrimónio e se case novamente, obrigando-a a viver a sua relação em segredo, pois prefere ser infeliz deste modo a enfrentar o rude golpe que provocaria uma separação entre os seus contemporâneos. Os pensamentos mais íntimos das personagens e a luta interna conm que Ana se debate, entre obedecer ao seu coração ou à sua cabeça, aproximam-nos do seu dilema pessoal e reflectem os valores morais e sociais que regiam a antiga Rússia e que, mesmo hoje em dia, se podem considerar actuais. Não obstante, o problema suscitado em Ana Karenine, e que converteu a sua heroína numa personagem-chave da literatura universal, foi em grande parte superado pela sociedade moderna mais liberal."
23453300,1285555,Dile Kolay,,9789944396653,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414368219l/23453300._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414368219l/23453300._SX50_.jpg,2009,,,tur,Pan Yayıncılık,false,1821934,13,1140,1611,446,49,5:88|4:152|3:158|2:41|1:7|total:446,2004,,,3.61,2,0,"['55397', '8051', '602599', '3439713', '15496', '3299', '1285555', '174045', '9599', '29901', '6878', '61946', '10356', '3472', '749461', '13081', '36438', '13450', '8120', '8055741']","['Nadine Gordimer', 'Chinua Achebe', 'Njabulo S. Ndebele', 'Kenzaburō Ōe', 'Amos Oz', 'Salman Rushdie', 'José Saramago', 'Ingo Schulze', 'Paul Theroux', 'Michel Tournier', 'John Updike', 'Christa Wolf', 'Woody Allen', 'Margaret Atwood', 'Günter Grass', 'Hanif Kureishi', 'Claudio Magris', 'Gabriel García Márquez', 'Arthur  Miller', ""Es'kia Mphahlele""]","['3.57', '3.69', '3.79', '3.78', '3.86', '3.83', '4.02', '3.29', '3.82', '3.73', '3.80', '3.77', '3.91', '4.03', '3.83', '3.57', '3.80', '3.97', '3.58', '3.73']",[],[],[],"Böylesine farklı ve seçkin dünya yazarlarının aynı derlemede bir araya gelmesi pek sık rastlanan bir durum değil. Bu yazarların öyküleri insanlık âlemimize özgü çeşitli halleri ve duyguları sergiliyor: trajedi, komedi, fantezi, yergi, farklı kıtalarda ve kültürlerde cinsel aşk ve savaşa özgü dramlar... Ancak hiçbiri HIV/AIDS hakkında değil.<br /><br />Seçkiye katkıda bulunan yazarlar hayatları boyunca üretmiş oldukları eserlerin en iyileri arasından kendi seçtiklerini herhangi bir ücret ya da telif talep etmeden sunmuş bulunuyor."
12735067,1285555,O Denunciante,,9789721005945,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500923557l/12735067._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500923557l/12735067._SY75_.jpg,1973,12,,por,Publicações Europa-América,false,947279,32,1028,1422,392,47,5:82|4:137|3:127|2:37|1:9|total:392,1925,,,3.63,1,0,['82260'],"[""Liam O'Flaherty""]",['3.74'],['1285555'],['José Saramago'],['4.02'],"Gypo Nolan, a brute of a man in need of a night's lodging, has informed on a comrade wanted by the authorities. with his twenty pounds' reward he set off on a rampage through Dublin's public houses and brothels."
53190515,1285555,O Fim de Chéri (Colecção Latitude #46),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587061718l/53190515._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587061718l/53190515._SX50_.jpg,1960,12,,por,Estúdios Cor,false,823065,21,830,1340,370,31,5:72|4:137|3:117|2:37|1:7|total:370,1926,,,3.62,0,0,"['51575', '1285555']","['Colette', 'José Saramago']","['3.80', '4.02']",[],[],[],"At the end of Chéri the young Chéri left his aging mistress Léa on the eve of his marriage. Having served in the army during the war Chéri returns to Paris haunted by memories of his carefree youth and the bounty of his benevolent mistress. In the post-war 1920's he finds it impossible to settle down to a new life with his efficient and entrepreneurial wife and friends.<br /><br />As his looks and his reputation begin to deteriorate Chéri's life is thrown into crisis as he attempts to recapture the contentment and companionship of his luxurious youth. As Chéri and Léa confront each other, and the changes a decade has wrought on their lives and their looks, Colette displays the incredible sensitivity and insight for which she is justly famous."
8699379,1285555,Blindness / Seeing,0547554885,9780547554884,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,5,18,,Houghton Mifflin Harcourt,false,45512936,2,694,1076,251,10,5:117|4:93|3:38|2:2|1:1|total:251,2004,,,4.29,190,6,"['1285555', '1739', '24758']","['José Saramago', 'Giovanni Pontiero', 'Margaret Jull Costa']","['4.02', '4.10', '3.74']",[],[],[],"In <i>Blindness, </i>a city is overcome by an epidemic of blindness that spares only one woman. She becomes a guide for a group of seven strangers and serves as the eyes and ears for the reader in this profound parable of loss and disorientation. We return to the city years later in Saramago’s <i>Seeing,</i> a satirical commentary on government in general and democracy in particular. Together here for the first time, this beautiful edition will be a welcome addition to the library of any Saramago fan."
188346,1285555,The Zapatista Reader,1560253355,9781560253358,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,1,4,eng,Bold Type Books,false,182060,2,1440,1054,257,13,5:93|4:110|3:44|2:7|1:3|total:257,2001,11,9,4.10,257,13,"['109728', '440042', '215747', '257213', '230252', '419', '1322829', '61848', '26439', '30440', '14256627', '33646', '14256628', '13450', '44267', '94876', '124498', '419288', '105280', '246148', '32135', '1285555', '7469', '54993', '33608', '84549', '205350', '620920', '534156', '338876', '29919', '6869', '133866', '5822041', '4839908', '14256629']","['Tom Hayden', 'Andrew Kopkind', 'Joann Wypijewski', 'Michael McCaughan', 'Bill Weinberg', 'Naomi Klein', 'Carlos Monsiváis', 'Ignacio Ramonet', 'Homero Aridjis', 'Saul Landau', 'Jorge Mancilla', 'Paco Ignacio Taibo II', 'Salvador Carrasco', 'Gabriel García Márquez', 'John Ross', 'Adolfo Gilly', 'Régis Debray', 'Daniel Nugent', 'José de la Colina', 'Jean Meyer', 'Elena Poniatowska', 'José Saramago', 'Octavio Paz', 'Ilan Stavans', 'Enrique Krauze', 'Gary MacEoin', 'Mike Gonzalez', 'Guiomar Rovira', 'Luis Hernández Navarro', 'Manuel Vázquez Montalbán', 'John Berger', 'Alma Guillermoprieto', 'Joel Simon', 'Eduardo Galeano', 'Andrés Oppenheimer', 'Pascal Beltrán Del Río']","['3.87', '4.13', '4.11', '4.09', '4.10', '4.11', '3.97', '4.03', '3.78', '4.13', '4.10', '3.98', '4.10', '3.97', '3.93', '4.07', '3.66', '4.08', '4.12', '3.97', '3.86', '4.02', '4.14', '4.26', '4.04', '4.07', '3.90', '4.11', '4.11', '3.49', '3.85', '3.92', '4.01', '4.25', '4.20', '4.10']",[],[],[],
13542989,1285555,The Discovery of America by the Turks,0143106988,9780143106982,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335952270l/13542989._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335952270l/13542989._SY75_.jpg,2012,9,6,eng,Penguin Classics,false,1686976,24,803,1020,300,38,5:41|4:98|3:111|2:40|1:10|total:300,1994,,,3.40,186,23,"['52683', '1285555']","['Jorge Amado', 'José Saramago']","['4.03', '4.02']",['50060'],['Gregory Rabassa'],['4.04'],"Published here for the first time in English in a brilliant translation by the peerless Gregory Rabassa, <em>The Discovery of America by the Turks</em> is a whimsical Brazilian take on The Taming of the Shrew that will remind readers why Jorge Amado is to Portuguese-American literature what Jorge Luis Borges is to Spanish-American literature. It follows the adventures of two Arab immigrants-“Turks,” as Brazilians call them-who arrive in the rough Brazilian frontier in 1903 and become involved in a merchant’s farcical attempt to marry off his shrew of a daughter."
2631132,1285555,Terra do Pecado,9722111450,9789722111454,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339810358l/2631132._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339810358l/2631132._SY75_.jpg,,,,por,Editorial Caminho,false,2655833,7,738,992,294,30,5:38|4:76|3:144|2:30|1:6|total:294,1947,,,3.37,244,19,['1285555'],['José Saramago'],['4.02'],[],[],[],"""Terra do Pecado foi o primeiro romance publicado por José Saramago. Saiu em 1947, trinta anos antes de Levantado do Chão, o livro que abriu para o autor o coração dos leitores. Durante meio século esquecido e rejeitado, o autor reintegra-o hoje na sua obra, pelas razões que ele próprio explica no """"Aviso"""" que antecede esta edição."""
34602797,1285555,08/15 A Caserna,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489599984l/34602797._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489599984l/34602797._SX50_.jpg,1973,3,,por,Publicações Europa-América - Colecção Século XX # 3,false,1007226,30,476,982,252,20,5:64|4:111|3:66|2:9|1:2|total:252,1954,,,3.90,0,0,"['76685', '1285555']","['Hans Hellmut Kirst', 'José Saramago']","['3.95', '4.02']",[],[],[],
9742230,1285555,Di questo mondo e degli altri,8806190385,9788806190385,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327709409l/9742230._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327709409l/9742230._SY75_.jpg,2007,,,ita,Einaudi,false,1090764,10,576,937,244,25,5:59|4:103|3:68|2:12|1:2|total:244,1971,,,3.84,76,7,"['1285555', '1233119']","['José Saramago', 'Giulia Lanciani']","['4.02', '3.73']",[],[],[],"Le ""cronache"" sono racconti, racconti fantastici, meditazioni, cronache appunto, di avvenimenti quotidiani. Sono il ""vivaio"" dell'opera a venire: non per caso Saramago andrà spesso ripetendo: ""Là dentro c'è già tutto"". E infatti si trovano la statua con gli occhi scavati; il bambino che dipinge la neve; i nonni analfabeti e pastori di porci; la Rivoluzione dei Garofani; l'impacciata foto dei genitori; lui stesso bambino scalzo; la nebbia del mattino; i contadini; il ""mare portoghese""; l'arrotino; le persone che poi diventeranno i suoi stessi personaggi... e, naturalmente, Lisbona e il Portogallo."
9697217,1285555,L'ultimo quaderno,880717197X,9788807171970,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290972321l/9697217._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290972321l/9697217._SY75_.jpg,2010,9,29,ita,,false,14585384,22,581,935,239,37,5:63|4:103|3:63|2:9|1:1|total:239,2009,1,1,3.91,52,3,['1285555'],['José Saramago'],['4.02'],[],[],[],"Oltre a essere uno dei più importanti scrittori del nostro tempo, José Saramago è stato un acuto osservatore della realtà. Iscrittosi clandestinamente al Partito comunista nel 1969, durante la dittatura di Salazar, non ha mai abbandonato l'impegno politico, considerando la propria condizione di scrittore inscindibile dalla coscienza di cittadino. È noto anche per le sue posizioni marcatamente anticlericali, che lo hanno posto al centro di aspre polemiche in patria tanto da indurlo a trasferirsi alle Canarie. Sempre attento alle novità e interessato al confronto e al dialogo con il suo pubblico, non si è fatto cogliere impreparato dall'avvento del digitale e a quasi novant'anni ha aperto un blog, su cui scriveva di tutto: dalle riflessioni sul futuro del pianeta ai propositi per il nuovo millennio, da temi ""globali"" come la questione degli indios al panico da pandemia per la cosiddetta influenza ""suina"", dal razzismo nella Francia di Sarkozy alla tragedia dell'Aquila, dai centri commerciali quali nuove cattedrali del consumismo al laicismo come unica arma nei confronti delle ingerenze della chiesa cattolica nel nostro vivere quotidiano. Tratta di ciò che lo indigna, ma anche di ciò che ama e rispetta. Non può mancare poi Berlusconi, una questione che viene affrontata come una vera deriva sociale e politica del nostro paese. Questo è l'ultimo quaderno che Saramago ha scritto prima di morire e di lasciare un vuoto incolmabile nel panorama culturale mondiale."
1103738,1285555,Cadernos de Lanzarote - Diário I,9722109014,9789722109017,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1260277658l/1103738._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1260277658l/1103738._SX50_.jpg,1998,10,23,por,Editorial Caminho,false,291895,7,492,854,224,8,5:55|4:92|3:62|2:10|1:5|total:224,1994,1,1,3.81,181,3,['1285555'],['José Saramago'],['4.02'],[],[],[],"«""Este livro, que vida havendo e saúde não faltando terá continuação, é um diário"". Em 1994, retirado de Portugal após o tema de Lara no episódio da candidatura ao Prémio Europeu de Literatura, Saramago editava o primeiro dos seus polémicos """"Cadernos de Lanzarote"""". Uma amostra: """"7 de Agosto: Parabéns de Jorge Amado e Zélia pelos prémios. Que outros virão, ainda maiores, acrescentam, aludindo ao que consta ter sido dito por Torrente Ballester - que um destes dias me chega aí um telefonema de Estocolmo... Se esta gente acredita realmente no que diz, por que tenho eu tanta dificuldade em acreditar? """" Entre palavras, lança ideias sobre o livro no qual trabalhava, em simultâneo: """"Ensaio Sobre A Cegueira"""".» (Diário de Notícias, 9 de Outubro de 1998)"""
1103786,1285555,Las maletas del viajero,8440689446,9788440689443,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,1090687,13,545,780,212,16,5:47|4:68|3:80|2:16|1:1|total:212,1973,,,3.68,73,6,['1285555'],['José Saramago'],['4.02'],[],[],[],"<i>Las maletas del viajero</i>, publicado en 1986 por la editorial Caminho, reúne 59 crónicas periodísticas de José Saramago, escritas entre 1969 y 1972 para el diario ""A Capital"" y el semanario ""Jornal de Fundão"". Traducidas al español por Basilio Losada, fueron publicadas en 1992 por la editorial Ronsel. Son crónicas escritas con un lenguaje claro y directo que se deja leer fácilmente, de temática variada pero producto todas de la reflexión y de la crítica observación del autor. En ellas, Saramago nos habla de su niñez, de su familia, de sus vivencias, de los engaños de la política y de la publicidad, de la vida de las ciudades, del arte y de los museos, y lo hace con comentarios agudos, con fino humor y una ironía que invita a su lectura desenfadada."
6598636,1285555,François le bossu,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2563205,34,333,770,202,7,5:61|4:64|3:58|2:16|1:3|total:202,1864,,,3.81,1,0,['4706567'],['Comtesse de Ségur'],['3.87'],['1285555'],['José Saramago'],['4.02'],
12511286,1285555,O Ano de 1993,9722102877,9789722102872,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316638792l/12511286._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316638792l/12511286._SX50_.jpg,2007,4,,por,Editorial Caminho,false,2616179,11,442,666,184,20,5:38|4:64|3:63|2:12|1:7|total:184,1970,,,3.62,85,0,"['1285555', '5173598']","['José Saramago', 'Rogério  Ribeiro']","['4.02', '3.72']",[],[],[],"Editado pela primeira vez em 1975, a reedição da Caminho, vinte e dois anos depois, vem acompanhada pelos desenhos do pintor Rogério Ribeiro. São pequenas histórias a formarem uma só. Una e intacta. Poesia a lançar já pontes para a ficção. Sem rima, fraseada, falando do futuro da própria escrita do autor. Poemas de alerta, mas de esperança, também, apesar do desespero que reside no seu fundo ainda lírico e iniciático. ""O interrogatório do homem que saiu de casa depois da hora de recolher começou há quinze dias e ainda não acabou / Os inquiridores fazem uma pergunta em cada sessenta minutos vinte e quatro por dia e exigem cinquenta e nove respostas diferentes para cada uma / É um método novo / Acreditam que é impossível não estar a resposta verdadeira entre as cinquenta e nove que foram dadas / E contam com a perspicácia do ordenador para descobrir qual delas seja e a sua ligação com as outras / (...) / O homem que saiu de casa depois da hora de recolher não dirá porque saiu / E os inquiridores não sabem que a verdade está na sexagésima resposta / Entretanto a tortura continua até que o médico declare / Não vale a pena."""
2130263,1285555,In Nomine Dei,9722108077,9789722108072,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353769971l/2130263._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353769971l/2130263._SY75_.jpg,1993,12,1,por,,false,2135737,7,442,641,165,9,5:44|4:70|3:41|2:8|1:2|total:165,1993,12,1,3.88,145,7,['1285555'],['José Saramago'],['4.02'],[],[],[],"Entre o homem, com a sua razão, e os animais, com o seu instinto, quem, afinal, estará mais bem dotado para o governo da vida? «Não faz sentido?» «Se os cães tivessem inventado um Deus, brigariam por diferenças de opinião quanto ao nome a dar-lhe, Perdigueiro fosse, ou Lobo-d'Alsácia? E no caso de estarem de acordo quanto ao apelativo, andariam, gerações após gerações, a morder-se mutuamente por causa da forma das orelhas ou do tufado do seu canino Deus?» «Estas considerações podiam ser tomadas como ofensivas, mas José Saramago trata de se defender: «Não é culpa minha nem do meu discreto ateísmo se em Münster, no século XVI, como em tantos outros tempos e lugares, católicos e protestantes andaram a trucidar-se uns aos outros em nome de Deus - «In Nomine Dei» - para virem a alcançar, na eternidade, o mesmo Paraíso.»«Os acontecimentos descritos nesta peça representam, tão só, um trágico capítulo da longa e, pelos vistos, irremediável história da intolerância humana», explica o autor. «Que o leiam assim, e assim o entendam, crentes e não crentes, e farão, talvez, um favor a si próprios. Os animais, claro está, não precisam.» (Diário de Notícias, 9 de Outubro de 1998)"
7636934,1285555,Os Poemas Possíveis,9722102939,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,,,por,Caminho,false,1090786,3,428,617,165,15,5:39|4:70|3:36|2:14|1:6|total:165,1966,,,3.74,145,13,['1285555'],['José Saramago'],['4.02'],[],[],[],
1103789,1285555,Que Farei Com Este Livro?,9722103695,9789722103695,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408011315l/1103789._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408011315l/1103789._SY75_.jpg,1998,,,por,Caminho,false,1090714,10,439,602,170,14,5:32|4:52|3:68|2:12|1:6|total:170,1998,,,3.54,109,4,['1285555'],['José Saramago'],['4.02'],[],[],[],
9549210,1285555,Racconti matematici,8806188259,9788806188252,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290262408l/9549210._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290262408l/9549210._SY75_.jpg,2007,8,,ita,Einaudi,false,14435664,3,444,599,168,16,5:24|4:71|3:52|2:18|1:3|total:168,2006,,,3.57,116,7,"['2354807', '500', '16667', '155517', '10991', '3424060', '3487', '47421', '25824', '2408', '8993', '1360922', '205', '998556', '1285555', '1114794', '51503', '4339', '1730', '439723', '35505', '15957', '17384', '184425', '16747']","['Claudio Bartocci', 'Jorge Luis Borges', 'Isaac Asimov', 'Italo Calvino', 'Stanisław Lem', 'Adolfo Bioy Casares', 'Aldous Huxley', 'Dino Buzzati', 'Julio Cortázar', 'Ian McEwan', 'O. Henry', 'Kurd Laßwitz', 'Robert A. Heinlein', 'Daniele Del Giudice', 'José Saramago', 'Dario Voltolini', 'Fredric Brown', 'David Foster Wallace', 'Umberto Eco', 'Karel Čapek', 'Marcel Schwob', 'Raymond Queneau', 'Hans Magnus Enzensberger', 'Emmanuel Carrère', 'Robert Musil']","['3.87', '4.30', '4.16', '4.02', '4.03', '3.98', '3.99', '4.08', '4.22', '3.73', '4.08', '3.61', '3.94', '3.71', '4.02', '3.50', '3.99', '4.13', '3.95', '4.03', '4.05', '3.93', '4.08', '3.91', '4.01']",[],[],[],"Negli ultimi cento anni matematica e letteratura hanno incrociato il loro cammino innumerevoli volte, troppe perché si tratti soltanto di incontri casuali. Se è vero che entrambe sono attività di ""finzione"" e consistono principalmente nell'invenzione di mondi possibili, non stupirà questo continuo e fecondo rispecchiamento.<br />Sensibili in modo particolare al fascino della matematica si sono dimostrati poeti, narratori, romanzieri che nulla accomuna l'uno all'altro, se non il fatto che nelle loro opere, con frequenza e in misura maggiore o minore, emergono idee o strutture matematiche, affiorano riferimenti ai numeri transfiniti o alle geometrie non euclidee, balenano metafore costruite su concetti tratti dall'algebra o dalla logica. Tale fascinazione ha prodotto straordinari racconti; questa antologia ne propone ventisei, da <i>Il libro di sabbia</i> di Borges a <i>La biblioteca universale</i> di Kurd Laßwitz, da <i>Tennis, trigonometria e tornado</i> di David Foster Wallace a un <i>Breve ritratto di Alan Turing</i> di Carrière."
6388017,1285555,Don Giovanni ou o Dissoluto Absolvido,853590624x,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,,,por,Companhia das Letras,false,6576295,8,267,446,123,5,5:25|4:45|3:38|2:12|1:3|total:123,2005,,,3.63,83,2,['1285555'],['José Saramago'],['4.02'],[],[],[],"«Partindo da ópera de Mozart Don Giovanni ou O Dissoluto Punido em que Don Giovanni é condenado aos infernos por ter seduzido 2065 mulheres, José Saramago, em Don Giovanni ou O dissoluto absolvido reanaliza o mito: será Don Giovanni culpado?»"
332747,1285555,Poesía completa,9870401074,9789870401070,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,5,1,,Alfaguara,false,2616184,9,270,430,118,10,5:29|4:38|3:34|2:14|1:3|total:118,2002,6,1,3.64,85,6,"['1285555', '2887657']","['José Saramago', 'Ángel Campos Pámpano']","['4.02', '3.92']",[],[],[],"Este volumen recoge, por primera vez en edición bilingüe (portugués-español), los tres libros de poesía escritos por Saramago: «Los poemas posibles», «Probablemente alegría» y «El año de 1993»."
9810599,1285555,The Collected Novels of José Saramago,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327119170l/9810599._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327119170l/9810599._SY75_.jpg,2010,11,29,eng,Houghton Mifflin Harcourt,true,14700973,3,585,422,95,5,5:56|4:28|3:9|2:1|1:1|total:95,2010,1,1,4.44,94,5,"['1285555', '874602']","['José Saramago', 'Ursula K. Le Guin']","['4.02', '4.05']","['24758', '1739']","['Margaret Jull Costa', 'Giovanni Pontiero']","['3.74', '4.10']","This collection, available exclusively in e-book form, brings together the twelve novels (and one novella) of the great Portuguese writer José Saramago, with an introductory essay by Ursula Le Guin. <br /><br />From Saramago's early work, like the enchanting Baltasar Blimunda and the controversial Gospel According to Jesus Christ, through his masterpiece Blindness and its sequel Seeing, to his later fables of politics, chance, history, and love, like All the Names and Death with Interruptions, this volume showcases the range and depth of Saramago's career, his inimitable narrative voice, and his vast reserves of invention, humor, and understanding.<br /><br />Included in this collection:<br />* <a href=""https://www.goodreads.com/book/show/2530.Baltasar_and_Blimunda"" title=""Baltasar and Blimunda"" rel=""nofollow"">Baltasar and Blimunda</a> (1987)<br />* <a href=""https://www.goodreads.com/book/show/2536.The_Year_of_the_Death_of_Ricardo_Reis"" title=""The Year of the Death of Ricardo Reis"" rel=""nofollow"">The Year of the Death of Ricardo Reis</a> (1991)<br />* <a href=""https://www.goodreads.com/book/show/28859.The_Gospel_According_to_Jesus_Christ"" title=""The Gospel According to Jesus Christ"" rel=""nofollow"">The Gospel According to Jesus Christ</a> (1994) <br />* <a href=""https://www.goodreads.com/book/show/29565.The_Stone_Raft"" title=""The Stone Raft"" rel=""nofollow"">The Stone Raft</a> (1995)<br />* <a href=""https://www.goodreads.com/book/show/29567.The_History_of_the_Siege_of_Lisbon"" title=""The History of the Siege of Lisbon"" rel=""nofollow"">The History of the Siege of Lisbon</a> (1997)<br />* <a href=""https://www.goodreads.com/book/show/2526.Blindness"" title=""Blindness"" rel=""nofollow"">Blindness</a> (1998)<br />* <a href=""https://www.goodreads.com/book/show/2529.The_Tale_of_the_Unknown_Island"" title=""The Tale of the Unknown Island"" rel=""nofollow"">The Tale of the Unknown Island</a> (1999)<br />* <a href=""https://www.goodreads.com/book/show/2528.All_the_Names"" title=""All the Names"" rel=""nofollow"">All the Names</a> (2000)<br />* <a href=""https://www.goodreads.com/book/show/2531.The_Cave"" title=""The Cave"" rel=""nofollow"">The Cave</a> (2002)<br />* <a href=""https://www.goodreads.com/book/show/54120.The_Double"" title=""The Double"" rel=""nofollow"">The Double</a> (2004)<br />* <a href=""https://www.goodreads.com/book/show/47667.Seeing"" title=""Seeing"" rel=""nofollow"">Seeing</a> (2006)<br />* <a href=""https://www.goodreads.com/book/show/3018539.Death_with_Interruptions"" title=""Death with Interruptions"" rel=""nofollow"">Death with Interruptions</a> (2008)<br />* <a href=""https://www.goodreads.com/book/show/7721933.The_Elephant_s_Journey"" title=""The Elephant's Journey"" rel=""nofollow"">The Elephant's Journey</a> (2010)"
13638419,1285555,O Silêncio da Água,8574064688,9789722123938,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394130826l/13638419._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394130826l/13638419._SX50_.jpg,2011,1,,por,Companhia das Letrinhas,false,19251355,2,271,405,103,12,5:24|4:52|3:23|2:4|1:0|total:103,2011,1,1,3.93,78,9,"['1285555', '3909771']","['José Saramago', 'Manuel Estrada']","['4.02', '3.92']",[],[],[],"Em uma tarde silenciosa, um garoto vai pescar a beira do Tejo e e surpreendido por um peixe enorme que lhe puxa o anzol. Infelizmente, a linha arrebenta, deixando-o escapar. Ele corre ate a casa dos avos, com a esperanca de voltar, rearmar a vara e ajustar as contas com o monstro. Claro que, ao alcancar o mesmo ponto do rio, o menino nao encontra mais nada, apenas o silencio da agua. Sua tristeza so nao e completa pois o peixe, como ele diz, com o meu anzol enganchado nas guelras, tinha a minha marca, era meu. Esse menino foi Jose Saramago, que narra neste livro uma aventura de infancia que, para ele, culmina em um despertar da lucidez. Ilustrado pelo espanhol Manuel Estrada, este pequeno conto autobiografico se torna uma fabula de extraordinaria beleza e sabedoria."
