id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
12701188,18540,Le avventure di Huckleberry Finn,8806136054,9788806136055,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367156225l/12701188._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367156225l/12701188._SY75_.jpg,1994,,,ita,Einaudi,false,1835605,5577,1597018,4285932,1122495,14992,5:338396|4:387395|3:282023|2:83622|1:31059|total:1122495,1876,,,3.82,17,2,"['1244', '4485447', '18540', '182090']","['Mark Twain', 'Enzo Giachino', 'T.S. Eliot', 'Leo Marx']","['3.86', '3.78', '4.16', '3.65']",[],[],[],"Congedandosi dai lettori nelle ultime pagine di ""Tom Sawyer"", Mark Twain preannuncia un nuovo romanzo che uscirà nel 1885, nove anni più tardi: un'opera che, come afferma T.S. Eliot, ""merita il titolo di capolavoro"". Fuggito alle cure, o piuttosto alle persecuzioni di un padre ubriacone, vissuto per qualche tempo dentro una botte da zucchero, riacciuffato e di nuovo abbandonato, Huck intraprende un memorabile viaggio sul Mississipi con lo schiavo Jim, altro miserevole evaso. L'America dell'età dell'oro, con i suoi coloni, avventurieri e impostori, accompagna Huck fino al nuovo incontro con Tom Sawyer e l'approdo alla fattoria di zio Silas. Un lucido realismo trasforma le avventure di un ragazzo in epopea universale che si riallaccia a quelle più antiche del viaggio e dell'iniziazione alla vita.Traduzione di Enzo Giachino. I saggi di T.S. Eliot e di Leo Marx offrono due diverse letture del romanzo e dimostrano che un classico è ""in primo luogo terreno di confronto e non uno spazio di certezze canonizzate e acquisite""."
18203,18540,Pensées (Thoughts) (Dover Philosophical Classics),0486432556,9780486432557,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416873209l/18203._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416873209l/18203._SY75_.jpg,2003,11,19,,Dover Publications,false,3102980,108,27800,42560,10744,386,5:3971|4:3518|3:2339|2:700|1:216|total:10744,1670,,,3.96,31,4,"['10994', '18540']","['Blaise Pascal', 'T.S. Eliot']","['3.97', '4.16']",['3857746'],['W.F. Trotter'],['3.87'],"Blaise Pascal (1623-62) intended the unfinished notes and essays which make up his <i>Pensees</i> as a systematic and uncompromising defence of Christian belief. Shot through with aphoristic brilliance and gleaming with scientific incisiveness, the <i>Pensees</i> display a vision of humanity's weakness and the futility of worldly life that is awesome in its rigour and force. Whether his subject is the human heart or the famous wager of faith, Pascal writes with a unique blend of lucidity and eloquence; his <i>Pensees</i> are provocative, paradoxical and disarmingly personal."
2325390,18540,"The Wasteland, Prufrock and Other Poems",143410169X,9781434101693,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,7,30,eng,Waking Lion Press,false,14685966,25,20891,42203,10088,305,5:4808|4:3129|3:1532|2:432|1:187|total:10088,1922,,,4.18,8518,182,['18540'],['T.S. Eliot'],['4.16'],[],[],[],"This volume brings together three of T. S. Eliot's powerful collections into one. It includes such classic poems as ""The Love Song of J. Alfred Prufrock,"" ""Portrait of a Lady,"" ""Preludes,"" ""Gerontion,"" ""Sweeney Among the Nightingales,"" and ""The Waste Land."""
386270,18540,Selected Poems,0156806479,9780156806473,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1967,10,18,eng,Mariner Books,false,984352,43,15427,37566,8883,208,5:4229|4:2945|3:1328|2:276|1:105|total:8883,1930,1,1,4.23,7644,88,['18540'],['T.S. Eliot'],['4.16'],[],[],[],"Chosen by Eliot himself, the poems in this volume represent the poet’s most important work before Four Quartets. Included here is some of the most celebrated verse in modern literature-”The Love Song of J. Alfred Prufrock,” “Gerontion,” “The Waste Land,” “The Hollow Men,” and “Ash Wednesday”-as well as many other fine selections from Eliot’s early work.<br />"
25620909,18540,New Selected Poems and Translations,0811222519,9780811222518,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,10,29,,New Directions,true,63394,11,16475,32924,8432,100,5:2825|4:2890|3:2000|2:522|1:195|total:8432,1928,,,3.90,0,0,"['30055', '17370482', '18540', '86808']","['Ezra Pound', 'Richard Sieburth', 'T.S. Eliot', 'John Berryman']","['3.94', '3.93', '4.16', '4.15']",[],[],[],"This newly revised and greatly expanded edition of Ezra Pound’s <em>Selected Poems</em> is intended to articulate Pound for the twenty-first century. Gone are many of the “stale creampuffs” (as Pound called them) of the 1949 edition. Instead, new emphasis has been laid on the interpenetration of original composition and translation within Pound’s career. New features of this edition include the complete “Homage to Sextus Propertius” in its original lineation, early translations from Cavalcanti, Heine, and the troubadours, as well as late translations of Sophocles, and the Confucian Odes.<br /><br /><br />As a lifelong expatriate, Pound parceled out his work to a variety of journals in England, America, France, and Italy. This new edition takes account of this complex publishing history by giving the poems in the chronological order of their original magazine publication. We can observe Pound as he first emerges onto the literary scene in the pages of Ford Madox Ford’s <em>English Review</em> and Harriet Monroe’s Chicago-based <em>Poetry</em>, and then as an agent provocateur for the avant-garde <em>Little Review</em>, <em>Blast</em>, and <em>The Dial</em>.<br /><br /><br />Unlike all previous selections, this volume provides annotation to all the early poems as well as a running commentary on the later Cantos — indispensable to any reader wanting to follow Pound on his epic odyssey through ancient China, medieval Provence, the Italian Renaissance, the early American Republic, and the darkness of the twentieth century. The editor, Richard Sieburth, provides a chronology of Pound’s life, a new preface, and an informative afterword, “Selecting Pound.” Also included in the appendix are T. S. Eliot’s and John Berryman’s original introductions to Pound’s <em>Selected Poems</em>."
53101,18540,Nightwood,0811216713,9780811216715,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298480120l/53101._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298480120l/53101._SY75_.jpg,2006,9,26,eng,New Directions,false,828739,66,28381,32294,8835,889,5:2452|4:2754|3:2196|2:997|1:436|total:8835,1936,,,3.66,7048,599,"['30013', '9399', '18540']","['Djuna Barnes', 'Jeanette Winterson', 'T.S. Eliot']","['3.66', '3.84', '4.16']",[],[],[],"Nightwood, Djuna Barnes' strange and sinuous tour de force, ""belongs to that small class of books that somehow reflect a time or an epoch"" (TLS). That time is the period between the two World Wars, and Barnes' novel unfolds in the decadent shadows of Europe's great cities, Paris, Berlin, and Vienna—a world in which the boundaries of class, religion, and sexuality are bold but surprisingly porous. The outsized characters who inhabit this world are some of the most memorable in all of fiction—there is Guido Volkbein, the Wandering Jew and son of a self-proclaimed baron; Robin Vote, the American expatriate who marries him and then engages in a series of affairs, first with Nora Flood and then with Jenny Petherbridge, driving all of her lovers to distraction with her passion for wandering alone in the night; and there is Dr. Matthew-Mighty-Grain-of-Salt-Dante-O'Connor, a transvestite and ostensible gynecologist, whose digressive speeches brim with fury, keen insights, and surprising allusions. Barnes' depiction of these characters and their relationships (Nora says, ""A man is another person—a woman is yourself, caught as you turn in panic; on her mouth you kiss your own"") has made the novel a landmark of feminist and lesbian literature. Most striking of all is Barnes' unparalleled stylistic innovation, which led T. S. Eliot to proclaim the book ""so good a novel that only sensibilities trained on poetry can wholly appreciate it."" Now with a new preface by Jeanette Winterson, <i>Nightwood</i> still crackles with the same electric charge it had on its first publication in 1936."
33052,18540,Murder in the Cathedral,0156632772,9780156632775,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388192113l/33052._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388192113l/33052._SY75_.jpg,1964,3,18,eng,"Harcourt, Brace Jovanovich/Harvest",false,734319,79,16621,28397,7549,391,5:2005|4:2669|3:2126|2:569|1:180|total:7549,1936,,,3.76,6870,320,['18540'],['T.S. Eliot'],['4.16'],[],[],[],"T. S. Eliot's verse dramatization of the murder of Thomas Becket at Canterbury, winner of the Nobel Prize for Literature<br /><br />The Archbishop Thomas Becket speaks fatal words before he is martyred in T. S. Eliot's best-known drama, based on the murder of the Archbishop of Canterbury in 1170. Praised for its poetically masterful handling of issues of faith, politics, and the common good, T. S. Eliot's play bolstered his reputation as the most significant poet of his time."
79936,18540,"The Complete Poems and Plays, 1909-1950",015121185X,9780151211852,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1952,11,20,eng,Houghton Mifflin Harcourt,false,266558,14,11688,27852,6388,122,5:3601|4:1779|3:790|2:143|1:75|total:6388,1952,,,4.36,5657,84,['18540'],['T.S. Eliot'],['4.16'],[],[],[],"This omnibus collection includes all of the author’s early poetry as well as the Four Quartets, Old Possum’s Book of Practical Cats, and the plays Murder in the Cathedral, The Family Reunion, and The Cocktail Party.<br />"
34082,18540,The Waste Land and Other Writings,0375759344,9780375759345,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,1,8,eng,Modern Library,false,58490500,11,4298,14287,3392,102,5:1650|4:1064|3:491|2:121|1:66|total:3392,1922,,,4.21,3140,76,"['18540', '8865']","['T.S. Eliot', 'Mary Karr']","['4.16', '3.93']",[],[],[],
33638635,18540,Leisure: The Basis Of Culture,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1964,,,eng,Pantheon Books,false,754022,4,8400,8556,2025,217,5:1000|4:611|3:307|2:84|1:23|total:2025,1948,,,4.23,4,2,"['885', '18540']","['Josef Pieper', 'T.S. Eliot']","['4.28', '4.16']",['236609'],['Alexander Dru'],['4.12'],"One of the most important philosophy titles published in the twentieth century, Joseph Pieper's Leisure, the Basis of Culture is more significant, even more crucial than it was when it first appeared fifty years ago. <p>Pieper shows that Greeks understood and valued leisure, as did the medieval Europeans. He points out that religion can be born only in leisure-a leisure that allows time for the contemplation of the nature of God. Leisure has been, and always will be, the first foundation of any culture. He maintains that our bourgeois world of total labor has vanquished leisure, and issues a startling warning: Unless we regain the art of silence and insight, the ability for nonactivity, unless we substitute true leisure for our hectic amusements, we will destroy our culture-and ourselves. These astonishing essays contradict all our pragmatic and puritanical conceptions about labor and leisure; Joseph Pieper demolishes the twentieth-century cult of ""work"" as he predicts its destructive consequences.</p>"
312376,18540,The Cocktail Party,057105188X,9780571051885,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1949,,,eng,Faber  Faber,false,995066,32,4390,6626,1785,168,5:424|4:646|3:533|2:141|1:41|total:1785,1949,,,3.71,1459,126,['18540'],['T.S. Eliot'],['4.16'],[],[],[],"'Eliot has attempted here something very daring and well worth doing. He has taken the ordinary West End drawing room comedy convention - understatement, upper-class accents and all - and used it as a vehicle for utterly serious ideas.' <i>Observer</i>"
143505,18540,101 Great American Poems,0486401588,9780486401584,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404773000l/143505._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404773000l/143505._SY75_.jpg,1998,1,21,eng,Dover Publications,false,138431,6,3484,5395,1348,85,5:455|4:528|3:295|2:53|1:17|total:1348,1998,1,21,4.00,855,66,"['2955545', '13743', '19879', '159922', '29617', '25129', '9325', '7715', '16380', '207311', '42920', '1438', '15435', '347021', '30055', '159918', '21218', '82947', '18540', '36919', '33998', '11154', '106213', '10547', '25096', '36910', '450200', '261686', '233593', '12080', '2697', '4624490', '7440', '1624', '159921', '186471', '132134', '126468', '140309']","['The American Poetry and Literacy Project', 'Andrew Carroll', 'Stephen Crane', 'Anne Bradstreet', 'James Weldon Johnson', 'Paul Laurence Dunbar', 'Gertrude Stein', 'Robert Frost', 'Carl Sandburg', 'Vachel Lindsay', 'Wallace Stevens', 'Walt Whitman', 'William Carlos Williams', 'Sara Teasdale', 'Ezra Pound', 'Phillis Wheatley', 'Robinson Jeffers', 'Marianne Moore', 'T.S. Eliot', 'Claude McKay', 'Edna St. Vincent Millay', 'Archibald MacLeish', 'Frances Ellen Watkins Harper', 'E.E. Cummings', 'Jean Toomer', 'Langston Hughes', 'Countee Cullen', 'William Cullen Bryant', 'W.H. Auden', 'Ralph Waldo Emerson', 'Henry Wadsworth Longfellow', 'Edgar Allan Poe', 'Emily Dickinson', 'Herman Melville', 'Emma Lazarus', 'Ella Wheeler Wilcox', 'Ernest Lawrence Thayer', 'Edgar Lee Masters', 'Edwin Arlington Robinson']","['4.02', '4.08', '3.41', '3.82', '3.96', '4.03', '3.60', '4.25', '4.13', '3.92', '4.23', '4.13', '4.13', '4.16', '3.94', '3.88', '4.20', '3.99', '4.16', '3.89', '4.16', '3.95', '3.72', '4.24', '3.94', '4.26', '4.05', '4.03', '4.17', '4.07', '4.01', '4.17', '4.20', '3.54', '3.95', '4.12', '4.03', '4.02', '3.93']",[],[],[],"<div>Rich treasury of verse from the 19th and 20th centuries, selected for popularity and literary quality, includes Poe's ""The Raven,"" Whitman's ""I Hear America Singing,"" as well as poems by Robert Frost, Langston Hughes, Emily Dickinson, T. S. Eliot, Marianne Moore, many other notables.<br /></div>"
