id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
233780,39326,Der Fänger im Roggen,3499108518,9783499108518,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1970,1,1,ger,Rowohlt Taschenbuch,false,3036731,464,3755418,9994338,2627013,54988,5:896939|4:813212|3:556883|2:226167|1:133812|total:2627013,1951,7,16,3.80,198,8,"['819789', '39326']","['J.D. Salinger', 'Heinrich Böll']","['3.84', '3.87']",[],[],[],"Beim ersten Mal Lesen konnte ich ihn auf Anhieb nicht ausstehen: Holden Caulfield, der Held in Jerome David Salingers <i>Der Fänger im Roggen</i> ging mir mit seinen naseweisen, altklugen Lebensbetrachtungen ziemlich auf den Wecker. Ein paar Jahre später fiel mein Urteil anders aus: Holden durchschaut und schildert in seinem schnodderigen Jugendjargon die oft so verlogene Welt der Erwachsenen. Und weil er merkt, daß er auf der Schwelle zu eben dieser Erwachsenenwelt steht, wehrt er sich dagegen, sich dort einzufügen.<p> So ist er gerade aus dem vierten Internat geflogen, weil seine schulischen Leistungen in fast allen Fächern ungenügend waren. Zurück in New York steigt er zunächst in einem zwielichtigen Hotel ab, da er sich nicht gleich bei seinen Eltern sehen lassen will. Die nun folgenden Begegnungen und Gespräche mit den verschiedensten Leuten machen seine Sensibilität und seine Gefühlsverwirrung deutlich, die er hinter einer coolen Fassade nur sehr unzureichend zu verstecken vermag und gipfelt schließlich in dem berühmt gewordenen Satz ""Ein Pferd ist doch wenigstens menschlich"".</p><p> Holden träumt von einer einsam gelegenen Blockhütte irgendwo im sonnigen Westen, in der er seine Kinder vor den Erwachsenen verstecken möchte. Doch im Gespräch mit seiner kleinen Schwester Phoebe wird deutlich, daß er nicht weiß, was er mit sich und seinem Leben tatsächlich anfangen soll. Und genau das ist es, was Salingers Roman auch fünfzig Jahre nach seinem Erscheinen noch so aktuell sein läßt -- denn diesem Problem müssen sich die Heranwachsenden jeder Generation aufs Neue stellen. <i>--Elisabeth Lang</i></p>"
69889,39326,The Casualty,0393305996,9780393305999,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,4,17,,W. W. Norton  Company,false,1518893,9,188,317,86,13,5:16|4:35|3:28|2:6|1:1|total:86,1983,1,1,3.69,56,8,"['39326', '39329']","['Heinrich Böll', 'Leila Vennewitz']","['3.87', '3.82']",[],[],[],"These stories by Nobel Prize winner Heinrich Böll, written between 1946 and 1952 but only published here in 1987, are stunning accounts of German soldiers in a war they did not want and the bleak aftermath of Germany in ruins. In this early work, Böll’s style is already powerful and evocative, engaging in the moral drama that will come to fruition in such later works as <em>Billiards at Half-Past Nine</em>, <em>The Clown</em>, <em>Group Portrait with Lady</em>, and <em>The Lost Honor of Katharina Blum</em>."
1931994,39326,Billard um halbzehn / Ansichten eines Clowns / Ende einer Dienstfahrt,3462008277,9783462008272,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1971,,,ger,Kiepenheuer & Witsch,false,18934508,2,144,307,78,6,5:29|4:26|3:14|2:7|1:2|total:78,1971,1,1,3.94,76,6,['39326'],['Heinrich Böll'],['3.87'],[],[],[],
10970535,39326,The Collected Stories,1612190022,9781612190020,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333580971l/10970535._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333580971l/10970535._SX50_.jpg,2011,12,27,,Melville House,false,15888573,5,277,296,67,4,5:41|4:15|3:10|2:0|1:1|total:67,1977,1,1,4.42,47,3,['39326'],['Heinrich Böll'],['3.87'],['39329'],['Leila Vennewitz'],['3.82'],"<b>The definitive short story collection by the Nobel Laureate and master of the form<br /></b><br />These diverse, psychologically rich, and morally profound stories explore the consequences of war on individuals and on an entire culture. <i>The Collected Stories of Heinrich Böll</i> provides readers with the only comprehensive collection by this master of the short-story form.<br /><br />Includes all the stories from Böll’s <i>The Mad Dog</i>, <i>Eighteen Short Stories</i>, <i>The Casualty</i>, and <i>The Stories of Heinrich Böll</i>. The 1972 Nobel Laureate, Böll was considered a master 20th century literature, and<i> The Collected Stories of Heinrich Böll</i> contains some of his finest work."
94634,39326,German Short Stories 1: Parallel Text Edition,0140020403,9780140020403,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1965,6,30,,Penguin Books,false,91235,2,192,250,67,16,5:14|4:30|3:15|2:7|1:1|total:67,1965,6,30,3.73,64,15,"['494603', '39326', '1026895', '177946', '279664', '424024', '1752350', '681421', '72654']","['Richard Newnham', 'Heinrich Böll', 'Reinhard Lettau', 'Ilse Aichinger', 'Hans Bender', 'Gertrud Fussenegger', 'Gerd Gaiser', 'Wolfdietrich Schnurre', 'Wolfgang Borchert']","['3.84', '3.87', '3.81', '3.74', '3.75', '3.72', '3.49', '3.71', '4.03']",[],[],[],"Much maligned in pre-war Germany, the short story enjoyed a creative rebirth in 1945. Initially imported by the Allies, the form also matched perfectly the prevailing mood of irony, objectivity and mistrust of the didactic. With the original German text running alongside English translations, this collection features stories from eight outstanding post-war authors including Heinrich Boll, Ilse Aichinger and Reinhard Lettau which students will find both educational and engrossing. Boll's opening story 'Pale Anna' follows a soldier returning home, his situation comparable to that of the writer in the first months of peace: he knows no-one and has few words not linked to painful memories. This poignant narrative is followed by a variety of tales representing the diversity of the time and including satires, explorations of private obsessions and experiments in form and language."
321452,39326,The Mad Dog: Stories,0312195494,9780312195496,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312067314l/321452._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312067314l/321452._SY75_.jpg,1998,10,15,,Picador,false,1101050,11,176,245,70,9,5:11|4:24|3:25|2:9|1:1|total:70,1995,,,3.50,40,6,['39326'],['Heinrich Böll'],['3.87'],['474837'],['Breon Mitchell'],['3.94'],"<b>A<i> New York Times</i> Notable Book of the Year</b><br /><b>Winner of the Nobel Prize for Literature</b><br /><br />In this collection of stories, written between 1938 and 1945, Heinrich Böll (1917-1985) recalls Erich Maria Remarque in his ability to depict war and its psychological aftermath.<br /><br />As in T<i>he Clown</i> or <i>Billiards at Half-Past Nine</i>, the stories in <i>The Mad Dog</i> demonstrate Böll's early and continuing commitment to certain basic themes: the religious impulse toward meaning in the midst of human chaos, the hope love offers to those for whom all else seems lost, and the enduring possibility of an ethical core of action in a maelstrom of personal and political corruption.<br />"
49867213,39326,Ansichten eines Clowns,386974345X,9783869743455,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,74949236,1,123,225,59,4,5:19|4:21|3:11|2:5|1:3|total:59,,,,3.81,59,4,['39326'],['Heinrich Böll'],['3.87'],[],[],[],
6109203,39326,آدم های ناباب,,9789643416775,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384781836l/6109203._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384781836l/6109203._SY75_.jpg,,,,per,قطره,false,47157038,1,105,179,53,6,5:4|4:21|3:20|2:7|1:1|total:53,,,,3.38,53,6,['39326'],['Heinrich Böll'],['3.87'],['7393485'],['شهلا حمزوی'],['3.38'],
23252605,39326,Nàng Anna xanh xao và nhiều truyện ngắn khác,,9786046928072,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411175698l/23252605._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411175698l/23252605._SY75_.jpg,2014,9,16,vie,Nhã Nam & NXB Văn học,false,42794797,3,110,175,50,7,5:3|4:25|3:17|2:4|1:1|total:50,1974,,,3.50,45,7,['39326'],['Heinrich Böll'],['3.87'],['8578294'],['Phạm Hải Hồ'],['3.56'],"Nàng Anna xanh xao và những truyện ngắn trong tập được Heinrich Böll viết sau Thế chiến II, rất có thể là trên chiếc bàn gỗ rệu rã đã qua dăm đời chủ, chiều cao 78,5 cm, mặt bàn dọc 111 cm, ngang 69,5 cm, bị đạn pháo đục thủng, và bằng chiếc máy đánh chữ Remington cổ lỗ sĩ.<br /><br />Heinrich Böll đã không miêu tả trực tiếp chiến tranh, mà chậm rãi quét ống kính qua các mảnh hiện thực rạn vỡ của nước Đức hậu chiến. Suốt tập truyện thấp thoáng nhân dáng những người lính hồi hương, đã thấy, ngửi, chạm vào cái chết ở chiến trường, tê dại nhìn mảnh máng xối bám chênh vênh trên góc mái ngôi nhà cũ; phảng phất tiếc nuối về ký ức sống yên bình, với một người con gái, hay bên dòng Rhein tăm tối u buồn vẳng tiếng còi báo mù sương; và đây đó là những tâm thế hoang mang trước sự suy đồi của con người trong cuộc mưu sinh…<br /><br />Tập truyện như nét phác khởi đầu “dòng văn học hoang tàn”, nơi chủ đề tính vô nghĩa của chiến tranh sẽ xuyên suốt toàn bộ sáng tác của Heinrich Böll về sau, gợi nỗi khắc khoải, trầm tư sâu lắng về bản chất con người."
10145742,39326,Il treno era in orario - Il pane dei verdi anni,8804480343,9788804480341,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445243570l/10145742._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445243570l/10145742._SY75_.jpg,,,,ita,,false,15043993,3,101,162,43,4,5:8|4:22|3:9|2:3|1:1|total:43,1949,,,3.77,35,4,['39326'],['Heinrich Böll'],['3.87'],['6433477'],['Alighiero Chiusano'],['3.72'],"Il treno era in orario <br /><br />Mentre attraversavano il buio sottopassaggio, udirono sopra di loro il fragore del treno che arrivava, e la voce sonora dell'altoparlante disse con dolcezza: «Tradotta militari in licenza, proveniente da Parigi per Przemysl, ferma a... ». <br /><br />Poi, salite le scale fino al marciapiede, si fermarono davanti a uno scompartimento qualunque, da cui smontavano soldati in licenza con le facce allegre, stracarichi di pacchi giganteschi. Il marciapiede si vuotò in fretta, era la solita scena. Qua e là, davanti ai finestrini, stavano ragazze o donne o un padre tetro e taciturno... La voce sonora, intanto, diceva di affrettarsi. Il treno era in orario. <br /><br />Il pane dei verdi anni <br /><br />Il giorno in cui arrivò Hedwig era un lunedí, e quel lunedí mattina, prima che la mia affittacamere mi facesse scivolare sotto l'uscio la lettera del babbo, avrei preferito cacciar la testa sotto le coperte, come facevo spesso, un tempo, quando stavo ancora alla Casa dell'apprendista. <br /><br />Ma dal corridoio la padrona mi gridò: «E' arrivata posta per voi, da casa!». E quando mi fece passare la lettera sotto l'uscio, e io la vidi slittare, bianca, nell'ombra grigia che riempiva ancora la mia stanza, balzai dal letto, spaventato, perché invece del timbro tondo di un qualche ufficio postale riconobbi quello ovale della ferrovia."
9132186,39326,Racconti umoristici e satirici,8845251594,9788845251597,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338216205l/9132186._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338216205l/9132186._SY75_.jpg,2002,4,,ita,Bompiani,false,14010902,3,95,152,39,4,5:8|4:21|3:8|2:2|1:0|total:39,1984,,,3.90,33,4,['39326'],['Heinrich Böll'],['3.87'],[],[],[],"Da tre celebri raccolte di racconti di Heinrich Böll è tratta l'antologia della sua vena dissacratoria: storie brevi in cui ha affinato le sue armi per combattere le ipocrisie e le ingiustizie della Germania occidentale. Zampate morbide all'apparenza, in sostanza feroci, alla purulenta illusione della società del benessere."
9697238,39326,Croce senza amore,8804582014,9788804582014,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327668729l/9697238._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327668729l/9697238._SY75_.jpg,2010,,,ita,Mondadori,false,2858668,7,93,148,43,4,5:5|4:21|3:9|2:4|1:4|total:43,2002,,,3.44,21,3,['39326'],['Heinrich Böll'],['3.87'],['4830485'],['Silvia Bortoli'],['3.93'],"A volte il tempo restituisce un libro importante. E' quel che è successo a ""Croce senza amore"", il primo romanzo di Heinrich Boll, pubblicato per la prima volta in Germania nel 2002, a più di 15 anni dalla morte del suo autore, e a più di cinquanta dalla sua stesura. Nel 1947, infatti, il giovane Boll mette mano a un romanzo sul tema del conflitto tra cristianesimo e nazionalsocialismo, che l'editore tuttavia respinge perché ""la descrizione dell'esercito tedesco - pur essendo noi stessi contrari a ogni forma di militarismo - appare priva di sfumature e sembra frutto soltanto di un sentimento non ancora elaborato"". Deluso e offeso dalla valenza ideologica di tale giudizio, Boll accantonò il romanzo e non volle mai più riconsiderarlo.<br />Quando finalmente ""Croce senza amore"" ha visto la luce in Germania, l'eco suscitata è stata davvero grande. Perché questo romanzo testimonia inequivocabilmente come Boll fosse fin dagli esordi il grande scrittore morale destinato a vincere il Nobel. Antinazista, antimilitarista, interprete di una fede che si realizza nell'esercizio intransigente dell'amore per il prossimo, quell'amore che rende incompatibili la croce cristiana e quella nazista.<br />""Croce senza amore"" segue i destini dei membri della famiglia Bachem negli anni che vanno dall'ascesa di Hitler alla disfatta del nazismo. I Bachem sono una famiglia borghese e cattolica di Colonia, tragicamente divisa dalla nuova realtà. Christoph e sua madre identificano fin dall'inizio il male in Hitler, mentre il secondogenito Hans, convinto che dal nazismo possa venire un riscatto per la Germania, si iscrive di getto al partito. Farà così carriera, rompendo i vincoli di sangue e d'amicizia, mentre il fratello verrà addestrato all'odioso mestiere del soldato e mandato a esercitarlo in una guerra che aborrisce.<br />Collocandosi accanto ai capolavori di Remarque e di Anna Seghers, ""Croce senza amore"" non è solo una bruciante testimonianza e una straordinaria riscoperta letteraria, ma un libro che si inserisce in un dibattito ancora aperto, un romanzo che ci vuole lettori e, al tempo stesso, parti in causa."
17973035,39326,Cüce ile Bebek,,9789754064131,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450083536l/17973035._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450083536l/17973035._SX50_.jpg,1993,,,tur,Cem Yayınevi,false,25195840,2,91,138,35,4,5:8|4:18|3:8|2:1|1:0|total:35,,,,3.94,35,4,['39326'],['Heinrich Böll'],['3.87'],['18030180'],['Kâmuran Şipal'],['3.75'],"Üzgün yüzünden dolayı hapse atılan adam, köprüden geleni-geçeni sayan biri, kardeşlerinin açlığından endişelenen çocuğun hazin ölümü, evini zor durumda kalan hayvanlara açan kadın, tanımadığını bildiği birinin tanımazlıktan gelişine takılan tren bekleyen adam, bir şey olmasını bekleyen adam, krallığından güçlükle kaçan kral çocuk, en büyük hayali dansöz olmak olan genç kız, aldığı hediyeleri karısına veremeyen adam, ihaleyi kazanamama korkusu çeken biri, savaştan dönen dayısına hayran çocuk, bir kartpostal ile hayatı değişen genç, askerlerin geçirdiği bir gece, mesleği gülmek olan adam, ağaçlıklı yolun hayalini kura kura ölen asker, sahip olduğu dükkanı gözyaşları içinde devredeceğini söyleyen kadın ya da kendini kilisede bulup kalıp kalmama tereddüdü yaşayan bir günahkâr... <br /><br />Cüce ile Bebek, yapıtlarında savaşın acılarını yaşamış biri olarak sıradan insanı anlatan Heinrich Böll'ün yirmibir kısa öyküsünden oluşuyor."
5291595,39326,Der Mann mit den Messern,3150082870,9783150082874,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384106109l/5291595._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384106109l/5291595._SY75_.jpg,1986,1,28,ger,Reclam,false,5359020,3,94,136,39,3,5:11|4:7|3:13|2:6|1:2|total:39,1959,,,3.49,36,3,['39326'],['Heinrich Böll'],['3.87'],[],[],[],"Seit 1959 gibt es dieses Bändchen mit einem autobiographischen Nachwort des Autors. Und vielleicht ist der Heinrich Böll dieser frühen Kurzgeschichten der Böll, der am intensivsten die Literaturgeschichte Nachkriegsdeutschlands mitgeschrieben hat."
1758105,39326,"Ansichten eines Clowns. Interpretationen. Inhalt, Hintergrund, Interpretationen. (Lernmaterialien): Böll: Ansichten Eines Clowns",3580633139,9783580633134,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356151865l/1758105._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356151865l/1758105._SX50_.jpg,1995,5,9,ger,Langenscheidt,false,55987667,1,53,134,31,0,5:16|4:12|3:1|2:1|1:1|total:31,,,,4.32,31,0,"['6566404', '39326']","['Naoki Higashida', 'Heinrich Böll']","['3.83', '3.87']",[],[],[],
7673279,39326,وكان مساء,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,,,ara,دار المدى للثقافة و النشر - مكتبة نوبل,false,10291402,2,179,130,34,4,5:9|4:12|3:11|2:2|1:0|total:34,1994,,,3.82,28,4,"['39326', '2747405', '7178843', '15613671']","['Heinrich Böll', 'هاينريش بول', 'سمير جرنس', 'سمير جرجس']","['3.87', '3.38', '3.82', '3.82']",[],[],[],مختارات قصصية
21474742,39326,Die verlorene Ehre der Katharina Blum / Drei Tage im März,376321975X,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515938582l/21474742._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515938582l/21474742._SY75_.jpg,1985,,,ger,Büchergilde Gutenberg,false,59653747,1,86,126,38,3,5:6|4:8|3:17|2:6|1:1|total:38,,,,3.32,38,3,"['39326', '69896']","['Heinrich Böll', 'Christian Linder']","['3.87', '3.40']",[],[],[],
7942131,39326,در قلمرو مرگ,,9789643624781,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1271269176l/7942131._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1271269176l/7942131._SY75_.jpg,2009,,,per,چشمه,false,11375288,1,78,122,38,4,5:4|4:9|3:16|2:9|1:0|total:38,2009,,,3.21,38,4,"['2553121', '3449771', '4624490', '239579', '39326', '177946', '43219', '67081', '681421', '1752350', '7906', '228089', '1744893', '986558', '7777941', '7777942', '1119750', '47421', '7777943', '19405', '9057', '72654', '127035']","['رضا نجفی', 'پریسا رضایی', 'Edgar Allan Poe', 'Charles Dickens', 'Heinrich Böll', 'Ilse Aichinger', 'Gustav Meyrink', 'Klaus Mann', 'Wolfdietrich Schnurre', 'Gerd Gaiser', 'Rainer Maria Rilke', 'Honoré de Balzac', 'Günther Weisenborn', 'Friedrich Gerstäcker', 'Ignatsia de Maues', 'Heintz Risse', 'Baldomero Lillo', 'Dino Buzzati', 'Felix Timmermanns', 'Thomas Mann', 'Gaston Leroux', 'Wolfgang Borchert', 'Luise Rinser']","['3.55', '3.49', '4.17', '3.89', '3.87', '3.74', '3.88', '3.81', '3.71', '3.49', '4.29', '3.80', '3.24', '3.54', '3.21', '3.21', '3.48', '4.08', '3.21', '3.94', '3.95', '4.03', '3.74']",[],[],[],
18142722,39326,مقبره‌دار و... مرگ,,9789643630256,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446718199l/18142722._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446718199l/18142722._SY75_.jpg,2005,,,per,نشر هرمس,false,6443503,2,55,118,35,4,5:5|4:10|3:14|2:5|1:1|total:35,2005,,,3.37,5,0,"['5223', '26853', '39326']","['Franz Kafka', 'Bertolt Brecht', 'Heinrich Böll']","['3.89', '3.78', '3.87']",['3260419'],['محمود حسینی\u200cزاد'],['3.35'],مجموعه داستان‌های کوتاه از نویسندگان آلمانی‌زبان
127108,39326,Im Tal der donnernden Hufe,3122605708,9783122605704,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,122413,7,53,98,28,1,5:4|4:8|3:14|2:2|1:0|total:28,1966,1,1,3.50,20,1,['39326'],['Heinrich Böll'],['3.87'],[],[],[],
120478,39326,Das Heinrich Böll Lesebuch,3423130164,9783423130165,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,Deutscher Taschenbuch-Verlag,false,116024,2,51,90,21,0,5:9|4:9|3:3|2:0|1:0|total:21,1982,1,1,4.29,21,0,"['39326', '41380']","['Heinrich Böll', 'Viktor Böll']","['3.87', '4.27']",[],[],[],
9321028,39326,Die Wölfe Kommen Zurück; Kurzgeschichten,3150094305,9783150094303,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525942448l/9321028._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525942448l/9321028._SY75_.jpg,,,,ger,,false,14204215,2,66,89,23,5,5:7|4:9|3:4|2:3|1:0|total:23,1954,6,,3.87,6,0,"['279664', '177946', '655996', '262916', '188893', '11563949', '8443740', '17472937', '50370', '45711', '50001', '39326', '948208', '72654', '26853', '3329021', '681421', '6530', '209634']","['Hans Bender', 'Ilse Aichinger', 'Albrecht Goes', 'Anna Seghers', 'Marie Luise Kaschnitz', 'Elizabeth Langgasser', 'Heiner Muller', 'Josef Muhlberger', 'Walter Bauer', 'Ingeborg Bachmann', 'Rolf Becker', 'Heinrich Böll', 'Ulrich Becher', 'Wolfgang Borchert', 'Bertolt Brecht', 'Peter Rosinski', 'Wolfdietrich Schnurre', 'Max Frisch', 'Stephan Hermlin']","['3.75', '3.74', '3.65', '3.80', '3.72', '3.81', '3.85', '3.87', '4.48', '4.07', '3.91', '3.87', '3.92', '4.03', '3.78', '3.87', '3.71', '3.76', '3.61']",[],[],[],
28442330,39326,گوسفندان سیاه,,9789649987255,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539421404l/28442330._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539421404l/28442330._SX50_.jpg,2007,,,per,نقش خورشید,false,48563568,4,49,86,26,3,5:3|4:8|3:10|2:4|1:1|total:26,2004,,,3.31,12,1,['39326'],['Heinrich Böll'],['3.87'],['15481721'],['محمد چنگیز'],['3.08'],
34528137,39326,Es wird etwas geschehen,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,55663037,3,45,85,27,7,5:4|4:5|3:10|2:7|1:1|total:27,,,,3.15,20,6,['39326'],['Heinrich Böll'],['3.87'],[],[],[],
50235757,39326,Lezioni di Pesca,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577868473l/50235757._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577868473l/50235757._SX50_.jpg,2013,8,29,ita,Bao Publishing,false,48816490,4,35,83,18,6,5:13|4:3|3:2|2:0|1:0|total:18,,,,4.61,1,0,"['2817499', '39326']","['Émile Bravo', 'Heinrich Böll']","['3.90', '3.87']",[],[],[],"Un racconto sull'umiltà, sulla pazienza e sull'importanza di combattere serenamente la moderna tendenza a volere sempre di più e sempre più in fretta. Perché la vita non ci faccia mai sentire stretti come... in una scatola di sardine."
15715805,39326,Il nano e la bambola. Racconti 1950-1970,8806168266,9788806168261,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390992133l/15715805._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390992133l/15715805._SY75_.jpg,2004,,,ita,Einaudi,false,21385452,6,51,80,23,3,5:2|4:12|3:5|2:3|1:1|total:23,1972,,,3.48,16,2,['39326'],['Heinrich Böll'],['3.87'],"['1599586', '4165499']","['Italo Alighiero Chiusano', 'Ervino Pocar']","['3.71', '3.94']","Una raccolta in cui emergono i temi cari allo scrittore di Colonia, premio Nobel nel 1972: il disgusto per la guerra e il nazismo, il senso della fame e della solitudine, la solidarietà umana vissuta in una gamma che va dal più acuto assillo sociale ad un misticismo cristiano sentito in modo del tutto creaturale. Ma anche la satira di un perbenismo e di un benessere dietro i quali si annidano i mostri dell'intolleranza e dello sfruttamento, l'amore tra uomo e donna, la buffoneria anarcoide quale rifugio ultimo in un mondo terribilmente serioso, il rispetto della piccola e povera gente, un moralismo senza tavole legali, ma insonne nel verificare le proprie azioni e i loro veri moventi."
1026033,39326,Adam and the Train,0070064091,9780070064096,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331202846l/1026033._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331202846l/1026033._SY75_.jpg,,,,,,false,1012278,3,48,73,17,2,5:7|4:8|3:2|2:0|1:0|total:17,1970,,,4.29,17,2,['39326'],['Heinrich Böll'],['3.87'],['39329'],['Leila Vennewitz'],['3.82'],"Translation of: Wo warst du Adam? and Der Zug war pünktlich.<br />Caption titles: And where were you, Adam? The train was on time."
1983636,39326,پیراهن ابریشمی سبز رنگ,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417076336l/1983636._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417076336l/1983636._SX50_.jpg,2007,,,,,false,1987146,1,35,73,22,1,5:4|4:3|3:11|2:4|1:0|total:22,2007,1,1,3.32,22,1,['39326'],['Heinrich Böll'],['3.87'],[],[],[],
666671,39326,داستان های کوتاه هاینریش بل,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,,,per,قطره,false,652723,1,31,59,18,2,5:3|4:4|3:7|2:3|1:1|total:18,,,,3.28,18,2,"['39326', '6518805']","['Heinrich Böll', 'شهلا حمزاوی']","['3.87', '3.36']",[],[],[],
6214459,39326,ای کاش,,9789649461069,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,,,,انتشارات مروارید؛ انتشارات فرهنگ تارا,false,6395051,1,49,59,19,2,5:2|4:5|3:7|2:3|1:2|total:19,2008,,,3.11,19,2,"['39326', '71601', '72654', '1462361', '749461', '155517', '2533', '31274', '2829159']","['Heinrich Böll', 'Nathalie Sarraute', 'Wolfgang Borchert', 'سیامک گلشیری', 'Günter Grass', 'Italo Calvino', 'Graham Greene', 'Alain Robbe-Grillet', 'م. ع. مهمان نوازان']","['3.87', '3.64', '4.03', '3.22', '3.83', '4.02', '3.89', '3.77', '3.11']",[],[],[],
