id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
127499,73177,The Flanders Road,0714539945,9780714539942,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,4,30,eng,Calder Publications,false,122792,37,1551,1296,348,45,5:127|4:87|3:73|2:33|1:28|total:348,1960,,,3.72,180,20,"['73177', '14872749']","['Claude Simon', 'John  Fletcher']","['3.59', '3.43']",['27112'],['Richard Howard'],['4.07'],"During the German advance through Belgium into France in 1940, which led to the fall of France, Captain de Reixach is shot dead by a sniper. Three of his dragoons, involved with him in different capacities, remember him and help the reader piece together the realities behind the man and his death.<br /><br />One was a distant relative, one his orderly, and the third who had been a jockey in his stable before the war, had also been his wife's secret lover."
2189662,73177,Histoire,2707303534,9782707303530,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485094103l/2189662._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485094103l/2189662._SX50_.jpg,1985,10,,fre,Les Éditions de Minuit,false,2195381,8,67,78,18,1,5:8|4:8|3:2|2:0|1:0|total:18,1967,,,4.33,12,1,['73177'],['Claude Simon'],['3.59'],[],[],[],"Personnages : un narrateur, sa mère, sa femme Hélène, son oncle Charles, sa cousine Corinne, Paulou le frère de celle-ci, et quelques autres encore.<br />Mais, comme pour chacun de nous, on sait bien que les personnages, de même que les objets ou les paysages perçus, remémorés, imaginés et décrits sont, en fait, autant de parties du narrateur qui, lui-même...<br /><br />"
1382558,73177,The Battle Of Pharsalus,0807605794,9780807605790,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307633410l/1382558._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307633410l/1382558._SX50_.jpg,,,,,,false,1372548,6,40,67,15,0,5:9|4:4|3:2|2:0|1:0|total:15,1969,,,4.47,13,0,['73177'],['Claude Simon'],['3.59'],[],[],[],"Le lecteur retrouve, dans ce récit, des personnages - l'oncle Charles, le modèle, Corinne, Paulou – apparus dans <i>Histoire</i> publié deux ans auparavant. C'est dire qu’il se situe dans le sillage et le prolongement de ce roman magistral. Mais, par la place faite à la peinture et une première évocation de « l’extraordinaire Orion aveugle marchant vers la lumière du soleil levant », il annonce l’œuvre à venir, <i>Orion aveugle</i> (1970) achevé ensuite dans les <i>Corps conducteurs</i> (1971).<br /><br />« Un homme observe, depuis la terrasse d’un café, la fenêtre d’un appartement, avant de pénétrer dans l’immeuble et frapper de plus en plus violemment à une porte. Il suppose, poussé par la jalousie, la présence à l’intérieur d’une femme et d’un homme, le peintre et son modèle enlacés. Ces deux personnages apparaissent sur des photographies, décrites par le narrateur, qui associe à l’image de son oncle Charles des souvenirs d’enfance. La traduction d’un passage des Commentaires de César, où l’oncle aide le neveu, est associée à des souvenirs de la Seconde Guerre mondiale. Accompagné d’un ami grec, le narrateur recherche le site de la bataille de Pharsale (I).<br />« Lexique » est une suite de parties intitulées, et disposées selon l’ordre alphabétique : « Bataille », « César », « Conversation », « Guerrier », « Machine », « Voyage », « O » [Zéro]. Autant de mots nodaux où se croisent les fils d’un texte touffu (II).<br />« Chronologie des événements » entrelace, autour d’un voyage fait en train par O pour la réalisation d’un ouvrage de critique d’art, des scènes qui évoquent ses amours avec le modèle, des moments où apparaît Corinne enfant, des descriptions de tableaux, des descriptions du monde observé depuis le compartiment, des souvenirs de guerre ou d’un voyage en Grèce. Disparate, ce matériau constituera le roman : O s’assied à sa table, devant un dictionnaire et certains objets qui entreront dans le récit qu’il se prépare à écrire. Cette scène finale figure en tête d’Orion aveugle, dessinée à l’encre (III). »<br />--<i>Didier Alexandre</i>"
1624857,73177,The World about Us,0865380341,9780865380349,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1287327298l/1624857._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1287327298l/1624857._SX50_.jpg,1983,5,,eng,Ontario Review Press,false,1618877,2,35,57,14,0,5:5|4:6|3:2|2:1|1:0|total:14,1975,5,,4.07,14,0,['73177'],['Claude Simon'],['3.59'],['24319'],['Daniel Weissbort'],['3.71'],
402382,73177,Leçon de choses,2707300640,9782707300645,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485095495l/402382._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485095495l/402382._SX50_.jpg,1985,10,,fre,Les Éditions de Minuit,false,391772,5,37,39,12,1,5:2|4:2|3:5|2:3|1:0|total:12,1975,,,3.25,8,0,['73177'],['Claude Simon'],['3.59'],[],[],[],"« Accentuant la rupture marquée dans son œuvre par <i>Triptyque</i>, Claude Simon nous donne une <i>Leçon de choses</i>. Titre emblématique d'une esthétique d'entrée de jeu postulée par l'auteur : “ la description (la composition) peut se continuer (ou être complétée) à peu prés indéfiniment selon la minutie apportée à son exécution, l'entraînement des métaphores proposées, l'addition d'autres objets visibles dans leur entier ou fragmentés par l'usure, le temps, un choc (soit encore qu'ils n'apparaissent qu'en partie dans le cadre du tableau), sans compter les diverses hypothèses que peut susciter le spectacle. ” Là donc, pas de héros, pas de psychologie, mais des choses (lieux, objets, être humains) décrites non hiérarchiquement comme éléments proposés à une composition qui se fait, se défait, reste toujours à faire.<br />Un lieu – lieu principe – une maison où trois groupes humains, en des temps différents, passeront : des soldats y menant un combat d'arrière-garde, deux maçons y effectuant des travaux, des gens la visitant afin peut-être d'y habiter. Aux murs, une reproduction de Monet, une autre de Boudin, un calendrier des postes ; par terre, un journal, des gravats, des bouteilles, une table sur laquelle sont posés un fusil-mitrailleur et un manuel de leçons de choses. Sur ces reproductions, dans les illustrations du livre sont figurés des lieux, des objets, des personnages ; le journal porte un titre ; le calendrier, des noms de saints.<br />Claude Simon fait jouer tous ces éléments (jeu en tant que jeu d'enfant ou de société, jeu de mots, jeu d'acteur, jeu d'une pièce – mécanique ou de bois – par rapport à une autre) qui se génèrent par associations (d'idée ou d'image), par translations, transports, transferts, déplacements d'une situation à une autre, entraînements successifs, décalages en chaîne, produisant, en leurs glissements progressifs, un incessant miroitement de récits – une induction généralisée.<br />Les personnages des reproductions vont être animés d'une vie propre, passant même d'une reproduction à une autre qui lui fait écho pour apparaître enfin dans le plan d'une problématique réalité. Mais, en ce récit, où est-elle, cette fameuse réalité ? La nature, sa représentation picturale, la reproduction de celle-ci, les personnages peints, ceux supposés vivre, leur parole même, sont traités comme éléments d'égale valeur, désignés d'emblée comme fictifs, provoqués à produire une seule réalité : celle de la matière textuelle. Ce qui était donné, en un tableau, comme simulacre, sort du cadre et, revenant “ par derrière ”, englobe son tour comme tel la réalité de référence depuis laquelle il était perçu, pour être lui-même absorbé à son tour...<br />Le lecteur n'est pas ici témoin d'une histoire à vivre par procuration, emporté par un récit qui lui échappe. Impliqué, il l'est, mais dans la construction même d'un texte dont il est, au même titre que le scripteur, producteur – intelligence et imagination sollicitées de donner du sens à une proposition multiple qui leur est faite.<br />Excitation et plaisir président à une telle lecture et, puisqu'on y est, il faut bien marquer ici la profonde sensualité toujours à l’œuvre chez Claude Simon – sensualité d'autant plus chargée d'affects qu'elle est puritaine, tenue à une certaine distance critique, voire tournée en dérision, comme en cette scène troublante du livre, où, au travers du très fort, très authentique et sombre émoi sexuel d'un couple, émerge le ridicule des poncifs du genre et du mélodrame.<br />Excitation et plaisir à repérer “ comment c'est fait ”. En ce texte morcelé, nous sont livrées des bribes. Ces éléments ne sont pas donnés comme pièces éparses concourant, comme en un puzzle et dans l'énigme policière, à la reconstitution d'une réalité unique, connue de l'auteur et close sur elle-même ; ils sont des repères pour l'élaboration d'histoires innombrables dans une combinatoire où Claude Simon et ses lecteurs sont également conviés.<br />Ce délicieux labyrinthe où l'on ne sait plus, dés l'entrée, situer le reflet du reflet, qu'est-ce qui le constitue ? On ne peut renvoyer la technique de Claude Simon, en ses scintillements précis, qu'au travail de l'inconscient qui, lui aussi, dans le rêve, procède à un incessant glissement du sens mû par le très subtil mécanisme des relations logiques – univers obsessionnel où le fragmentaire et le continu ne sont pas perçus contradictoirement.<br />Des séquences appartenant à des situations différentes sont mises en relation par l'intermédiaire d'un mot-signal présent dans chacune d'elle. La lecture de ce mot évoque la ou les séquences précédentes, les superposant toutes et les mêlant, produisant l'impression du déjà-vu et l'étrangeté d'une continuité comme décalée, bougée (photo), sautée (film). La totale simultanéité de la partition musicale restant inaccessible à l'écriture, Claude Simon, en sa tentative de restitution de l'épaisseur de l'instant psychologique, contourne cet interdit par une technique élaborée du “ passage ” et des cadences courtes, reconstituant l'effet pointilliste basé sur la persistance, non plus rétinienne, mais mnésique. Intervenant à nouveau dans le récit, il indique : “ En fait, à un degré moindre de lecture invisible mais cependant présente sur la courbe polie, l'image virtuelle de la pièce (plafonds, murs, sol) vient se rassembler, englobant les gravats, les outils, les échafaudages et les deux occupants dans une sorte de microcosme ovulaire dont le centre condenserait l'univers tout entier. ”<br />Cette appréciation du travail systématique sur le texte concourt au plaisir qu'on prend à le lire, mais on peut en jouir aussi, immédiatement, en ces descriptions, d'un style magnifiquement déployé, telles celles, simplement tranquilles, d'une plage à marée basse, de la lueur rythmée d'un phare sur la mer ou du vol suspendu d'un goéland “ Sans bruit, sans effort, il reste là, existant et superbe, porté par rien, comme une sorte de défi non pas seulement aux lois de la pesanteur, mais encore à l'impossible accouplement de l'immobilité et du mouvement. ”<br />Ce court roman, en sa minutieuse facture condense un art d'écrire qui, de Proust à Faulkner, tend, avec Claude Simon, rien moins qu'à la perfection. »<br />--<i>Gérard Bourgadier (1975)</i><br /><br />"
1764591,73177,Discours de Stockholm,2707310735,9782707310736,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485096185l/1764591._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485096185l/1764591._SX50_.jpg,1986,,,fre,Les Éditions de Minuit,false,1762633,2,22,38,9,0,5:5|4:1|3:3|2:0|1:0|total:9,1986,,,4.22,9,0,['73177'],['Claude Simon'],['3.59'],[],[],[],"Dans le discours qu'il a prononcé devant l'Académie suédoise, le 10 décembre 1985, Claude Simon s'est livré à un survol de la littérature au cours des derniers siècles, montrant comment la description, d'abord appelée à renforcer la crédibilité des romans à prétention morale, a fini par expulser la signification hors du récit.<br />Répondant à ceux qui reprochent à ses œuvres, d'être fabriquées, il définit le travail de l'écrivain comme celui d'un artisan du langage. Puis, en opposition avec les théories littéraires du XIXe siècle prônant la vertu didactique du roman réaliste, il affirme que la crédibilité d'une œuvre ne tient qu'à la pertinence des rapports entre ses éléments, dont l'ordonnance, la succession et l'agencement ne relèvent pas d'une causalité extérieure au fait littéraire.<br /><br />"
269255,73177,La chevelure de Bérénice,2707306606,9782707306609,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485095675l/269255._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485095675l/269255._SX50_.jpg,1985,10,,fre,Les Éditions de Minuit,false,16028646,4,27,31,9,0,5:3|4:1|3:2|2:3|1:0|total:9,1966,,,3.44,9,0,['73177'],['Claude Simon'],['3.59'],[],[],[],"<i>La Chevelure de Bérénice</i> a paru sous le titre <i>Femmes (sur 23 peintures de Joan Miró)</i>, dans une édition à tirage limité, chez Maeght, en 1966.<br /><br />"
34656473,73177,Das Pferd,,9783946334170,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490107872l/34656473._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490107872l/34656473._SX50_.jpg,2017,3,1,ger,"Berenberg, Heinrich von",false,55819532,3,15,25,7,2,5:1|4:2|3:4|2:0|1:0|total:7,1958,,,3.57,4,0,['73177'],['Claude Simon'],['3.59'],[],[],[],"Ein französisches Dragonerregiment bezieht in einer finsteren Regennacht Quartier in einem nordfranzösischen Dorf und wird zum Zeugen des langsamen Sterbens eines verletzten Armeepferdes. In der Agonie des Tieres und in seinen großen Augen spiegelt sich die Apokalypse des Krieges in einer fast intimen Szenerie. Die Soldaten, der Erzähler und Maurice, der Jude, der weiß, was kommen wird, versuchen, in der Dunkelheit der Regennacht ihr eigenes Schicksal zu ergründen. Claude Simons Erzählung von 1958 führt mitten hinein in das thematische Universum des Nobelpreisträgers: das französische Debakel im Zweiten Weltkrieg und das Schicksal des in deutsche Gefangenschaft geratenen Kavalleristen Claude Simon. Eine literarische Trouvaille, in der die wichtigsten Motive und Handlungsstränge aller späteren Romane des Nobelpreisträgers bereits angelegt sind."
36602904,73177,Inside Out: Architectures of Experience (Conjunctions),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58356386,3,24,19,4,0,5:3|4:1|3:0|2:0|1:0|total:4,,,,4.75,4,0,"['25383', '89806', '956886', '73177', '86787', '50344', '43504', '196947', '5006422', '17325975', '106638', '468314', '1233524', '12724', '673038', '2384687', '24196', '115684', '64753', '6981851', '16639794', '26646', '16086', '7423131', '3524', '14231083', '98333', '17325977', '16799839', '13566929', '726941', '34658']","['Bradford Morrow', 'Joanna  Scott', 'Andrew Mossin', 'Claude Simon', 'Cole Swensen', 'Robert Clark', 'Kathryn Davis', 'Elizabeth Robinson', 'Gabriel Blackwell', 'Monica Datta', 'Robert Kelly', 'Mary South', 'Brandon Hobson', 'Lance Olsen', 'Susan Daitch', 'Ryan Call', 'Nathaniel Mackey', 'Ann Lauterbach', 'Can Xue', 'Matt Reeck', 'Lisa Horiuchi', 'Elaine Equi', 'Robert Coover', 'G.C. Waldrep', 'Joyce Carol Oates', 'Lawrence Lenhart', 'Mark Irwin', 'Justin Noga', 'Karen Hays', 'John Madera', 'Karen Heuler', 'Frederic Tuten']","['3.55', '3.50', '4.43', '3.59', '3.93', '3.85', '3.68', '4.20', '4.28', '4.75', '4.04', '4.27', '3.38', '3.90', '3.57', '4.15', '4.20', '4.04', '3.53', '3.83', '4.50', '4.12', '3.80', '4.58', '3.69', '4.56', '3.77', '4.75', '4.75', '4.70', '3.79', '3.63']",[],[],[],
2189648,73177,Œuvres,2070117081,9782070117086,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,3,21,,Gallimard,false,2195367,2,9,15,3,0,5:3|4:0|3:0|2:0|1:0|total:3,2006,3,21,5.00,3,0,"['73177', '208333']","['Claude Simon', 'Jean H. Duffy']","['3.59', '4.36']",[],[],[],
15749770,73177,Archipel et Nord,,9782707320650,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342189609l/15749770._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342189609l/15749770._SX50_.jpg,2009,,,fre,Les Éditions de Minuit,false,21443100,2,11,13,3,1,5:1|4:2|3:0|2:0|1:0|total:3,2009,1,1,4.33,3,1,['73177'],['Claude Simon'],['3.59'],[],[],[],"Ces deux textes, inédits en France, sont parus en 1974 dans les revues finlandaises Åland et Finland."
17825150,73177,La Route des Flandres suivi de : Un Ordre dans la Débacle,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366122530l/17825150._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366122530l/17825150._SY75_.jpg,1963,,,fre,10/18,false,57643315,1,12,10,3,0,5:0|4:2|3:0|2:1|1:0|total:3,1963,,,3.33,3,0,"['73177', '235752']","['Claude Simon', 'Jean Ricardou']","['3.59', '3.97']",[],[],[],
