id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
33126392,19405,Anna Karenina,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480103896l/33126392._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480103896l/33126392._SY75_.jpg,1980,,,ger,Bertelsmann,false,2507928,582,299521,2574374,635729,22735,5:263116|4:208420|3:113142|2:34637|1:16414|total:635729,1877,,,4.05,0,0,"['128382', '1227575', '19405']","['Leo Tolstoy', 'August Scholz', 'Thomas Mann']","['4.06', '3.80', '3.94']",[],[],[],"Wer liebt, hat recht – und wie in allen großen Liebesromanen der Weltliteratur führt dieses Recht auch in ›Anna Karenina‹ zum Ausbruch aus der Gesellschaft, zu Verzweiflung und tragischem Scheitern. Woran aber scheitert die große Liebe Anna Kareninas eigentlich? Scheitert sie an den Liebenden selbst, die irgendwann den Wunsch haben, »wieder etwas wünschen zu können«? Oder scheitert sie an der Macht der Gesellschaft, die nichts so sehr hasst wie ein Paar, das einfach nur dauerhaft glücklich sein will?"
46303,19405,The Short Novels of Dostoevsky,9997406745,9789997406743,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1945,6,,eng,Dial Press/Doubleday (NY),false,1094913,5,197,263,62,5,5:29|4:21|3:10|2:2|1:0|total:62,1945,,,4.24,20,4,"['3137322', '69892', '19405']","['Fyodor Dostoyevsky', 'Constance Garnett', 'Thomas Mann']","['4.18', '4.03', '3.94']",[],[],[],Dostoevsky in Moderation--Thomas Mann<br />The Gambler<br />Notes from Underground<br />Uncle's Dream<br />The Eternal Husband<br />The Double<br />The Friend of the Family
19285309,19405,"Casa Buddenbrook, vol. I",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386521353l/19285309._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386521353l/19285309._SX50_.jpg,1957,,,rum,Editura de Stat pentru Literatură şi Artă,false,53324883,9,163,254,61,4,5:25|4:24|3:9|2:3|1:0|total:61,1955,,,4.16,32,1,['1690232'],['Ion Chinezu'],['4.11'],['19405'],['Thomas Mann'],['3.94'],"Ceea ce n-aş fi îndrăznit să sper a fost ca interesul pentru această carte să depăşească, obiectiv şi subiectiv, graniţele Germaniei, ca istoria ""declinului unei familii"" să-i viziteze şi pe alţii, ca burghezia europeană din Copenhaga sau Marsilia să se regăsească în ea, ca scriind - în formă şi conţinut - o carte foarte germană, să redau o bucată de istorie europeană. Thomas Mann"
2299977,19405,Tonio Kröger/Mario und der Zauberer-Ein tragisches Reiseerlebnis,3436017221,9783436017224,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1974,,,ger,,false,55940076,5,136,253,72,3,5:13|4:25|3:21|2:12|1:1|total:72,1903,,,3.51,62,3,['19405'],['Thomas Mann'],['3.94'],[],[],[],
135402,19405,Reflections of a Nonpolitical Man,0804464820,9780804464826,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349117342l/135402._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349117342l/135402._SY75_.jpg,,,,,,false,130486,21,317,230,63,9,5:16|4:22|3:16|2:5|1:4|total:63,1918,,,3.65,27,1,['19405'],['Thomas Mann'],['3.94'],['3904683'],['Walter D. Morris'],['3.74'],"""Die Betrachtungen waren also eine Kampfschrift, aber doch zugleich schon ein leidenschaftliches Stück Arbeit der Selbsterforschung und der Revision meiner Grundlagen... Aber Selbsterforschung ist meist schon der erste Schritt zur Wandlung, und ich erfuhr, daß niemand ganz der bleibt, der er war, indem er sich erkennt."" (Thomas Mann, <i>Über mich selbst</i>)"
1466686,19405,Thomas Mann: Tonio Kröger,3150153093,9783150153093,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,12,31,,Reclam,false,1457596,2,104,228,53,0,5:26|4:19|3:6|2:2|1:0|total:53,2001,12,31,4.30,52,0,"['205515', '19405']","['Martin Neubauer', 'Thomas Mann']","['3.60', '3.94']",[],[],[],
250509,19405,Death in Venice/A Man and His Dog,0486416003,9780486416007,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328866161l/250509._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328866161l/250509._SY75_.jpg,2011,11,24,en-GB,Dover Publications,false,17421125,5,106,203,52,4,5:19|4:20|3:5|2:5|1:3|total:52,2011,11,24,3.90,51,4,"['19405', '41570']","['Thomas Mann', 'Stanley Appelbaum']","['3.94', '3.91']",[],[],[],"Written in 1912, <i>Death in Venice</i> is Thomas Mann's best-known novella — a haunting, elegiac masterpiece in which the main character, Gustav Aschenbach, is a successful and much-revered author. While vacationing in Venice, this highly disciplined writer, who always has maintained extraordinary control of his literary creations, finds himself suddenly overwhelmed by an all-consuming love for a beautiful young boy. A deadly epidemic sweeps through the city, but Aschenbach's attraction to the youth compels him to remain, thus sealing his fate.<br />The second work in this volume, ""A Man and His Dog,"" concerns Bauschan, a friendly mongrel pointer acquired by the Mann family in 1916. A constant companion during the author's morning walks, the loyal creature also deposited himself regularly under Mann's desk while the author worked — a gesture not always appreciated by the writer. More of a genial essay or memoir than a ""story,"" this charming piece, including ""one of the most beautiful descriptions of landscape in German literature,"" is reprinted here with its original preface, which is translated (most likely for the first time) into English.<br />For both works, Stanley Appelbaum has provided an introduction and informative notes, along with excellent new English translations on the pages facing the original German.<br /><br />"
208121,19405,Six Early Stories,1557132984,9781557132987,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,1,1,,Sun & Moon,false,865401,3,112,194,53,9,5:10|4:18|3:22|2:3|1:0|total:53,1997,,,3.66,43,6,"['19405', '410875']","['Thomas Mann', 'Burton Pike']","['3.94', '4.27']",['121927'],['Peter Constantine'],['3.89'],"Newly out in paperback from Sun &amp; Moon Classics, Peter Constantine <br />translates six early stories from the German Modernist."
6243555,19405,Gladius Dei und Schwere Stunde,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,true,6426361,10,91,184,56,3,5:11|4:14|3:16|2:10|1:5|total:56,1905,,,3.29,49,2,['19405'],['Thomas Mann'],['3.94'],[],[],[],A religious fanatic walks through town heedless of those around him. He looks anxious and determined. His mind is concentrated on his goal...
94633,19405,Great German Short Stories,048643205X,9780486432052,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328865722l/94633._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328865722l/94633._SY75_.jpg,2003,12,12,,Dover Publications,false,91234,6,191,181,51,7,5:9|4:18|3:18|2:4|1:2|total:51,2003,12,12,3.55,41,7,"['121887', '5223', '19405', '54428', '7267068', '7906', '54427', '54430', '38658']","['Evan Bates', 'Franz Kafka', 'Thomas Mann', 'Gerhart Hauptmann', 'E.T.A. Hoffmann', 'Rainer Maria Rilke', 'Heinrich von Kleist', 'Clemens Brentano', 'Arthur Schnitzler']","['3.55', '3.89', '3.94', '3.32', '3.83', '4.29', '3.54', '3.53', '3.75']",[],[],[],"The unique boundaries of the short story have attracted a majority of the prominent writers in the German language since the genre attained its modern form and became widely read around the turn of the 19th century.<br />This collection, featuring stories by eight of the form's most successful practitioners, includes Arthur Schnitzler's ""Lieutenant Gustl,"" considered to be the first purely interior monologue in European literature; Heinrich von Kleist's ""Earthquake in Chile,"" a highly charged narrative in which nature and public opinion precipitate acts of incredible violence; as well as important works by Franz Kafka, Thomas Mann, Gerhart Hauptmann, Rainer Maria Rilke, E. T. A. Hoffmann, and Clemens Brentano.<br />Required reading for students of world literature, this volume will be a welcome addition to the collection of any literary connoisseur.<br />"
43698919,19405,School for Barbarians,,9781163151365,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,963241,11,173,171,42,7,5:13|4:19|3:10|2:0|1:0|total:42,1938,,,4.07,0,0,"['130998', '19405']","['Erika Mann', 'Thomas Mann']","['3.91', '3.94']",[],[],[],
6116873,19405,Der Tod in Venedig (EinFach Deutsch Unterrichtsmodelle),3140223226,9783140223225,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390576083l/6116873._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390576083l/6116873._SX50_.jpg,,,,ger,,false,55939815,1,73,170,44,3,5:13|4:16|3:12|2:2|1:1|total:44,,,,3.86,44,3,"['6422783', '19405']","['Claudia Müller-Völkl', 'Thomas Mann']","['3.67', '3.94']",[],[],[],
7138886,19405,Der Wille zum Glück: Erzählungen 1893-1903,3596294398,9783596294398,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,7402560,3,114,167,44,1,5:8|4:20|3:15|2:1|1:0|total:44,,,,3.80,28,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
543925,19405,The Dedalus Book of German Decadence: Voices of the Abyss,1873982216,9781873982211,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,2,25,,Dedalus,false,531220,5,209,158,38,7,5:17|4:12|3:7|2:2|1:0|total:38,1994,11,1,4.16,34,7,"['2438064', '303855', '297340', '19405', '77556', '4956720', '3077143', '171515', '357857', '749273', '3391515', '2124834']","['Ray Furness', 'Georg Heym', 'Hanns Heinz Ewers', 'Thomas Mann', 'Leopold von Sacher-Masoch', 'Herman Bahr', 'Arthur Holitscher', 'Georg Trakl', 'Paul Leppin', 'Peter Hille', 'Kurt Martens', 'Stanisław Przybyszewski']","['4.16', '4.09', '4.13', '3.94', '3.69', '4.21', '4.10', '4.38', '3.74', '4.15', '4.18', '3.62']",['299134'],['Mike   Mitchell'],['3.86'],"The Brockhaus encyclopedia of 1896 referred to the decadent literary movement as ""a symptom of today's nervous, senile, fragmented society which is impervious to anything healthy and natural"" -- and which is primarily French. But beneath the brash and pompous exterior of the German Empire, decadent literature thrived, fueled by the music of Wagner, the paradoxes of Nietzsche, and the writings of Thomas Mann, the movement's self-styled chronicler and analyst. This analogy collects works by Sacher-Masoch, Trakl, Leppin, Przybyszewski, Mann, and other, demonstrating that Berlin, Vienna and Prague served equally with Paris as hosts for this provocative European cultural movement."
16246645,19405,Frühe Erzählungen. 1893-1912,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354691973l/16246645._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354691973l/16246645._SX50_.jpg,2004,,,,S. Fischer,false,22263805,12,90,158,40,1,5:16|4:11|3:8|2:5|1:0|total:40,1912,,,3.95,15,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
624601,19405,"Schopenhauer, Nietzsche, Freud",8420639125,9788420639123,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,610961,3,165,155,40,2,5:10|4:16|3:13|2:1|1:0|total:40,1984,,,3.88,37,2,['19405'],['Thomas Mann'],['3.94'],[],[],[],"Conocido sobre todo por su labor fabuladora, que dio obras de la importancia de La montaña mágica, Los Buddenbrook o La muerte en Venecia entre otras, la celebridad de Thomas Mann (1875-1955), así como su indiscutible talla intelectual, llevaron a menudo a que fuera solicitado como ensayista y conferenciante. Schopenhauer, Nietzsche, Freud reúne cinco textos fruto de esta actividad, en los que, en palabras de Andrés Sánchez Pascual -traductor y presentador del volumen-, Mann traza un balance muy personal de su trato con la obra de estas tres grandes figuras que influyeron de modo decisivo en su creación novelística. Reducidos normalemente en su extensión en cada una de las ocasiones en qeu fueron expuestos, los ensayos se ofrecen aquí en su versión íntegra."
137335,19405,Essays of Three Decades,0394423666,9780394423661,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1947,6,28,eng,Random House Inc.,false,132362,2,209,152,39,2,5:15|4:11|3:9|2:2|1:2|total:39,1947,6,,3.90,27,2,['19405'],['Thomas Mann'],['3.94'],[],[],[],
629271,19405,Arguing Comics: Literary Masters on a Popular Medium,1578066875,9781578066872,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,1,13,eng,University Press of Mississippi,false,615604,5,109,142,40,2,5:5|4:14|3:19|2:2|1:0|total:40,2004,11,1,3.55,39,2,"['2769899', '339934', '455', '1730', '402456', '24956', '18365', '10547', '73675', '19405', '108145', '18774940']","['Jeet Heer', 'Kent Worcester', 'Marshall McLuhan', 'Umberto Eco', 'Gilbert Seldes', 'Dorothy Parker', 'Irving Howe', 'E.E. Cummings', 'Delmore Schwartz', 'Thomas Mann', 'Manny Farber', 'Leslie Fiedler']","['4.08', '3.68', '3.99', '3.95', '3.85', '4.08', '3.97', '4.25', '4.00', '3.94', '4.33', '3.57']",[],[],[],"When Art Spiegelman's <i>Maus</i>-a two-part graphic novel about the Holocaust-won a Pulitzer Prize in 1992, comics scholarship grew increasingly popular and notable. The rise of ""serious"" comics has generated growing levels of interest as scholars, journalists, and public intellectuals continue to explore the history, aesthetics, and semiotics of the comics medium.<br /><br />Yet those who write about the comics often assume analysis of the medium didn't begin until the cultural studies movement was underway. <i>Arguing Comics: Literary Masters on a Popular Medium</i> brings together nearly two dozen essays by major writers and intellectuals who analyzed, embraced, and even attacked comic strips and comic books in the period between the turn of the century and the 1960s. From e. e. cummings, who championed George Herriman's <i>Krazy Kat</i>, to Irving Howe, who fretted about Harold Gray's <i>Little Orphan Annie</i>, this volume shows that comics have provided a key battleground in the culture wars for over a century.<br /><br />With substantive essays by Umberto Eco, Marshall McLuhan, Leslie Fiedler, Gilbert Seldes, Dorothy Parker, Irving Howe, Delmore Schwartz, and others, this anthology shows how all of these writers took up comics-related topics as a point of entry into wider debates over modern art, cultural standards, daily life, and mass communication.<br /><br /><i>Arguing Comics</i> shows how prominent writers from the Jazz Age and the Depression era to the heyday of the New York Intellectuals in the 1950s thought about comics and, by extension, popular culture as a whole."
15741073,19405,Deutsche Hörer! Radiosendungen nach Deutschland aus den Jahren 1940-1945,359625003x,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341695806l/15741073._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341695806l/15741073._SY75_.jpg,2004,9,,ger,Fischer Taschenbuch Verlag,false,21427521,7,99,140,36,2,5:10|4:14|3:10|2:2|1:0|total:36,1942,,,3.89,16,1,['19405'],['Thomas Mann'],['3.94'],[],[],[],"Desde su exilio en Estados Unidos, en donde donde era considerado una gran celebridad, y através de las emisoras de radio de la BBC, Thomas Mann no dejó de dununciar los crímenes nazis al pueblo alemán. Este libro contiene las transcripciones de dichas emisiones."
6116886,19405,Der Tod in Venedig/Tristan. Zwei Erzählungen,3886210758,9783886210756,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,,,ger,,false,27185845,1,95,139,40,0,5:7|4:14|3:11|2:7|1:1|total:40,,,,3.48,40,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
946650,19405,Sixteen Short Novels,0525243704,9780525243700,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412741663l/946650._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412741663l/946650._SX50_.jpg,1986,1,16,,,false,931578,2,175,136,36,12,5:9|4:15|3:8|2:3|1:1|total:36,1985,6,3,3.78,36,12,"['137932', '27991', '16', '585', '19405', '1244', '5031025', '3137322', '957894', '3535', '3345', '159', '881203', '463', '10039', '45897']","['Wilfrid Sheed', ""John O'Hara"", 'Edith Wharton', 'John Steinbeck', 'Thomas Mann', 'Mark Twain', 'Anton Chekhov', 'Fyodor Dostoyevsky', 'Albert Camus', 'William Faulkner', 'Joseph Conrad', 'Henry James', 'Willa Cather', 'Philip Roth', 'John Fowles', 'Brian Moore']","['4.18', '3.78', '3.78', '3.93', '3.94', '3.86', '3.96', '4.18', '4.00', '3.85', '3.50', '3.62', '3.83', '3.81', '3.94', '3.64']",[],[],[],<i>Andrea</i> - John O'Hara<br /><i>The Old Maid</i> - Edith Wharton<br /><i>Tortilla Flat</i> - John Steinbeck<br /><i>Mario and the Magician</i> - Thomas Mann<br /><i>Pudd'nhead Wilson</i> - Mark Twain<br /><i>Ward No. 6</i> - Anton Chekhov<br /><i>Notes From Underground</i> - Fyodor Dostoevsky<br /><i>The Fall</i> - Albert Camus<br /><i>Old Man</i> - William Faulkner<br /><i>Youth</i> - Joseph Conrad<br /><i>The Lesson of the Master</i> - Henry James<br /><i>My Mortal Enemy</i> - Willa Cather<br /><i>The Ghost Writer</i> - Philip Roth<br /><i>The Ebony Tower</i> - John Fowles<br /><i>Catholics</i> - Brian Moore<br /><i>The Blacking Factory</i> - Wilfrid Sheed
12209211,19405,Viagem Marítima com Dom Quixote,9722036505,9789722036504,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501236557l/12209211._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501236557l/12209211._SY75_.jpg,2008,,,por,D. Quixote,false,3157132,10,92,132,39,5,5:3|4:14|3:18|2:3|1:1|total:39,1934,,,3.38,16,4,['19405'],['Thomas Mann'],['3.94'],[],[],[],"Thomas Mann realizou dez viagens aos Estados Unidos. Na primeira navegou a bordo do Volendam. No decurso dessa viagem o escritor dedicou-se à leitura de uma edição em quatro volumes de Dom Quixote e ocupou-se ainda com a escrita de um diário, a que chamou ""Viagem Marítima com Dom Quixote"", onde, por um lado, expressa opiniões – certeiras, iluminadas, inteligentes – sobre a obra de Cervantes, e, por outro, descreve a vida a bordo e narra pequenos incidentes. Um magnífico ensaio que testemunha o envolvimento de um grande escritor com a obra-prima de outro grande nome da literatura."
2590852,19405,Little Herr Friedmann and Other Stories,0749386878,9780749386870,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356460800l/2590852._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356460800l/2590852._SY75_.jpg,1997,10,23,,Vintage,false,49318280,7,62,130,33,4,5:12|4:10|3:8|2:3|1:0|total:33,1897,,,3.94,21,3,['19405'],['Thomas Mann'],['3.94'],[],[],[],"THE BOOK: A selection of work taken from his highly acclaimed collection Stories of a Lifetime by one of the greatest writers of the 20th Century. In elegant prose, Mann explores such eternal themes as: individuals forced into the extremes of their existence, isolation and the artist's tentative position in the harsh world, the realization of one's true nature."
2462261,19405,Weihnachten bei den Buddenbrooks,359685198X,9783596851980,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341694090l/2462261._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341694090l/2462261._SY75_.jpg,2005,10,31,ger,S. Fischer (Frankfurt),false,75754569,6,73,130,31,2,5:11|4:16|3:3|2:1|1:0|total:31,,,,4.19,24,1,['19405'],['Thomas Mann'],['3.94'],[],[],[],
6952385,19405,Der Bajazzo,3257205554,9783257205558,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514628156l/6952385._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514628156l/6952385._SY75_.jpg,,,,ger,Diogenes,false,7187079,4,49,130,34,3,5:9|4:14|3:8|2:2|1:1|total:34,,,,3.82,25,0,"['19405', '346274']","['Thomas Mann', 'Gerd Haffmanns']","['3.94', '3.97']",[],[],[],Ausgewählte Erzählungen
24072516,19405,Disillusionment,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,43668711,5,118,129,30,4,5:16|4:8|3:5|2:1|1:0|total:30,1953,,,4.30,25,3,['19405'],['Thomas Mann'],['3.94'],[],[],[],"This short story is about having the wrong mindset.<br />The main character reveals that he was born in a small town, in the home of a reverend, where all the rooms were clean and a “pathetic and old fashioned optimism” was the rule. <br />The rhetoric was one specific to the pulpit, with words like:<br />-	Good and evil, beautiful and ugly<br />The man hated those words because he felt that they are responsible for his sufferings.<br />Life consisted exclusively of big words"
48582903,19405,I Buddenbrook. Decadenza di una famiglia,8822719697,9788822719690,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73917673,1,120,127,30,0,5:17|4:5|3:6|2:2|1:0|total:30,,,,4.23,30,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
11152145,19405,(داستان و نقد داستان (جلد یکم,9643512843,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337423368l/11152145.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337423368l/11152145._SX50_.jpg,2005,,,per,نگاه,false,16075882,2,134,127,32,4,5:10|4:15|3:4|2:2|1:1|total:32,1992,,,3.97,32,4,"['1455', '34055', '16839', '3535', '957894', '22694', '4624490', '13450', '7799', '18791', '5031025', '7702', '19405', '45645', '5144', '232334']","['Ernest Hemingway', 'Isaac Babel', 'James Thurber', 'William Faulkner', 'Albert Camus', ""Flannery O'Connor"", 'Edgar Allan Poe', 'Gabriel García Márquez', 'Nathaniel Hawthorne', 'Guy de Maupassant', 'Anton Chekhov', 'Luigi Pirandello', 'Thomas Mann', 'Sherwood Anderson', 'James Joyce', 'Whit Burnett']","['3.83', '4.08', '3.95', '3.85', '4.00', '4.16', '4.17', '3.97', '3.45', '3.86', '3.96', '3.96', '3.94', '3.84', '3.74', '3.75']",['1390633'],['احمد گلشیری'],['3.72'],جلد نخست از مباحث «داستان و نقد داستان و کارگاه نقد» متضمن داستان‌هایی کوتاه از نویسندگان جهان است که به همراه نقد هر یک فراهم آمده است. داستان‌های کتاب عبارت از: <br />یک گوشه پاک و پرنور، پیرمرد بر سر پل و تپه‌هایی چون فیل‌های سفید از ارنست همینگوی، گودمن براون جوان از ناتاهیل هورتون، گردنبند از گی دو موپاسان، سوگوار از آنتوان چخوف، جنگ از لوئیجی پیراندو، تصادف قطار از توماس مان، کتاب پیکرهای عجیب از شروود اندرسون، خواهر‌ها از جیمز جویس، شرل از ویت برنت، دی گراسو از ایساک بابل، زندگی پنهان والتر می‌تی از جیمز تربر، یک گل سرخ برای امیلی از ویلیام فاکنر، میهمان از آلبر کامو، آدم خوب کم پیدا می‌شه از فلانری اوکانر، بشکه امونتیلادو از ادگار الن پو، زیباترین غریق جهان از گابریل گارسیا مارکز هستند. <br /><br />ساختار کتاب بدین گونه است که پیش از هر داستان، یک مقدمه در معرفی نویسنده و آثار و سبک و تفکراو آورده شده است و پس از آن، یک نقد ترجمه و در آخر برای هر داستان بخشی به عنوان کارگاه نقد در نظر گرفته شده که مولف در آن، تنها با طرح پرسش‌هایی از خواننده، داستان را از جنبه‌های گوناگون محتوایی و سبکی مورد بررسی قرار داده و خواننده را به تفکر وا می‌دارد.
140172,19405,Abriß der Psychoanalyse/Das Unbehagen in der Kultur,3436011312,9783436011314,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386566341l/140172._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386566341l/140172._SX50_.jpg,1973,1,1,ger,Fischer-Taschenbuch-Verlag,false,26643550,4,71,127,32,2,5:9|4:14|3:8|2:1|1:0|total:32,1953,,,3.97,27,2,"['10017', '19405']","['Sigmund Freud', 'Thomas Mann']","['3.82', '3.94']",[],[],[],
716122,19405,Die Betrogene. Erzählungen 1940-1953,3596294428,9783596294428,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,8,1,ger,Fischer Taschenbuch,false,59428833,4,58,127,36,1,5:5|4:14|3:12|2:5|1:0|total:36,,,,3.53,31,1,['19405'],['Thomas Mann'],['3.94'],[],[],[],
7942131,19405,در قلمرو مرگ,,9789643624781,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1271269176l/7942131._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1271269176l/7942131._SY75_.jpg,2009,,,per,چشمه,false,11375288,1,78,122,38,4,5:4|4:9|3:16|2:9|1:0|total:38,2009,,,3.21,38,4,"['2553121', '3449771', '4624490', '239579', '39326', '177946', '43219', '67081', '681421', '1752350', '7906', '228089', '1744893', '986558', '7777941', '7777942', '1119750', '47421', '7777943', '19405', '9057', '72654', '127035']","['رضا نجفی', 'پریسا رضایی', 'Edgar Allan Poe', 'Charles Dickens', 'Heinrich Böll', 'Ilse Aichinger', 'Gustav Meyrink', 'Klaus Mann', 'Wolfdietrich Schnurre', 'Gerd Gaiser', 'Rainer Maria Rilke', 'Honoré de Balzac', 'Günther Weisenborn', 'Friedrich Gerstäcker', 'Ignatsia de Maues', 'Heintz Risse', 'Baldomero Lillo', 'Dino Buzzati', 'Felix Timmermanns', 'Thomas Mann', 'Gaston Leroux', 'Wolfgang Borchert', 'Luise Rinser']","['3.55', '3.49', '4.17', '3.89', '3.87', '3.74', '3.88', '3.81', '3.71', '3.49', '4.29', '3.80', '3.24', '3.54', '3.21', '3.21', '3.48', '4.08', '3.21', '3.94', '3.95', '4.03', '3.75']",[],[],[],
10177488,19405,Cane e padrone - Disordine e dolore precoce - Mario e il mago,8804414545,9788804414544,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,,,ita,Mondadori,false,45209422,5,57,122,32,3,5:7|4:15|3:7|2:3|1:0|total:32,,,,3.81,20,2,"['19405', '4802540', '4802278', '5178938']","['Thomas Mann', 'Roberto Fertonani', 'Giorgio Zampa', 'Lavinia Mazzucchetti']","['3.94', '3.75', '4.33', '4.13']",[],[],[],
