id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
29566591,26496,A tragédia születése,9631423417,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458569366l/29566591._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458569366l/29566591._SX50_.jpg,2003,,,,Magvető,false,3036434,314,37375,49843,12504,437,5:4402|4:4534|3:2736|2:657|1:175|total:12504,1871,,,3.99,5,0,"['1938', '26496']","['Friedrich Nietzsche', 'Imre Kertész']","['4.05', '3.94']",[],[],[],"1872-ben jelent meg először a fiatal klasszika filológus professzor, a későbbi „démoni” filozófus egyik legfontosabb, leghíresebb munkája, A Tragédia születése. Szigorúan véve ókortörténeti tárgyú szakmunka, a korában is, ma is kardinálisan fontos kérdés (hogyan született meg a görög tragédia?) megoldásának kísérlete, de már megjelenése idején látszott, hogy jóval több szakmunkánál (ilyenként egyébként a korszak és minden idők egyik legnagyobb klasszika filológusa, Wilamowitz-Moellendorf zúzta ízzé-porrá kritikájában). Tény, hogy történelmi-filológiai szempontból nézve A tragédia születése megalapozatlan hipotézisek halmazának tűnik, hogy szerzője meg sem kísérli benne alaptételeinek a szakma szabályai szerint való nyomós bizonyítását, hogy koncepcióként, „megoldási keretként” is messze eltér és szembenáll mind a múlt, mind a jelen század kutatási eredményeivel. Csakhogy egy másik síkon, pontosabban egyszerre több síkon is, alapvető felismeréseket tartalmaz. Mindenekelőtt vitairatként. Mert, jóllehet formáját tekintve semmiképp sem az, valójában az egész kis könyv monumentális vitairat, kétségbevonása a winckelmanni-goethei klasszikus görögség-felfogásnak és nagyerejű rámutatás egy mélyebb, összetettebb és – filozófiai szempontból legalábbis – reálisabb görögség-képre. Mert, és ez a legfeltűnőbb, legismertebb vonása a műnek, Nietzsche benne egy új görögség-képet posztulál, a fehér márványszobrok, a klasszikus idill mögött felmutat egy tragikus, a sötét erőkkel állandóan számoló, az apollónival szemben dionüszoszinak nevezett görögséget is, sőt e két „világ” egybepatakzásából eredezteti a görögség leginkább létmagyarázó műfaját, a tragédiát is. A filozófiai kritika viszont éppen ezt a dualizmust, egyáltalán az őstípusok elméletét, az irracionális-szellemtörténeti koncepciót támadja, lényegében a mű megszületése óta napjainkig. Ugyanakkor lehetetlen nem meggyőződni arról, hogy ami pozitívumot, új felismerést, gyökeresen eredetit a modern vallástörténet, mitológia-kutatás, archetípus-elmélet hozott, az lényegében Nictzschének erre a könyvére vezethető vissza. Bővelkedik persze a mű egyéb felismerésekben is, elsősorban esztétikaiakban, műfajelméletiekben."
897042,26496,Diario de la galera,8496136507,9788496136502,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,Acantilado,false,882232,19,164,242,61,6,5:22|4:22|3:13|2:1|1:3|total:61,1992,,,3.97,22,0,['26496'],['Imre Kertész'],['3.94'],[],[],[],
12351943,26496,The Holocaust as Culture,0857420224,9780857420220,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,6,15,,Seagull Books,false,882282,7,223,228,55,7,5:22|4:21|3:10|2:2|1:0|total:55,1993,1,1,4.15,25,4,['26496'],['Imre Kertész'],['3.94'],['220529'],['Thomas Cooper'],['4.12'],"Hungarian Imre Kertész was awarded the Nobel Prize in Literature in 2002 for “writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history.” His conversation with literary historian Thomas Cooper that is presented here speaks specifically to this relationship between the personal and the historical.   In <i>The Holocaust as Culture</i>,Kertész recalls his childhood in Buchenwald and Auschwitz and as a writer living under the so-called soft dictatorship of communist Hungary. Reflecting on his experiences of the Holocaust and the Soviet occupation of Hungary following World War II, Kertész likens the ideological machinery of National Socialism to the oppressive routines of life under communism. He also discusses the complex publication history of <i>Fateless</i>, his acclaimed novel about the experiences of a Hungarian child deported to Auschwitz, and the lack of interest with which it was initially met in Hungary due to its failure to conform to the communist government’s simplistic history of the relationship between Nazi occupiers and communist liberators. The underlying theme in the dialogue between Kertész and Cooper is the difficulty of mediating the past and creating models for interpreting history, and how this challenges ideas of self.  The title <i>The Holocaust as Culture</i> is taken from that of a talk Kertész gave in Vienna for a symposium on the life and works of Jean Améry. That essay is included here, and it reflects on Améry’s fear that history would all too quickly forget the fates of the victims of the concentration camps. Combined with an introduction by Thomas Cooper, the thoughts gathered here reveal Kertész’s views on the lengthening shadow of the Holocaust as an ever-present part of the world’s cultural memory and his idea of the crucial functions of literature and art as the vessels of this memory."
897052,26496,Eine Geschichte. Zwei Geschichten,3442762022,9783442762026,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,882242,6,62,145,43,2,5:2|4:16|3:21|2:4|1:0|total:43,1994,,,3.37,15,2,"['26496', '11573']","['Imre Kertész', 'Péter Esterházy']","['3.94', '3.82']",[],[],[],
6417680,26496,Язык в изгнании (Bibliotheca Hungarica),5946070457,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,,,rus,Три квадрата,false,882277,10,75,134,35,4,5:8|4:16|3:8|2:3|1:0|total:35,2001,,,3.83,3,0,['26496'],['Imre Kertész'],['3.94'],[],[],[],"Эссеистика Имре Кертеса (р. 1929), первого венгерского лауреата Нобелевской премии по литературе, - мучительное и радикальное в своей последовательности осмысление сущности двух тоталитарных режимов XX века - нацистского и коммунистического. В сборник вошли эссе из книг Кертеса ""Холокост как культура"" (1993), ""Минутная пауза, пока расстрельный отряд перезаряжает оружие"" (1998), ""Язык в изгнании"" (2001), а также Нобелевская лекция, прочитанная в Шведской Королевской академии 7 декабря 2002 г. <br /><br />Содержание <br /> От автора (Из предисловия к немецкому сборнику эссе ""Минутная пауза, пока расстрельный отряд перезаряжает оружие"") Предисловие c. 5-6 <br /> <br /> <br />Эврика!.. (Стокгольмская речь)<br />(переводчик: Вячеслав Середа) c. 7-20 <br />Несчастный двадцатый век<br />(переводчик: Вячеслав Середа) c. 21-45 <br />Нетленность лагерей<br />(переводчик: Вячеслав Середа) c. 46-56 <br />Длинная мрачная тень<br />(переводчик: Вячеслав Середа) c. 57-65 <br />Холокост как культура<br />(переводчик: Вячеслав Середа) c. 66-80 <br />Родина, дом, страна<br />(переводчик: Елена Малыхина) c. 81-95 <br />Будапешт - необязательное признание<br />(переводчик: Елена Малыхина) c. 96-105 <br />Веймар зримый и незримый<br />(переводчик: Елена Малыхина) c. 106-110 <br />Будапешт, Вена, Будапешт (Пятнадцать мелочей)<br />(переводчик: Елена Малыхина) c. 111-136 <br />Ненужный интеллигент<br />(переводчик: Елена Малыхина) c. 137-149 <br />Кому принадлежит Освенцим?<br />(переводчик: Вячеслав Середа) c. 150-158 <br />Язык в изгнании<br />(переводчик: Вячеслав Середа) c. 159-176 <br />Воспрянет ли?<br />(переводчик: Елена Малыхина) c. 177-193 <br />Иерусалим, Иерусалим…<br />(переводчик: Елена Малыхина) c. 194-204 <br /> <br />"
29812644,26496,La última posada,,9788416011797,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459940214l/29812644._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459940214l/29812644._SY75_.jpg,2016,4,6,spa,Acantilado,false,50181469,5,81,83,22,5,5:4|4:10|3:7|2:1|1:0|total:22,2014,,,3.77,11,2,['26496'],['Imre Kertész'],['3.94'],[],[],[],"Kertész ​Imre új kötete szokatlan és a maga nemében páratlan vállalkozás: a 2001 és 2009 között írt naplófeljegyzések és szépirodalmi vázlatok, töredékek egy megíratlan, s talán meg sem írható regénynek a különös és fájó történetét idézik meg. Az eredeti regényterv (A szodomai magányos címmel) még az ötvenes években merült fel az íróban, s évtizedek multával most újra megkísérti, más-más tartalmi, formai lehetőségekkel. Ahogy írójuk évtizedekkel korábban lejegyezte a maga számára, hogy mindig „ugyanazt a regényt és életet” kell írni, e program most teljesedik ki leginkább és nyer radikális, gyakran önmagával szemben is kíméletlenül őszinte megfogalmazást. S noha Kertész Imrének ez a legszemélyesebb könyve, a szerző maga mégsem azonosul a sikeres Kertész Imre nevű íróval és márkanévvel – és ez a distancia még inkább drámaivá teszi e kötet írásának (és mindenkori olvasásának) a folyamatát.<br />A végső kocsma egy olyan könyvterv, amely ha nem is készült el, de mégiscsak megvan. Leginkább talán egy kései Turner-képhez hasonlítható: ha körvonalai el is mosódnak, de mélyeiből feltűnik „valami rejtelmes derengés: s ez maga a létezés”.<br />(A kötethez felhasznált 2001 és 2003 között írt naplójegyzetek teljes szövege Mentés másként címmel 2011-ben jelent meg a Magvető Kiadónál.)"
18687777,26496,Letzte Einkehr : Tagebücher 2001-2009 mit einem Prosafragment,3498035622,9783498035624,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382182290l/18687777._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382182290l/18687777._SY75_.jpg,2013,9,20,ger,Rowohlt,false,26531424,6,55,78,21,3,5:5|4:6|3:9|2:1|1:0|total:21,2013,9,20,3.71,8,1,['26496'],['Imre Kertész'],['3.94'],['635926'],['Kristin Schwamm'],['4.05'],"Im Gegensatz zu seinem berühmten «Galeerentagebuch», das eine Komposition aus den jahrzehntelangen Aufzeichnungen während der inneren Emigration im sozialistischen Ungarn darstellt, handelt es sich bei den hier vorgelegten späten Tagebüchern von Imre Kertész um ein unbearbeitetes, ursprünglich nicht für die Öffentlichkeit gedachtes «journal intime» von überraschender, oft verstörender Offenheit. Es umfaßt die Jahre seiner äußeren Emigration – die Loslösung von Ungarn, dessen postsozialistische Entwicklung ihn immer stärker an präfaschistische Zeiten erinnert, und die Niederlassung in der Wahlheimat Berlin, wo ihn 2002 die «Glückskatastrophe» des Nobelpreises ereilt. Das damit verbundene «rare Geschenk guten Lebens» weiß er nach Jahrzehnten äußerster Einschränkung zwar durchaus zu genießen – exklusive Restaurants in Berlin, Paris und New York oder die Luxushotels von Gstaad und Madeira –, doch stärker sind die Aufzeichnungen ab jetzt von den Klagen über die «erwürgenden Anforderungen des Ruhms» und die dadurch einsetzende Selbstentfremdung grundiert, über das Nachlassen der Schaffenskraft und den «unerträglichen Terror des Alters». Ein «Trivialitäten-Tagebuch» nennt er sein Diarium schließlich. Von der gewohnten Schärfe seiner zeitdiagnostischen und ästhetischen Reflexionen, der Prägnanz der Momentaufnahmen haben seine Tagebücher indes nichts verloren. Leitmotiv bleibt das Schreiben, das Ringen um die Gestaltung der in diesen Jahren entstehenden Prosawerke «Liquidation» und «Dossier K.» sowie des geplanten «Sonderberg»-Romans. Schreiben ist für ihn die einzige Legitimation seines Lebens. Als Krankheit und Schmerzen dominieren, macht er sich mit unerhörter Kühnheit zum gnadenlosen Chronisten des eigenen Verfalls «im Vorzimmer des Todes»."
18635427,26496,Egy történet,9631423875,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435176329l/18635427._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435176329l/18635427._SY75_.jpg,,,,hun,Magvető,false,26432140,3,36,69,20,1,5:5|4:4|3:7|2:3|1:1|total:20,1993,,,3.45,18,1,"['26496', '11573']","['Imre Kertész', 'Péter Esterházy']","['3.94', '3.82']",[],[],[],"Ritka pillanat: egy fölkavaró novella (a Kertész Imréé) elkezdi élni a maga életét egy másik író novellájában (az Esterházyéban).Játék? Kéznyújtás? Irodalom az életben? Vagy élet az irodalomban? Esetleg: a szellem hadüzenete a balkániságnak?Két mű, kétféle tartószerkezet. Az egyik önkínzásig önmagát állítja, a másik eljátssza, hogy ő a másik nélkül nem is létezne. Közben egymást hívják, értelmezik, iagzolják, akaratlanul és akarattal.Mindkét hangra, mindkét tudatra, mindkét lélekre, miképpen jobb és bal kezünkre, szükségünk van.""Nincs bennem szeretet"" - így szól az egyik kulcsmondat, megszólal minkét novellában, s kitart, mint az orgonapont. De együtt, ebben a könyvben ez a két írás mégis valami mást mond, talán éppen azt, hogy van, kell hogy legyen bennünk szeretet."
16021579,26496,Onbepaald door het lot (3 romans),,9789023446026,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384029608l/16021579._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384029608l/16021579._SY75_.jpg,,,,nl,"Bezige Bij b.v., Uitgeverij De",true,48333959,1,34,63,15,3,5:5|4:8|3:2|2:0|1:0|total:15,,,,4.20,15,3,['26496'],['Imre Kertész'],['3.94'],[],[],[],"Dit uitgave bevat Onbepaald door het lot, Het fiasco en Kaddisj voor een niet geboren kind. Drie onver-getelijke romans van een van de belangrijkste Europese schrijvers van dit moment. Imre Kertész (Boedapest, 1929) schreef na zijn terugkeer uit Auschwitz diverse romans over de Holocaust. Ook in zijn essays, gebundeld in De verbannen taal, staat dit onderwerp centraal. In Hongarije werd Kertész werk om politieke redenen lange tijd geboycot, maar in andere Europese landen is het vertaald en bekroond. In 2002 ontving Imre Kertész de Nobelprijs voor de literatuur. Hij woont afwisselend in Boedapest en Berlijn."
7196043,26496,Le Drapeau anglais / Le Chercheur de traces / Procès-verbal,2742754350,9782742754359,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376164058l/7196043._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376164058l/7196043._SY75_.jpg,2005,3,3,fre,Actes Sud,false,25799362,2,20,41,13,1,5:1|4:3|3:6|2:3|1:0|total:13,2012,3,21,3.15,10,1,['26496'],['Imre Kertész'],['3.94'],"['264258', '460302']","['Charles Zaremba', 'Natalia Zaremba-Huzsvai']","['3.76', '3.77']","Trois récits pour évoquer trois expériences cruciales de l'auteur, en Hongrie, à partir des années 1950. <i>Le Drapeau anglais</i> se situe à Budapest, pendant l'insurrection hongroise de 1956, et met en scène les affres et les détours de la mémoire. <i>Le Chercheur de traces</i> (publié séparément par Actes Sud en 2003) raconte le retour d'un homme dans une région où, longtemps auparavant, ont eu lieu d'indicibles crimes. Et <i>Procès-verbal</i> relate un voyage de Budapest à Vienne, peu après la chute du mur de Berlin, voyage qui se transforme en un cauchemar bureaucratique. Un triptyque singulier où questionnement philosophique côtoie amour pour la langue et la forme littéraire. Trois textes d'une rare puissance narrative."
29604016,26496,A néző (Feljegyzések 1991-2001),,9789631433760,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458732905l/29604016._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458732905l/29604016._SX50_.jpg,2016,,,hun,Magvető,false,49943300,4,20,37,9,2,5:2|4:6|3:1|2:0|1:0|total:9,2016,,,4.11,4,2,['26496'],['Imre Kertész'],['3.94'],[],[],[],"1991 régen volt, huszonöt évvel ezelőtt. Magyarország éppen túl volt a rendszerváltáson, kezdetét vette a többpárti parlamentáris demokrácia, elérhető közelségbe került a Nyugat. A korábban belső emigrációba vonult író immár szabadon utazhatott, szabadon tarthatott előadásokat és dolgozhatott külföldön is. A konok ön- és létértelmező Kertész számára a napló állandó útitárs, amelyben nemcsak az átmenetet dokumentálja és kommentálja, hanem művészetével és magánéletével kapcsolatos belső vívódásait is rögzíti. Ebben az időben veszítette el első feleségét, és találta meg új társát. Utazásai révén új szellemi horizontokra pillanthatott rá, és szembesülhetett megint hazája és szűkebb régiója sajátosságaival és lehetetlen lehetőségeivel. <br />Tíz év feljegyzéseinek válogatását adja most közre az író. Megrendítő és zavarba ejtő az a világérzékelés, amellyel A néző lapjain szembesülhetünk."
17617044,26496,Bezliktenis,,9789984796451,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363340706l/17617044._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363340706l/17617044._SY75_.jpg,,,,lav,,false,24580843,1,16,32,8,2,5:3|4:3|3:1|2:1|1:0|total:8,,,,4.00,8,2,"['26496', '6996965']","['Imre Kertész', 'Imre Kertēss']","['3.94', '4.00']",[],[],[],
23815254,26496,Kieli maanpaossa,9511186663,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418493440l/23815254._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418493440l/23815254._SY75_.jpg,2003,,,fin,Otava,false,882245,3,17,30,7,1,5:3|4:3|3:1|2:0|1:0|total:7,2003,1,1,4.29,3,0,['26496'],['Imre Kertész'],['3.94'],['6872647'],['Outi Hassi'],['3.55'],
13504986,26496,Mentés másként – Feljegyzések 2001-2003,,9789631429510,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512134701l/13504986._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512134701l/13504986._SX50_.jpg,2011,,,hun,Magvető,false,19055130,2,13,26,7,1,5:1|4:3|3:3|2:0|1:0|total:7,2011,1,1,3.71,5,1,['26496'],['Imre Kertész'],['3.94'],[],[],[],"„A káosz is rend, csak mások rendje.”<br /><br />Kertész Imre 2001 és 2003 között írott naplója izgalmas és elgondolkodtató olvasmány. Kertész ekkor dönti el, hogy Budapestről Berlinbe költözik, 2002 őszén megkapja az irodalmi Nobel-díjat, közben próbálja befejezni Felszámolás című regényét, a háttérben leomlanak az ikertornyok, és az európai demokráciának új kihívásokkal kell szembenéznie. A Mentés másként lapjain a legszemélyesebb, legintimebb életkérdésekhez szervesen kapcsolódnak korunk irodalmi, filozófiai problémái. Intim és intellektuális. Igazi titkos könyv. A 2001 és 2003 között vezetett naplóból kiderül, hogyan élte meg Kertész Imre a Nobel-díj körüli világszenzációt, mit látott és mit álmodott, mi a véleménye az ezredforduló politikai káoszáról, és hogy miképpen menthető másként a szabadság és a személyiség."
36696345,26496,A száműzött nyelv,9631422682,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512129857l/36696345._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512129857l/36696345._SX50_.jpg,2001,,,hun,Magvető,false,58496428,3,10,25,6,0,5:2|4:3|3:1|2:0|1:0|total:6,,,,4.17,4,0,['26496'],['Imre Kertész'],['3.94'],[],[],[],"A ​száműzött nyelv Kertész Imre előadásainak, esszéinek gyűjteménye.""Egy ismerősöm nemrégiben megjegyezte, hogy mást mondok az esszéimben, mint a regényeimben, s bevallom, ismerősömnek ez az észrevétele annyira meghökkentett, hogy azóta sem tudom kiverni a fejemből. Őszintén szólva valószínűleg sohasem írtam volna meg itt következő tanulmányaimat, ha fel nem kérnek rá. És sohasem kértek volna fel rá, ha össze nem omlik Európa másik nagy totalitárius birodalma, amelyet a szocialista melléknévvel illettek. Ez volt a hely ahol magam is éltem, az élet, amely teljes valóságában megismertette velem az illegálisnak nyilvánított normális létezés állapotát… Az itt következő írásokat különben nem tekintem szabályszerű esszéknek. Műfajukat egyszer inkább a ""megközelítések"" szóval jellemeztem, ha ilyen műfaj valójában, persze, nem is ismeretes. Részint azt akartam így kifejezni, hogy egyik írás sem meríti ki teljesen a tárgyát, legföljebb megközelíteni tudja; másrészt pedig, hogy ugyanazt akarják megközelíteni, csupán más oldalról, amit az elbeszélői szövegeim is: a megközelithetetlent."" (K.I.)<br /><br />Tartalomjegyzék:<br /><br />Előszó <br />A boldogtalan 20. század <br />Táborok maradandósága <br />Hosszú, sötét árnyék <br />A Holocaust mint kultúra <br />Haza, otthon, ország <br />Budapest – Egy fölösleges vallomás <br />A látható és láthatatlan Weimar <br />„Hazai levelek” <br />Budapest, Bécs, Budapest <br />A fölösleges értelmiségi <br />Hommage à Fejtő <br />Salzburgi Ünnepi Játékok <br />Vallomás egy polgárról <br />Kié Auschwitz? <br />Feltámad-t?!… <br />A száműzött nyelv"
8804957,26496,Jegyzőkönyv,9631419525,9789631419528,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1993,,,,,false,13679116,1,11,24,7,1,5:2|4:1|3:2|2:2|1:0|total:7,1993,,,3.43,7,1,['26496'],['Imre Kertész'],['3.94'],[],[],[],
11688188,26496,Il secolo infelice,8845258009,9788845258008,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363726935l/11688188._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363726935l/11688188._SX50_.jpg,,,,ita,,false,16634675,2,22,20,5,1,5:1|4:3|3:1|2:0|1:0|total:5,,,,4.00,5,1,['26496'],['Imre Kertész'],['3.94'],['5417321'],['Krisztina Sándor'],['3.88'],"A un critico che metteva in dubbio la coerenza tra i suoi saggi e le sue opere narrative, Imre Kertész, nell'introduzione a questo libro, risponde che tutte le sue opere parlano del medesimo soggetto: ""L'Innavicinabile"". Lo scrittore ungherese, nella propria esistenza, ha vissuto per ben due volte ""L'innavicinabile"": incarnato nei campi di sterminio di Auschwitz e Buchenwald, dove è stato recluso, e nella situazione storica in cui ha iniziato a raccontare la sua esperienza nei lager, ovvero sotto il tallone del regime comunista sovietico. ""L'Olocausto e le condizioni di vita in cui scrivevo dell'Olocausto si erano fusi in modo indissolubile."" L'Olocausto diventa allora un verbo coniugato al presente: è lo stato dal quale l'autore continua instancabilmente a inviarci messaggi e a costruire ponti per testimoniare la verità di quel ""secolo infelice"" che ha preceduto l'inizio di questo millennio e vi è poi confluito. Ecco perché, ci avverte lo stesso Kertész, gli scritti raccolti qui non possono essere considerati propriamente ""saggi"" ma, in modo più pregnante e corretto, devono essere definiti ""approssimazioni"": resoconti lucidi, crudeli, talvolta ironici ma sempre impietosi, della realtà e della natura umana di cui chi narra ha conosciuto gli straordinari abissi."
36696571,26496,"A gondolatnyi csend, amíg a kivégzőosztag újratölt",9631421074,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512133504l/36696571._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512133504l/36696571._SX50_.jpg,1998,,,hun,Magvető,false,58496697,1,3,12,3,0,5:0|4:3|3:0|2:0|1:0|total:3,,,,4.00,3,0,['26496'],['Imre Kertész'],['3.94'],[],[],[],"Kertész koncepciója szerint a holocaust – miután megtörtént – az emberiségnek visszavonhatatlan és metafizikai súlyú tapasztalatává vált. Úgy is, mint bűn, úgy is, mint sorsesemény, úgy is, mint szenvedés, sőt úgy is, mint az antropológiai és kultúrfilozófiai horizontok sajátos pontja. Világlátomásként értékeli a holocaustot, amelynek „ahogy távolodunk tőle, körvonalai nemhogy elenyészni nem tudnak, de kísérteties módon inkább egyre tágulni és növekedni látszanak”. Ebből a nézőpontból természetesen olyan egyetemes belátásokra jut az író, amelyek horderejét igencsak nehéz felmérni. Az kétségtelen, hogy a kötet esszéi (Monológok) a legszebb filozófiai traktátusok mélységével bírnak, természetesen tragikus hangfekvésben. A megformálás is mindenütt a szépíróra vall, de gondolati mélység tekintetében vetekszik a nagy filozófusokkal. Kitűnő könyv, amelyhez szervesen illeszkednek a szerzővel készült, ugyancsak a főtémát körüljáró interjúk (Dialógok) is.<br /><br />Tartalomjegyzék:<br /><br />Monológok <br /> Haza, otthon, ország <br /> Hamburgi esszé <br /> Táborok maradandósága <br /> Hosszú, sötét árnyék <br /> A holocaust mint kultúra <br /> „Hazai levelek” <br /> Első levél <br /> Második levél <br /> Harmadik levél <br /> Negyedik levél <br /> A fölösleges értelmiségi <br /> A látható és láthatatlan Weimar <br /> Budapest – egy fölösleges vallomás <br />Dialógok <br /> Az eltökélt pesszimizmus <br /> Az Auschwitzban rejlő kegyelem <br /> A haláltudat mint vitális erő <br /> Köszönet egy díjért <br />[Jegyzetek]"
36696475,26496,A stockholmi beszéd,9631423212,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512132171l/36696475._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512132171l/36696475._SY75_.jpg,2002,,,hun,Magvető,false,58496580,1,5,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,['26496'],['Imre Kertész'],['3.94'],[],[],[],"Elhangzott 2002. december 7-én, a Svéd Akadémia ünnepi ülésén. A Svéd Akadémia az irodalmi Nobel-díjat 2002-ben Kertész Imre magyar írónak ítéli oda, „egy írói munkásságért, amely az egyén sérülékeny tapasztalatának szószólója a történelem barbár önkényével szemben.”"
52290128,26496,Esterházy ​Péter – Kertész Imre – Nádas Péter: Kalauz,9631423514,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73630191,1,3,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,2003,,,4.50,2,0,"['11573', '26496', '718712', '19617902']","['Péter Esterházy', 'Imre Kertész', 'Péter Nádas', 'Bojtár Endre']","['3.82', '3.94', '3.74', '4.50']",[],[],[],"„Kalauz ​mihez? Első látásra nyilvánvalóan a rendszerváltás óta eltelt idő hazai közéletéhez, politikatörténetéhez. Érdemes az – első és az utolsó kivételével – időrendbe sorakoztatott cikkek megírási évére figyelni: könnyedén kiolvasható belőlük az elmúlt szűk másfél évtized hullámzása. De ennél jóval több is. A napi politikai eseményekhez, vitákhoz kapcsolódó, sokszor harcias publicisztikai írásokat két Nádas-esszé foglalja keretbe, és ágyazza be nagyobb összefüggésekbe.” – Bojtár Endre<br /><br />„Mert szerintem ebben az országban az utolsó szögig minden és mindenki magyar. Nem tud más lenni. A linkség is magyar, a fölületesség is, minden, a hülye is magyar, úgynevezett hülye magyar, a gazember is az, az anyagyilkos is, mindannyian a maguk módján magyarok.<br />Az is magyar, akinek nem fontos a magyarsága, hozzátartozik a magyarságunk összképéhez."" – Esterházy Péter<br /><br />„Ilyenek az úgynevezett »nagy idők«. Megértem, hogy szakadatlan jegyzetelése során Wittgenstein még csak meg sem említi, nemhogy a politikusok, vezetők nevét, de egyáltalán, hogy éppen háború folyik. És ma és itt mit lehet mondani? Az emberek most lopva bepillantanak a szakadékba – nem ami előttük, hanem ami mögöttük tátong. És ez a szakadék az életük.” – Kertész Imre<br /><br />„Mert mindaz, amit a másik ember alkatában érdekesnek vagy vonzónak találok, csupán a hasonlóságokon és különbözőségeken keresztül vezethető vissza nemzetének alkatára, de éppen azáltal válik el tőle, hogy nem azonos vele. És találok ugyan különböző és hasonló alkati sajátosságokat a nemzetemmel, de nem a nemzetemmel azonosítom magam, hanem a másik ember alkatával. Vannak gyűlölködő nemzetek, de nem nagyon tudunk elképzelni két nemzetet, amint éppen szerelmesek egymásba.” – Nádas Péter"
