id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
24708849,25619,Ben-Hur (suivi de Quo Vadis ?): édition intégrale (Fiction Historique),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,1434214,978,56371,129497,32111,1026,5:12752|4:10509|3:6598|2:1655|1:597|total:32111,1880,,,4.03,0,0,"['16104262', '25619']","['Lew Wallace', 'Henryk Sienkiewicz']","['4.03', '3.85']",[],[],[],"Deux péplums majestueux écrits par deux auteurs de talents – Lewis Wallace &amp; Henryk Sienkiewicz – réunis pour la première fois dans une édition électronique complète.<br /><br />Tout d’abord, « Ben-Hur »<br /><br />Fils d'un prince de Jérusalem, Juda Ben-Hur s'apprête à partir à Rome pour y apprendre le métier de soldat lorsqu'un hasard tragique bouleverse son destin : il blesse par accident le puissant gouverneur Valerius Gratius. Accusé d'avoir commis un attentat, injustement condamné, Ben-Hur n'a désormais que deux buts : libérer son pays du joug romain, et se venger de Messala, qui l'a injustement condamné.<br /><br />Suivi de « Quo Vadis ? » (Où vas-tu ?). Un roman « historique » sur les persécutions que les chrétiens ont subies sous le règne de l’empereur romain Néron, avec une histoire d’amour à la clé. Le général patricien Marcus Vinicius tombe amoureux de la chrétienne Lygie/Callina. Il demande de l’aide à son oncle Pétrone, un proche conseiller de l’empereur, qui va la faire enlever et la mettre dans le palais de Néron...<br /><br /><br /> <b> Format professionnel électronique © Ink Book édition. </b><br />"
17256622,25619,"Krzyżacy, Tom II",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358458834l/17256622._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358458834l/17256622._SX50_.jpg,1987,,,pol,"Państwowy Instytut Wydawniczy, Warszawa",false,80055152,13,1070,2217,694,5,5:111|4:178|3:212|2:121|1:72|total:694,,,,3.19,675,5,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],
13438169,25619,Potop. Tom II,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,,,pol,,false,19050914,85,676,1659,398,9,5:191|4:117|3:65|2:16|1:9|total:398,1886,,,4.17,255,4,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"Trzytomowe wydanie klasyki polskiej literatury. Potop szwedzki przedstawiony z wnikliwością i dbałością o detale historyczne, a jednocześnie pasjonująca powieść i ulubieni bohaterowie."
21704703,25619,"Ogniem i mieczem tom 1 (Trylogia, z obrazkami)",,9781301742479,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,12,23,,Smashwords Edition,true,18442313,39,634,1547,378,10,5:152|4:139|3:62|2:20|1:5|total:378,1884,,,4.09,237,3,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"Miłość przystojnego Skrzetuskiego i pięknej Heleny, której zagraża chory z zazdrości namiętny Bohun. W tle powstanie Chmielnickiego na Ukrainie w latach 1648-1651. Smaczne opisy bitew i podstępów wojskowych oraz wielka polityka okraszona poczuciem humoru pana Zagłoby.<br />Wydanie z obrazkami.<br />Książka po polsku. Polish edition.<br />Seria: Stare dobre klasyki"
21705891,25619,"Potop 3 (Trylogia, z obrazkami)",,9781301393527,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,12,27,,Smashwords Edition,true,18944859,17,421,1243,310,8,5:121|4:105|3:57|2:20|1:7|total:310,1884,,,4.01,277,3,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"Miłość niepokornego Kmicica i obowiązkowej Oleńki, zostaje poddana wielu próbom, gdy Kmicic pofolguje swojej naturze hultaja. Czy rycerz zdoła odkupić winy i odzyskać ukochaną, dzięki zasługom na polu walki ze Szwedami? I czy w międzyczasie Oleńki nie uwiedzie przystojny fircyk książę Radziwiłł?<br />Wydanie z obrazkami. Część III (tom 5 i 6) Książka po polsku. Polish edition. Seria: Lektury do matury"
8166552,25619,Sachem,,9788373271623,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1276977875l/8166552._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1276977875l/8166552._SX50_.jpg,2008,1,23,pol,Greg,false,13012398,3,468,950,334,5,5:22|4:59|3:123|2:105|1:25|total:334,1889,1,,2.84,331,5,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"Nowela opisuje losy indiańskiej osady o nazwie Chiavatta zniszczonej przez bezwzględnych białych. Na jej miejscu powstała miejscowość Antylopa, w której życie toczyło się niezwykle przyjemnie, mieszkańcy jednak nie mieli świadomości, że ich siedziba położona jest na zgliszczach osady Indian. Pewnego dnia do Antylopy przyjechał z przedstawieniem cyrk. Miał w nim wystąpić sachem - wódz plemienia Czarnych Węży żyjącego niegdyś w Chiavatcie, ostatni z potomków wodza Czarnych Węży. Kiedy nadszedł czas występu wodza, zaczął on nieoczekiwanie śpiewać pieśń wojenną..."
21704704,25619,"Ogniem i mieczem tom 2 (Trylogia, z obrazkami)",,9781301747894,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,12,23,,Smashwords Edition,true,18428244,21,321,873,210,3,5:92|4:71|3:37|2:8|1:2|total:210,1884,,,4.16,144,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"Dalsze losy miłości przystojnego Skrzetuskiego i pięknej Heleny, której zagraża chory z zazdrości namiętny Bohun. W tle powstanie Chmielnickiego na Ukrainie w latach 1648-1651. Smaczne opisy bitew i podstępów wojskowych oraz wielka polityka okraszona poczuciem humoru pana Zagłoby.<br />Książka po polsku. Polish edition.<br />Seria: Stare dobre klasyki"
6225425,25619,Szkice węglem,,9788373272842,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,,,pol,GREG,false,6407977,8,401,783,277,9,5:15|4:58|3:96|2:80|1:28|total:277,1877,,,2.83,250,7,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"Nowela Henryka Sienkiewicza, powstała podczas pobytu pisarza w Stanach Zjednoczonych latem 1876 roku. Nowela opisuje Polską wieś, w której żyje się ciężko. Utwór ma wymowę pesymistyczną, ale jest w nim wiele wątków humorystycznych, dzięki którym czyta ją się w miarę przyjemnie."
6735096,25619,The Knights of the Cross - Volume 1,1932080120,9781932080124,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,18436616,20,322,633,177,2,5:48|4:53|3:41|2:23|1:12|total:177,1900,,,3.58,111,1,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],
1904692,25619,Hania,0836942418,9780836942415,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1258640290l/1904692._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1258640290l/1904692._SY75_.jpg,,,,eng,,false,1906457,39,340,587,160,19,5:35|4:57|3:50|2:16|1:2|total:160,1876,,,3.67,111,8,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"When old Mikolai on his death-bed left Hania to my guardianship and conscience, I was sixteen years of age; she was younger by almost a year, and was also just emerging from childhood.<br /><br />I had to lead her from the bed of her dead grandfather almost by force, and we both went to my father's domestic chapel. The doors of the chapel were open, and before the old Byzantine image of the Mother of God two candles were burning. The gleam of these lighted but faintly the darkness on the altar. We knelt down, one at the side of the other. She, broken by sorrow, wearied by sobbing, sleeplessness, and grief, rested her poor little head on my arm, and so we remained there in silence. The hour was late; in the hall adjoining the chapel, the cuckoo called hoarsely on the old Dantiz clock the second hour after midnight. Deep silence everywhere, broken only by the painful sighs of Hania, and by the distant sound of the snow-bearing wind, which at times shook the leaden window-sash in the chapel. I did not dare to speak one word of solace; I merely drew her toward me, as her guardian, or her elder brother. . . .<br /><br />That's the start to Henryk Sienkiewicz's powerful ""Hania"" -- which is nearly long enough to qualify as a novel, but is probably more rightly described as a novella. Regardless, this collection contains much, much more than ""Hania"" -- it includes ""Tartar Captivity,"" ""Let Us Follow Him,"" ""Be Thou Blessed,"" ""At the Source,"" ""Charcoal Sketches,"" ""The Organist of Ponikla,"" ""Lux in Tenebris Lucet,"" ""On the Bright Shore,"" and ""That Third Woman.""<br /><br />When old Mikolai on his death-bed left Hania to my guardianship and conscience, I was sixteen years of age; she was younger by almost a year, and was also just emerging from childhood.<br /><br />I had to lead her from the bed of her dead grandfather almost by force, and we both went to my father's domestic chapel. The doors of the chapel were open, and before the old Byzantine image of the Mother of God two candles were burning. The gleam of these lighted but faintly the darkness on the altar. We knelt down, one at the side of the other. She, broken by sorrow, wearied by sobbing, sleeplessness, and grief, rested her poor little head on my arm, and so we remained there in silence. The hour was late; in the hall adjoining the chapel, the cuckoo called hoarsely on the old Dantiz clock the second hour after midnight. Deep silence everywhere, broken only by the painful sighs of Hania, and by the distant sound of the snow-bearing wind, which at times shook the leaden window-sash in the chapel. I did not dare to speak one word of solace; I merely drew her toward me, as her guardian, or her elder brother. . . .<br /><br />That's the start to Henryk Sienkiewicz's powerful ""Hania"" -- which is nearly long enough to qualify as a novel, but is probably more rightly described as a novella. Regardless, this collection contains much, much more than ""Hania"" -- it includes ""Tartar Captivity,"" ""Let Us Follow Him,"" ""Be Thou Blessed,"" ""At the Source,"" ""Charcoal Sketches,"" ""The Organist of Ponikla,"" ""Lux in Tenebris Lucet,"" ""On the Bright Shore,"" and ""That Third Woman."""
1904749,25619,Rodzina Połanieckich,8373898921,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,,,pol,Zielona Sowa,false,1906515,61,258,490,139,9,5:26|4:49|3:42|2:16|1:6|total:139,1894,,,3.53,103,1,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"Rodzina Połanieckich to jedna z nielicznych w dorobku Sienkiewicza powieści o tematyce współczesnej. Początkowo ostro krytykowana za zachowawczość i ""filisterstwo"", z czasem zyskała zwolenników i obrońców. Szczególnie żywy pozostał do dziś sposób przedstawienia miłości, daleki od utrwalonego w dziewiętnastowiecznej literaturze polskiej. Przede wszystkim główny bohater, Stanisław Połaniecki, jest uwikłany w relacje uczuciowe z kilkoma kobietami, co nie nosi jednak znamion tragicznego rozdarcia. Miłość nie jest czymś stałym, na zawsze określonym. Pisarz przedstawia w swej powieści całe spektrum uczuć miłosnych - od cielęcego zauroczenia Litki po cynizm kokietek czy czysto fizyczny pociąg bohatera do zamężnej kobiety."
877377,25619,On The Field Of Glory,078180762X,9780781807623,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,2,1,,Hippocrene Books,false,849484,51,201,349,94,9,5:19|4:36|3:34|2:3|1:2|total:94,1906,,,3.71,52,6,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"A memorable cast of characters, ready for battle, duelling, or love in this last completed historical novel of the Nobel Prize winner."
12936400,25619,Z pamiętnika poznańskiego nauczyciela,8373271775,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,4,,pol,Greg,false,18092554,2,189,348,132,2,5:6|4:21|3:42|2:45|1:18|total:132,1880,,,2.64,131,2,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],Opracowanie<br />Życiorys Henryka Sienkiewicza<br />Tło historyczne noweli<br />Czas i miejsce akcji<br />Charakterystyka postaci<br />Michaś - główny bohater noweli<br />Pan Wawrzynkiewicz - bohater pierwszoplanowy - narrator<br />Pani Maria - matka Michasia - postać epizodyczna<br />Nauczyciele niemieccy<br />Plan wydarzeń<br />Treść<br />Narracja w noweli<br />Indeks komentarzy do tekstu
