id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
28008683,84259,Kwiaty zła,8308025315,9788308025315,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448809512l/28008683._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448809512l/28008683._SX50_.jpg,1994,,,pol,Wydawnictwo Literackie,false,2089235,1001,106998,198358,46573,1319,5:23285|4:14792|3:6398|2:1473|1:625|total:46573,1857,6,25,4.26,4,0,['13847'],['Charles Baudelaire'],['4.21'],"['3248883', '14717849', '14717850', '14717851', '1934339', '1380465', '2930254', '14717852', '8444436', '6519686', '4539134', '4465390', '5287494', '1058344', '84259', '3282325', '2917159', '14717853', '14717854', '7017000', '8190846', '3044340', '14717855', '6669', '4633607', '2894496', '14717856', '14717857', '14717858', '14717859', '15092733']","['Zbigniew Bieńkowski', 'Jerzy Brzozowski', 'Stanisław Korab-Brzozowski', 'Bolesław Wieniawa-Długoszowski', 'Wiktor Gomulicki', 'Mieczysław Jastrun', 'Ireneusz Kania', 'Roman Kołoniecki', 'Feliks Konopka', 'Czesław Jastrzębiec-Kozłowski', 'Antoni Lange', 'Maria Leśniewska', 'Jerzy Litwiniuk', 'Tadeusz Lubelski', 'Czesław Miłosz', 'Artur Międzyrzecki', 'Zenon Przesmycki', 'Zofia Trzeszczkowska', 'Jan Opęchowski', 'Bronisława Ostrowska', 'Marian Piechal', 'Seweryn Pollak', 'Włodzmierz Słobodnik', 'Wisława Szymborska', 'Józef Waczków', 'Adam Ważyk', 'Ewa Wende', 'Bohdan Wydżga', 'Marianna Zajączkowska-Abrahamowicz', 'Kazimiera Zawistowska', 'Andrzej   Nowak']","['4.00', '4.20', '4.25', '4.00', '3.03', '4.36', '3.98', '4.07', '3.92', '4.35', '3.23', '3.81', '3.57', '4.02', '4.19', '3.98', '3.83', '3.78', '4.25', '3.97', '4.40', '3.88', '4.25', '4.32', '4.06', '4.00', '4.25', '4.25', '4.25', '3.76', '3.50']","Przekłady wielu współczesnych i dawnych tłumaczy Baudelaire'a, zebrane w tym tomie, składają się na pierwszą po II wojnie światowej kompletną polską edycję ""Kwiatów zła"".<br /><br />Tylko parę zbiorów wierszy zdobyło większą sławę w dziejach światowej liryki: ""Pieśni"" Horacego, ""Sonety do Laury"" Petrarki... Legenda Baudelaire'a ogniskuje w sobie, jak napisał Eliot w 1930 roku, ""najmocniej oddziałujący archetyp poety współczesnej epoki"", na równi z legendą Rimbauda.<br /><br />""Kwiaty zła"" były jednocześnie spóźnioną kulminacją francuskiego romantyzmu i progiem współczesnej wrażliwości poetyckiej. W najszerszym odbiorze aż do końca ubiegłego wieku słynne były jednak z powodów ubocznych: towarzyszyła im aura skandalu, pamiętano o procesie sądowym, okaleczającym dzieło na długie lata.<br /><br />Dzisiaj o sile oddziaływania tej poezji nie przesądzają już jej bluźniercze akcenty i czarny erotyzm. Baudelaire wcześnie przeczuł naszą epokę: czyż jego poczucie grzechu pierworodnego, świadomość zawieszenia w bezmiarze ułomnego świata nie ma w istocie tych samych korzeni co ""poczucie tragiczności życia"" Unamuna, ""la nausée"" Sartre'a, ""życie w niewygodzie"" Camusa?"
840591,84259,Visions from San Francisco Bay,0374517630,9780374517632,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379150786l/840591._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379150786l/840591._SX50_.jpg,1983,7,1,,"Farrar, Straus and Giroux",false,3044866,4,178,278,70,6,5:23|4:30|3:11|2:4|1:2|total:70,,,,3.97,59,5,"['84259', '100861']","['Czesław Miłosz', 'Richard Lourie']","['4.19', '3.87']",[],[],[],"Interrelated essays by the Nobel Laureate on his adopted home of California, which Lewis Hyde, writing in <i>The Nation</i>, called ""remarkable, morally serious and thought-provoking essays, which strive to lay aside the barren categories by which we have understood and judged our state . . . Their subject is the frailty of modern civilization."""
2967211,84259,Exiles,0893812951,9780893812959,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,5,1,,Aperture,false,665726,6,107,272,58,4,5:43|4:13|3:1|2:1|1:0|total:58,2014,9,22,4.69,2,0,"['363654', '84259']","['Josef Koudelka', 'Czesław Miłosz']","['4.55', '4.19']",[],[],[],"This powerful document of the spiritual and physical state of exile now contains 10 new images by master of photography Josef Koudelka. The sense of mystery that fills these photographs mostly taken during Koudelka's years of wandering through Europe and the United States since leaving his native Czechoslovakia speaks of passion and reserve, of his rage to see. The brilliant accompanying essay by Robert Delpire invokes the soul of man in search of a spiritual homeland; it speaks with a remarkable and unforgettable dignity."
223062,84259,Striving Towards Being: The Letters of Thomas Merton and Czeslaw Milosz,0374271003,9780374271008,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,2,1,,Farrar Straus Giroux,false,216017,1,205,269,65,10,5:25|4:27|3:10|2:3|1:0|total:65,1996,12,,4.14,65,10,"['1711', '84259']","['Thomas Merton', 'Czesław Miłosz']","['4.20', '4.19']",[],[],[],"In 1958 Thomas Merton wrote an admiring letter to Czeslaw Milosz about his seminal work The Captive Mind. Milosz replied and thus began an animated correspondence which lasted until Merton's death in 1968. During this highly productive decade, Merton continued, a Trappist, to write about nonviolence and the monastic life. Milosz, meanwhile, was writing influential essays and translating the poetry of Aleksander Wat and Anna Swir. In this dynamic correspondence, Milosz and Merton differ in their views of the role of Communism, share thoughts about the power of literature, and contrast their views on the natural world. As different as Milosz and Merton were, they found common ground in their spiritual search and in a desire to understand the human race. A memorial to a great friendship between two of this century's celebrated men of letter, Striving Towards Being is a testament to the examined life."
11238828,84259,Przeciw poetom: Dialog o poezji z Czesławem Miłoszem,8370064337,9788370064334,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303998183l/11238828._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303998183l/11238828._SX50_.jpg,1995,,,pol,Znak,false,16165019,7,123,265,65,7,5:25|4:22|3:16|2:2|1:0|total:65,1988,,,4.08,3,0,"['9632', '84259']","['Witold Gombrowicz', 'Czesław Miłosz']","['3.91', '4.19']",[],[],[],"Książka zawiera pasjonujący „dialog o poezji”: tytułowy wywód autora, odpowiedź Czesława Miłosza, kolejną ripostę Gombrowicza i - napisane specjalnie do tego wydania po pięćdziesięciu latach - zamknięcie dyskusji przez Miłosza."
12931403,84259,مديح الطائر,,9782843053382,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,,,ara,دار المدى,false,18087223,1,192,239,81,27,5:4|4:15|3:37|2:23|1:2|total:81,2001,,,2.95,81,27,"['84259', '5288579']","['Czesław Miłosz', 'هاتف الجنابي']","['4.19', '3.56']",[],[],[],"نبذة النيل والفرات:<br />في هذا الكتاب قصائد مختارة للشاعر البولندي ""جيسواف ميووش"" المولود في سنة 1911 في ليتوانيا في عائلة بولندية ذات تقاليد تمتد بأصولها -حسب اعتراف الشاعر- إلى القرن السادس عشر. كان والداه مثقفين وكان يتكلم في البيت بالبولندية وخارجه بالروسية وأحياناً بالليتوانية والبيلوروسيا ولد في بيئة متعددة المشارب واللغات تتكون من روس وبولنديين وليتوانيين وبيلوروسيين وأوكرانيين ويهود. <br /><br />درس الحقوق في جامعة فيلنوس وتعلم خلالها اللاتينية. وساهم أثناء الدراسة في تشكيل جماعة أدبية أطلقت على نفسها ""زاغاري""، أصدر ديوانه الشعري الأول ""قصيدة حول الزمن المتجمد""، عام 1946، نضم إلى السلك الدبلوماسي ليعمل في سفارة بلادة في واشنطن، وفي باريس، وفي 1960، انتقل إلى جامعة بيركلي في الولايات المتحدة الأميركية، حيث جرى تثبيته كأستاذ الأدب البولندي في بيركلي. إلى جانب ميوش الشاعر تمت حضور متميز ومتواصل لميووش المترجم. <br /><br />لقد ترجم أعمالاً عديدة ومتميزة منها ""كتاب المزامير""، و""سفر أيوب""، ترجمهما من العبرية وترجم بعض أعمال قريبة ومعلمة ""أوسكار ميلوش""، وفي سنة 1996 جميع فيوش في كتابه الأرض اللامتناهية ""خليطاً من النصوص والأشكال، فبالإضافة إلى قصائده ثمة نصوص ""لوالت ويتمان"" و""أوسكار ميلوش"" إضافة إلى عبارات مقتبسة من هنا وهناك، وكأنه قد ضاق ذرعاً يشكل القصيدة المعهودة وحتى بطريقة التأليف المتعارف عليها بحيث يكون النقد نقداً والشعر شعراً والنثر نثراً وهكذا. <br /><br />وإذا ما عدنا لما بين يدينا نقول: الكتاب الذي نتحدث عنه هو عبارة عن صفحات من أهم وأجمل ما كتب جيسواف ميوش من قصائد انتقاها المترجم من مراحل مختلفة متباينة من مسيرة ميوش الشعرية التي تجاوزت الستين عاماً."
11936669,84259,To,8370065775,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313938957l/11936669._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313938957l/11936669._SX50_.jpg,2000,,,,Wydawn. ZNAK,false,16897606,7,113,229,58,7,5:20|4:20|3:13|2:5|1:0|total:58,2000,,,3.95,33,1,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],"Pierwszy po sześciu latach (latach, dodajmy, niezwykle płodnych, które przyniosły wiele ważnych książek, by wspomnieć tylko Pieska przydrożnego, Abecadło Miłosza, Dwudziestolecie międzywojenne czy Zaraz po wojnie) nowy tom wierszy Miłosza - jest wydarzeniem o znaczeniu szczególnym.<br /><br />Nie tylko dlatego, że dla samego poety naprawdę najważniejsza była zawsze właśnie poezja. Także dlatego, że zarówno artystycznym wymiarem, jak i niezwykle osobistym tonem wznosi się na wyżyny, jakie twórczość poetycka - nie tylko w Polsce - odwiedza niezwykle rzadko. Miłosz jest tu porażająco szczery, ale nie ma w tym ani krzty ekshibicjonizmu, przeciwnie - szczególnie dramatyczne są wyznania ujawniające świadomość, że nawet pragnąc dokonać najuczciwszego rozrachunku z samym sobą, nigdy nie przekroczymy granicy, za którą rzeczy najbardziej bolesne i wstydliwe skrywać będzie maska, udawanie, za którą pozostanie samotność i wyrzuty sumienia. Wśród wielu wspaniałych wierszy w tej książce są i takie, które - znowu jak dawniej - podyktował poecie Dajmonion, które dla niego samego pozostają w jakiejś mierze zaskoczeniem i tajemnicą. To ""opukiwanie ciemności"", próby dotknięcia, nazwania - i egzorcyzmowania - Zła świata są tutaj najbardziej fascynujące. I - mimo wszystko - krzepiące, bo jednak kończąc tę niezwykłą lekturę, ma się poczucie, że To: ciemność, okrucieństwo i cierpienie pokonane zostało przez coraz bliższe ""Jasności promieniste""."
4309022,84259,Poezje,8308016847,9788308016848,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384988886l/4309022._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384988886l/4309022._SX50_.jpg,1988,,,pol,Wydawnictwo Literackie,false,81832422,10,119,227,58,4,5:15|4:25|3:16|2:2|1:0|total:58,,,,3.91,3,0,"['233593', '7411140', '84259', '1173302', '7411142', '6241052', '2846016', '7411143', '6569124', '1103634']","['W.H. Auden', 'Leszek Elektorowicz', 'Czesław Miłosz', 'Jan Prokop', 'Bogusław Rostworowski', 'Jan Rostworowski', 'Jarosław Marek Rymkiewicz', 'Jerzy S. Sito', 'Bolesław Taborski', 'Józef Wittlin']","['4.17', '4.20', '4.19', '4.00', '4.67', '4.50', '3.91', '4.40', '4.26', '3.83']",[],[],[],"Esta edição bilíngue traz cinquenta dos principais poemas desse que é reconhecido como um dos mais importantes autores ingleses do século XX, desde textos escritos em 1927, quando ele primeiro definiu publicamente suas posições estéticas no que ficou conhecido como “O Manifesto de Oxford Poetry”, até aqueles que datam de 1973, ano da morte do poeta. O volume procura “abarcar, na medida do possível, as várias fases da obra poética de Auden, que foi um poeta prolífico”, conforme declara João Moura Jr., o responsável pela seleção dos textos. <br /> Partindo da experiência do modernismo, Auden soube aproveitar o melhor da contribuição de Ezra Pound e T. S. Eliot, mas afastando-se radicalmente do seu reacionarismo político, para expressar-se numa linguagem extremamente pessoal que nem por isso perde de vista - como Drummond - as grandes questões da época. Além de assinar a tradução de vários poemas, José Paulo Paes escreveu para esta antologia um estudo introdutório sobre a vida e a poética do autor, que conta também com um ensaio magistral a respeito de Auden escrito pelo poeta russo Joseph Brodsky, cujo contato com a obra do inglês foi fundamental."
436081,84259,Provinces,0880013176,9780880013178,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,11,21,,Ecco,false,741470,1,233,226,54,7,5:19|4:27|3:7|2:1|1:0|total:54,1991,7,1,4.19,39,6,"['84259', '39152']","['Czesław Miłosz', 'Robert Hass']","['4.19', '4.32']",[],[],[],
223075,84259,The History of Polish Literature,0520044770,9780520044777,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1983,10,24,,University of California Press,false,216030,13,214,225,58,8,5:15|4:27|3:10|2:6|1:0|total:58,1969,,,3.88,48,8,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],This book is a survey of Polish letters and culture from its beginnings to modern times. Czeslaw Milosz updated this edition in 1983 and added an epilogue to bring the discussion up to date.
17288165,84259,Complete Poems,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,23909189,5,116,216,51,7,5:23|4:19|3:7|2:2|1:0|total:51,2011,1,1,4.24,17,0,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],
7575592,84259,Proud to be a Mammal,0141193190,9780141193199,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408198644l/7575592._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408198644l/7575592._SY75_.jpg,2010,5,6,eng,Penguin Books,false,9932263,1,207,194,55,7,5:5|4:23|3:23|2:4|1:0|total:55,2010,5,6,3.53,55,7,['84259'],['Czesław Miłosz'],['4.19'],"['4593321', '87497', '3903704']","['Catherine Leach', 'Bogdana Carpenter', 'Madeline G. Levine']","['3.53', '4.31', '4.04']","<i>Proud to be a Mammal</i> (1942-97) is Czeslaw Milosz’s moving and diverse collection of essays. Among them, he covers his passion for poetry, his love of the Polish language that was so nearly wiped out by the violence of the twentieth century, and his happy childhood. Milosz also includes a letter to his friend in which he voices his concern about the growing indifference to murder and the true value of freedom of thought, as well as a verbal map of Wilno, with each street revealing both a rich local history and intricate, poignant personal memories.<br /><br />This collection contains 15 essays, some of which were first published in English in <i>Native Realm</i> (1968) and some in <i>To Begin Where I Am: Selected Essays</i> (2001)."
223076,84259,A Treatise on Poetry,0060185244,9780060185244,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,4,10,,Ecco,false,216031,4,147,194,48,9,5:17|4:19|3:10|2:1|1:1|total:48,2001,,,4.04,39,5,['84259'],['Czesław Miłosz'],['4.19'],['39152'],['Robert Hass'],['4.32'],"The Nobel Prize-winning poet Czeslaw Milosz began his remarkable <em>A Treatise on Poetry</em> in the winter of 1955 and finished it in the spring of 1956. It was published originally in parts in the Polish émigré journal <em>Kultura.</em> Now it is available in English for the first time in this expert translation by the award-winning American poet Robert Hass.<br /><br /><em>A Treatise on Poetry</em> is a great poem about some of the most terrible events in the twentieth century. Divided into four sections, the poem begins at the end of the nineteenth century as a comedy of manners and moves with a devastating momentum through World War I to the horror of World War II. Then it takes on directly and plainly the philosophical abyss into which the European cultures plunged.<br /><br />""Author's Notes"" on the poem appear at the end of the volume. A stunning literary composition, these notes stand alone as brilliant miniature portraits that magically re-create the lost world of prewar Europe.<em>A Treatise on Poetry</em> evokes the European twentieth century, its comedy and terror and grief, with the force and expressiveness of a great novel. A tone poem to a lost time, a harrowing requiem for the century's dead, and a sober meditation on history, consciousness, and art: here is a masterwork that confronts the meaning of the twentieth century with a directness and vividness that are without parallel."
223047,84259,Conversations,1578068290,9781578068296,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,4,11,eng,University Press of Mississippi,false,216002,2,201,179,39,3,5:25|4:12|3:2|2:0|1:0|total:39,1981,1,1,4.59,39,3,"['84259', '130537']","['Czesław Miłosz', 'Cynthia L. Haven']","['4.19', '4.35']",[],[],[],"Czeslaw Milosz (1911-2004) felt that part of his role as a poet and critic was to bear witness to bloodshed and terror as well as to beauty. He survived the Soviet invasion of his beloved Lithuania, escaped to Nazi-occupied Warsaw where he joined the Socialist resistance, then witnessed the Holocaust and the razing of the Warsaw Ghetto. After persecution and censorship triggered his defection in 1951, he found not relief but the anguish of solitude and obscurity.<br /><br />In the years of loneliness and labor, Milosz continued writing poems and essays, learning to love his privacy and preoccupations and enjoying the devotion of his students at the University of California, Berkeley. International fame came like lightning when Milosz won the 1980 Nobel Prize for Literature.<br /><br /><i>Czeslaw Milosz: Conversations</i> collects pieces from a wide range of sources over twenty-five years and includes an unpublished interview between Milosz and his friend and fellow Nobel Laureate poet Joseph Brodsky. This volume acquaints us with a man whose work, life, and thought defy easy characterization. He is a sensualist with a scholar's penchant for history, as likely to celebrate Heraclitus as the hooks on a woman's corset. He is a devout but doubting Catholic, and a thinker tinged with a heretical sensibility.<br /><br />Cynthia L. Haven is a literary critic for the <i>San Francisco Chronicle</i> and a regular contributor to the <i>Washington Post Book World</i>, the <i>Times Literary Supplement</i>, and the <i>Los Angeles Times Book Review</i>. Her work also has been published in <i>Civilization</i>, the <i>Georgia Review</i>, the <i>Kenyon Review</i>, and the <i>Cortland Review</i>."
7669590,84259,Poezje,8307005108,9788307005102,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1981,,,,Czytelnik,false,14594517,6,96,177,44,4,5:14|4:19|3:9|2:2|1:0|total:44,1983,,,4.02,23,0,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],
29771610,84259,The Mountains of Parnassus,0300214251,9780300214253,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461202011l/29771610._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461202011l/29771610._SY75_.jpg,2017,1,10,,Yale University Press,false,50137052,5,431,171,56,15,5:6|4:12|3:23|2:9|1:6|total:56,2012,1,1,3.05,34,12,"['84259', '13277432']","['Czesław Miłosz', 'Stanley Bill']","['4.19', '3.57']",[],[],[],"<b>The Nobel laureate’s unfinished science fiction novel—available in English for the first time ever</b><br /><br /> Awarded the Nobel Prize in literature in 1980, Czeslaw Milosz was one of the twentieth century’s most esteemed poets and essayists. This outstanding translation of his only hitherto unavailable work is classic Milosz and a necessary companion volume for scholars and general readers seeking a deeper understanding of his themes. Written in the 1970s and published posthumously in Polish in 2012, Milosz’s deliberately unfinished novel is set in a dystopian future where hierarchy, patriarchy, and religion no longer exist. Echoing the structure of <i>The Captive Mind</i> and written in an experimental, postmodern style, Milosz’s sole work of science fiction follows four individuals: Karel, a disaffected young rebel; Lino, an astronaut who abandons his life of privilege; Petro, a cardinal racked with doubt; and Ephraim, a potential prophet in exile."
16337480,84259,Letters from Prison and Other Essays,0520908589,9780520908581,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586233866l/16337480._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586233866l/16337480._SY75_.jpg,1986,8,6,,University of California Press,true,696770,4,123,144,34,4,5:16|4:10|3:8|2:0|1:0|total:34,1986,7,7,4.24,0,0,"['136959', '664411', '84259', '43959']","['Adam Michnik', 'Maya Latynski', 'Czesław Miłosz', 'Jonathan Schell']","['3.80', '4.50', '4.19', '3.85']",[],[],[],"Among the voices that speak to us from Poland today, the most important may be that of Adam Michnik.  Michnik now sits in a jail belonging to the totalitarian regime, yet his first concern--and herein lies one of the keys to his thinking, and one should add, to his character--is with the quality of his own conduct, which, together with teh conduct of other victims of the present situation, will, he is sure, one day set the tone for whatever political system follows the totalitarian debacle. His essays are the most valuable guide we have to the origins of the revolution, and, more particularly, to its innovative practices."
1514576,84259,A Year of the Hunter,0374293449,9780374293444,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,9,1,,Farrar Straus Giroux,false,216026,5,112,140,36,3,5:5|4:26|3:3|2:0|1:2|total:36,1994,8,1,3.89,27,2,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],"Like Native Realm, Czeslaw Milosz's autobiography written thirty years earlier, A Year of the Hunter is a ""search for self-definition."" A diary of one year in the Nobel laureate's life, 1987-88, it concerns itself as much with his experience of remembering - his youth in Wilno and the writers' groups of Warsaw and Paris; his life in Berkeley in the sixties; his time spent with poets and poetry - as with the actual events that shape his days. Throughout, Milosz tries to account for the discontinuity between the man he has become and the youth he remembers himself to have been. Shuttling between observations of the present and reconstructions of the past, he attempts to answer the unstated question: Given his poet's personality and his historical circumstances, has he managed to live his life decently?"
665258,84259,The Separate Notebooks,0880011165,9780880011167,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1986,9,21,,Ecco,false,651316,2,232,131,30,2,5:14|4:13|3:3|2:0|1:0|total:30,1984,,,4.37,29,2,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],"Begun in the winter of 1955 and completed in the spring of 1956, Treatise on Poetry is a brilliant meditative poem fully expressive of the powers that have made Milosz one of our greatest writers. Expertly translated, the poem is divided into four parts -- Europe at the turn of the century, the condition of Polish culture between the two world wars, the harsh reality of World War II, and the role of the poet in the postwar world. Here Milosz addresses the failure of early-20th-century Polish poetry. With vast historical sweep and in language that enables readers to see ""as if in a flash of summer lighting"", Milosz offers a fascinating account of the mysterious art of poetry."
776897,84259,"Legends of Modernity: Essays and Letters from Occupied Poland, 1942-1943",0374184992,9780374184995,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312016370l/776897._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312016370l/776897._SX50_.jpg,2005,10,1,,Farrar Straus Giroux,false,398433,5,152,122,29,1,5:11|4:13|3:5|2:0|1:0|total:29,2005,,,4.21,24,1,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],"Legends of Modernity, now available in English for the first time, brings together some of Czeslaw Milosz's early essays and letters, composed in German-occupied Warsaw during the winter of 1942-43. Why did the European spirit succumb to such a devastating fiasco? the young Milosz asks. Half a century later, when Legends of Modernity saw its first publication in Poland, Milosz said: If everything inside you is agitation, hatred, and despair, write measured, perfectly calm sentences... While the essays here reflect a perfect calm, the accompanying contemporaneous exchange of letters between Milosz and Jerzy Andrzejewski express the raw emotions of agitation, hatred and despair experienced by these two close friends struggling to understand the proximate causes of this debacle of western civilization, and the relevance, if any, of the teachings of the Catholic church. Passionate, poignant, and compelling, Legends of Modernity is a deeply moving insight into the mind and emotions of one of the greatest writers of our time."
964557,84259,Tremor: Selected Poems,0374278733,9780374278731,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496039119l/964557._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496039119l/964557._SX50_.jpg,1985,,,,Farrar Straus Giroux,false,949463,3,80,117,27,3,5:13|4:10|3:4|2:0|1:0|total:27,1985,,,4.33,1,1,"['69377', '84259']","['Adam Zagajewski', 'Czesław Miłosz']","['4.23', '4.19']",['130545'],['Renata Gorczynski'],['4.37'],"""<i>Seldom has the muse of poetry spoken to anyone with such clarity and urgency as in Zagajewski's case. Seldom can one overhear so intense an exchange between Euterpe and Clio as in the pages of <b>Tremor</b>.</i>"" -- Joseph Brodsky"
1032272,84259,Winter Dialogue,0810114917,9780810114913,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,5,20,,Northwestern University Press,false,566044,5,86,116,28,1,5:13|4:7|3:7|2:1|1:0|total:28,1989,,,4.14,1,0,"['161027', '84259', '3881227', '11563']","['Tomas Venclova', 'Czesław Miłosz', 'Diana Senechal', 'Joseph Brodsky']","['4.30', '4.19', '3.94', '4.25']",[],[],[],"Best known in the U.S. as a scholar and critic, Tomas Venclova is a gifted poet whose work has remained largely unknown to an English-speaking audience. This collection of fifty-one poems is as distinctive as it is finely crafted. Also included is a foreword by Joseph Brodsky and an exchange between Venclova and Czeslaw Milosz.<br />"
8987798,84259,Beginning with My Streets: Essays and Recollections,0374532729,9780374532727,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316727681l/8987798._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316727681l/8987798._SX50_.jpg,2010,9,28,,"Farrar, Straus and Giroux",false,13864978,4,112,114,27,6,5:11|4:11|3:5|2:0|1:0|total:27,1992,2,1,4.22,16,4,['84259'],['Czesław Miłosz'],['4.19'],['3903704'],['Madeline G. Levine'],['4.04'],"Polish Wilno—now Vilnius, in Lithuania—was the city of Czeslaw Milosz's youth and adolescence. In this collection of essays and reminiscences, written over a span of three decades, the Nobel Prize–winning poet traces an informal autobiography againstthe street map of an extraordinary city—a crossroads of languages, cultures, and beliefs—that lies at the very heart of his internal geography.<br /><br /><i>Beginning with My Streets</i>, available for the first time in paperback, gathers portraits of the writers Aleksander Wat, Dwight MacDonald, and Fyodor Dostoevsky, as well as the great Swedish scientist Emanuel Swedenborg; an exchange of letters from the 1950s with the novelist and diarist Witold Gombrowicz; and a selection of speeches delivered between 1967 and 1987, including Milosz's Nobel Lecture. These diffuse reckonings, distinguished throughout by the flavor of personality and the aura of place, have a cumulative power—they are quintessential Milosz."
410480,84259,Happy as a Dog's Tail,0151384657,9780151384655,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463404762l/410480._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463404762l/410480._SX50_.jpg,,,,,Harcourt Brace Jovanovich,false,399760,2,76,98,22,4,5:13|4:7|3:1|2:1|1:0|total:22,1978,,,4.45,14,2,"['2935057', '84259', '87291']","['Anna Świrszczyńska', 'Czesław Miłosz', 'Leonard Nathan']","['4.08', '4.19', '3.99']",[],[],[],
