id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
2364284,5835922,أولاد حارتنا,9770915343,9789770915349,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,5,1,ara,دار الشروق,false,14413597,53,58850,90780,22136,2606,5:10031|4:6962|3:3232|2:1170|1:741|total:22136,1959,,,4.10,19268,2257,"['5835922', '4273240']","['Naguib Mahfouz', 'نجيب محفوظ']","['3.93', '4.00']",[],[],[],رواية<br /><br />يجلس الجبلاوي في بيته الكبير المحاط بالحدائق واﻷسوار العالية ومن حوله أحفاده الذين يتنازعون للحصول على وقفه، ويقوم الفتوات بابعاد هؤلاء عن جنته اﻷرضية، حيث استقرت ذريته خارج أسوار البيت الكبير، وبالرغم من فقرهم الا انهم لم يكفو عن الدعاء بأن ينزل الجبلاوي اليهم ويترك عزلته ويوزع تركته ويخلصهم من بطش الفتوات فيسود الخير على الجميع، ويظهر في كل جيل هذا المخلص والذي يتعلق به الناس وينتفضو معه ضد الفتوات، ولكن الجشع والجهل يرجعهم في اخر المطاف الى ما كانت عليه الاوضاع ويبقى الفقر والمعاناة مصيرهم الذي لا مفر منه.<br />يصف محفوظ في هذه الرواية الرائعة القهر وشوق الناس إلى الخلاص من أنفسهم، وكيف ان المبادئ يمكن أن تتغير بتأرجح النفوس البشرية، وكيف ان الاعمال الخيرة تقع تحت يد الفساد والمفسدين.<br />تعد هذه الرواية من أشهر روايات اﻷديب الراحل وأكثرها إشكالية وقد نوهت اﻷكاديمية السويدية بها عندما منحت نجيب محفوظ جائزة نوبل للآداب.
6077054,5835922,الحب تحت المطر,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,,,ara,دار الشروق,false,6253651,18,3798,5034,1564,214,5:232|4:383|3:558|2:277|1:114|total:1564,1973,,,3.22,1374,188,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],"أبدع نجيب محفوظ في روايته ""حب تحت المطر"" التي أعطت ملامح الحياة في ظل الحرب والفقر من خلال الأحداث التي حيكت ببراعة قصصية والشخصيات التي عكست العمق في شدة بساطة الإنسان."
2940481,5835922,الجريمة,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,,,ara,دار الشروق,false,2969912,9,2970,4094,1229,172,5:179|4:322|3:508|2:167|1:53|total:1229,1973,,,3.33,1103,139,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],مجموعة قصصية
6610286,5835922,أحلام فترة النقاهة,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1263506049l/6610286._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1263506049l/6610286._SY75_.jpg,2007,,,ara,دار الشروق,false,7088123,15,3775,3995,1110,151,5:270|4:337|3:336|2:122|1:45|total:1110,2004,,,3.60,962,123,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],
5996785,5835922,تحت المظلة,,9789770915813,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,,,ara,دار الشروق,false,6171156,7,2535,3511,978,119,5:212|4:330|3:291|2:113|1:32|total:978,1967,1,1,3.59,887,104,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],مجموعة قصصية
6561449,5835922,شهر العسل,9770916072,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,,,ara,دار الشروق,false,6754232,6,2543,3369,979,111,5:174|4:295|3:343|2:123|1:44|total:979,1971,,,3.44,898,95,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],مجموعة قصصية
5996780,5835922,صدى النسيان,,9789770915738,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500841467l/5996780._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500841467l/5996780._SY75_.jpg,2009,,,ara,دار الشروق,false,6171151,6,2603,3223,970,142,5:152|4:256|3:362|2:153|1:47|total:970,1999,,,3.32,943,139,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],"مجموعة قصصية<br />لتحميل الرواية من هذا الرابط :<br /><a target=""_blank"" href=""https://goo.gl/3GGFm2"" rel=""nofollow"">https://goo.gl/3GGFm2</a>"
5996792,5835922,فتوة العطوف,9770915742,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,,,ara,دار الشروق,false,6171163,6,1994,3119,909,112,5:158|4:245|3:360|2:123|1:23|total:909,2001,,,3.43,887,106,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],مجموعة قصصية
6218768,5835922,التنظيم السري,9771101161,9789771101161,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1984,,,ara,مكتبة مصر,false,6399438,8,2007,2955,821,94,5:174|4:254|3:298|2:80|1:15|total:821,1984,,,3.60,737,78,"['5835922', '4273240']","['Naguib Mahfouz', 'نجيب محفوظ']","['3.93', '4.00']",[],[],[],"وضح في الوجوه ما يشبه الذهول فقال: <br />المهمة ظاهرها الترفيه ولكنها تنطوي علي جدية فائقة ويحف بها الخطر من كل جانب.. فليوطن كل نفسه علي التضحية. <br />وقلب عينيه في وجوهنا متسائلا: <br />هل من أسئلة؟ <br />وفي الحال سألته: <br />أنعتبر حديثك من المجاز والرمز؟ <br />فأجاب ببساطة: <br />بل إنه واقع وحقيقة... <br />هل حقا تحفظنا ألحانا لننشدها؟ <br />بكل تأكيد. <br />لكننا لسنا مغنين. <br />كل فرد يستطيع أن يغنى في حديقة عامة فيسمعه من يشاء أن يسمع. <br />من ناحيتي لا أملك أي موهبة غنائية. <br />لا يهم. العبرة باللحن أما الأغنية فأغنية حب من لون جديد! <br />قد يعتبر الجمهور غناءنا تكديرا لصفوه؟ <br />ربما <br />وقد يسخر منا؟ <br />ربما <br />وقد يتعدي علينا؟ <br />ربما، ولذلك لابد من توطين النفس علي التضحية. <br />فقال زميل منفعلا: <br />عملنا السابق أخف رغم عنفه. <br />فأجاب باسما: <br />محتمل جدا. <br />وترددت قليلا ثم قلت: <br />لدى سؤال وأخاف العقاب. <br />فقال ""ب"" بسرعة: <br />لا موضع للعقاب في قاموسنا. <br />فسألته: <br />وما جدوى الأغاني والألحان والغناء؟ <br />فقال بهدوء: <br />أكبر مما تتخيل. <br />فسألت مندفعا بشجاعة جديدة: <br />وهل وافق رئيسنا الأعلى على عمل أسرتنا؟ <br />فقال باسما: <br />لسنا إلا ادوات تنفيذ"
25839513,5835922,مصر القديمة,11307069,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435881913l/25839513._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435881913l/25839513._SX50_.jpg,1987,,,ara,مكتبة مصر,false,6309300,13,2466,2934,880,93,5:151|4:221|3:324|2:139|1:45|total:880,1932,,,3.33,1,0,"['1690897', '7164094']","['James Baikie', 'جيمس بيكي']","['3.39', '3.34']","['5835922', '4273240']","['Naguib Mahfouz', 'نجيب محفوظ']","['3.93', '4.00']",كتاب يتناول فى فصول مبسطة تاريخ مصر الفرعونى
5975602,5835922,صباح الورد,9771103466,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1987,,,ara,مكتبة مصر,false,6148840,8,2019,2894,800,96,5:171|4:256|3:281|2:80|1:12|total:800,1987,,,3.62,716,76,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],مجموعة قصصية
6218762,5835922,الفجر الكاذب,9771105590,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1988,,,ara,مكتبة مصر,false,6399432,6,1966,2736,753,93,5:159|4:268|3:230|2:83|1:13|total:753,1988,,,3.63,672,81,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],مجموعة قصصية
6227001,5835922,القرار الأخير,977110991x,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,,,ara,مكتبة مصر,false,6409601,6,1488,1870,510,61,5:123|4:155|3:181|2:41|1:10|total:510,1996,,,3.67,455,48,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],مجموعة قصصية
905778,5835922,Naguib Mahfouz: Three Novels of Ancient Egypt,1841593052,9781841593050,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,4,5,eng,Everyman,false,890924,4,1807,1693,410,27,5:184|4:126|3:74|2:21|1:5|total:410,2007,3,27,4.13,329,17,['5835922'],['Naguib Mahfouz'],['3.93'],[],[],[],"Mahfouz reaches back thousands of years to bring us tales from his homeland's majestic early history—tales of the Egyptian nobility and of war, star-crossed love, and the divine rule of the pharoahs. In Khufu's Wisdom, the legendary Fourth Dynasty monarch faces the prospect of the end of his rule and the possibility that his daughter has fallen in love with the man prophesied to be his successor. Rhadopis of Nubia is the unforgettable story of the charismatic young Pharoah Merenra II and the ravishing courtesan Rhadopis, whose love affair makes them the envy of all Egyptian society. And Thebes at War tells the epic story of Egypt's victory over the Asiatic foreigners who dominated the country for two centuries.<br /><br />Three Novels of Ancient Egypt gives us a dazzling tapestry of ancient Egypt and reminds us of the remarkable artistry of Naguib Mahfouz."
96560,5835922,"The Beggar, The Thief and the Dogs, Autumn Quail",0385498357,9780385498357,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320464902l/96560._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320464902l/96560._SY75_.jpg,2000,12,5,,Anchor,false,93071,2,706,1300,324,18,5:115|4:120|3:71|2:14|1:4|total:324,2000,12,5,4.01,324,18,['5835922'],['Naguib Mahfouz'],['3.93'],[],[],[],"Anchor proudly presents a new omnibus volume of three novels--previously published separately by Anchor--by Naguib Mahfouz, winner of the Nobel Prize in Literature. Assembled here is a collection of Mahfouz's artful meditations on the vicissitudes of post-Revolution Egypt. Diverse in style and narrative technique, together they render a rich, nuanced, and universally resonant vision of modern life in the Middle East.<br /><br /><b>The Beggar</b> is a complex tale of alienation and despair. In the aftermath of Nasser's revolution, a man sacrifices his work and family to a series of illicit love affairs. Released from jail in post-Revolutionary times, the hero of<b>The Thief and the Dogs</b> blames an unjust society for his ill fortune, eventually bringing himself to destruction. <b>Autumn Quail</b> is a tale of moral responsibility, isolation, and political downfall about a corrupt bureaucrat who is one of the early victims of the purge after the 1952 revolution in Egypt."
3961586,5835922,الأعمال الكاملة لنجيب محفوظ 1,9770917796,9789770917794,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,1,1,ara,دار الشروق,false,4007291,3,1169,1209,270,8,5:173|4:65|3:23|2:6|1:3|total:270,1985,,,4.48,265,8,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],همس الجنون<br />عبث الاقدار<br />رادوبيس<br />كفاح طيبة<br />القاهرة الجديدة
5491,5835922,Voices from the Other World: Ancient Egyptian Tales,9774247582,9789774247583,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,10,1,,American University in Cairo Press,false,129697,9,883,1159,293,27,5:102|4:98|3:73|2:18|1:2|total:293,2002,10,1,3.96,197,13,['5835922'],['Naguib Mahfouz'],['3.93'],['3719'],['Raymond Stock'],['3.78'],"The forces of law and order disturb a district's too-perfect peace at the dawn of Egyptian civilization. A wise and popular pharaoh is betrayed by his own son, and by his dearest friends - then makes a most peculiar decision. A mummy returns to life after three thousand years, to confront the arrogant new race that now rules the land. A favored prince flees to a faraway country when the king dies suddenly, leaving his true love behind - only to come back to question her about their forty lost years. A famous young writer, composer of a legendary epic of Pharaoh's greatest battle with the Hittites, is carried off without warning by a mysterious disease - then speaks to us in this life from beyond the veil of death. Such are the tales that make up this volume of five masterly stories by the young Naguib Mahfouz, all inspired by the Egypt of the pharaohs. Like three novels set in ancient times that he also published early in his career, these stories reveal his wide reading of Egypt's (and the world's) oldest history and literature. All of these gems, however, are very much his own creations. Their voices speak with the familiar genius of Egypt's greatest modern writer - though they call from a very different world than the one for which he is best known."
6481020,5835922,السهم: مختارات قصصية,9770149667,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354736706l/6481020._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354736706l/6481020._SX50_.jpg,1996,,,ara,الهيئة المصرية العامة للكتاب,false,6672264,1,826,1124,292,26,5:96|4:86|3:85|2:20|1:5|total:292,1996,,,3.85,292,26,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],
22253757,5835922,Flash Fiction International: Very Short Stories from Around the World,0393346072,9780393346077,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403207754l/22253757._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403207754l/22253757._SX50_.jpg,2015,4,13,eng,W. W. Norton  Company,false,41629788,3,823,1122,294,39,5:76|4:109|3:91|2:15|1:3|total:294,2015,4,13,3.82,273,39,"['12376', '11744', '168122', '55135', '3275664', '2076101', '1086397', '620946', '5223', '818000', '13850404', '56546', '3128872', '4736871', '7150901', '13850405', '30006', '7311870', '13850406', '4174', '30240', '8550', '523988', '34065', '13850407', '2928964', '509715', '13850408', '1716138', '6551449', '13850409', '13843', '4176632', '50688', '982452', '3192836', '3912109', '5835922', '72039', '3340306', '2796270', '214224', '7900823', '9155', '108520', '84259', '5354524', '2958878', '6567520']","['James Thomas', 'Robert Shapard', 'Christopher Merrill', 'Linh Dinh', 'Stefani Nellen', 'Edmundo Paz Soldán', 'Randa Jarrar', 'Juan Villoro', 'Franz Kafka', 'Antonio Lopez Ortega', 'Shirani Rajapakse', 'Stuart Dybek', 'Édgar Omar Avilés', 'Ricardo Sumalavia', 'Avital Gad-Cykman', 'Eric Rugara', 'Marco Denevi', 'Young-Ha Kim', 'Bess Winter', 'Sherman Alexie', 'Alberto Fuguet', 'Yasunari Kawabata', 'Josefina Estrada', 'Etgar Keret', 'Mohibullah Zeghan', 'María Negroni', 'Zakaria Tamer', 'Joesphine Rowe', 'Kuzhali Manickavel', 'Tara Laskowski', 'Chen Qiyou', 'Jim Crace', 'W. Somerset Maugham', 'Ron Carlson', 'Nuala Ní Chonchúir', 'Meg Pokrass', 'Lili Potpara', 'Naguib Mahfouz', 'Roberto Bolaño', 'Ethel Rohan', 'Petina Gappah', 'Elena Bossi', 'Petronius', 'Qiu Xiaolong', 'Alberto Chimal', 'Czesław Miłosz', 'Natalie Diaz', 'Pierre J. Mejlak', 'Shabnam Nadiya']","['3.86', '3.83', '4.02', '3.96', '3.85', '3.60', '3.93', '4.00', '3.89', '3.88', '3.89', '4.00', '3.93', '3.80', '3.89', '3.82', '3.82', '3.49', '3.82', '4.06', '3.53', '3.75', '3.80', '3.98', '3.82', '4.02', '3.90', '3.82', '3.71', '3.81', '3.81', '3.62', '4.04', '3.84', '4.06', '4.15', '3.91', '3.93', '3.98', '3.94', '3.71', '3.82', '3.83', '3.75', '3.87', '4.19', '4.32', '4.01', '3.91']",[],[],[],"<strong>A dazzling new anthology of the very best very short fiction from around the world.</strong><br /><br />What is a flash fiction called in other countries? In Latin America it is a <em>micro</em>, in Denmark <em>kortprosa</em>, in Bulgaria <em>mikro razkaz</em>. These short shorts, usually no more than 750 words, range from linear narratives to the more unusual: stories based on mathematical forms, a paragraph-length novel, a scientific report on volcanic fireflies that proliferate in nightclubs. Flash has always—and everywhere—been a form of experiment, of possibility. A new entry in the lauded Flash and Sudden Fiction anthologies, this collection includes 86 of the most beautiful, provocative, and moving narratives by authors from six continents, including best-selling writer Etgar Keret, Zimbabwean writer Petina Gappah, Korean screenwriter Kim Young-ha, Nobel Prize winner Czeslaw Milosz, and Argentinian “Queen of the Microstory” Ana María Shua, among many others. These brilliantly chosen stories challenge readers to widen their vision and celebrate both the local and the universal."
23277033,5835922,الشريدة,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411859528l/23277033._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411859528l/23277033._SX50_.jpg,,,,ara,,false,42815919,2,3143,1106,304,12,5:114|4:69|3:53|2:33|1:35|total:304,,,,3.64,302,11,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],قصة قصيرة من للكاتب العبقري نجيب محفوظ
27830285,5835922,أحلام فترة النقاهة: الأحلام الأخيرة,,9789770933589,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447536089l/27830285._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447536089l/27830285._SY75_.jpg,2015,11,,ara,دار الشروق,false,47811369,4,1145,1054,336,65,5:49|4:73|3:120|2:63|1:31|total:336,,,,3.14,327,64,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],الأحلام الأخيرة للكاتب الكبير المبدع الراحل نجيب محفوظ والذي يعد استكمالا لكتاب أحلام فترة النقاهة حيث يحتوي على أحلام لم تنشر من قبل ، ه الاحلام هي الخلاصة. اللب والجوهر ..القرب والبعد والعمق وقمم الارتفاع ..الجهات الأربع في قلب بوصلة الحكي ..حصاد العمر فى سطور تلغرافية ..نجيب الذى يرى ما لا نراه بالحس والاستشعار والموهبة ..نجيب الكاتب القارئ لكف الأدب الذى أدرك السر لأدب الدخول فى قرن جديد ..أزرار السرعة .. الإيجاز فى قالب حلم ..العمر فى جملة والعصر فى سطر والسنة فى كلمة والمشوار بأدق تفاصيله ومنحنياته وآلامه وأوجاعه وأوهامه يسرده محفوظ فى بلاغة فائقة<br />وقد ضمن محفوظ أحلامه في مؤلفه هذا مفاهيم العدالة الاجتماعية وثنائية الشعب والسلطة..
5496,5835922,The Time and the Place: And Other Stories,0385264720,9780385264723,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1992,6,18,,Anchor,false,8915,9,606,1047,263,19,5:93|4:87|3:70|2:11|1:2|total:263,1991,,,3.98,233,18,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",['155401'],['Denys Johnson-Davies'],['3.90'],"Selected and translated by the distinguished scholar Denys Johnson-Daivies, these stories have all the celebrated and distinctive characters and qualities found in Mahfouz's novels:  The denizens of the dark, narrow alleyways of Cairo, who struggle to survive the poverty; melancholy ruminations on death; experiments with the supernatural; and witty excursions into Cairene middle-class life."
42740503,5835922,همس النجوم,,9786140321106,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546904068l/42740503._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546904068l/42740503._SX50_.jpg,2018,12,11,ara,دار الساقي,false,66464155,2,801,971,344,87,5:30|4:61|3:120|2:84|1:49|total:344,,,,2.82,332,86,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],"""عندما منحتني ابنته أم كلثوم صندوقًا صغيرًا يتضمن أوراقًا عدة تخص محفوظ، شعرت بلذة كأني على وشك اكتشاف مقبرة فرعونية.. من ضمن اﻷوراق ملف كامل.. يضم نحو 40 قصة قصيرة، لكن لم تنشر هذه القصص وقت كتابتها، يعود إليها محفوظ بعد سنوات لينشرها في مجلة نصف الدنيا.. ظلت ثماني عشرة قصة قصيرة خارج اﻷعمال الكاملة بطبعاتها المختلفة"" (من مقدمة محمد شعير)<br /><br />تدور أحداث هذه القصص في الحارة.. عالم محفوظ اﻷثير المفعم بالحياة، أبطالها: فتوات، ومنجمون، وموسوسون، وأولياء، وهاربون، وشيوخ يراقبون ويتدخلون في شؤون الحارة وحياة أهلها، وأئمة زوايا، وجوه وأقنعة تخفي الكثير.<br /><br /><br />ثمانية عشر قصة لنجيب محفوظ تنشر للمرة اﻷولى في كتاب."
13630641,5835922,Fiksi Lotus Vol. 1,,9789792283532,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335939276l/13630641._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335939276l/13630641._SX50_.jpg,2012,5,,ind,Gramedia Pustaka Utama,false,19238581,1,452,868,231,53,5:50|4:94|3:72|2:11|1:4|total:231,2012,5,,3.76,231,53,"['800173', '1126', '13387', '648081', '8993', '6076026', '19879', '1455', '5031025', '13388', '24956', '5223', '5835922', '1466', '4176632']","['Maggie Tiojakin', 'Walter de la Mare', 'John Collier', 'Bjørnstjerne Bjørnson', 'O. Henry', 'Saki', 'Stephen Crane', 'Ernest Hemingway', 'Anton Chekhov', 'Shirley Jackson', 'Dorothy Parker', 'Franz Kafka', 'Naguib Mahfouz', 'Jean-Paul Sartre', 'W. Somerset Maugham']","['3.86', '3.99', '3.95', '3.38', '4.08', '3.94', '3.41', '3.83', '3.96', '3.95', '4.08', '3.89', '3.93', '3.99', '4.04']",[],[],[],"Seorang pria membeli ramuan di tengah malam buta untuk menaklukkan hati sang kekasih... John Collier<br /><br />Dua orang musuh bebuyutan terjerembab di malam pekat, menunggu nasib menentukan siapa di antara mereka yang akan selamat... Saki<br /><br />Seorang prajurit menemukan namanya dicetak di atas koran dan tak sabar mengumumkannya ke semua orang... Anton Chekhov<br /><br />Sang Kaisar sekarat, ia mengutus seorang kurir untuk mengantarkan pesan penting... Franz Kafka<br /><br />Dua orang pelayan berdebat tentang fungsi sebuah kafe... Ernest Hemingway<br /><br />Dan cerita pendek klasik lainnya terangkum di sini. Bermula dengan situs sederhana, Fiksi Lotus menghadirkan koleksi cerita pendek klasik dunia yang menarik dan tak jarang menggelitik bagi pembaca Indonesia. Keempat belas cerita yang telah dipilih untuk dihadirkan dalam volume perdana ini merupakan karya-karya besar sejumlah penulis ternama seperti Dorothy Parker, O. Henry, Naguib Mahfouz, dan masih banyak lainnya."
7044558,5835922,المسرحيات,9770917265,9789770917268,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,,,,دار الشروق,false,7294387,2,661,839,216,21,5:72|4:76|3:45|2:17|1:6|total:216,2006,,,3.88,216,21,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],ست مسرحيات من فصل واحد تصدر في كتاب واحد لأول مرة
134924,5835922,"Respected Sir, Wedding Song, The Search",0385498365,9780385498364,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497196321l/134924._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497196321l/134924._SY75_.jpg,2001,12,4,,Anchor,false,130010,2,454,834,200,16,5:90|4:63|3:40|2:5|1:2|total:200,2001,12,4,4.17,200,16,"['5835922', '5835922']","['Naguib Mahfouz', 'Naguib Mahfouz']","['3.93', '3.93']",[],[],[],"A new volume of three novels–previously published separately by Anchor–by Naguib Mahfouz, winner of the Nobel Prize in Literature. Together with <b>The Beggar, The Thief and The Dogs, and Autumn Quail<i> </i></b>(published by Anchor in December 2000), these novels represent a comprehensive collection of Mahfouz’s artful meditations on post-revolution Egypt. Diverse in style and narrative technique, they render a nuanced and universally resonant vision of modern life in the Middle East.<br /><br /><b>Respected Sir</b>, “a latter-day <b>Bleak House</b><i> </i>in Arabic” (<i>The New York Times</i>), revisits a familiar theme–vaulting ambition–in a powerful and religious metaphor. <b>Wedding Song</b><i>,</i> “one of Mahfouz’s most enjoyable works” (<i>The Chicago Tribune</i>), is a psychological drama, focusing on how four very different kinds of minds apprehend and reckon with the realities that surround them. <i>The Search</i> is a powerful, lurid, and compelling story of lust, greed, and murder."
4907738,5835922,Three Novels: Midaq Alley / The Thief and the Dogs / Miramar,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,,,eng,Quality Paperback Book Club,false,4973265,1,513,734,179,18,5:74|4:64|3:31|2:5|1:5|total:179,1989,,,4.10,179,18,"['5835922', '10039']","['Naguib Mahfouz', 'John Fowles']","['3.93', '3.94']","['77997', '17094464', '2116435']","['Trevor Le Gassick', 'M.M. Badawi', 'Fatma Moussa Mahmoud']","['3.80', '4.11', '3.79']","Considered by many to be Mahfouz's best novel, Midaq Alley centers around the residents of one of the hustling, teeming back alleys of Cairo. Also includes two of his other novels: Miramar, a tale of intersecting lives that provides us with a portrait of life in Egypt in the late 1960's; and The Thief and the Dogs, which depicts the fate of a Marxist thief, who has been released from prison and plans revenge."
