id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1268784,14167341,Тёмные аллеи,5352002373,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,,,rus,Азбука,false,2247887,41,7091,19411,4656,94,5:2347|4:1234|3:700|2:265|1:110|total:4656,1943,,,4.17,4100,46,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
1268788,14167341,Wolves & Other Love Stories,0884963039,9780884963035,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,10,1,,Capra Press,false,1257695,1,29,57,14,2,5:7|4:3|3:2|2:2|1:0|total:14,,,,4.07,14,2,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],"Thirty-two stories deal with sexual passion, the impermanence of love, the enigma of life, and the connection between love and death."
37362465,14167341,Mitya's Love (Classic Reprint),0260368717,9780260368713,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516433707l/37362465._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516433707l/37362465._SX50_.jpg,2018,7,29,,Forgotten Books,false,59030145,2,30,53,14,0,5:5|4:4|3:3|2:1|1:1|total:14,,,,3.79,13,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],"Excerpt from Mitya's Love<br /><br />He was actually twenty-one when his first book - a volume of verse - was pub lished at Orel, the capital of his native province and the birthplace Of Turgenev. Twelve years later, in 1903, Bunin was awarded the Pushkin Prize for literature, and had taken his place in the front rank of Chekhov's successors. After the death of Chekhov, in 1904, and the Revolution of 1905, Vladimir Korolenko survived as the representative of the older school of romantic fiction, but he had no followers of importance. The leadership of the new school of Realism fell to Maxim Gorky, about whom were grouped the.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
8325412,14167341,Verzamelde werken 1 - Verhalen 1892-1913,9028208755,9789028208759,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329642909l/8325412._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329642909l/8325412._SY75_.jpg,1995,,,nl,Van Oorschot,false,13174927,1,34,49,13,1,5:2|4:6|3:5|2:0|1:0|total:13,1994,,,3.77,13,1,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],"['5755691', '1989367']","['Margriet Berg', 'Marja Wiebes']","['3.90', '4.05']","Het proza van Ivan Boenin (1870-1953, waarin de ondergang van de Russische aristocratie een terugkerend thema is, bestaat voor een belangrijk deel uit verhalen. Deel 1 van zijn vierdelige Verzamelde werken bevat 32 verhalen uit de periode 1892-1913."
6480266,14167341,10 Jóias do Conto Russo,9726106923,9789726106920,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347376332l/6480266._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347376332l/6480266._SY75_.jpg,2003,7,,por,Campo das Letras,false,6671495,1,20,49,11,1,5:6|4:4|3:1|2:0|1:0|total:11,2003,7,1,4.45,11,1,"['19324334', '24951', '19324330', '6454067', '19324331', '5031025', '17715963', '43298', '19324335', '34055', '19324336', '1304124', '19324337', '14167341', '19324338']","['Aleksandre Bazine', 'Aleksandr Kuprin', 'Aleksandre Kuprine', 'Andrei Platonov', 'Andrei Platonaf', 'Anton Chekhov', 'Anton Tchekov', 'Yevgeny Zamyatin', 'Ievgueni Zamiatine', 'Isaac Babel', 'Issaak Babel', 'Yuri Nagibin', 'Iuri Naguibine', 'Ivan Alekseyevich Bunin', 'Ivan Bunine']","['4.45', '4.07', '4.45', '3.96', '4.45', '3.96', '4.24', '3.93', '4.45', '4.08', '4.45', '4.19', '4.45', '4.05', '4.45']",[],[],[],"Selecção a tradução de Aleksandre Bazine.<br /><br />Os contos aqui reunidos são da autoria de destacados autores russos, alguns dos quais já entraram na história da literatura universal. Liga-os, nesta colectânea, o tema do amor. Amores diferentes: amor-sacrifício, amor-recordação, amor destino, amor-traição, amor-profissional, amor-rotina, amor-assassino, amor-para-inglês-ver, amor-martírio. Criações literárias de uma invulgar qualidade que permite apropriadamente o título comum deste livro, 10 Jóias do Conto Russo.<br /><br />Aleksandre Kuprine; Andrei Platonaf; Anton Tchekov; Ievgueni Zamiatine; Issaak Babel; Iuri Naguibine; Ivan Bunine"
35389290,14167341,O Fantasma No Palácio dos Engenheiros e Outros Contos Russos,,9789899971554,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496934694l/35389290._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496934694l/35389290._SY75_.jpg,2017,6,,por,E-Primatur,false,56753748,1,40,49,13,4,5:2|4:6|3:5|2:0|1:0|total:13,2017,,,3.77,13,4,"['16937091', '16937092', '16937093', '445847', '1258792', '4919787', '14167341', '410680', '94099', '24952', '17359366', '295231']","['Larissa Shotropa', 'Leonor Abecasis', 'Isabel Oliveira Martins', 'Yury Tynyanov', 'Arkady Averchenko', 'Vladimir Korolenko', 'Ivan Alekseyevich Bunin', 'Ivan Turgenev', 'Fyodor Sologub', 'Nikolai Leskov', 'Mikhail Saltykov-Shchedrin', 'Alexander Blok']","['3.86', '3.77', '3.77', '4.08', '4.15', '3.98', '4.05', '3.92', '3.99', '3.88', '3.99', '4.18']",[],[],[],"Uma antologia invulgar que pretende demonstrar a riqueza do conto russo, com textos inéditos em língua portuguesa.<br /><br />A literatura russa tem uma riqueza e uma variedade que são, em grande parte, desconhecidas por nós. Conhecem-se essencialmente meia dúzia de nomes. Esta antologia pretende ajudar a colmatar essa lacuna, juntando alguns nomes de grande reconhecimento, como Ivan Bunin (o primeiro escritor russo galardoado com o Prémio Nobel), Aleksandr Kuprin ou Turguenev, com outros nomes grandes da literatura russa que, no entanto, não estão suficientemente divulgados fora do universo das letras russas: Aleksrandr Blok, Saltykov-Shchedrin, Nikolai Lesskov, Yuri Tynianov, Vladimir Korolenko, Fiodor Sologub ou Arkadi Averchenko.<br /><br />Desta forma traça-se a evolução do conto russo desde meados do século XIX até aos primórdios do século XX, dando a conhecer ao leitor português um vislumbre de uma paisagem literária pouco conhecida e imensamente vasta."
37922645,14167341,Солнечный удар,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,59636438,2,25,47,11,1,5:6|4:2|3:3|2:0|1:0|total:11,,,,4.27,10,1,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
10400771,14167341,И. А. Бунин. Собрание сочинений в четырех томах. Том 1,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1988,,,rus,Правда,false,15304706,1,24,46,10,0,5:6|4:4|3:0|2:0|1:0|total:10,1988,,,4.60,10,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],Первый том Собрания сочинений открывает автобиографическая заметка И.А.Бунина. Кроме того в первый том вошли стихотворения и рассказы 1892-1909 годов.
10386137,14167341,Racconti d'amore,8817166405,9788817166409,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304155890l/10386137._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304155890l/10386137._SY75_.jpg,1987,11,,ita,Bur Biblioteca Univ. Rizzoli,false,15289775,1,26,45,11,0,5:3|4:6|3:2|2:0|1:0|total:11,1987,11,,4.09,11,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
6482161,14167341,Amor que Santifica,8496180352,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347376380l/6482161._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347376380l/6482161._SY75_.jpg,2003,,,por,Bibliotex Editor (Diário de Notícias),false,6673427,1,41,42,16,2,5:0|4:4|3:4|2:6|1:2|total:16,2003,,,2.62,16,2,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
41153719,14167341,Чистый понедельник,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,64326746,1,22,42,11,0,5:5|4:2|3:1|2:3|1:0|total:11,,,,3.82,11,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"Они познакомились в декабре, случайно. Он, попав на лекцию Андрея Белого, так вертелся и хохотал, что она, случайно оказавшаяся в кресле рядом и сперва с некоторым недоумением смотревшая на него, тоже рассмеялась. Теперь каждый вечер он ехал в её квартиру, снятую ею исключительно ради чудесного вида на храм Христа Спасителя, каждый вечер возил её обедать в шикарные рестораны, в театры, на концерты. Чем все это должно было кончиться, он не знал и старался даже не думать: она раз и навсегда отвела разговоры о будущем…"
25195641,14167341,Митина любовь. Темные аллеи.,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,true,58292459,1,22,41,12,0,5:2|4:4|3:3|2:3|1:0|total:12,,,,3.42,12,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
5772931,14167341,Собрание сочинений. В 6-ти т. Т 6: Освобождение Толстого; О Чехове; Воспоминания; Дневники; Статьи.,5280000582,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1988,,,rus,Художественная литература,false,5944679,2,16,39,8,0,5:7|4:1|3:0|2:0|1:0|total:8,1988,,,4.88,8,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"В шестой том включено философско-публицистическое сочинение писателя - ""Освобождение Толстого"", ""Воспоминания о Чехове"", мемуарные очерки из книги ""Воспоминания"".<br />Публикуются также дневники Бунина, избранные статьи и выступления."
32732034,14167341,A Cold Autumn,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,53319767,1,27,37,10,3,5:2|4:5|3:1|2:2|1:0|total:10,,,,3.70,10,3,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
10782965,14167341,Тень птицы,5425073429,9785425073426,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,true,15695080,3,20,37,8,2,5:5|4:3|3:0|2:0|1:0|total:8,2000,1,1,4.62,7,2,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"Bunin - pervyj russkij pisatel, udostoennyj Nobelevskoj premii! Gluboko lichnyj xarakter prozy i utonchyonnuyu prostotu ego pronzitelnoj liriki kritiki srazu priznali nastoyashhim otkrytiem v oblasti literatury. V izdanie voshli izvestnye proizvedeniya Bunina, v polnoj mere raskryvayushhie vsyu glubinu ego talanta."
27437136,14167341,Первая любовь,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,false,47487627,2,20,35,8,0,5:4|4:3|3:1|2:0|1:0|total:8,,,,4.38,6,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"Рассказ «Первая любовь» образец самого светлого чувства, ведь темой здесь становится первая юношеская влюбленность, проходящая на фоне сельской идиллии.<br /><br />Главный герои влюблен в сестру своего друга девушку Сашу, и когда он воспринимает мир через любовь, жизнь кажется ему яркой, а ожидание тянется нестерпимо долго."
15702985,14167341,Чаша жизни,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339531378l/15702985._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339531378l/15702985._SY75_.jpg,1983,,,rus,Литература артистикэ,false,21363738,2,18,32,9,1,5:2|4:3|3:3|2:0|1:1|total:9,1913,,,3.56,8,1,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"В книгу вошли широко известные произведения классика русской литературы: ""Жизнь Арсеньева"", ""Суходол"", ""Сны Чанга"", ""Грамматики любви"", ""Господин из Сан-Франциско"" и другие,- в которых с огромной художественной силой выражена любовь писателя к России."
18296840,14167341,Ρωσικά χριστουγεννιάτικα διηγήματα,9608239257,9789608239258,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375779021l/18296840._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375779021l/18296840._SY75_.jpg,2004,,,gre,Νάρκισσος,false,25780446,1,15,32,8,1,5:3|4:2|3:3|2:0|1:0|total:8,2004,1,1,4.00,8,1,"['24952', '4919787', '5031025', '7210279', '24951', '14167341']","['Nikolai Leskov', 'Vladimir Korolenko', 'Anton Chekhov', 'Λώρα Άβερμπαχ', 'Aleksandr Kuprin', 'Ivan Alekseyevich Bunin']","['3.88', '3.98', '3.96', '4.11', '4.07', '4.05']","['4413774', '7210278']","['Ελένη Μπακοπούλου', 'Ευγενία Krichevskaya Ευσταθίου']","['4.18', '4.00']","""Πλησίαζαν οι μεγάλες μέρες"" - είναι η φράση με την οποία αρχίζει συχνά μια αφήγηση ή ένα διήγημα για τα Χριστούγεννα. Χαρούμενες μέρες των διακοπών, του στολισμένου χριστουγεννιάτικου δέντρου και των αμέτρητων δώρων, τα Χριστούγεννα είναι για τα παιδιά. Για τους ενήλικες αυτές οι μέρες είναι πράγματι ""μεγάλες"". Δεν είναι πάντα μέρες γλεντιού και ξεγνοιασιάς, συχνά είναι μέρες απολογισμού, ακόμα και αποδοκιμασίας, όταν σε βαραίνουν ιδιαίτερα όσα έχεις κάνει και ακόμα περισσότερο όσα έπρεπε, αλλά δεν μπόρεσες, ή δεν τόλμησες, ή αρνήθηκες να κάνεις. Τους μοναχικούς βαραίνει ακόμα περισσότερο η μοναξιά, τους προδομένους η προδοσία, τους λησμονημένους η λήθη.<br /><br />(από τον πρόλογο του βιβλίου)"
18132825,14167341,Lika,8321803268,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,,,pol,,false,25470542,1,15,31,8,0,5:3|4:3|3:0|2:2|1:0|total:8,1985,1,1,3.88,8,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
3299064,14167341,Повести и рассказы (Хрестоматия школьника),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,false,21894370,2,20,31,7,0,5:4|4:2|3:1|2:0|1:0|total:7,,,,4.43,6,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"В книгу вошли наиболее известные произведения И. А. Бунина: ""Суходол"", ""Гражданин из Сан-Франциско"", ""Сны Чанга"", ""Легкое дыхание"", ""Митина любовь"" и другие."
20637277,14167341,Листопад,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390750280l/20637277._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390750280l/20637277._SX50_.jpg,,,,rus,,false,39926670,1,10,29,7,0,5:3|4:3|3:0|2:1|1:0|total:7,,,,4.14,7,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
17693161,14167341,Воспоминания,5815903019,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364244561l/17693161._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364244561l/17693161._SY75_.jpg,2003,,,rus,Захаров,false,24728728,3,18,28,8,2,5:2|4:2|3:3|2:0|1:1|total:8,2003,1,1,3.50,8,2,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"По резкости оценок, не только литературных, но и политических, русский писатель, лауреат Нобелевской премии (1933) Иван Алексеевич Бунин (1870-1953) не знал себе равных. Со свойственной его натуре правдивостью, непосредственностью и мастерством он описал в своих воспоминаниях и дневниках все виденное и пережитое - начиная с Октябрьской революции, которую он, в отличие от многих своих собратьев по перу, отвергал с самого начала и до конца жизни в эмиграции в Париже."
15863836,14167341,Verzamelde werken 3 - Het leven van Arsenjev; Verhalen 1937-1952,9028208771,9789028208773,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346235409l/15863836._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346235409l/15863836._SY75_.jpg,1997,,,nl,Van Oorschot,false,21613735,1,22,26,7,1,5:2|4:1|3:4|2:0|1:0|total:7,1997,1,1,3.71,7,1,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],"['5755691', '1989367']","['Margriet Berg', 'Marja Wiebes']","['3.90', '4.05']","In deel 3 van de Verzamelde werken van Ivan Boenin neemt de grotendeels autobiografische roman Het leven van Arsenjev de meeste plaats in. Hierin wordt de sfeer van Rusland van vóór de revolutie opgeroepen. Hoofdpersoon Aleksej Arsenjev vertelt over zijn jeugd op het platteland, zijn schooljaren in de stad, het opkomen van de revolutionaire beweging en zijn groei naar volwassenheid. De eerste vier hoofdstukken verschenen in 1929, het vijfde en langste hoofdstuk verscheen afzonderlijk in 1933, het jaar waarin Boenin als eerste Russische schrijver de Nobelprijs voor literatuur kreeg. Daarnaast bevat dit deel de verhalen uit de periode 1937-1953. Boenin reageerde verontwaardigd op 'vileine zielen' die een aantal ervan als erotisch bestempelden. Zelf rekende hij deze latere verhalen tot zijn beste werk."
29970620,14167341,Ο κύριος από το Σαν Φραντσίσκο / Ωραία Ζωή,,9789602112663,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461242621l/29970620._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461242621l/29970620._SX50_.jpg,1996,12,,gre,ΝΕΦΕΛΗ,false,50366981,1,9,26,7,0,5:3|4:0|3:3|2:1|1:0|total:7,,,,3.71,7,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],['14848400'],['Αντώνης Βογιάζος'],['3.56'],
29085294,14167341,Муза,9785699192,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455367778l/29085294._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455367778l/29085294._SY75_.jpg,,,,rus,,false,49318363,1,9,26,6,0,5:2|4:4|3:0|2:0|1:0|total:6,,,,4.33,6,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"ассказ написан 17 октября 1938 года, вошёл в сборник ""Тёмные аллеи"".<br /><br />Близилась Вторая мировая война, Бунин лично столкнулся с фашистами в 1936 году, путешествуя по Германии: в Линдау его арестовали и подвергли бесцеремонному и унизительному обыску. Хотя в произведениях Бунина нет прямых отсылок к этим событиям, они в значительной мере повлияли на общее настроение его творчества. Ощущение катастрофичности бытия, одиночества, невозможности счастья, свойственные прозе Бунина и раньше, в эти годы только усиливается.<br />Как и все произведения цикла ""Тёмные аллеи"", рассказ ""Муза"" раскрывает тему любви. Главный стилевой принцип рассказа - антитеза. Он проявляет себя на всех уровнях.<br />Повествование ведётся от 1-го лица в форме воспоминания, а это значит, что взгляд на события даётся через призму восприятия рассказчика, следовательно, это субъективный взгляд. Бунин выбирает такую форму повествования, чтобы показать образ рассказчика изнутри: какие из событий тех далёких лет были для него наиболее важны, какие чувства они вызывали.<br /><br />В произведении два центральных образа: рассказчика и консерваторки Музы Граф. Присутствует ещё ""некто Завистовский"", но его образ вторичен и во многом параллелен образу рассказчика."
17213038,14167341,L'affare dell'alfiere Elaghin,8838908680,9788838908682,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357498134l/17213038._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357498134l/17213038._SX50_.jpg,1992,11,,ita,Sellerio,false,23695954,2,16,25,8,1,5:1|4:1|3:4|2:2|1:0|total:8,1925,,,3.12,7,1,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],['5045686'],['Rinaldo Küfferle'],['4.31'],"Ivan Bunin scrisse <i>L'affare dell'alfiere Elaghin</i> nel 1925, nelle Alpi Marittime dove viveva da esule. è la ricostruzione di un celebre caso passionale: l'assassinio, mai chiarito, mai compreso a pieno, dell'attrice polacca Visnovska per mano del suo innamorato, l'ufficiale della guardia Bartenev. Bunin ne fa uno studio letterario di psicologia dell'amore."
486197,14167341,The Liberation of Tolstoy: A Tale of Two Writers,0810117525,9780810117525,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,4,18,,Northwestern University Press,false,474483,3,29,24,8,2,5:2|4:1|3:2|2:1|1:2|total:8,2001,4,18,3.00,7,2,"['14167341', '5802446', '715216']","['Ivan Alekseyevich Bunin', 'Vladimir Khmelkov', 'Thomas Gaiton Marullo']","['4.05', '2.71', '3.81']",[],[],[],"This first annotated translation of Ivan Bunin's <i>The Liberation of Tolstoy</i> is a timely accompaniment to the ongoing revival of the Russian writer, both in his homeland and the West. Written in 1937, more than two decades after Leo Tolstoy's death, <i>The Liberation of Tolstoy</i>--equal parts biography, memoir, and literary study--serves as a dialogue between two great writers on the <i>proklyatye voprosy, </i>or ""damned questions,"" of life.<br />"
28931665,14167341,Целувката,,9786191527700,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454585201l/28931665._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454585201l/28931665._SX50_.jpg,2016,1,,bul,Изток-Запад,false,49150502,1,17,23,7,0,5:0|4:3|3:3|2:1|1:0|total:7,2016,1,,3.29,7,0,"['1244', '5031025', '8993', '14167341', '5132', '11139', '5780792', '13398185', '7267139', '14982545', '14982544', '8340278']","['Mark Twain', 'Anton Chekhov', 'O. Henry', 'Ivan Alekseyevich Bunin', 'Kate Chopin', 'Mary Wollstonecraft Shelley', 'Марк Твен', 'Антон Павлович Чехов', 'О. Хенри', 'Иван Бунин', 'Кейт Шопън', 'Мери Шели']","['3.86', '3.96', '4.08', '4.05', '3.71', '3.80', '4.19', '4.06', '4.15', '4.10', '3.29', '3.83']",['4837908'],['Огняна Иванова'],['4.06'],"Любовта, която е вечна и принадлежи на всички времена, е обединила авторите в събраните тук разкази с техните вълнения и страсти, сантименталност и романтика, загадъчност и хумор. Това са истории и сърдечни премеждия, които се помнят цял живот. Тръгваме от началото на света, от първата любов – на Адам и Ева, минаваме през мъките на безсмъртния влюбен, разхождаме се влюбени по улиците на Москва и Одеса, пътуваме с параход на любовта, страдаме от любовни драми в Америка, запознаваме се с любовта на героите на непревежданата досега забележителна писателка Кейт Шопън...<br />Неповторим и прекрасен свят!<br /><br />Подбор и превод: Огняна Иванова"
1268782,14167341,The Dreams of Chang and Other Stories,1589639596,9781589639591,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1257689,2,13,23,6,0,5:1|4:4|3:0|2:1|1:0|total:6,2002,7,1,3.83,6,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
25997983,14167341,Het leven van Arsenjev,,9789041711601,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438099808l/25997983._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438099808l/25997983._SY75_.jpg,2015,3,,nl,Uitgeverij Rainbow,false,45913688,1,15,22,6,0,5:0|4:4|3:2|2:0|1:0|total:6,2015,3,1,3.67,6,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],"In deze sterk autobiografische roman wordt de sfeer van Rusland van vóór de revolutie opgeroepen. Hoofdpersoon Aleksej Arsenjev vertelt over zijn jeugd op het platteland, zijn schooljaren in de stad, het opkomen van de revolutionaire beweging en zijn groei naar volwassenheid. De eerste vier hoofdstukken verschenen in 1929, het vijfde en laatste hoofdstuk verscheen afzonderlijk in 1933. <br /><br />'Het leven van Arsenjev is een poging te redden wat er te redden valt, een ontwapenende reeks indrukken, beelden, geuren en geluiden.' - de Volkskrant <br /><br />Ivan Boenin was in 1933 de eerste Russische schrijver die de Nobelprijs voor de Literatuur won."
17937023,14167341,Собрание сочинений в 4 томах. Том 3. Рассказы и повести 1917-1930. Жизнь Арсеньева,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466631090l/17937023._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466631090l/17937023._SX50_.jpg,1988,,,rus,Правда,false,25147681,1,10,21,5,1,5:1|4:4|3:0|2:0|1:0|total:5,1988,1,1,4.20,5,1,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
