id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
13165142,134980,The Hunger Angel,080509301X,9780805093018,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333549068l/13165142._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333549068l/13165142._SX50_.jpg,2012,4,24,eng,Metropolitan Books,false,6966223,90,11115,15768,4053,495,5:1302|4:1483|3:878|2:302|1:88|total:4053,2009,,,3.89,1794,230,['134980'],['Herta Müller'],['3.61'],['157558'],['Philip Boehm'],['4.03'],"It was an icy morning in January 1945 when the patrol came for seventeen-year-old Leo Auberg to deport him to a camp in the Soviet Union. Leo would spend the next five years in a coke processing plant, shoveling coal, lugging bricks, mixing mortar, and battling the relentless calculus of hunger that governed the labor colony: one shovel load of coal is worth one gram of bread.<br /><br />In her new novel, Nobel laureate Herta Müller calls upon her unique combination of poetic intensity and dispassionate precision to conjure the distorted world of the labor camp in all its physical and moral absurdity. She has given Leo the language to express the inexpressible, as hunger sharpens his senses into an acuity that is both hallucinatory and profound. In scene after disorienting scene, the most ordinary objects accrue tender poignancy as they acquire new purpose—a gramophone box serves as a suitcase, a handkerchief becomes a talisman, an enormous piece of casing pipe functions as a lovers' trysting place. The heart is reduced to a pump, the breath mechanized to the rhythm of a swinging shovel, and coal, sand, and snow have a will of their own. Hunger becomes an insatiable angel who haunts the camp day and night, but also a bare-knuckled sparring partner, delivering blows that keep Leo feeling the rawest connection to life.<br /><br />Müller has distilled Leo's struggle into words of breathtaking intensity that take us on a journey far beyond the Gulag and into the depths of one man's soul."
43304785,134980,Revista Scena9 (nr. 1),,9772602040012,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545406764l/43304785._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545406764l/43304785._SX50_.jpg,2018,12,,rum,Fundatia9,false,67201644,1,185,516,109,13,5:85|4:20|3:3|2:1|1:0|total:109,,,,4.73,109,13,"['16550275', '1218', '134980', '6435338', '7406796', '18717375', '15203593', '10478222', '18717376', '10478216']","['Scena 9', 'Jon Ronson', 'Herta Müller', 'Andra Matzal', 'Luiza Vasiliu', 'Vlad Odobescu', 'Ioana Pelehatăi', 'Ionuţ Dulămiţă', 'Diana Meseșan', 'Ionuţ Sociu']","['4.69', '3.90', '3.61', '4.10', '3.96', '4.58', '4.53', '4.38', '4.70', '4.42']",[],[],[],"Noi, echipa de jurnaliști de la Scena9, lansăm primul număr tipărit al revistei Scena9, o publicație-eveniment de peste 200 de pagini, în care am adunat câteva zeci de jurnaliști, ilustratori, fotografi, designeri, scriitori, regizori și-am explorat probleme ce țin de educație, justiție, sănătate, artă, religie, filosofie. În paginile revistei Scena9, unii dintre cei mai importanți artiști contemporani români trasează harta culturală a țării și a lumii, așa cum a arătat ea în 2018.<br /><br />Ce găsești în revistă (printre altele):<br />• Un eseu-mărturie al Hertei Muller, laureată a Premiului Nobel pentru Literatură în 2009<br />• un interviu cu Jon Ronson, unul dintre cei mai populari autori de nonfiction din lume<br />• un reportaj-eseu de Andra Matzal, plecată prin țară în căutarea răspunsurilor la dubla întrebare De ce citim atât puțin?/De ce citim, de fapt?<br />• un profil al scriitorului-medic Florin Chirculescu, un excelent autor român de science fiction (și nu doar), scris de Luiza Vasiliu<br />• Republica Moldova prin ochii artiștilor ei, desenată de Vlad Odobescu<br />• portretul Alinei Șerban, prima actriță și regizoare romă care aduce povestea robiei din România în teatrele de stat, redat de Ioana Pelehatăi<br />• profilul Ivanei Mladenovic, regizoarea sârbă care-a zguduit lumea filmului românesc cu un debut despre o idilă gay în Ferentari, creionat de Ionuț Dulămiță<br />• Minerva - arhiva principalelor ziare din Cluj în perioada comunistă și felul în care i-a legat pe oameni peste ani, un reportaj de Diana Meseșan<br />• Cu Greyhound-ul prin America lui Trump, o călătorie de Ionuț Sociu"
2343635,134980,Hunger und Seide,3499136015,9783499136016,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340051939l/2343635._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340051939l/2343635._SY75_.jpg,1997,,,ger,Rowohlt Taschenbuch Verlag,false,2350345,10,315,515,128,14,5:44|4:51|3:27|2:4|1:2|total:128,1995,,,4.02,53,2,['134980'],['Herta Müller'],['3.61'],[],[],[],
13548630,134980,Mereu aceeaşi nea şi mereu acelaşi neică,9736894401,9789736894404,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331891959l/13548630._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331891959l/13548630._SY75_.jpg,2011,,,rum,Humanitas Fiction,false,19024465,17,315,478,123,9,5:34|4:49|3:33|2:6|1:1|total:123,2011,,,3.89,46,1,"['134980', '5778352']","['Herta Müller', 'Alexandru Al. Şahighian']","['3.61', '3.84']",[],[],[],"Herta Müller, această autoare atât de neobişnuită, oferă în episoadele biografice care-i alcătuiesc cartea o privire foarte personală asupra scrisului ei, a căutării obstinate a cuvântului adevărat, dar şi asupra epocii. Cartea e, aşadar, deopotrivă autoportretul autoarei, permiţând cititorului urmărirea unui drum care duce din micul sat bănăţean, la literatură şi la literatura universală, precum şi o discuţie despre politică şi violenţa Puterii – portretul unei epoci pline de imperative nedrepte şi obtuze, creionată precis şi necruţător. <br />Cu simţul demnităţii personale şi cu o morală a lucrurilor simple – a ceea ce nu trebuie făcut cu nici un preţ –, autoarea nu putea să nu ajungă în vizorul Securităţii. Climatul de suspiciune şi frică din acel timp e revelator pentru mulţi dintre noi, fie că am trăit epoca sau nu – fiindcă, scriind despre sine şi despre germanii din România, Herta Müller scrie implicit despre noi toţi cei de-aici. – Fireşte, „literatura nu poate schimba toate astea“ – spune autoarea. „Dar poate inventa prin limbă un adevăr – fie asta şi după –, care să ne arate ce se-ntâmplă în noi şi în jurul nostru atunci când valorile deraiază. Literatura îi vorbeşte fiecărui om în parte – ea este proprietate privată care-ţi rămâne în cap... Nimic altceva care să ne vorbească tot atât de stăruitor ca o carte. Şi care să nu ne ceară nimic în schimb, în afară de-a gândi şi a simţi.“<br />Alte consideraţii despre scris şi singurătatea scrisului, despre autori ce-i sunt aproape Hertei Müller, prieteni sau contemporani – Oskar Pastior, Canetti, M. Blecher, Cioran (prins într-un pătrunzător portret) – ori despre Maria Tănase şi cântecele ei, întregesc acest volum important, dovedind totodată participarea empatică, sensibilitatea autoarei pentru limba şi cultura română."
16099628,134980,Vater telefoniert mit den Fliegen,,9783446238572,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543328795l/16099628._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543328795l/16099628._SY75_.jpg,2012,,,ger,Hanser,false,21909196,3,119,207,47,5,5:25|4:17|3:4|2:1|1:0|total:47,2012,,,4.40,40,4,['134980'],['Herta Müller'],['3.61'],[],[],[],
25536159,134980,Granta Portugal 5: Falhar Melhor,9896712603,9789896712600,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431594725l/25536159._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431594725l/25536159._SX50_.jpg,2015,4,,por,Tinta da China,false,45326595,1,118,193,53,6,5:8|4:22|3:21|2:0|1:2|total:53,2015,4,1,3.64,53,6,"['4419503', '7065662', '6587309', '6427744', '2196760', '2578', '5816518', '171414', '928079', '134980', '1203531', '695', '5657', '13983316', '13983317', '5754757', '3039618']","['Carlos Vaz Marques', 'Bruno Vieira Amaral', 'Rui Ângelo Araújo', 'Joana Bértholo', 'Claudia Clemente', 'Jonathan Franzen', 'Paulo Varela Gomes', 'Howard Jacobson', 'Pedro Mexia', 'Herta Müller', 'Jacinto Lucas Pires', 'Simon Schama', 'Gore Vidal', 'Patrícia Almeida', 'David-Alexandre Guéniot', 'Catarina Sobral', 'Jorge Colombo']","['3.72', '3.76', '3.59', '4.02', '3.63', '3.74', '3.86', '3.20', '3.47', '3.61', '3.29', '3.96', '3.91', '3.56', '3.64', '4.05', '3.78']",[],[],[],"Falhar melhor. O temperamento de cada um ditará se há na expressão de Beckett pessimismo, optimismo ou resignação. Ela é de tal modo poderosa, que corre o risco de vir a banalizar-se. Talvez já esteja à beira do lugar-comum. Dá bons títulos. É preciso voltar a lê-la no contexto em que nos foi oferecida pelo escritor irlandês em Worstward Ho, um dos seus últimos trabalhos. 'Tudo desde sempre. Nunca outra coisa. Nunca ter tentado. Nunca ter falhado. Não importar. Tentar outra vez. Falhar outra vez. Falhar melhor.' O desafio lançado aos autores que fazem este número está contido na brecha aberta entre o optimismo e o pessimismo, entre a ideia de falhar e a perspectiva de aperfeiçoamento. Um salto sem rede."
42740048,134980,Hunger och siden: Män och kvinnor i vardagen,,9789175892863,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541798321l/42740048._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541798321l/42740048._SX50_.jpg,2018,11,5,swe,Novellix,false,72959893,1,52,145,38,3,5:6|4:21|3:9|2:2|1:0|total:38,2018,11,5,3.82,38,3,"['134980', '15759578']","['Herta Müller', 'Bodil Zalesky']","['3.61', '3.88']",[],[],[],"På juldagen år 1989 avrättades Nicolae Ceauescu. Då hade han under mer än tjugo år styrt Rumänien med järnhand, utarmat hela befolkningen och skapat en totalitär stat, genomsyrad av medborgarnas rädsla. Oerhört drabbande beskriver Herta Müller här hur hunger och skräck påverkade rumänernas vardag, och hur folket i allmänhet och kvinnorna i synnerhet förföljdes och kontrollerades i en av kalla krigets kommunistdiktaturer.<br /><br />För var och en kommer livet att klyvas i två delar: i Ceauescus tid och i tiden efter. Och där hunger och siden en gång och sedan om och om igen har vidrört varandra, där ett helt land förtätats till några få kvadratmeter som slagit runt som vanvett framför ögonen, där stannar rädslan kvar. Envetet och seglivat, rytmiskt som slagen från ett andra hjärta i knäna, följer den stegen."
7406641,134980,Der fremde Blick oder Das Leben ist ein Furz in der Laterne,3835306499,9783835306493,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340088899l/7406641._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340088899l/7406641._SY75_.jpg,2009,10,16,ger,Wallstein,false,14554303,3,83,125,32,9,5:9|4:12|3:10|2:1|1:0|total:32,1999,,,3.91,10,2,['134980'],['Herta Müller'],['3.61'],[],[],[],"Der 'Fremde Blick' ist kein literarisches Merkmal, er entsteht vielmehr durch Überwachung und Verfolgung in einem totalitären Staat. Herta Müller erzählt eindringlich, wie sich ihr 'Fremder Blick' unter der Diktatur Ceausescus in Rumänien entwickelte, und wie sie ihn bei ihrer Auswanderung nach Deutschland unweigerlich mitbringen mußte."
9274358,134980,Cristina e il suo doppio,8838924708,9788838924705,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319398689l/9274358._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319398689l/9274358._SX50_.jpg,2010,,,ita,Sellerio,false,14156152,4,99,121,30,5,5:10|4:11|3:9|2:0|1:0|total:30,2009,,,4.03,13,2,['134980'],['Herta Müller'],['3.61'],['4672204'],['Mario Rubino'],['3.82'],"«Dovunque arrivassi, mi sono trovata a dover convivere con questo mio doppio. Non si limitavano a mandarmelo al seguito, succedeva anche che mi precorresse. Benché sin dall’inizio io abbia scritto sempre e soltanto contro la dittatura, il mio doppio continua fino ad oggi a battere la sua strada per i fatti propri. Si è reso autonomo».<br />Solo dopo insistenti richieste e ripetuti tentativi nel 2004 Herta Müller ha potuto visionare il suo doppio, ovvero il fascicolo che la Securitate di Bucarest aveva costruito ai suoi danni. Nome in codice «Cristina», novecento pagine di un dossier incompleto, sottoposto ad accurata «pulizia» da parte dei nuovi servizi rumeni, quelli non più comunisti. E seguendo il fascicolo l’autrice ha scritto questo, da lei stessa definito «racconto autobiografico». Lucida testimonianza letteraria sull’arma più micidiale in mano al potere opaco, che domina mediante il possesso esclusivo dell’informazione: l’arma della disinformazione. Più sottile della semplice calunnia, che agisce soprattutto tra i nemici, la disinformazione invece punta a distruggere le vittime nel campo degli amici, seminando quei dubbi e sospetti che proprio gli amici debbono temere. Herta Müller ne fu vittima, perché tedesca in terra rumena e perché scrittrice «ai margini». Sul lavoro, fu contattata dalla Securitate, che le chiese di diventare informatrice. Al suo rifiuto, scattarono i caratteristici tre momenti della trappola della «disinformazia». Primo: diffusione da parte del centro della falsa notizia che la vittima fosse un’informatrice del servizio stesso. Secondo: notizia «registrata» dal servizio, in apparente oggettività, che nell’ambiente della vittima si diffondeva una certa diffidenza a causa di sospetti sulla sua lealtà. Infine, terzo tempo: fonti di stampa diffondevano come «notizia» che i servizi avevano registrato informazioni sulle diffidenze.<br />Un libretto istruttivo, dunque, non solo per capire la vita governata dalle spie nel mondo comunista al suo epilogo; ma anche per orientarsi in luoghi e tempi lontani dal comunismo: dovunque, e accade sempre più spesso, ci sfiori l’esperienza della disinformazione."
20877180,134980,Barrevoetse februari,9044517414,9789044517415,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471965249l/20877180._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471965249l/20877180._SY75_.jpg,2014,1,31,nl,De Geus,false,2055151,7,63,118,34,6,5:9|4:8|3:11|2:2|1:4|total:34,1987,,,3.47,21,5,['134980'],['Herta Müller'],['3.61'],[],[],[],"Een groep zigeuners die onrust in het dorp brengt; een straat die alleen geasfalteerd is aan de kant van de burgemeesterswoning; de zondagen waarop een vader in een zwarte jas het huis verlaat en ’s avonds dronken thuiskomt. In <i>Barrevoetse februari</i> verwerkte Herta Müller ervaringen uit haar jeugd in een primitief Roemeens dorp met een Duitstalige bevolking, en uit haar leven in de stad onder de dictatuur van Ceaucescu. Angst en wantrouwen, en pijn om het verlies van vrienden, vormen de rode draad in deze schetsen."
3329413,134980,Die blassen Herren mit den Mokkatassen,3446206779,9783446206779,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340089308l/3329413._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340089308l/3329413._SX50_.jpg,2005,8,8,ger,Carl Hanser Verlag GmbH & Co. KG,false,3367406,1,62,113,28,2,5:11|4:10|3:5|2:1|1:1|total:28,2005,8,8,4.04,28,2,['134980'],['Herta Müller'],['3.61'],[],[],[],"Ein literarisches und ein optisches Vergnügen, Gedicht und Collage zugleich: Aus Zeitungsausschnitten und Bildern setzt Herta Müller ihre Texte zusammen, so dass jedes einzelne Gedicht zu einer ebenso verspielten wie künstlerisch konsequenten Collage wird. Ein wunderbares, unvergleichliches Buch, das zeigt, zu welchen spielerischen Formen die poetische Phantasie finden kann."
9456682,134980,مختارات من كتاب نوبل : همنجواي، ليسنج، مولر,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,,,ara,الهيئة العامة لقصور الثقافة - القاهرة,false,14341505,1,113,101,34,12,5:3|4:7|3:10|2:14|1:0|total:34,2010,,,2.97,34,12,"['1455', '7728', '134980', '3405834', '2737639']","['Ernest Hemingway', 'Doris Lessing', 'Herta Müller', 'حسين عيد', 'إرنست همنغواي']","['3.83', '3.65', '3.61', '3.16', '3.38']",[],[],[],يحتوى هذا الكتاب على تراجم خمس عشرة قصة قصيرة لثلاثة كتاب حصلوا على جائزة نوبل فى الأدب<br /><br /> الأمريكى إرنست همنجواى : نوبل 1954<br />- قطة فى المطر<br />- عجوز على الجسر<br />- مكان نظيف جيد الإضاءة<br />- مخيم هندى<br />- حكاية قصيرة جدا<br /><br />الإنجليزية دوريس لسنج : نوبل 2007<br />- رحلة طيران<br />- هجوم معتدل للجراد<br />- فى المعرض الوطنى<br />- التحديق <br />- أنا بصفتى رياضية<br /><br />الألمانية هرتا مولر : نوبل 2009<br />- حمام سويبيان<br />- أوتوبيس الأرياف<br />- أسرتى<br />- موعظة الجنازة<br />- عن قصات شوارب وشعر ألمانية
6967828,134980,Die Nacht ist aus Tinte gemacht: Herta Müller erzählt ihre Kindheit im Banat,3932513886,9783932513886,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340088769l/6967828._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340088769l/6967828._SX50_.jpg,2009,8,31,ger,Supposé,false,7206719,1,53,98,22,0,5:13|4:7|3:1|2:1|1:0|total:22,2009,,,4.45,22,0,"['134980', '5596250', '1015806']","['Herta Müller', 'Thomas Böhm', 'Klaus Sander']","['3.61', '3.92', '4.46']",[],[],[],
12575701,134980,In trappola,8838925127,9788838925122,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319399092l/12575701._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319399092l/12575701._SX50_.jpg,2010,10,1,ita,Sellerio,false,4642863,5,50,81,21,6,5:5|4:8|3:8|2:0|1:0|total:21,1996,,,3.86,1,0,"['134980', '1652782']","['Herta Müller', 'Federica Venier']","['3.61', '2.75']",[],[],[],"Più che saggi letterari questi tre scritti di Herta Müller possono essere definiti incontri con una poesia intesa come vita, come pane quotidiano, come unico mezzo per sopravvivere. L’autrice riflette infatti su tre poeti e racconta del loro esprimersi in poesia, cercando nella loro esperienza l’«immagine dell’essere umano». Esperienza che non fu solo quella del totalitarismo, ma fu soprattutto, per loro e per una fetta importante di umanità, quella della continuità inconcepibile del totalitarismo: attraverso il nazismo, la guerra, i campi di concentramento, fino ai regimi comunisti dell’est europeo. Generazioni diverse e successive, perdute entro questa continuità senza vie di fuga dalla trappola. Cioè da quell’impasto di «paura di morire»; di angoscia di sapere (come Primo Levi) di essere legati a un capo della corda all’altro capo della quale sono i sommersi, i morti, e «che alla fine sono loro i più forti»; e di senso di colpa per appartenere a un’identica storia. La stessa trappola, del resto, prigione dell’autrice, che invisa al regime per le sue idee e per la sua provenienza etnica di tedesca sotto Ceauşescu, aveva contemporaneamente presente il ricordo colpevole del padre militare nelle SS. A questo assurdo indicibile solo la poesia come modo d’essere può ridare la parola. Così, molto più che scrivere di letteratura su sofferti poeti del mondo tedesco, Herta Müller legge, attraverso la poesia, nel vissuto, scava stati dell’animo come emergono dalle parole clandestine di tre menti vietate, deportate, dimenticate o suicide. Riflette sulla condizione di chi è costretto a dover scegliere sempre tra tre categorie di appartenenza: chi collabora volontariamente, chi può essere chiamato a collaborare e chi rifiuterà di collaborare lasciandosi come unica possibilità la poesia, detta o taciuta, emersa o sepolta per sempre."
29813045,134980,"Αντίδωρο για τον Ανταίο Χρυσοστομίδη: ""Να κοιτάζεις κάτι ωραίο...""",,9789605052324,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459943652l/29813045._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459943652l/29813045._SX50_.jpg,2016,,,gre,Άγρα - Ίκαρος - Εκδόσεις Καστανιώτη,false,50181910,1,41,70,16,5,5:8|4:6|3:2|2:0|1:0|total:16,2016,1,,4.38,16,5,"['4413883', '243571', '593480', '17175471', '125772', '163635', '16290', '164545', '14080', '134980', '3503583', '15496', '4142981', '15156208', '52069', '174045', '3449', '6434062', '15156209', '25334', '6555918', '15156210']","['Ανταίος Χρυσοστομίδης', 'Niccolò Ammaniti', 'Maurice Attia', 'Alan Holinghurst', 'Aris Fioretos', 'Daniel Kehlmann', 'Donna Leon', 'Norman Manea', 'Colum McCann', 'Herta Müller', 'Paolo Di Paolo', 'Amos Oz', 'Leonardo Padura', 'Annie E. Proulx', 'Santiago Roncagliolo', 'Ingo Schulze', 'Graham Swift', 'A.B. Yehoshua', 'Enrque Vila - Matas', 'Sarah Waters', 'Κώστας Κοσμάς', 'Μικέλα Χαρτουλάρη']","['3.87', '3.70', '3.99', '4.38', '3.51', '3.70', '3.88', '3.76', '3.92', '3.61', '3.51', '3.86', '4.07', '4.38', '3.61', '3.29', '3.66', '3.74', '4.38', '3.76', '3.44', '4.38']",[],[],[],"Κυκλοφόρησε με σύμπραξη των Εκδόσεων Άγρα, Ίκαρος και Καστανιώτης τιμητικός τόμος για τον ΑΝΤΑΙΟ ΧΡΥΣΟΣΤΟΜΙΔΗ, φτιαγμένος από φίλους του και συνεργάτες στις εκδόσεις, τις μεταφράσεις και τις ταινίες «Οι κεραίες της εποχής μας». Με τη φροντίδα της Μικέλας Χαρτουλάρη, 19 διάσημοι ξένοι συγγραφείς γράφουν για τον Ανταίο: Χέρτα Μύλλερ (βραβείο Νόμπελ), Άμος Οζ, Νικολό Αμμανίτι, Λεονάρντο Παδούρα, Ίνγκο Σούλτσε, Ενρίκε Βίλα-Μάτας, Σάρα Ουώτερς, Αβραάμ Γεοσούα, Πάολο ντι Πάολο, Άνι Πρου, Κόλουμ ΜακΚαν, Νόρμαν Μάνεα, Ντάνιελ Κέλμαν, Ντόνα Λεόν, Άρης Φιορέτος, Άλαν Χόλινγκχερστ, Μωρίς Αττιά, Σαντιάγκο Ρονκαλιόλο, Γκράχαμ Σουίφτ.<br /><br />Ο τόμος περιέχει και τα 3 πεζογραφήματα που έγραψε ο Ανταίος Χρυσοστομίδης στο τέλος της ζωής του: το ανέκδοτο «Νεκρή φύση με κουραμπιέδες σε νοσοκομείο», με πρωταγωνιστή τον Αντόνιο Ταμπούκι, στο οποίο συντελείται ένα θαύμα, τα «Κίτρινα παπούτσια», που έκανε μεγάλη αίσθηση όταν πρωτοκυκλοφόρησε το 2014 σε επετειακό τόμο των εκδόσεων Ίκαρος, και το ανέκδοτο «Ιβίσκος», απ’ όπου και η φράση «Να κοιτάζεις κάτι ωραίο...». Τα δύο τελευταία πραγματεύονται λογοτεχνικά την υπό εξέλιξη ασθένεια και τη στάση απέναντί της.<br /><br />Την έκδοση συνοδεύουν 26 φωτογραφίες και αναλυτικό εργοβιογραφικό σημείωμα.<br /><br />Ο Ανταίος Χρυσοστομίδης γεννήθηκε στο Κάιρο της Αιγύπτου το 1952 και έφυγε από τη ζωή στις 14 Αυγούστου 2015, χτυπημένος από μια εκφυλιστική, βασανιστική, παραλυτική ασθένεια."
2050212,134980,Children of Ceausescu,1884167101,9781884167102,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354902329l/2050212._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354902329l/2050212._SX50_.jpg,2005,8,1,,Umbrage Editions,false,2055148,2,63,60,14,1,5:9|4:1|3:3|2:1|1:0|total:14,2001,1,1,4.29,13,1,"['516251', '134980']","['Kent Klich', 'Herta Müller']","['3.97', '3.61']",[],[],[],"Decades after the fall of the iron curtain and the overthrow and execution of brutal Romanian dictator Nicholas Ceausescu, the worst AIDS epidemic among children in the world bears out its infamous legacy in Romania, still one of the poorest and most fractured societies in Eastern Europe.<br /><br />Beginning in 1994 and for the next five years, Magnum photographer Kent Klich traveled to Romania to document the appalling aftermath of Ceausescu’s horror. Nobel winner Herta Müller contributed a poignant essay to this project.<br /><br /> <br /><br />"
2926898,134980,Este sau nu este Ion,9736819949,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,,,rum,Polirom,false,2954240,2,52,54,16,2,5:4|4:4|3:3|2:4|1:1|total:16,2005,,,3.38,15,2,['134980'],['Herta Müller'],['3.61'],[],[],[],"Cartea este insotita de un CD audio continind poeziile in lectura autoarei, realizat in colaborare cu sectia romana a Deutsche Welle (redactor Rodica Binder).<br /><br />Volumul reuneste poezii scrise de Herta Muller folosind cuvinte decupate din reviste, cu precadere din Plai cu boi: texte vaporoase, suprarealiste, jucause. Un deliciu literar si vizual, poeme si colaje simultan, un volum care se cere nu numai citit, ci si privit. Este prima carte scrisa in romana a autoarei de la plecarea in 1987 in Germania.<br /><br />„Herta Muller isi scoate de sub pat, de sub cap, plaiul cu boi, ia forfecuta de unghii si harst taie cuvintele, le pune’n mojar si face colaje, cofraje, montaje, blocuri cu multe etaje in absurdistan unde urmuz e capitan si limba romana se unduieste sub rasfaturi germane ca o cadina.” (Nora Iuga)"
16033414,134980,Lebensangst und Worthunger,3518126202,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416860924l/16033414._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416860924l/16033414._SY75_.jpg,2010,10,1,ger,Suhrkamp Verlag Gmbh,false,21804514,3,40,50,14,0,5:3|4:5|3:4|2:1|1:1|total:14,2010,10,1,3.57,9,0,['134980'],['Herta Müller'],['3.61'],[],[],[],
11395116,134980,Der Wächter nimmt seinen Kamm,,9783498043544,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305727633l/11395116._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305727633l/11395116._SX50_.jpg,2010,11,,ger,Rowohlt,false,16327451,2,17,38,9,0,5:5|4:1|3:3|2:0|1:0|total:9,2010,11,,4.22,7,0,['134980'],['Herta Müller'],['3.61'],[],[],[],
4089392,134980,Heimat ist das was gesprochen wird,3935731086,9783935731089,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340087881l/4089392._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340087881l/4089392._SY75_.jpg,2001,1,31,ger,Gollenstein,false,4136540,2,36,38,10,2,5:1|4:8|3:0|2:0|1:1|total:10,2001,1,31,3.80,8,2,['134980'],['Herta Müller'],['3.61'],[],[],[],
2343638,134980,Der Teufel sitzt im Spiegel: Wie Wahrnehmung sich erfindet,3880227675,9783880227675,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340087940l/2343638._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340087940l/2343638._SY75_.jpg,1991,7,,ger,,false,2350348,2,25,35,10,0,5:2|4:3|3:3|2:2|1:0|total:10,1991,,,3.50,6,0,['134980'],['Herta Müller'],['3.61'],[],[],[],
