id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
17716,1433597,Waiting for Godot,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327910301l/17716._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327910301l/17716._SY75_.jpg,2011,,,eng,Grove,false,2635502,245,263469,580817,151673,5278,5:50724|4:49186|3:33099|2:12492|1:6172|total:151673,1952,,,3.83,130979,3620,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"The story revolves around two seemingly homeless men simply waiting for someone—or something—named Godot. Vladimir and Estragon wait near a tree, inhabiting a drama spun of their own consciousness. The result is a comical wordplay of poetry, dreamscapes, and nonsense, which has been interpreted as mankind’s inexhaustible search for meaning. Beckett’s language pioneered an expressionistic minimalism that captured the existential post-World War II Europe. His play remains one of the most magical and beautiful allegories of our time."
104613,1433597,Watt,0714506109,9780714506104,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1976,1,1,eng,"Riverrun Press (New York, NY)",false,1491908,39,7675,10635,2696,200,5:1001|4:899|3:540|2:158|1:98|total:2696,1953,,,3.94,2076,115,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"Fiction. WATT was the beginning of Samuel Becket's post-war literary career, the fruition of the years in hiding in the Vaucluse mountains from the Gestapo, which also largely inspired WAITING FOR GODOT. But it remains, unlike the work that followed it, extremely Irish, a philosophical novel full of the grim humour that was already his trade-mark in such earlier fictions as MORE PRICKS THAN KICKS and MURPHY. The perambulations of WATT, especially in the home of the eccentric Mr. Knott, and the sketching of logic to elicit meaning, must be among the most comic inventions of modern literature. First published by the libertine Olympia Press in 1953, it has established itself as one of the most quoted and best-loved of Becket's novels. The typographical oddities and omissions are as Beckett left the text."
12284,1433597,"The Complete Short Prose, 1929-1989",0802134904,9780802134905,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409807885l/12284._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409807885l/12284._SX50_.jpg,1995,,,eng,Grove Press,false,14598,14,5678,8275,1933,85,5:1016|4:576|3:240|2:70|1:31|total:1933,1995,,,4.28,1812,62,"['1433597', '413350']","['Samuel Beckett', 'S.E. Gontarski']","['3.88', '4.22']",[],[],[],"Nobel Prize winner Samuel Beckett is one of the most profoundly original writers of the twentieth-century. A tremendously influential poet and dramatist, Beckett spoke of his prose fiction as the ""important writing"", the medium in which his ideas were most powerfully distilled. Here, for the first time, his short prose is gathered in a definitive, complete volume, by leading Beckett scholar S.E. Gontarski."
53983,1433597,Collected Shorter Plays,0802150551,9780802150554,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,1,7,eng,Grove Press,false,14597,18,3497,8072,1909,50,5:925|4:613|3:281|2:62|1:28|total:1909,1984,,,4.23,1739,34,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"Samuel Beckett, the great minimalist master and winner of the 1969 Nobel Prize for Literature, has produced some of his most widely praised work for the stage in the form of the shorter play. This complete and definitive collection of twenty-five plays and ""playlets"" includes Beckett's celebrated <i>Krapp's Last Tape</i>, <i>Embers</i>, <i>Cascando</i>, <i>Play</i>, <i>Eh Joe</i>, and <i>Footfalls</i>, as well as his mimes, all his radio and television plays, his screenplay for <i>Film</i>, his adaptiation of Robert Pinget's <i>The Old Tune</i>, and the more recent <i>Catastrophe</i>, <i>What Where</i>, <i>Quad</i>, and <i>Night and Dreams</i>.<br /><br />""Beckett reduces life, perception, and writing to barest minimums: a few dimly seen, struggling torsos; a hopeless intelligence compulsively seeking to come to terms, in rudimentary yet endlessly varied language, with the human condition they represent. Within these extraordinary limitations, Beckett's verbal ability nonetheless generates great intensity."" - <i>Library Journal</i><br /><br />""Beckett stalks after men on their way out... His plays (<i>Endgame</i>, <i>Krapp's Last Tape</i>) and novels (<i>Molloy</i>, <i>Murphy</i>) are metaphors for modern man's spiritual bafflement... In spite of the hits of movement... all is really paralytic stasis - except for the voices, the indomitable voices."" - <i>Time</i>"
78457,1433597,The Unnamable,039417030X,9780394170305,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1978,3,1,,Grove/Atlantic,false,2788963,48,6799,7945,1982,209,5:842|4:589|3:349|2:130|1:72|total:1982,1953,,,4.01,1455,130,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"The Unnamable consists entirely of a disjointed monologue from the perspective of an unnamed (presumably unnamable) and immobile protagonist. There is no concrete plot or setting - and whether the other characters (""Mahood"" (formerly ""Basil"") and ""Worm"") actually exist or whether they are facets of the narrator himself is debatable. The protagonist also claims authorship of the main characters in the two previous novels of the Trilogy and Beckett's earlier novels Murphy, Mercier and Camier, and Watt. The novel is a mix of recollections and existential musings on the part of its narrator, many of which pertain specifically to the possibility that the narrator is constructed by the language he speaks. Other 'characters' (a stretch to call them distinctly different than the narrator) serve as the passive recipient of the dialogue and in many places (as the narrator suggests) the dialogue's genesis. The novel builds in its despairing tone until the ending, which consists mainly of very long run-on sentences. It closes with the phrase ""I can't go on, I'll go on,"" which was later used as the title of an anthology of Beckett works.<br /><br />The Unnamable is a 1953 novel by Samuel Beckett. It is the third and final entry in Beckett's ""Trilogy"" of novels, which begins with Molloy followed by Malone Dies. It was originally published in French as L'Innommable and later translated by the author into English. Grove Press published the English edition in 1958."
127286,1433597,First Love and Other Novellas,0141180153,9780141180151,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330201178l/127286._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330201178l/127286._SY75_.jpg,2000,2,24,eng,Penguin Books Ltd,false,5710538,56,4093,7597,2001,189,5:574|4:694|3:531|2:156|1:46|total:2001,1945,,,3.80,1102,70,"['1433597', '60532']","['Samuel Beckett', 'Gerry Dukes']","['3.88', '3.91']",[],[],[],"This new collection brings together <i>First Love</i>, <i>The Calamative</i>, <i>The End</i> and <i>The Expelled</i>; these four novellas are among the first major works of Beckett's decision to use French as his language of literary composition. Rich in verbal and situational humour, they offer a fascinating insight into many of the issues which preoccupied Beckett all his working life. As the first novella reveals, nobody writes with quite such cruel and unnervingly clever wit as Beckett..."
12286,1433597,The Complete Dramatic Works,0571144861,9780571144860,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,,,,Faber & Faber,false,805846,24,3452,7294,1646,78,5:996|4:445|3:143|2:43|1:19|total:1646,1961,9,1,4.43,1102,34,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],
53989,1433597,Stories and Texts for Nothing,0802150624,9780802150622,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,1,13,,Grove Press,false,52640,22,2798,5206,1305,122,5:492|4:454|3:246|2:79|1:34|total:1305,1974,1,1,3.99,776,45,['1433597'],['Samuel Beckett'],['3.88'],['12072'],['Richard Seaver'],['4.10'],
691002,1433597,Krapp's Last Tape and Other Dramatic Pieces,0802151345,9780802151346,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,1,14,eng,Grove Press,false,45320987,22,2185,4798,1215,62,5:423|4:419|3:286|2:62|1:25|total:1215,1958,,,3.95,615,22,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"s/t: All That Fall; Embers; Acts Without Words, I and II; Mimes This collection of Nobel Prize winner Samuel Beckett’s dramatic pieces includes a short stage play, two radio plays, and two pantomimes. The stage play <i>Krapp’s Last Tape</i> evolves a shattering drama out of a monologue of a man who, at age sixty-nine, plays back the autobiographical tape he recorded on his thirty-ninth birthday. <br />The two radio plays were commissioned by the BBC; <i>All That Fall</i> “plumbs the same pessimistic depths [as <i>Waiting for Godot</i>] in what seems a no less despairing search for human dignity” (London <i>Times</i>), and <i>Embers</i> is equally unforgettable theater, born of the ramblings of an old man and his wife. Finally, in the two pantomimes, Beckett takes drama to the point of pure abstraction with his portrayals of, in <i>Act Without Words I</i>, frustrated desired, and in <i>Act Without Words I</i>, corresponding motions of living juxtaposed in the slow despair of one man and the senselessly busy motion of another."
333329,1433597,Mercier and Camier,0802132359,9780802132352,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,1,20,,Grove Press,false,3076496,46,2965,4611,1228,90,5:310|4:447|3:352|2:98|1:21|total:1228,1970,,,3.75,929,51,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"One of the most accessible examples of Samuel Beckett’s dark humor, <i>Mercier and Camier</i> is the hilarious chronicle of its two heroes’ epic journey. While their travels are fraught with complications and intrigue, Mercier and Camier at least “did not remove from home, they had that good fortune.”"
789824,1433597,How It Is,0802150667,9780802150660,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418105598l/789824._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418105598l/789824._SY75_.jpg,1994,1,18,,Grove Press,false,2291579,33,3383,4043,1002,92,5:409|4:339|3:164|2:60|1:30|total:1002,1961,1,2,4.03,798,58,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],
266007,1433597,More Pricks Than Kicks,0714507059,9780714507057,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415311341l/266007._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415311341l/266007._SY75_.jpg,1995,12,1,,Calder Publications,false,743464,24,1784,2895,791,66,5:156|4:300|3:261|2:58|1:16|total:791,1934,,,3.66,575,37,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"Fiction. ""More Pricks Than Kicks"", Beckett's early tragicomic masterpiece, is a collection of stories about Belacqua, a student in Dublin in the twenties, his adventures, encounters and amours, that through its original style and wry commentary succeeds in turning everyday incidents into high drama and lets us see street and university life through the observant and caustic wit of the author. Highly enjoyable to read, it delights in exuberant language and the pleasure of discovery, very typical of the young writer who in the post-war years was to astonish the world with Waiting for Godot and Molloy. First published in 1934, ""More Pricks Than Kicks"" is Beckett's second work of fiction. It serves as an excellent introduction to the later work of one of the most seminal and exciting major writers of the twentieth century."
1130989,1433597,Not I,0571104002,9780571104000,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303589809l/1130989._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303589809l/1130989._SY75_.jpg,1973,,,eng,,false,1118189,7,1466,2865,700,50,5:309|4:205|3:141|2:32|1:13|total:700,1973,1,1,4.09,689,50,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],
289769,1433597,Proust,0714500348,9780714500348,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401029323l/289769._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401029323l/289769._SY75_.jpg,1989,12,1,eng,"Riverrun Press (New York, NY)",false,52695,28,2403,2864,700,67,5:274|4:263|3:126|2:27|1:10|total:700,1931,,,4.09,599,41,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"Samuel Beckett's celebrated early study of Marcel proust, whose theories of time were to play a large part in his own work, was written in 1931. It is a brilliant work of critical insight that also tells us much about its author's own thinking and preoccupations. In its own right it is a masterpiece of literary and philosophical creative writing. This edition was published in 1999 - ten years after the writer's death. The volume also contains the equally celebrated dialogues with the art critic Georges Duthuit - written to record their different points of view after the discussions took place. Beckett always let Duthuit win, but his very unusual and often opposite point of view on the nature and purpose of art is all the more forceful and memorable on that account."
54089,1433597,"Nohow On: Company, Ill Seen Ill Said, Worstward Ho",0802134262,9780802134264,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,12,6,eng,Grove Press,false,1360021,8,1316,2811,675,60,5:317|4:207|3:110|2:27|1:14|total:675,1984,,,4.16,578,39,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"Now compiled in one volume, these three novels, which are among the most beautiful and disquieting of Samuel Beckett's later prose works, work together with the powerful resonance of his famous Three Novels: Molloy, Malone Dies, and The Unnamable. In Company, a voice comes to ""one on his back in the dark"" and speaks to him. Ill Seen Ill Said focuses attention on an old woman in a cabin who is part of the objects, landscape, rhythms, and movements of an incomprehensible universe. And in Worstward Ho, Beckett explores a tentative, uncertain existence in a world devoid of rational meaning and purpose. Here is language pared down to its most expressive, confirming Beckett's position as one of the great writers of our time."
3725018,1433597,همه‌ی افتادگان,9643127737,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,,,eng,نشر نی,false,3768769,18,1128,2229,626,65,5:113|4:206|3:232|2:69|1:6|total:626,1956,,,3.56,236,26,"['1433597', '801513', '1585484']","['Samuel Beckett', 'مراد فرهادپور', 'مهدی نوید']","['3.88', '3.76', '3.42']",[],[],[],داستان در یک شهر خیلی کوچک آغاز می‌شود، وقتی خانم رونی قدم‌زنان دارد به سمت ایستگاه راه‌آهن می‌رود. خیلی چاق شده و تازه از بستر بیماری بلند شده است. قدم می‌زند و با مردهای گوناگون رو‌به‌رو می‌شود. با وجود این‌که سنی از او گذشته، مرد‌ها هنوز نگاهی سکسی به او دارند (یا این‌طور فکر می‌کند). و آخر سر در ایستگاه قطار، منتظر همسراش می‌ماند تا با قطار از سر کار برگردد.<br /><br />نمایش، داستان زنی است که نیاز به احساسات و زندگی آرام و چیز‌های معمولی دارد، در دریایی از درک‌نشدن‌ها غرق شده است: در یک زندگی که همه در آن افتاده‌اند، سقوط کرده‌اند، نابود شده‌اند.<br /><br />عدم ارتباط. سکوت. نیاز به حرف‌زدن. نیاز به درک‌شدن. نیاز به احساس شدن و... در هم جمع می‌شوند تا یکی دیگر از نمایش‌نامه‌های تکان دهنده، زیبا و خلاق یکی از مهم‌ترین مردمان ادبیات قرن بیستم جهان را بسازند: نمایشی لبریز از تنهایی و لبریز از غم و لبریز از دنیای مزخرف مدرن ..
1090870,1433597,Worstward Ho,0394532309,9780394532301,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358486698l/1090870._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358486698l/1090870._SY75_.jpg,,,,,Grove Press Inc.,false,805860,14,1986,1900,513,57,5:163|4:154|3:114|2:45|1:37|total:513,1983,,,3.70,458,50,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"Beckett's second last prose text, <i>Worstward Ho</i>, is a novella written in 1983, shortly after the largely autobiographical <i>Company</i> and  an ironic theological speculation, both previously published as the first two parts of a late trilogy of short novels. The concentration of language and precision of description in the current work is revolutionary, even for Beckett, the great reshaper of literary expression, and its theme is the creation of life, as if by a malignant God or Demiurge. Life, against all possibility, finally exists, and man becomes a painful presence. It is one of the supreme poetic texts of the 20th century."
170600,1433597,"4 Plays by William Inge: Come Back, Little Sheba, Picnic, Bus Stop, the Dark at the Top of the Stairs",0802150659,9780802150653,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1964,6,1,,Grove/Atlantic,false,129121,7,776,1848,454,24,5:165|4:182|3:85|2:18|1:4|total:454,1964,,,4.07,3,0,"['77325', '1433597']","['William Inge', 'Samuel Beckett']","['3.83', '3.88']",[],[],[],
