id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
28008683,6669,Kwiaty zła,8308025315,9788308025315,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448809512l/28008683._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448809512l/28008683._SX50_.jpg,1994,,,pol,Wydawnictwo Literackie,false,2089235,1001,106988,198341,46569,1318,5:23284|4:14789|3:6398|2:1473|1:625|total:46569,1857,6,25,4.26,4,0,['13847'],['Charles Baudelaire'],['4.21'],"['3248883', '14717849', '14717850', '14717851', '1934339', '1380465', '2930254', '14717852', '8444436', '6519686', '4539134', '4465390', '5287494', '1058344', '84259', '3282325', '2917159', '14717853', '14717854', '7017000', '8190846', '3044340', '14717855', '6669', '4633607', '2894496', '14717856', '14717857', '14717858', '14717859', '15092733']","['Zbigniew Bieńkowski', 'Jerzy Brzozowski', 'Stanisław Korab-Brzozowski', 'Bolesław Wieniawa-Długoszowski', 'Wiktor Gomulicki', 'Mieczysław Jastrun', 'Ireneusz Kania', 'Roman Kołoniecki', 'Feliks Konopka', 'Czesław Jastrzębiec-Kozłowski', 'Antoni Lange', 'Maria Leśniewska', 'Jerzy Litwiniuk', 'Tadeusz Lubelski', 'Czesław Miłosz', 'Artur Międzyrzecki', 'Zenon Przesmycki', 'Zofia Trzeszczkowska', 'Jan Opęchowski', 'Bronisława Ostrowska', 'Marian Piechal', 'Seweryn Pollak', 'Włodzmierz Słobodnik', 'Wisława Szymborska', 'Józef Waczków', 'Adam Ważyk', 'Ewa Wende', 'Bohdan Wydżga', 'Marianna Zajączkowska-Abrahamowicz', 'Kazimiera Zawistowska', 'Andrzej   Nowak']","['4.00', '4.20', '4.25', '4.00', '3.03', '4.36', '3.98', '4.07', '3.92', '4.35', '3.23', '3.81', '3.57', '4.02', '4.19', '3.98', '3.83', '3.78', '4.25', '3.97', '4.40', '3.88', '4.25', '4.32', '4.06', '4.00', '4.25', '4.25', '4.25', '3.76', '3.50']","Przekłady wielu współczesnych i dawnych tłumaczy Baudelaire'a, zebrane w tym tomie, składają się na pierwszą po II wojnie światowej kompletną polską edycję ""Kwiatów zła"".<br /><br />Tylko parę zbiorów wierszy zdobyło większą sławę w dziejach światowej liryki: ""Pieśni"" Horacego, ""Sonety do Laury"" Petrarki... Legenda Baudelaire'a ogniskuje w sobie, jak napisał Eliot w 1930 roku, ""najmocniej oddziałujący archetyp poety współczesnej epoki"", na równi z legendą Rimbauda.<br /><br />""Kwiaty zła"" były jednocześnie spóźnioną kulminacją francuskiego romantyzmu i progiem współczesnej wrażliwości poetyckiej. W najszerszym odbiorze aż do końca ubiegłego wieku słynne były jednak z powodów ubocznych: towarzyszyła im aura skandalu, pamiętano o procesie sądowym, okaleczającym dzieło na długie lata.<br /><br />Dzisiaj o sile oddziaływania tej poezji nie przesądzają już jej bluźniercze akcenty i czarny erotyzm. Baudelaire wcześnie przeczuł naszą epokę: czyż jego poczucie grzechu pierworodnego, świadomość zawieszenia w bezmiarze ułomnego świata nie ma w istocie tych samych korzeni co ""poczucie tragiczności życia"" Unamuna, ""la nausée"" Sartre'a, ""życie w niewygodzie"" Camusa?"
22749710,6669,Map: Collected and Last Poems,0544126025,9780544126022,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407814078l/22749710._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407814078l/22749710._SY75_.jpg,2015,4,7,,Houghton Mifflin Harcourt,false,42295110,4,1382,1671,375,57,5:226|4:106|3:35|2:4|1:4|total:375,2015,4,7,4.46,305,47,"['6669', '90800', '22578']","['Wisława Szymborska', 'Clare Cavanagh', 'Stanisław Barańczak']","['4.32', '4.34', '4.12']",[],[],[],"<b>A new collected volume from the Nobel Prize–winning poet that includes, for the first time in English, all of the poems from her last Polish collection</b><br /><br />One of Europe’s greatest recent poets is also its wisest, wittiest, and most accessible. Nobel Prize–winner Wislawa Szymborska draws us in with her unexpected, unassuming humor. Her elegant, precise poems pose questions we never thought to ask. “If you want the world in a nutshell,” a Polish critic remarks, “try Szymborska.” But the world held in these lapidary poems is larger than the one we thought we knew.<br /><br /> Carefully edited by her longtime, award-winning translator, Clare Cavanagh, the poems in <i>Map</i> trace Szymborska’s work until her death in 2012. Of the approximately two hundred and fifty poems included here, nearly forty are newly translated; thirteen represent the entirety of the poet’s last Polish collection, <i>Enough</i>, never before published in English.<br /><i>Map </i>is the first English publication of Szymborska’s work since the acclaimed <i>Here,</i> and it offers her devoted readers a welcome return to her “ironic elegance” (<i>The New Yorker</i>)."
10207,6669,Nonrequired Reading,0151006601,9780151006601,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,10,28,,Houghton Mifflin Harcourt,false,12932,15,1518,1650,393,64,5:167|4:152|3:60|2:13|1:1|total:393,1973,,,4.20,258,38,"['6669', '90800']","['Wisława Szymborska', 'Clare Cavanagh']","['4.32', '4.34']",[],[],[],"Wislawa Szymborska's poems are admired around the world, and her unsparing vision, tireless wit, and deep sense of humanity are cherished by countless readers. Unknown to most of them, however, Szymborska also worked for several decades as a columnist, reviewing a wide variety of books under the unassuming title ""Nonrequired Reading.""<br /><br />As readers of her poems would expect, the short prose pieces collected here are anything but ordinary. Reflecting the author's own eclectic tastes and interests, the pretexts for these ruminations range from books on wallpapering, cooking, gardening, and yoga, to more lofty volumes on opera and world literature. Unpretentious yet incisive, these charming pieces are on a par with Szymborska's finest lyrics, tackling the same large and small questions with a wonderful curiosity.<br />"
6083239,6669,Dwukropek,838556876X,9788385568766,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,,,pol,a5,false,6260014,7,514,1288,311,24,5:121|4:123|3:57|2:10|1:0|total:311,2005,,,4.14,157,3,['6669'],['Wisława Szymborska'],['4.32'],[],[],[],"Co sugeruje dwukropek? Przykuwa do siebie roztargnioną myśl, zapowiada, że zaraz pojawi się to, co najistotniejsze. Daje poczucie stabilności i bezpieczeństwa niejako obiecując, że to, co ważne, najważniejsze słowa i rzeczy, myśli i znaczenia zostaną skrupulatnie wyliczone.<br />Z ""Dwukropkiem"" Wisławy Szymborskiej jest inaczej. Wszystko, co najważniejsze, pojawia się przed nim: to, że nie ma większego znaczenia dla świata, czy się jest, czy się nie jest. Czy jest się tym, kim się jest, czy właśnie kimś innym. Czy wszystkim rządzi ślepy przypadek, czy nieznośnie precyzyjny determinizm. Obecność i nieobecność są światu doskonale obojętne, a indywidualność i poszczególność różnych istnień niewiele dla niego znaczy. Ową poszczególność i niepowtarzalność ocalić może jedynie poezja. O tym właśnie mówi ""Dwukropek"". O chwilowości, zdarzeniowości, przemijalności, perspektywiczności i o tym, że największe znaczenie ma niejednoznaczność, bo jednoznaczność jest nieodwołalnie śmiercią poezji. Jej życie i żywioł to wielość sensów, wiele sposobów na mówienie o sobie i o świecie, nieustające stawianie znaków zapytania. Dwukropek pojawia się dopiero na końcu.<br />To miejsce na odpowiedź świata. To milczenie, które jest jego jedyną odpowiedzią."
32180537,6669,Najlepiej w życiu ma twój kot. Listy,8324043616,9788324043613,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474542638l/32180537._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474542638l/32180537._SX50_.jpg,2016,10,17,pol,Społeczny Instytut Wydawniczy Znak,false,52818136,1,595,1151,270,35,5:126|4:104|3:26|2:13|1:1|total:270,2016,10,17,4.26,270,35,"['6669', '1039351']","['Wisława Szymborska', 'Kornel Filipowicz']","['4.32', '4.15']",[],[],[],"""Najlepiej w życiu ma Twój Kot, bo jest przy Tobie"" – pisze z Zakopanego przyszła Noblistka Wisława Szymborska do Kornela Filipowicza. To po jego śmierci powstanie słynny wiersz ""Kot w pustym mieszkaniu"".<br /><br />Nie byli typową parą – spędzili ze sobą ponad dwadzieścia lat, ale nigdy razem nie zamieszkali. ""Byliśmy końmi, które cwałują obok siebie"" – mówiła.<br /><br />W chwilach rozłąki zawsze pisali do siebie listy. Listy zabawne, liryczne, miłosne. Znajdziemy w nich i intymne wyznania i ceny cielęciny czy jajek, refleksje nad własnym warsztatem pisarskim i nad twórczością kolegów, opowieści o rodzinie i przyjaciołach.<br /><br />Mistrzowsko napisane, pełne tęsknoty i czułości pozwalają wniknąć w wyjątkowe uczucie łączące dwoje ludzi, którzy – jak o nich mówiono - nawet jeśli stali do siebie plecami, cały czas patrzyli sobie w oczy."
10206,6669,"Sounds, Feelings, Thoughts:  Seventy Poems by Wislawa Szymborska",0691013802,9780691013800,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494798962l/10206._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494798962l/10206._SY75_.jpg,1981,8,21,eng,Princeton University Press,false,720318,2,657,1097,251,23,5:134|4:79|3:36|2:1|1:1|total:251,1981,8,1,4.37,237,22,"['6669', '3854366']","['Wisława Szymborska', 'Magnus J. Kruyski']","['4.32', '4.37']",[],[],[],"Translated and Introduced by Magnus J. Krynski and Robert A. Maguire Regarded as one of the best representatives since World War II of the rich and ancient art of poetry in Poland, Wislawa Szymborska (1923-2012) is, in the translators' words, -that rarest of phenomena: a serious poet who commands a large audience in her native land.- The seventy poems in this bilingual edition are among the largest and most representative offering of her work in English, with particular emphasis on the period since 1967. They illustrate virtually all her major themes and most of her important techniques.<br /><br />Describing Szymborka's poetry, Magnus Krynski and Robert Maguire write that her verse is marked by high seriousness, delightful inventiveness, a prodigal imagination, and enormous technical skill. She writes of the diversity, plenitude, and richness of the world, taking delight in observing and naming its phenomena. She looks on with wonder, astonishment, and amusement, but almost never with despair."
339971,6669,Nothing Twice: Selected Poems,8308026788,9788308026786,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333628793l/339971._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333628793l/339971._SX50_.jpg,,,,pol,,false,330359,5,541,1042,243,41,5:122|4:76|3:39|2:5|1:1|total:243,2015,1,1,4.29,135,14,['6669'],['Wisława Szymborska'],['4.32'],"['22578', '90800']","['Stanisław Barańczak', 'Clare Cavanagh']","['4.12', '4.34']",
13602760,6669,Wystarczy,8361298355,9788361298359,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334484282l/13602760._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334484282l/13602760._SY75_.jpg,2012,4,20,pol,Wydawnictwo a5,false,19196161,8,406,1016,242,16,5:110|4:85|3:35|2:9|1:3|total:242,2012,4,20,4.20,147,5,['6669'],['Wisława Szymborska'],['4.32'],[],[],[],
339973,6669,"Poczta literacka, czyli jak zostać (lub nie zostać) pisarzem",8308030777,9788308030776,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308677909l/339973._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308677909l/339973._SX50_.jpg,2000,7,28,pol,Wydawnictwo Literackie,false,330361,6,490,808,193,31,5:81|4:76|3:29|2:5|1:2|total:193,2000,7,28,4.19,59,4,['6669'],['Wisława Szymborska'],['4.32'],[],[],[],"<i>Poczta literacka... </i>to pełna olśniewającego humoru książka noblistki, na którą składają się odpowiedzi na listy początkujących pisarzy, publikowane niegdyś w tygodniku <i>Życie Literackie</i>. Ta książka to nie tylko zbiór cennych porad i wskazówek dla osób piszących, lecz także kapitalna lektura dla miłośników literatury i czytelników dzieł Wisławy Szymborskiej, którzy chcieliby dowiedzieć się czegoś więcej o jej poglądach, preferencjach literackich, ulubionych pisarzach."
32598382,6669,Um amor feliz,8535927883,9788535927887,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476302857l/32598382._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476302857l/32598382._SX50_.jpg,2016,8,25,por,Companhia das Letras,false,53177395,1,276,710,155,18,5:102|4:43|3:9|2:0|1:1|total:155,,,,4.58,155,18,['6669'],['Wisława Szymborska'],['4.32'],['7905385'],['Regina Przybycien'],['4.63'],"""Quando, em 2011, a Companhia das Letras lançou Poemas, o primeiro volume com a lírica da poeta polonesa Wisława Szymborska (Prêmio Nobel de literatura em 1996), começou uma verdadeira “febre Szymborska” no Brasil: ótimas vendas, esplêndidas resenhas e uma enorme repercussão garantiram um novo e amplo público para esta poesia que fala diretamente com o leitor. A obra de Szymborska equilibra-se entre o rigor e a observação dos fatos, sempre num tom levemente informal — a despeito da cuidadosa construção dos versos. Falando de amores e da vida cotidiana, a escritora ergueu uma obra que toca os leitores e influencia novas gerações. Este segundo volume promete fazer tanto barulho quanto o primeiro."""
6036466,6669,Poesía no completa,9681685970,9789681685973,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424709636l/6036466._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424709636l/6036466._SY75_.jpg,,,,,,false,3790839,5,354,676,142,23,5:113|4:24|3:5|2:0|1:0|total:142,2002,,,4.76,121,22,['6669'],['Wisława Szymborska'],['4.32'],[],[],[],
