id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
471635,142051,The Blue Bird,1426430779,9781426430770,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,5,29,,BiblioLife,false,1895037,192,3233,4857,1260,104,5:414|4:401|3:317|2:104|1:24|total:1260,1905,,,3.85,764,51,['142051'],['Maurice Maeterlinck'],['3.79'],['5048879'],['Nguyễn Thành Nhân'],['4.00'],"A story of a brother and sister who help a little girl whose illness can only be cured by the magical Blue Bird of Happiness. To find the bird, Mytyl and Tyltyl quest through the Land of Memory to the Palace of Night. The children get help from the good fairy Bérylune."
30900595,142051,L'araignée de verre,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467817533l/30900595._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467817533l/30900595._SY75_.jpg,1932,,,fre,Eugène Fasquelle,false,716304,2,279,323,79,16,5:35|4:24|3:13|2:6|1:1|total:79,,,,4.09,0,0,"['43265', '142051']","['Jean-Henri Fabre', 'Maurice Maeterlinck']","['4.11', '3.79']",[],[],[],"Maurice Maeterlinck né à Gand (Belgique) a obtenu le Prix Nobel de Littérature en 1911 pour son œuvre ""L'Oiseau bleu"". L'étude et la vision en détails du monde végétal puis celui du début de l'animalité, l'a amené à se demander au sujet de l'instinct et de l'intelligence, que s'ils ne sortent pas directement et tout fait des mains de la nature, peut-il être autre chose que l'expérience héréditaire accumulée par de la vie qui se souvient dans une intelligence qui sait l'interpréter et en tirer parti, et qui sort également des mains de la nature ? L'originalité de ce livre réside dans le fait que l'auteur traite de cette étroite union entre l'homme et la nature d'une façon très originale. Dans la seconde partie de son livre, que Maeterlinck a intitulé le ""Royaume des Morts"", l'auteur développe des notions nouvelles dont il n'a jamais parlées dans ses autres ouvrages, d'où le grand intérêt de lire cette œuvre, écrite dans un style agréable et facile à comprendre."
765800,142051,"The Book of Masks: An Anthology of French Symbolist & Decadent Writing (Atlas Arkhive, #2)",0947757813,9780947757816,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,1,1,eng,Atlas Press (GB),false,751871,1,373,306,72,1,5:32|4:28|3:11|2:0|1:1|total:72,1994,1,1,4.25,72,1,"['4201094', '78190', '6981879', '3162946', '308636', '7617', '84973', '285365', '742518', '4071185', '51179', '445744', '4463484', '903782', '2964174', '1928298', '142051', '1025198', '144516', '72605', '4463485', '2311990', '4463486', '1414601', '123088', '47465', '4217587', '1942980', '1261961', '529372', '153341', '4463488', '612016', '29967', '4463489', '5798517', '4058310', '224285', '2122014', '4463490', '273056', '3147592', '474491', '953482', '54323', '52258', '35505']","['Andrew Mangravite', 'Rémy de Gourmont', ""Villiers de L'Isle-Adam"", 'Jean Moréas', 'Léon Bloy', 'André Gide', 'Paul Claudel', 'Francis Jammes', 'Laurent Tailhade', 'Pierre Quillard', 'Rachilde', 'Félix Vallotton', 'Alfred Vallette', 'Félix Fénéon', 'Camille Mauclair', 'Georges Eekhoud', 'Maurice Maeterlinck', 'Tristan Corbière', 'Jules Laforgue', 'Arthur Rimbaud', 'Adolphe Retté', 'Robert de Montesquiou', 'Ephraïm Mikhaël', 'Stuart Merrill', 'Joris-Karl Huysmans', 'Pierre Louÿs', 'Albert Samain', 'Jehan Rictus', 'Hugues Rebell', 'Jean Lorrain', 'Comte de Lautréamont', 'Éduard Dujardin', 'Gustave Kahn', 'Paul Verlaine', 'G-Albert Aurier', 'Stéphane Mallarmé', 'Henri de Régnier', 'Jules Renard', 'Saint-Pol-Roux', 'Francis Poictevin', 'Paul Fort', 'Ernest Hello', 'Terry Hale', 'Emile Verhaeren', 'Alastair Brotchie', 'Malcolm Green', 'Marcel Schwob']","['4.27', '3.96', '3.75', '4.29', '4.05', '3.69', '3.74', '4.02', '4.25', '4.25', '3.84', '3.81', '4.25', '3.96', '4.20', '3.83', '3.79', '4.02', '4.00', '4.33', '4.26', '4.22', '4.27', '4.27', '3.88', '3.72', '4.23', '4.22', '4.13', '4.07', '4.22', '4.25', '4.21', '4.07', '4.25', '4.13', '3.91', '3.58', '4.26', '4.27', '4.21', '4.27', '3.91', '3.81', '4.22', '4.00', '4.05']","['185196', '445580', '17603136']","['Iain White', 'Stanley Chapman', 'John  Harman']","['4.09', '4.07', '4.34']","This anthology is the largest ever selection from the Decadent and Symbolist writers of the French fin-de-siècle — a period whose social and spiritual ills had so much in common with those of today.<br /><br />The selection is based on a series of essays on contemporary writers published as The Book of Masks by the foremost critic and author of the period: Remy de Gourmont. (The ""masks"" are remarkable portrait drawings by Felix Vallotton.) De Gourmont's essays brilliantly evoke the pre-occupations of each author, their genius and shortcomings, while simultaneously describing, and contributing to, the literary theories of the movement. His introduction provides one of the most important overviews of Symbolism and describes its gradual subsidence into its ""dark side"": decadence. De Gourmont's book consisted solely of essays, but the editor of this anthology has added characteristic texts from each writer to accompany them. Nearly fifty are included, ranging from the extraordinary obscure and unjustly forgotten to the literary giants of the day. Here are works by Gide, Mallarme and Verlaine which have never before appeared in English.<br /><br />Symbolism was a strange amalgam of the social turmoil of its times; its authors veer between an aesthetics based on simplicity and asceticism and the decadent debauches forever associated with Huysmans and Wilde. Their political associations were equally split, between Catholic piety and right-wing nationalism, and anarchist individualism taken to the point of bomb-throwing. What united these disparate writers was a desire to escape the confines of realism. They produced a fierce literature based on a renewed use of language, finely tuned, often astonishingly lush, which examines that mysterious region of the spirit that lies between inner and outer life. This collection should necessitate a complete re-evaluation of a school of writing that endured for several decades."
1219424,142051,Wisdom And Destiny,0898751594,9780898751598,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,1,1,,University Press of the Pacific,false,1207901,58,317,299,69,8,5:37|4:23|3:5|2:3|1:1|total:69,1898,,,4.33,30,5,"['142051', '187449']","['Maurice Maeterlinck', 'Alfred Sutro']","['3.79', '3.88']",[],[],[],"...This essay on Wisdom and Destiny was to have been a thing of some twenty pages, the work of a fortnight; but the idea took root, others flocked to it, and the volume has occupied M. Maeterlinck continuously for more than two years. It has much essential kinship with the ""Treasure of the Humble,"" though it differs therefrom in treatment; for whereas the earlier work might perhaps be described as the eager speculation of a poet athirst for beauty, we have here rather the endeavour of an earnest thinker to discover the abode of truth. And if the result of his thought be that truth and happiness are one, this was by no means the object wherewith he set forth. Here he is no longer content with exquisite visions, alluring or haunting images; he probes into the soul of man and lays bare all his joys and his sorrows. It is as though he had forsaken the canals he loves so well--the green, calm, motionless canals that faithfully mirror the silent trees and moss-covered roofs--and had adventured boldly, unhesitatingly, on the broad river of life..."
1893574,142051,Death,1417924950,9781417924950,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,1895038,40,206,282,76,6,5:21|4:25|3:21|2:5|1:4|total:76,1911,,,3.71,36,4,['142051'],['Maurice Maeterlinck'],['3.79'],[],[],[],"It has been well said: ""Death and death alone is what we must consult about life; and not some vague future or survival, in which we shall not be present. It is our own end; and everything happens in the interval between death and now. Do not talk to me of those imaginary prolongations which wield over us the childish spell of number; do not talk to me-to me who am to die outright-of societies and peoples! There is no reality, there is no true duration, save that between the cradle and the grave. The rest is mere bombast, show, delusion! They call me a master because of some magic in my speech and thoughts; but I am a frightened child in the presence of death!""[1]"
20969199,142051,"Interior (The Marionette plays of Maurice Maeterlinck, Volume 4)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,44980038,12,141,273,77,6,5:11|4:28|3:31|2:6|1:1|total:77,1908,,,3.55,52,1,['142051'],['Maurice Maeterlinck'],['3.79'],['5005886'],['Francis Booth'],['3.86'],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
1893575,142051,The Unknown Guest,1426403224,9781426403224,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,2123766,1,158,229,62,1,5:19|4:14|3:22|2:5|1:2|total:62,1914,,,3.69,53,1,['142051'],['Maurice Maeterlinck'],['3.79'],[],[],[],"My Essay on Death led me to make a conscientious enquiry into the present position of the great mystery, an enquiry which I have endeavored to render as complete as possible. I had hoped that a single volume would be able to contain the result of these investigations, which, I may say at once, will teach nothing to those who have been over the same ground and which have nothing to recommend them except their sincerity, their impartiality and a certain scrupulous accuracy. But, as I proceeded, I saw the field widening under my feet, so much so that I have been obliged to divide my work into two almost equal parts. The first is now published and is a brief study of veridical apparitions and hallucinations and haunted houses, or, if you will, the phantasms of the living and the dead; of those manifestations which have been oddly and not very appropriately described as ""psychometric""; of the knowledge of the future: presentiments, omens, premonitions, precognitions and the rest; and lastly of the Elberfeld horses... <br /><br />﷓ Maurice Maeterlinck, from the Introduction to The Unknown Guest<br /><br />This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide."
3100461,142051,خدا و هستی,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,,,per,,false,3131622,2,117,182,43,7,5:21|4:13|3:8|2:0|1:1|total:43,,,,4.23,24,3,['142051'],['Maurice Maeterlinck'],['3.79'],[],[],[],
34209637,142051,مريم المجدلية,,9789779201368,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496405674l/34209637._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496405674l/34209637._SX50_.jpg,2015,,,ara,المجلس الأعلى للثقافة بالقاهرة. المركز القومى للترجمة #2229 روائع الدراما العالمية,false,55256774,29,103,167,52,12,5:4|4:16|3:22|2:7|1:3|total:52,1910,1,1,3.21,48,12,"['142051', '7075128', '16912874']","['Maurice Maeterlinck', 'مصطفى كامل خليفة', 'منى صفوت']","['3.79', '3.47', '3.25']",[],[],[],نبذة الناشر<br />مريم المجدلية: المرأة المخطئة التي تابت بعد رأت الناصري، أي يسوع المسيح، وسمعت حديثه الحلو الذي تغلغل في أعماقها وشرح صدرها للهدى، بعد أن كانت تشعر بأنها تائهة تبحث عن نفسها<br />كان ذلك في عهد الحاكم الروماني بيلاطس البنطي الذي كان يضطهد اليهود والمسيحيين الذين آمنوا بالمسيح، والذين كان يطلق عليهم جماعة الناصري، وبطبيعة الحال كانت المجدلية من بينهم<br />وقد تناول ميترلينك هذه الأحداث بعبقرية فريدة من نوعها، وصور أدبية وفلسفية رائعة ومشاهد مأساوية، على الرغم من هولها إلا أن أجمل ما فيها أنها تظل عالقة بخيال المشاهد لزمن طويل بعد رؤيتها
2205957,142051,The Life of the White Ant,0766197476,9780766197473,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,1,1,,Kessinger Publishing,false,50400379,10,112,154,39,2,5:15|4:12|3:9|2:1|1:2|total:39,1928,1,1,3.95,24,2,['142051'],['Maurice Maeterlinck'],['3.79'],[],[],[],
2741057,142051,La Princesse Maleine,2804013588,9782804013585,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327673193l/2741057._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327673193l/2741057._SY75_.jpg,1998,11,30,fre,Labor,false,2766710,24,89,150,44,2,5:8|4:13|3:15|2:5|1:3|total:44,1889,12,,3.41,40,2,['142051'],['Maurice Maeterlinck'],['3.79'],[],[],[],"La princesse Maleine doit épouser le prince Hjalmar, fils du roi Hjalmir. Mais quand ses parents et le Roi Hjalmir ont un malentendu, elle est enfermée dans une tour. Elle s'enfuit avec sa nourrice et, cachant son identité, devient une serviteuse dans la maison de Hjalmar. Là elle apprend que le prince est maintenant fiancé à Uglyane, fille de la cruelle reine Anne. Alors la reine Anne découvre la vrai identité de Maleine..."
