id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
6720194,337113,Imago,8493621323,9788493621322,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,3,1,spa,Nordica Libros,false,6916319,24,212,151,40,5,5:11|4:13|3:13|2:2|1:1|total:40,1906,,,3.78,30,3,"['337113', '17751985']","['Carl Spitteler', 'Isabel Hernández']","['3.42', '3.73']",[],[],[],"Published in 1906, this novel obtained considerable success among the core of the emerging psychoanalysis community. The blend of fantasy and reality, as well as the theme of woman, inspirational and destructive at the same time, fascinated Carl Gustav Jung, who elaborated his concept of <i>Imago</i> after reading this novel.<br /><br />Publicada en 1906, esta novela obtuvo un exito considerable dentro del nucleo de la comunidad emergente del psicoanilisis. La combinacion de fantasia y realidad, al igual que el tema de la mujer, fuente de inspiracion y destruccion a la vez, fascinaron a Carl Gustav Jung, quien elaboro el concepto de Imago<i> luego de leer esta novela.</i>"
22725025,337113,Nobelpristagare: Dikter,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405374054l/22725025.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405374054l/22725025._SX50_.jpg,1966,,,swe,Svalans lyrikklubb/Bonniers,false,41915312,2,10,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1964,1,1,3.50,1,0,"['8307097', '4420496', '3119996', '648081', '966415', '570804', '6989', '142051', '36913', '599498', '337113', '18317', '29963', '1545124', '140617', '1113469', '18540', '89330', '36635', '7902', '599188', '275175', '16853363']","['Sven Lindner', 'Anders Österling', 'Sully Prudhomme', 'Bjørnstjerne Bjørnson', 'Frédéric Mistral', 'Giosuè Carducci', 'Rudyard Kipling', 'Maurice Maeterlinck', 'Rabindranath Tagore', 'Verner von Heidenstam', 'Carl Spitteler', 'Knut Hamsun', 'W.B. Yeats', 'Johannes V. Jensen', 'Gabriela Mistral', 'Hermann Hesse', 'T.S. Eliot', 'Pär Lagerkvist', 'Juan Ramón Jiménez', 'Boris Pasternak', 'Salvatore Quasimodo', 'Saint-John Perse', 'George Seferis']","['3.67', '3.27', '3.32', '3.38', '3.54', '3.54', '3.93', '3.79', '4.13', '3.16', '3.42', '4.00', '4.16', '3.74', '4.00', '4.05', '4.16', '3.80', '3.82', '4.03', '4.09', '3.87', '4.27']","['5396262', '6578711', '1041592', '37086', '621106', '1073815', '5554612', '8386595', '1276808', '6361322', '8307135', '3068025', '6221898', '1701137', '4138077', '6452831', '4588769', '446692', '8386596', '4732315', '2984275', '7204991', '97178', '6362619', '4577631', '3153474', '8386597']","['Sten Selander', 'Emil Zilliacus', 'Karl Asplund', 'Karin Boye', 'Bo Bergman', 'Gunnar Ekelöf', 'Andrea Butenschön', 'Nils Svanberg', 'Erik Blomberg', 'Johannes Edfelt', 'Petter Bergman', 'Hjalmar Gullberg', 'Bertil Malmberg', 'Erik Mesterton', 'Arne Häggqvist', 'Ebbe Linde', 'Björn Julén', 'Tomas Tranströmer', 'Magda Lagerman', 'Nils Åke Nilsson', 'Ralf Parland', 'Leo Lindeberg', 'Östen Sjöstrand', 'Sture Axelson', 'Göran O. Eriksson', 'Erik Lindegren', 'Börje Knös']","['3.20', '3.48', '4.33', '3.79', '3.37', '3.94', '4.00', '4.00', '3.41', '3.52', '3.00', '3.56', '3.42', '4.05', '3.54', '3.57', '3.07', '4.08', '2.75', '3.71', '3.26', '3.62', '3.57', '3.64', '3.41', '3.65', '3.00']",
1240181,337113,Meistererzählungen,3717517945,9783717517948,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1228852,1,3,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,,,,3.00,2,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
25951821,337113,Ei Ole,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,true,45853419,1,4,5,2,0,5:0|4:0|3:1|2:1|1:0|total:2,2011,3,10,2.50,2,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"Bei diesem Werk handelt es sich um eine urheberrechtsfreie Ausgabe und um ein Kurzwerk.<br />Diese Kindle-Edition beinhaltet die kostenlose, drahtlose Lieferung auf Ihren Kindle oder Ihre Kindle-Apps."
17660290,337113,Schmetterlinge,3846027642,9783846027646,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427291952l/17660290._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427291952l/17660290._SX50_.jpg,2013,3,11,,Salzwasser-Verlag Gmbh,false,24649561,4,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2013,3,11,4.00,1,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],Carl Friedrich Georg Spitteler (1845-1924) war ein Schweizer Dichter und Schriftsteller sowie Nobelpreistrager fur Literatur. Nachdruck des Originals von 1907.
18590518,337113,NOBEL PRIZE LIBRARY SPITTELER 1918,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380312718l/18590518._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380312718l/18590518._SX50_.jpg,1971,,,eng,CRM,false,26333542,2,8,4,2,0,5:0|4:0|3:1|2:0|1:1|total:2,1971,1,1,2.00,2,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],PROMETHEUS AND EPIMETEUS<br />OLYMPIAN SPRING<br />BALLADS
33813905,337113,Das Wettfasten von Heimligen,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483816402l/33813905._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483816402l/33813905._SY75_.jpg,1980,,,ger,Ex Libris,false,54724573,1,1,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
37021195,337113,Prometheus Und Epimetheus: Ein Gleichnis (Classic Reprint),0265290570,9780265290576,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514811772l/37021195._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514811772l/37021195._SX50_.jpg,2018,5,2,,Forgotten Books,false,58869789,2,5,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"Excerpt from Prometheus und Epimetheus: Ein Gleichnis<br /><br />Da schritt der Engel Gottes eines Morgens aus der reich verzierten Pforte seines Schlosses, zog geraden Weges zu des Himmels h�chster Spitze, hinter ihm der Diener gro�e Schar in ehrerbietigem Gefolge.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
22459017,337113,Seferis Sholokhov Sienkiewicz Spitteler (Nobel Prize Library),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,41893435,1,9,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['8302157', '44202', '25619', '337113']","['Giorgo Seferis', 'Mikhail Sholokhov', 'Henryk Sienkiewicz', 'Carl Spitteler']","['4.00', '4.08', '3.85', '3.42']",[],[],[],
25726085,337113,Extramundana. Gedichte,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434294420l/25726085._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434294420l/25726085._SY75_.jpg,1945,,,ger,Artemis,false,25720558,3,1,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,1945,1,1,4.00,1,1,['337113'],['Carl Spitteler'],['3.42'],[],[],[],Gesammelte Werke: Dritter Band<br /><br />Extramundana<br /><br />Schmetterlinge<br /><br />Literarische Gleichnisse<br /><br />Balladen<br /><br />Glockenlieder
35908756,337113,Xaver Z'Gilgen,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,57434171,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
21798925,337113,Die Mädchenfeinde,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,41054233,3,5,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,2007,6,20,2.00,1,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
23955452,337113,Prometeo ed Epimeteo - Il tenente Conrad - Imago - Primavera olimpica - Poesie - La neutralità di noi svizzeri. Nobel 1919,8802019525,9788802019529,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419005587l/23955452._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419005587l/23955452._SX50_.jpg,1970,,,ita,UTET,false,43559327,1,9,2,1,1,5:0|4:0|3:0|2:1|1:0|total:1,1970,,,2.00,1,1,"['337113', '1517607']","['Carl Spitteler', 'Carlo Picchio']","['3.42', '3.71']",[],[],[],
25055107,337113,Glockenlieder (1921),1104131722,9781104131722,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,3,4,,Kessinger Publishing,false,44736421,5,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2009,3,4,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
51814478,337113,Obras escogidas,847461144X,9788474611441,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72918276,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
35008987,337113,Olympischer Frühling (Vollständige Ausgabe in 5 Bänden): Mythologisches Epos,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,56289286,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
38930331,337113,Meine Fr�hesten Erlebnisse (Classic Reprint),0484163728,9780484163729,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,8,23,,Forgotten Books,false,60511495,3,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"Excerpt from Meine Fr�hesten Erlebnisse<br /><br />Sdee Iegrete, Der verr�terifcbe @eignfucbt= und qbelginnt traum, iii ein Q30erecbt Des @rmad;fenen. (R)ie tigematifdpe Q3erarbeitung Dagegen nnd Da� (R)id9ten verﬂebt Der $ranm Des fiinde5 befier. 3anfend Heine fi)inge nnd %orfomm nine De6 madpen 8eben�, Die Den abgeﬂnmpften @m&gt;ad; fenen g�n�lid) fait [affen, Die er nicbt einmal meige [it nnd, thenn et fie fiebt, nicbt bemetft, tiibren Dem fiinde, weil es ned; frifcb fiit3(t nnd mei[ ibm Die @edendinge nen find, bis in Die @eele nnd ergengen iranmfpiegelnngmim (R)eblafe. 3cb Eann aus meiner @rfalgrnng berichten, Da� mir ein (eifengitter um ein �an�, ein ﬂ�(R)tiger %licf in ein fiellergefcl)o� in Der darauffolgenden Siadpt cenl'le, tieffinnige Qr�nme vernrfacbten, Da� auf gr��ere Sienigz leiten, 5um %eifpiel auf Den erfimaligen %lnblirf fir�mew Den Q�affer6, ein walgrer Qranmf'tnrm folgte. L1nd wie golden leben Die 8aacbaft�bilber in Den 3ranmen Des @rwacbfenen leud;ten m�gen, Die 8aacbaften, Die Der Qranm Der? Rinde� malt, find nocb viel feliger nnd fii�er. Sdie Qrc'iume meiner awei erﬂen 8eben�jalgre m meine f(R)�nﬂe %ilderfammlnng nnd mein liebfles riemand wird mir 3nmnten, Da� id) fie er5c'ilgle; Denn Qr�nme lan'en ficb ja �ber�anpt nicht erg�blen; fie 5er= rinnen, wenn Der n�cbterne 23erﬂanb fie mit iborten anfa�t.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
25726108,337113,Aus der Werkstatt,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434294720l/25726108._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434294720l/25726108._SY75_.jpg,1950,,,ger,Artemis,false,45562377,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1950,1,1,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"Gesammelte Werke: Neunter Band<br /><br />Dichtung<br />Fremdes Land und Volk<br />Geschichte und Alltag<br />Musik<br />Dichter und Denker<br />Drama, Buch und Bühne<br />Theater, Zirkus, Film<br />Reden"
31583209,337113,Literarische Gleichnisse (Classic Reprint),1333279116,9781333279110,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,5,6,,Forgotten Books,false,52274441,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"Excerpt from Literarische Gleichnisse<br /><br />Beim Schulhaus vor Dem Dorfe befand fich urnger�t, hier mu�t' er erer5ieren von morgens fr�h bis fp�t.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
33141532,337113,Aesthetische Schriften,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480322940l/33141532._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480322940l/33141532._SY75_.jpg,1947,,,ger,Artemis,false,53826059,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],Gesammelte Werke: Siebenter Band<br /><br />Lachende Wahrheiten in erweiterter Folge
42428392,337113,روائع القصص,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540373348l/42428392.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540373348l/42428392._SX50_.jpg,2000,,,,المدى,false,66140173,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
39878683,337113,Conrad Der Leutnant (Vollst�ndige Ausgabe),8027311012,9788027311019,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534264842l/39878683._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534264842l/39878683._SX50_.jpg,2018,4,5,,E-Artnow,false,61685777,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"Carl Spitteler (1845-1924) war ein Schweizer Dichter und Schriftsteller, Kritiker und Essayist. 1919 erhielt er den Nobelpreis f�r Literatur. Aus dem Buch: .."".Sie lehnte sich bes�nftigend an ihn. ""Du solltest mit dem Vater ein bi�chen mehr Geduld haben, Conrad�, schmeichelte sie. Da brauste er auf. ""Wenn ich nicht Geduld h�tte, viel Geduld, sehr, sehr viel Geduld, meinst, ich w�re nicht l�ngst schon dreingefahren? Und wie! �brigens handelt es sich keineswegs blo� um Geduld oder nicht Geduld. Ich bin vierundzwanzigj�hrig, stimmf�hig, Milit�r und sogar Offizier, au�erdem Kommandant der Feuerwehr. Meine Kameraden haben ihre Freiheit, ihren Willen, ihre selbst�ndige T�tigkeit, einige sogar Amt und Familie. Ich dagegen werde von meinem Alten wie ein Bube geschurigelt. Wer aber im eigenen Hause nichts gilt, der ist auch in der Gemeinde nichts wert. Das ist's, was mich wurmt, das ist's, was ich nicht verwinde."" Sie schwieg ein Weilchen, die Augen niederschlagend, w�hrend sie zerstreut mit den Schellen eines Pferdekumts t�ndelte. Endlich, nach langem Z�gern, warf sie halblaut hin: ""Wer wei� denn, wie lange er �berhaupt noch lebt."""
