id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
14028,8550,Snow Country,0679761047,9780679761044,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579982486l/14028._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579982486l/14028._SY75_.jpg,1996,,,eng,Vintage,false,1855151,143,42786,67366,18352,1772,5:4084|4:6681|3:5474|2:1687|1:426|total:18352,1948,,,3.67,13317,1070,['8550'],['Yasunari Kawabata'],['3.75'],['4740'],['Edward G. Seidensticker'],['3.89'],"Nobel Prize recipient Yasunari Kawabata's <i>Snow Country</i> is widely considered to be the writer's masterpiece, a powerful tale of wasted love set amid the desolate beauty of western Japan.<br /><br />At an isolated mountain hot spring, with snow blanketing every surface, Shimamura, a wealthy dilettante meets Komako, a lowly geisha. She gives herself to him fully and without remorse, despite knowing that their passion cannot last and that the affair can have only one outcome. In chronicling the course of this doomed romance, Kawabata has created a story for the ages, a stunning novel dense in implication and exalting in its sadness."
16112071,8550,سيد الجنائز,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351353387l/16112071._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351353387l/16112071._SX50_.jpg,,,,,,false,21927902,3,299,316,86,25,5:16|4:33|3:31|2:5|1:1|total:86,,,,3.67,80,24,['8550'],['Yasunari Kawabata'],['3.75'],[],[],[],
6349820,8550,Tysiąc żurawi. Śpiące piękności,8306013484,9788306013481,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1258431154l/6349820._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1258431154l/6349820._SY75_.jpg,1987,,,pol,Państwowy Instytut Wydawniczy,false,25488078,2,129,250,69,2,5:10|4:29|3:25|2:4|1:1|total:69,,,,3.62,63,2,['8550'],['Yasunari Kawabata'],['3.75'],['3174179'],['Mikołaj Melanowicz'],['3.81'],"<i>Tysiąc żurawi</i> i <i>Śpiące piękności</i> należą do najważniejszych utworów Yasunari Kawabaty (1899-1972), jednego z najciekawszych pisarzy w literaturze japońskiej XX wieku.<br /><br />Powieść <i>Tysiące żurawi</i> została wyróżniona nagrodą japońskiej Akademii Sztuki. O jej wartościach decyduje nie tylko fabuła ? to poetycka opowieść o miłości bohatera Kikuji do kochanki swojego nieżyjącego ojca, potem do jej córki, który żeni się z dziewczyną nieskazitelnie czystą. Wielkim walorem tej opowieści są liczne opisy obyczajowości japońskiej tak egzotycznej i ciekawej dla czytelnika...<br /><br />Akcja <i>Śpiących piękności</i>, dłuższego opowiadania, osadzona jest w niezwykłym domu schadzek, w którym starcy przyjmowani są przez głęboko uśpione dziewczyny. Ten oryginalny pomysł twórczy wprowadza Czytelnika w świat samotności ludzi starych w sposób prawdziwie mistrzowski..."
17671678,8550,Valsul florilor,,9789736895531,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364127420l/17671678._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364127420l/17671678._SY75_.jpg,2013,,,rum,Humanitas Fiction,false,24670573,4,180,237,65,5,5:14|4:22|3:22|2:6|1:1|total:65,2013,1,1,3.65,62,5,['8550'],['Yasunari Kawabata'],['3.75'],['7302860'],['Cornelia Daniela Lupşă'],['3.51'],"Nouă povestiri, dintre cele mai frumoase creații literare ale lui Yasunari Kawabata, traduse pentru prima dată în limba română.<br /><br /><b>Valsul florilor</b> este povestea emoţionantă a pasiunii obsesive pentru dans. Hoshie, Suzuko şi Nanjō au crescut în spiritul sacrificării personale în numele unui scop mai înalt, cel artistic. Personajele povestirii sunt prinse ca într-un dans al vieţii, uneori hieratic şi spectaculos, alteori morbid şi frizând pierderea lucidităţii, pentru ca, la final, disciplina de fier a acestei arte, reflectate asupra personalităţii fiecăruia, să-şi spună cuvântul. <br />Având frumuseţea echivocă şi enigmatică a stampelor lui Hiroshige, maestrul peisajului nipon, <b>Un şir de copaci</b> dezvăluie, dincolo de metafora inexplicabilei desfrunziri a unor arbori de ginkgo, drama din sânul unei familii. <br /><b>Prima zăpadă pe Fuji</b> relatează întâlnirea dureroasă a unui cuplu despărţit de mult, care a trecut, separat, prin tragedia celui de-al Doilea Război Mondial, dar şi printr-o serie de drame personale. <br /><b>Tăcerea</b>, una dintre cele mai acute proze ale volumului, e o poveste-în-poveste, despre pasiunea pentru scris şi consecinţele, uneori dramatice, ale acesteia, iar <b>Norii de dimineaţă</b> surprinde dragostea unei eleve pentru profesoara sa de literatură japoneză. <br />Povestirile din volum au, în ciuda dimensiunilor reduse, calităţile stilistice ale unor capodopere, în care fiecare cuvânt are forţa de a evoca un întreg univers."
9717965,8550,Immagini di cristallo,8806188828,9788806188825,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327773327l/9717965._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327773327l/9717965._SY75_.jpg,2007,,,ita,Einaudi,false,14606558,6,165,228,72,12,5:6|4:17|3:35|2:11|1:3|total:72,1926,,,3.17,61,8,['8550'],['Yasunari Kawabata'],['3.75'],['4543420'],['Lydia Origlia'],['3.70'],"Forse più che in ogni altro scrittore giapponese, la donna è al centro dell'interesse e delle ossessioni di Kawabata: la donna, o meglio il corpo femminile, come incessante oggetto di indagine e come enigma affascinante di cui occorre carpire il segreto. Anche in ciascuno di questi cinque racconti campeggiano indimenticabili ritratti femminili: Kawabata offre un ventaglio di situazioni pervase di un erotismo a volte sottile e diffuso, a volte cupo e violento. Cinque racconti giovanili, scritti intorno agli anni Trenta."
6650084,8550,Ballada o Narayamie. Opowieści niesamowite z prozy japońskiej,8306013344,9788306013344,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1986,,,pol,Państwowy Instytut Wydawniczy,false,43755405,2,102,192,50,1,5:15|4:18|3:13|2:2|1:2|total:50,,,,3.84,49,1,"['35238', '5570398', '5775185', '3070992', '6263', '8550', '113561', '110156', '209565', '14164', '72118', '2661205', '7092690', '11411236']","['Lafcadio Hearn', 'Kyōka Izumi', 'Ryūnosuke Akutagawa', 'Atsushi Nakajima', ""Jun'ichirō Tanizaki"", 'Yasunari Kawabata', 'Osamu Dazai', 'Masuji Ibuse', 'Shichirō Fukazawa', 'Shūsaku Endō', 'Akiyuki Nosaka', 'Yuki Shoji', 'Blanka Yonekawa', 'Wiesław Rosocha']","['3.89', '3.93', '4.02', '3.84', '3.84', '3.75', '4.03', '3.98', '3.58', '4.02', '4.07', '3.80', '3.82', '3.86']",[],[],[],
1017632,8550,Bestial Noise: The Tin House Fiction Reader,1582343349,9781582343341,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312057054l/1017632._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312057054l/1017632._SX50_.jpg,2003,4,3,eng,Bloomsbury USA,false,1003756,1,131,187,48,1,5:12|4:22|3:11|2:3|1:0|total:48,2003,4,3,3.90,48,1,"['5791397', '5599', '18710', '56547', '8550', '51209', '15295926', '223879', '6404', '15295927', '382346', '10188', '68236', '14985983', '51966', '213140', '14594', '81034', '21550', '58567', '4339', '15295928', '68607', '15295929', '60936', '50688', '27427', '56546', '11214', '15295930']","['Tin House Books', 'Dorothy Allison', 'Amy Hempel', 'Tara Ison', 'Yasunari Kawabata', 'James Kelman', 'Dylan Landis', 'Fred G. Leebron', 'Jonathan Lethem', 'Michael F. Lowenthal', 'Max Ludington', 'Chris Offutt', 'Tom Barbash', 'Emily Ishem Raboteau', 'Nancy Reisman', 'Peter Rock', 'David Schickler', 'Helen Schulman', 'Jim Shepard', 'Katherine Shonk', 'David Foster Wallace', 'Liza Zeidner', 'David Gates', 'Julie Benesh', 'Kevin Canty', 'Ron Carlson', 'Lydia Davis', 'Stuart Dybek', 'Mary Gaitskill', 'Aleksander Hemon']","['3.92', '4.08', '3.84', '3.47', '3.75', '3.61', '3.86', '3.71', '3.78', '3.90', '3.81', '3.81', '3.60', '3.90', '3.55', '3.53', '3.59', '3.16', '3.74', '4.01', '4.13', '3.90', '3.90', '3.90', '3.78', '3.84', '4.03', '4.00', '3.74', '3.82']",[],[],[],"From the award-winning literary magazine<i> Tin House</i> comes an indispensable collection of established and emerging fiction stars.<br /><br />In just four short years <i>Tin House</i> has established itself as the most eclectic, exciting, and popular literary magazine in America today-writings from its pages have already been honored in<i> Best American Stories, Best American Essays, Best American Poetry, Prize Stories: The O. Henry Awards, </i>and <i>the Pushcart Prize Anthology</i>. <i>Bestial Noise</i> is the first collection of <i>Tin House </i>fiction, showcasing today's masters of the short form-David Foster Wallace, Amy Hempel, Mary Gaitskill, Ron Carlson, Jim Shepard, Helen Schulman, Jonathan Lethem, and Lydia Davis, along with <i>Tin House</i> discoveries David Schickler, Nancy Reisman, and Julie Benesh. These extraordinary, vital stories are a primer for the current state of cutting-edge fiction and confirm why the <i>Village Voice</i> declared that ' Tin House may very well represent the future of literary magazines.'"
20971404,8550,Liefdesdood in Kamara en andere Japanse verhalen,,9789025443139,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393925723l/20971404._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393925723l/20971404._SY75_.jpg,2014,5,,nl,Atlas Contact,false,40348740,1,166,171,45,8,5:8|4:24|3:9|2:4|1:0|total:45,2014,5,,3.80,45,8,"['8550', '3354']","['Yasunari Kawabata', 'Haruki Murakami']","['3.75', '3.96']",['3860553'],['Luk Van Haute'],['3.79'],"De mooiste verhalen uit ruim een eeuw Japanse literatuur zijn in dit standaardwerk bijeengebracht. Naast de bekendere namen zijn zo'n dertig auteurs opgenomen die nooit eerder in het Nederlands werden vertaald, van de eerste moderne boegbeelden tot de nieuwste jonge talenten, met daartussen onder andere de eerste verhalen van Nobelprijswinnaar Yasunari Kawabata en het oerverhaal waaruit het hele universum van Haruki Murakami ontstond."
21848570,8550,Sobre pájaros y animales,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396719095l/21848570._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396719095l/21848570._SX50_.jpg,1933,,,,,false,41119943,3,88,159,55,8,5:1|4:10|3:27|2:16|1:1|total:55,1933,1,1,2.89,50,8,['8550'],['Yasunari Kawabata'],['3.75'],[],[],[],"Sobre pájaros y animales es un relato corto del ganador del premio Nobel Yasunari Kawabata, publicado en 1933.<br /><br />El relato cuenta la historia de un hombre que va de camino a una representación de baile en la que participa su antigua novia, cuando se ve inmerso en una cadena de recuerdos acerca de los animales que ha ido criando a lo largo de los años."
40737537,8550,Knakketiknakk,,9788274887794,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530957555l/40737537._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530957555l/40737537._SY75_.jpg,2018,,,nor,Bokvennen forlag,false,63390624,1,202,155,33,1,5:23|4:10|3:0|2:0|1:0|total:33,,,,4.70,33,1,"['2813293', '933674', '16061597', '8076648', '5559451', '145348', '18180652', '6263', '175210', '4795659', '3073201', '8118877', '110156', '206542', '192919', '8550', '622016', '330288', '113561', '3439713', '35258', '14164', '169332', '208995', '927489', '1425660', '5591226', '399905', '3354', '5493334', '637929', '131321', '3114179', '92441', '1090500', '18180658']","['Doppo Kunikida', 'Ichiyō Higuchi', 'Natsume Sōseki', 'Ōgai Mori', 'Mieko Kawakami', 'Naoya Shiga', 'Ryonsuke Akutagawa', ""Jun'ichirō Tanizaki"", 'Kenji Miyazawa', 'Edogawa Rampo', 'Motojirō Kajii', 'Shigeharu Nakano', 'Masuji Ibuse', 'Fumiko Hayashi', 'Takiji Kobayashi', 'Yasunari Kawabata', 'Taiko Hirabayashi', 'Tamiki Hara', 'Osamu Dazai', 'Kenzaburō Ōe', 'Yukio Mishima', 'Shūsaku Endō', 'Taeko Kōno', 'Yasutaka Tsutsui', 'Mieko Kanai', 'Minako Oba', 'Kyōko Hayashi', 'Yūko Tsushima', 'Haruki Murakami', 'Yū Miri', 'Hiromi Kawakami', 'Hitomi Kanehara', 'Hiromi Itō', 'Yōko Tawada', 'Reiko Abe Auestad', 'Tore Holberg']","['3.96', '3.98', '3.84', '3.64', '3.73', '3.92', '4.70', '3.84', '3.97', '3.92', '4.01', '4.58', '3.98', '3.78', '3.81', '3.75', '4.09', '3.92', '4.03', '3.78', '3.93', '4.02', '4.07', '3.44', '3.86', '4.32', '4.11', '3.65', '3.96', '3.63', '3.65', '3.25', '3.68', '3.54', '4.68', '4.70']","['4720266', '4448997', '18180653', '18180654', '4547016', '18180655', '18180656', '18180657']","['Magne Tørring', 'Ika Kaminka', 'Jan Aleksander Enoksen', 'Tara Ishizuka Hassel', 'Yngve Johan Larsen', 'Petter Mæhlum', 'Øyvor Nyborg', 'Anne Lande Peters']","['3.84', '4.01', '4.70', '4.19', '3.68', '4.70', '4.70', '4.70']","Denne boka er et funn for alle de som allerede har latt seg ­fascinere av japansk litteratur, og til de som ­ønsker å stifte ­bekjentskap med den. Med 35 glitrende og svært forskjellige fortellinger ­åpner ­Knakketiknakk døren inn til en stor og mang­foldig korttekst­tradisjon. Hva har opptatt japanske forfattere det siste hundreåret? Hva slags samfunn skrev de i? Hvem var de? Hvorfor skrev de, og hva skrev de om? Denne ­antologien forsøker å antyde noen svar på dette, og et omfattende ­forord setter fortellingene inn en politisk og samfunns­messig sammen­heng. Mange av forfatterne er kjent for norske ­lesere fra før, andre ­presenteres her på norsk for første gang. <br /><br />Her finner vi historier om kjærlighet og familieliv i spennings­­feltet mellom tradisjon og modernitet, rå, kroppslig ­ut­forsk­ning av kvinne­roller i endring, dystopisk science ­fiction, ­studier i ­nihilisme, meditative studier av selvet, ­humoristiske og samfunns­kritiske fabel­fortellinger, proletar­litteratur, krigs­kritikk, og katastrofe­litteratur fra Hiroshima og Fukushima. ­Knakketiknakk utfordrer vårt bilde av ­Japan, av den japanske litteraturen – og av hva en novelle er og kan være.<br /><br />Description from <a target=""_blank"" href=""http://www.bokvennen.no"" rel=""nofollow"">www.bokvennen.no</a>."
9694516,8550,Cent'anni di racconti dal Giappone,8804490179,9788804490173,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342021507l/9694516._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342021507l/9694516._SY75_.jpg,2001,,,ita,A. Mondadori,false,14582651,2,105,152,42,3,5:4|4:21|3:14|2:3|1:0|total:42,,,,3.62,40,3,"['5178171', '206542', '3439713', '14164', '113561', '622016', '62846', '8550', '3019841', '103307', '6526', '209565']","['Cristiana Ceci', 'Fumiko Hayashi', 'Kenzaburō Ōe', 'Shūsaku Endō', 'Osamu Dazai', 'Taiko Hirabayashi', 'Junnosuke Yoshiyuki', 'Yasunari Kawabata', 'Takehiko Fukunaga', 'Fumiko Enchi', 'Kōbō Abe', 'Shichirō Fukazawa']","['3.49', '3.78', '3.78', '4.02', '4.03', '4.09', '3.66', '3.75', '3.76', '3.80', '3.81', '3.58']",[],[],[],"Quindici racconti di scrittori giapponesi moderni e contemporanei, tra i quali i premi Nobel Yasunari Kawabata e Kenzaburo Oe, in una raffinata antologia che mette in evidenza gli aspetti affascinanti ed enigmatici di un universo narrativo che ha ancora molto da rivelarci.<br /><br />Hayashi Fumiko, La città della fisarmonica e dei pesci<br />Hayashi Fumiko, Il tardo crisantemo<br />Dazai Osamu, Il suono del martello<br />Hirabayashi Taiko, Sono viva<br />Hirabayashi Taiko, La vita di un uomo<br />Yoshiyuki Junnosuke, Il venditore di rose<br />Kawabata Yasunari, Luna d'acqua<br />Fukunaga Takehiko, La palude<br />Enchi Fumiko, L'ammaliatrice<br />Abe Kōbō, Il gesso magico<br />Abe Kōbō, L'uovo di piombo<br />Fukuzawa Shichirō, Nankinkozō<br />Ōe Kenzaburō, Uno strano lavoro<br />Ōe Kenzaburō, L'orgoglio dei morti<br />Endō Shūsaku, Un uomo di quarant'anni"
12367831,8550,Arcobaleni,8860887941,9788860887948,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320585454l/12367831._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320585454l/12367831._SY75_.jpg,2010,1,21,ita,Guanda,false,16234462,4,103,142,39,5,5:8|4:12|3:16|2:3|1:0|total:39,1951,,,3.64,33,4,['8550'],['Yasunari Kawabata'],['3.75'],['4543420'],['Lydia Origlia'],['3.70'],"In un incastro di ricordi, ritorni, immagini, si svolge la vicenda di Momoko, inquieta adolescente dalla vita sentimentale intensa e disordinata. Qual è l’origine di tanta inquietudine? Una latente omosessualità, oppure la desolante sensazione di una condizione femminile votata al martirio?<br />La figura di Momoko, a tratti dura, rigida, ma sempre vera, si lega in un armonico contrasto con gli altri personaggi del romanzo: il padre, troppo inquieto egli stesso per dare sicurezza, troppo lontano per insegnare ad amare, e il giovanissimo amante, la cui devozione commuove la ragazza, accrescendone le ansie e i contrasti interiori."
1146862,8550,Autumn Wind and Other Stories,4805308508,9784805308509,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364137826l/1146862._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364137826l/1146862._SY75_.jpg,1994,,,eng,Tuttle Publishing,false,1134316,3,123,126,35,10,5:5|4:16|3:10|2:3|1:1|total:35,1994,,,3.60,31,8,"['5775185', '244614', '206542', '522375', '56467', '8550', '8366128', '562081', '6939792', '3483628', '3483629', '3483630', '3483631', '754832']","['Ryūnosuke Akutagawa', 'Ango Sakaguchi', 'Fumiko Hayashi', 'Morio Kita', 'Yumiko Kurahashi', 'Yasunari Kawabata', 'Riichi Yokomitsu', 'Kafū Nagai', 'Ton Satomi', 'Juichiya Gisaburo', 'Okamoto Kanoko', 'Nakayama Gishū', 'Tsutomo Mizukami', 'Junichi Watanabe']","['4.02', '3.81', '3.78', '3.83', '3.94', '3.75', '3.88', '3.60', '3.89', '3.48', '4.03', '3.48', '3.48', '3.85']",['206541'],['Lane Dunlop'],['4.04'],"Westerners familiar only with stereotypical images of bowing geisha and dark-suited businessmen will be surprised by the cast of characters translator Lane Dunlop introduces in this anthology. Lovers of fiction and students of Japan are certain to find these stories absorbing, engaging and instructive."
668443,8550,Romans et nouvelles,2253132691,9782253132691,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,12,12,fre,Livre de Poche,false,654488,3,86,122,30,3,5:12|4:11|3:5|2:1|1:1|total:30,2002,12,1,4.07,20,1,['8550'],['Yasunari Kawabata'],['3.75'],[],[],[],- Ossements / Histoire du visage de la morte<br />- La Mer / La Danseuse da (TM)Izu / Une page folle<br />- Le Pourvoyeur de cadavres / Les Servantes da (TM)auberge<br />- Chronique da (TM)Asakusa / Illusions de cristal<br />- ElA(c)gie / Bestiaire / Pays de neige<br />- Le MaA(R)tre ou le Tournoi de go / Retrouvailles<br />- NuA(c)e da (TM)oiseaux blancs<br />- Le Grondement de la montagne / La Lune dans la (TM)eau<br />- Le Lac / Les Belles Endormies / KyAto<br />- Tristesse et BeautA(c)<br /><br />A
24070899,8550,Un brazo y otros cuentos,,9789500436649,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419515455l/24070899._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419515455l/24070899._SY75_.jpg,2014,,,spa,emece,false,43667292,1,76,108,33,3,5:3|4:8|3:17|2:5|1:0|total:33,1964,,,3.27,33,3,['8550'],['Yasunari Kawabata'],['3.75'],['4525689'],['Amalia Sato'],['3.77'],"Al recibir el Premio Nobel de Literatura en 1968, Yasunari Kawabata (1899-1972) pronunció un discurso titulado “Yo, que pertenezco al bello Japón”, y por cierto que toda su obra es un homenaje a ese ilusionado Japón refinado que amenaza siempre con desaparecer. La crueldad de la belleza como juicio de valor, mujeres fantasmales, el paisaje y la naturaleza con sus secretos, las citas para entendidos, su obsesión por las relaciones sin herencia de sangre y el renacer del deseo, los niños pequeños y las jovencitas, el misterio de los moribundos y el respeto por las ceremonias. <br />Los relatos que denominó “cuentos del tamaño de la palma de una mano"", o los de ese otro género que también inventó, “literatura sobre ancianos”, son escenarios de estas obsesiones. Quienes lean esta antología confirmarán que después de la guerra Kawabata sólo podía ser ese practicante de la nostalgia que jamás claudicaría en la persecución de sus ideales, tan inalcanzables como el horizonte ante su departamento sobre la playa de Zushi, donde se quitó la vida. <br /><br />- Amalia Sato"
15758827,8550,Kaiki: Uncanny Tales from Japan Volume 3: Tales of the Metropolis,,9784902075106,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355048267l/15758827._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355048267l/15758827._SY75_.jpg,2012,,,,Kurodahan Press,false,21457835,1,153,107,26,4,5:11|4:9|3:4|2:2|1:0|total:26,2012,1,1,4.12,26,4,"['3147700', '2844604', '5586441', '8550', '6553466', '5574594', '5775185', '5559307', '6263', '6553467', '4795659', '3091074', '5573467', '14164']","['Masao Higashi', 'Robert E. Weinberg', 'Masao Yamakawa', 'Yasunari Kawabata', 'Baku Akae', 'Daijirō Morohoshi', 'Ryūnosuke Akutagawa', 'Kaita Murayama', ""Jun'ichirō Tanizaki"", 'Yoshio Toyoshima', 'Edogawa Rampo', 'Hiroko Minagawa', 'Jūran Hisao', 'Shūsaku Endō']","['3.89', '3.87', '4.12', '3.75', '4.12', '4.15', '4.02', '3.71', '3.84', '4.06', '3.92', '3.73', '3.70', '4.02']",[],[],[],"The third and final volume of our Kaiki series returns us to the Capital City: Tokyo. While Japan has modernized, renaming old Edo as new-born Tokyo, strange secrets remain hidden under the chrome and spotlights, unaffected by our beliefs in Science and Technology. Enjoy a new collection of stories introducing the strange denizens and happenings of the shadowy world of Japanese uncanny literature. Selected and with commentary by Higashi Masao, a recognized researcher and author in the field.<br /><br />The list of authors includes some of the most famous names in Japanese literature: Akutagawa Ryunosuke, Tanizaki Jun'ichiro, Edogawa Rampo, Hisao Juran, Endo Shusaku, Kawabata Yasunari and others."
