id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
12083,7680,Long Day's Journey into Night,0300093055,9780300093056,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,2,8,eng,Yale University Press,false,809292,61,59795,139551,34313,925,5:13957|4:11612|3:6438|2:1698|1:608|total:34313,1956,1,1,4.07,32473,755,"['7680', '236']","[""Eugene O'Neill"", 'Harold Bloom']","['3.96', '4.10']",[],[],[],"Eugene O'Neill's autobiographical play Long Day's Journey into Night is regarded as his finest work. First published by Yale University Press in 1956, it won the Pulitzer Prize in 1957 and has since sold more than one million copies. This edition includes a new foreword by Harold Bloom.<br /><br />The action covers a fateful, heart-rending day from around 8:30 am to midnight, in August 1912 at the seaside Connecticut home of the Tyrones - the semi-autobiographical representations of O'Neill himself, his older brother, and their parents at their home, Monte Cristo Cottage.<br /><br />One theme of the play is addiction and the resulting dysfunction of the family. All three males are alcoholics and Mary is addicted to morphine. They all constantly conceal, blame, resent, regret, accuse and deny in an escalating cycle of conflict with occasional desperate and half-sincere attempts at affection, encouragement and consolation."
12215,7680,Desire Under the Elms & The Great God Brown,1854591363,9781854591364,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,8,10,eng,Nick Hern,false,673641,1,999,2409,645,15,5:169|4:229|3:169|2:63|1:15|total:645,1958,,,3.73,645,15,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],"Eugene O'Neill's tale of Ephraim Cabot, greedy and hard like the stone walls that surround his farm, the family patriarch brings home his new young bride, Abbie. His grown sons dissaprove; one leaves but the other stays to fight for the family fortune. What follows is a tragedy of epic proportions."
880136,7680,Beyond the Horizon,1417914262,9781417914265,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,1,11,,Kessinger Publishing,false,1715894,39,903,1685,455,38,5:97|4:172|3:145|2:36|1:5|total:455,1920,,,3.70,377,27,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
3153167,7680,Strange Interlude,1417934808,9781417934805,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3203126,18,1029,1515,399,22,5:111|4:137|3:114|2:33|1:4|total:399,1928,,,3.80,360,15,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],"Generally agreed to be one of the most significant forces in the history of the American theater, O'Neill is a three-time winner of the Pulitzer Prize &amp; the Nobel Prize in literature for 1936. He won one of his Pulitzer prizes for Strange Interlude. The play exemplifies O'Neill's ability to explore the limits of the human predicament, even as he sounds the depths of his audiences' hearts &amp; it was probably the furor of discussion aroused by the novelty both of theme &amp; treatment in Strange Interlude that made O'Neill's name known wherever the English-speaking stage is discussed."
12459,7680,Complete Plays 1932–1943,094045050X,9780940450509,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1988,10,1,eng,Library of America,false,14760,1,626,1358,312,13,5:168|4:97|3:39|2:5|1:3|total:312,1988,10,1,4.35,312,13,"['7680', '197384']","[""Eugene O'Neill"", 'Travis Bogard']","['3.96', '4.25']",[],[],[],"The third and final volume of the first complete collection of Eugene O’Neill’s dramatic writings (available exclusively from <em>The Library of America</em>) contains eight plays written between 1932 and 1943, when illness forced him to stop writing. They represent the crowning achievements of his career.<br /><br />O’Neill described <em>Ah, Wilderness!</em> as “the way I would have <em>liked</em> my boyhood to have been.” Set in the summer of 1906, it affectionately depicts the warm, close family of 16-year-old Richard Miller and the innocence with which he faces the trials of first love, strong drink, and sexual temptation.<br /><br />John Loving, hero of <em>Days Without End</em>, is split by his lack of faith into two selves: John and his Mephistophelian double Loving, who wears John’s death mask and plots his destruction. Burdened by guilt but desperately wanting to love, John struggles with Loving’s nihilistic hatred in what O’Neill termed his “modern miracle play.”<br /><br />In <em>A Touch of the Poet</em>, Irish tavern-keeper Con Melody is drawn by his proud past as a Byronic cavalry hero of the Napoleonic Wars toward a fatal confrontation with his wealthy Yankee neighbors, the Harfords.<br /><br />Throughout <em>More Stately Mansions</em>, the idealistic yet cunning Simon Harford, his wife, Sara Melody Harford, and his mother, Deborah, continually shift roles and alliances as they engage in an eerie psychological and sexual battle for possession of each other and their own maddeningly elusive dreams. This volume presents the never-before-published complete text of the revised typescript for this unfinished play.<br /><br />The derelict inhabitants of Harry Hope’s saloon in <em>The Iceman Cometh</em> find solace in their comradeship until their drifting calm is destroyed by the visiting salesman Theodore Hickey, who insists that they abandon all “pipe dreams” and face the truth about their lives. O’Neill carefully orchestrates the voices of over a dozen characters to form a chorus of overwhelming despair and surprising compassion.<br /><br /><em>Hughie</em> is a one-act dialogue between a reminiscing gambler and a weary hotel night clerk about the promise and loneliness of city life.<br /><br /><em>Long Day’s Journey into Night</em> unsparingly dissects the pain, rage, guilt, and love that drive a wounded family apart and bind it together. In their summer home the four Tyrones—James, a proud actor haunted by poverty, his devout, morphine-addicted wife, Mary, and their sons, Jamie, a cynical drunkard, and Edmund, an aspiring poet—slowly unveil the truth about their lives until they can no longer hope either to save or to escape one another. Published and produced posthumously, it won O’Neill his fourth Pulitzer Prize.<br /><br />In its elegiac coda, <em>A Moon for the Misbegotten</em>, Jamie Tyrone seeks the peace that has long eluded him in the arms of sharp-tongued Josie Hogan.<br /><br />The volume concludes with “Tomorrow” (1917), O’Neill’s only published short story."
435096,7680,Three Plays: Anna Christie / The Emperor Jones / The Hairy Ape,0679763953,9780679763956,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,10,31,,Vintage,false,424028,9,535,951,263,25,5:51|4:97|3:83|2:27|1:5|total:263,1937,1,1,3.62,170,15,"['7680', '2854289']","[""Eugene O'Neill"", 'Luann Walther']","['3.96', '4.09']",[],[],[],"Winner of the Nobel Prize<br /><br />This edition includes <i>Anna Christie, The Emperor</i> <i>Jones</i>, and <i>The Hairy Ape</i> three classic plays of uncontested power from the Nobel laureate and winner of two Pulitzer Prizes for drama.<br /><br />In <i>Anna Christie, </i> a sailor reunites with his estranged daughter after years apart. As she begins to fall in love with a younger sailor, she realizes she must come clean to her father and her new love interest and reveal her troubled past.<br /><br />In <i>The Emperor Jones, </i>African American fugitive, Brutus Jones, recounts his life through a series of flashbacks as he runs from rebelling subjects through a West Indies Jungle, showing just how he came to rule over a small island, and his eventual downfall.<br /><br />In <i>The Hairy Ape, </i>O'Neil explores class and identity as he follows the existential crisis of Yank, an engine worker for an ocean liner. After being called a beast from the daughter of a rich industrialist, Yank realizes he has no place in modern society, or even a class he can call his own.<br /><br />William Faulkner, Philip Roth, Alice Munro, Thomas Mann, Doris Lessing, Albert Camus, V.S. Naipaul, Gabriel Garcia Marquez, Salman Rushdie, Joan Didion, and Cormac McCarthy, among many others: Vintage International is devoted to publishing the best writing of the past century from the world over. Offering both classic and modern fiction and literary nonfiction in elegant editions, Vintage International aims to provide readers with world-class writing that has stood the test of time and essential works by the preeminent authors of today."
12464,7680,Four Plays: Anna Christie / The Hairy Ape / The Emperor Jones / Beyond the Horizon,0451526678,9780451526670,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,2,1,,Signet Classics,false,14765,14,485,924,235,9,5:68|4:96|3:60|2:9|1:2|total:235,1998,2,1,3.93,157,4,"['7680', '5762007']","[""Eugene O'Neill"", 'A.R. Gurney']","['3.96', '3.77']",[],[],[],"The first American dramatist to ever receive the Nobel Prize, Eugene O'Neill is the most renowned American playwright of the 20th century. Included in this edition are four plays from his extraordinary career: ""Beyond the Horizon, Anna Christie, The Emperor Jones"", known for its unusual stage devices and powerful use of symbolism, and ""The Hairy Ape"", one of O'Neill's experiments in expressionism."
528155,7680,The Last Will and Testament of a Very Distinguished Dog,0805061703,9780805061703,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316635916l/528155._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316635916l/528155._SX50_.jpg,1999,10,29,en-US,Henry Holt and Co.,false,515900,5,328,699,155,21,5:100|4:40|3:11|2:2|1:2|total:155,1940,,,4.51,114,14,"['7680', '993644']","[""Eugene O'Neill"", 'Adrienne Yorinks']","['3.96', '4.05']",[],[],[],"The perfect gift for every dog owner.<br /><br />In the early 1940s, famed playwright Eugene O'Neill wrote a moving piece of prose about his dog, Silverdene Emblem O'Neill (Blemie). In <i>The Last Will and Testament of an Extremely Distinguished Dog</i>, O'Neill eloquently and compassionately articulates what all dog owners feel as their pet nears the of its life. O'Neill's elegy has been lovingly restored to print and is beautifully illustrated by the award-winning quilt maker Adrienne Yorinks. Yorinks complements the text using twenty-five machine-pieced and hand-stitched quilts with color photographic transfers of dogs. The Last Will says everything that needs to be said to someone you love who is losing or has lost a beloved canine friend."
620710,7680,A Touch of the Poet,0822213931,9780822213932,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,6,1,,Dramatists Play Service,false,607084,10,342,622,167,10,5:34|4:66|3:56|2:9|1:2|total:167,1957,,,3.72,142,8,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],The time of the play is 1828 and the setting is a tavern in a village near Boston. The tavern is owned by a tempestuous Irishman who is a s proud as he is ill-tempered and is determined to show his pride and importance to the Yankee townsmen.
2141452,7680,The Writer's Chapbook: A Compendium of Fact...from the 20th Century's Preeminent Writers,014009878X,9780140098785,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1992,11,1,eng,Penguin Books,false,208386,6,525,427,104,18,5:40|4:42|3:16|2:5|1:1|total:104,1989,6,7,4.11,15,2,"['6474', '3534', '9322', '3083854', '3535', '5152', '463', '1455', '233593', '7680', '18540', '7927', '7659']","['George Plimpton', 'Toni Morrison', 'Edward Albee', 'Tom Wolfe', 'William Faulkner', 'Vladimir Nabokov', 'Philip Roth', 'Ernest Hemingway', 'W.H. Auden', ""Eugene O'Neill"", 'T.S. Eliot', 'Norman Mailer', 'Paul Bowles']","['4.04', '3.91', '4.02', '3.86', '3.85', '3.89', '3.81', '3.83', '4.17', '3.96', '4.16', '3.82', '3.94']",[],[],[],"Culled from interviews with the world's greatest modern writers in the pages of The Paris Review by the digest's famous editor, a miscellany of advice, quips, and observations covers such topics as motivation, work habits, and critics.<br /><br /><br />The first issue of The Paris Review in 1953 included an interview on the craft of writing with E. M. Forster, perhaps the greatest living author of the time. Subsequent issues carried interviews with, among others, François Mauriac, Graham Greene, Irwin Shaw, William Styron, Ralph Ellison, and William Faulkner; in the intervening years, many of the world's most significant writers (Ezra Pound, Robert Frost, Ernest Hemingway, John Updike, and John Dos Passos) sat down with The Paris Review. Many of the interviews have been collected in a series of volumes entitled Writers at Work. From these interviews, The Paris Review's editor, George Plimpton, has selected the best and most illuminating insights that the writers have provided and arranged them by subject rather than by author.<br /><br />The book is divided into four parts: ""The Writer: A Profile"" (including the sections ""On Reading,"" ""On Work Habits,"" On the Audience,"" etc.); Part II is ""Technical Matters"" (""On Style,"" ""On Plot,"" etc.); Part III is ""Different Forms"" (""On Biography,"" ""On Journalism""); and Part IV is ""The Writer's Life,"" covering topics like conferences, courses, and teaching, along with a section in which writers provided portraits of other writers.<br /><br /><i>The Writer's Chapbook</i> is a fund of observations by writers on writing. These range from marvelous one-liners (Eugene O'Neill on critics: ""I love every bone in their heads""; T.S. Eliot on editors: ""I suppose some editors are failed writers—but so are most writers"") to expositions on plot, character, and the technical process of putting pen to paper and doing it for a living. ""I don't even have a plot,"" says Norman Mailer; Paul Bowles describes writing in bed; Toni Morrison talks about inventing characters; and Edward Albee and Tom Wolfe explain where they discovered the titles for Who's Afraid of Virginia Woolf and The Bonfire of the Vanities.<br /><br />This book is a treasure. But beware: What is true for the Writers at Work series holds for The Writer's Chapbook even more—a reader who picks it up, intending just to dip into it, might not emerge for days."
1308700,7680,Hughie,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,en-US,,false,3184780,5,231,417,117,12,5:25|4:35|3:43|2:9|1:5|total:117,1959,,,3.56,98,5,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],"Hughie, the only surviving manuscript from a series of eight one-act monologue plays that O'Neill planned in 1940, was completed in 1941. In the play, only two characters appear on stage; Hughie, the third and most important one, is dead. It is Hughie's innocence, gullibility, and need to believe in a far more exciting existence than he ever knew that gives purpose to the shabby livs of the two who remain. O'Neill here again writes of the defeated and the courage that comes by way of illusions."
