id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
49552,957894,The Stranger,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349927872l/49552._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349927872l/49552._SY75_.jpg,1989,3,28,eng,Vintage International,false,3324344,90,1122620,2636657,662038,21626,5:238594|4:239292|3:132446|2:37475|1:14231|total:662038,1942,,,3.98,555946,13417,['957894'],['Albert Camus'],['4.00'],['4065222'],['Matthew    Ward'],['3.88'],"Through the story of an ordinary man unwittingly drawn into a senseless murder on an Algerian beach, Camus explored what he termed ""the nakedness of man faced with the absurd."" First published in English in 1946; now in a new translation by Matthew Ward."
15698,957894,Caligula,2070386708,9782070386703,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341261238l/15698._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341261238l/15698._SY75_.jpg,1993,9,1,fre,Gallimard,false,3139665,68,19831,35117,8602,525,5:3300|4:3199|3:1694|2:330|1:79|total:8602,1944,,,4.08,6223,218,"['957894', '66626']","['Albert Camus', 'Pierre-Louis Rey']","['4.00', '4.01']","['743125', '3461628']","['P. Morgan', 'E.T. Jones']","['4.08', '4.08']","Ange en quête d'absolu ? Monstre sanguinaire ? Avant la guerre, Albert Camus conçoit Caligula, ainsi que Sisyphe ou Meursault (L'Étranger), comme un héros de l'Absurde. En 1945, la pièce est reçue comme une fable sur les horreurs du nazisme. Ses versions et ses mises en scène successives, l'évolution de la sensibilité du public ont contribué à faire de Caligula une des figures les plus troublantes de notre théâtre. À l'image du tyran se superposent, dans notre mémoire, les visages de Gérard Philipe, qui créa le rôle, et celui d'Albert Camus, qui mêla toujours au besoin de tendresse et à l'exigence de pureté une étrange «fixation au meurtre» et «cette violence intérieure» (Jean Grenier) qui anime son empereur romain."
21394200,957894,Сумерки богов,5250003788,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405450468l/21394200._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405450468l/21394200._SY75_.jpg,1989,,,rus,Издательство политической литературы,false,19234046,315,17704,28626,7265,473,5:2306|4:2854|3:1586|2:403|1:116|total:7265,1888,,,3.94,32,1,"['1938', '10017', '8788', '957894', '1466', '16193235', '14287579', '3370308', '2970646', '1656144']","['Friedrich Nietzsche', 'Sigmund Freud', 'Erich Fromm', 'Albert Camus', 'Jean-Paul Sartre', 'Фридрих Ницше', 'Зигмунд Фрейд', 'Эрих Фромм', 'Альбер Камю', 'Жан-Поль Сартр']","['4.05', '3.82', '4.09', '4.00', '3.99', '3.97', '3.97', '4.18', '4.21', '3.97']",[],[],[],"В книгу включены произведения видных западных мыслителей - Ф. Ницше, З. Фрейд, Э Фромма, А. Камю, Ж.П. Сартра, которые подвергают критике религиозные идеи. Некоторые из этих произведений публикуются на русском языке впервые.<br />Рассчитана на пропагандистов, преподавателей и студентов вузов, на всех интересующихся атеистической проблематикой."
15694,957894,The First Man,0783816014,9780783816012,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374680457l/15694._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374680457l/15694._SY75_.jpg,1996,3,1,,Thorndike Press,false,2503029,113,17666,24873,6283,431,5:2027|4:2428|3:1441|2:316|1:71|total:6283,1994,4,13,3.96,4192,221,['957894'],['Albert Camus'],['4.00'],['225010'],['David Hapgood'],['3.98'],"The unfinished manuscript of <i>The First Man</i> was discovered in the wreckage of a car accident in which Camus died in 1960. Although it was not published for over thirty years, it was an instant bestseller when it finally appeared in 1994. The 'first man' is Jacques Cormery, whose poverty-stricken childhood in Algiers is made bearable by his love for his silent and illiterate mother, and by the teacher who transforms his view of the world. The most autobiographical of Camus's novels, it gives profound insights into his life, and the powerful themes underlying his work."
6784273,957894,Existentialism from Dostoevsky to Sartre,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384385002l/6784273._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384385002l/6784273._SY75_.jpg,1975,,,eng,Meridian,false,230380,20,21199,21510,5272,109,5:1973|4:2050|3:1007|2:182|1:60|total:5272,1956,10,1,4.08,19,4,"['14824', '14706', '6191', '1466', '957894', '3137322', '6172', '1938', '7906', '5223', '36647']","['Walter Kaufmann', 'Karl Jaspers', 'Martin Heidegger', 'Jean-Paul Sartre', 'Albert Camus', 'Fyodor Dostoyevsky', 'Søren Kierkegaard', 'Friedrich Nietzsche', 'Rainer Maria Rilke', 'Franz Kafka', 'José Ortega y Gasset']","['4.11', '3.85', '4.08', '3.99', '4.00', '4.18', '4.07', '4.05', '4.29', '3.89', '4.01']","['4382096', '1959228', '211245', '53903', '7795785', '5809358', '264525', '380322']","['Helene Weyl', 'Felix Kaufmann', 'Joan Stambaugh', 'R.F.C. Hull', 'Alan Crick', 'Hazel Barnes', 'Walter Lowrie', 'David F. Swenson']","['4.11', '3.85', '4.15', '4.17', '3.84', '3.80', '4.04', '4.24']","This volume provides basic writings of Dostoevsky, Kierkegaard, Nietzsche, Rilke, Kafka, Ortega, Jaspers, Heidegger, Sartre, and Camus, including some not previously translated, along with an invaluable introductory essay by Walter Kaufmann."
239154,957894,Les Justes,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420127732l/239154._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420127732l/239154._SY75_.jpg,1999,11,8,fre,Folio,false,231666,56,7770,17610,4394,219,5:1440|4:1809|3:925|2:179|1:41|total:4394,1949,,,4.01,3381,127,['957894'],['Albert Camus'],['4.00'],[],[],[],"À Moscou, en 1905, un groupe de socialistes révolutionnaires projette d'assassiner le grand-duc Serge, qui gouverne la ville en despote, afin de lutter contre la tyrannie exercée sur eux. Kaliayev, un jeune terroriste, lancera la bombe. Dora restera en arrière, mais c'est elle qui a fabriqué les bombes servant à l'attentat. Dora et Kaliayev sont amants. Kaliayev est emprisonné, la grande-duchesse Élisabeth lui propose d'être gracié, il refuse et il est pendu. Dora, à la fin, s'apprête à faire le prochain attentat et peut ainsi rejoindre Kaliayev."
6056576,957894,L'Étranger / La Peste,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481147029l/6056576._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481147029l/6056576._SY75_.jpg,1969,,,fre,"Editions du Progres, Moscou",false,16182050,12,5868,10998,2676,78,5:1108|4:958|3:444|2:128|1:38|total:2676,2013,2,1,4.11,2530,77,['957894'],['Albert Camus'],['4.00'],[],[],[],"In this book you find a (Russian) foreword, then ""The Stranger"" and ""The Plague"".<br /><br />I'm not sure that adding this book in this form is not against<br /> don't combine:<br />2-in-1 books or boxed sets that include the given book."
11995,957894,"Resistance, Rebellion and Death: Essays",0679764011,9780679764014,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,8,29,en-US,Vintage,false,14355,14,9483,10852,2584,120,5:1100|4:985|3:426|2:61|1:12|total:2584,1960,,,4.20,2475,106,['957894'],['Albert Camus'],['4.00'],['2435'],"[""Justin O'Brien""]",['4.11'],"In the speech he gave upon accepting the Nobel Prize for Literature in 1957, Albert Camus said that a writer ""cannot serve today those who make history; he must serve those who are subject to it."" And in these twenty-three political essays, he demonstrates his commitment to history's victims, from the fallen maquis of the French Resistance to the casualties of the Cold War.<br /> <i>Resistance, Rebellion and Death</i> displays Camus's rigorous moral intelligence addressing issues that range from colonial warfare in Algeria to the social cancer of capital punishment. But this stirring book is above all a reflection on the problem of freedom, and, as such, belongs in the same tradition as the works that gave Camus his reputation as the conscience of our century: <i>The Stranger</i>, <i>The Rebel</i> and <i>The Myth of Sisyphus</i>."
1060007,957894,سوء تفاهم,964453011x,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,9,11,per,مجید,false,1403542,44,4682,9503,2571,292,5:583|4:934|3:800|2:198|1:56|total:2571,1943,,,3.70,885,106,"['957894', '16508306']","['Albert Camus', 'Jalal Al-e Ahmad']","['4.00', '3.39']",[],[],[],
1147083,957894,Der Flieger und die Sterne,3538068437,9783538068438,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,3,1,ger,Artemis & Winkler,false,2639067,99,4467,8214,2101,169,5:673|4:757|3:514|2:122|1:35|total:2101,1942,,,3.91,1,0,"['1020792', '957894', '1455', '176408', '90845', '7034474']","['Antoine de Saint-Exupéry', 'Albert Camus', 'Ernest Hemingway', 'Irmgard Keun', 'Victor Klemperer', 'Peter Fröhlicher']","['4.30', '4.00', '3.83', '3.75', '4.30', '1.00']",[],[],[],"A recollection of the shattering days during World War II when, though the fall of France was imminent, a handful of French pilots continued to fight on against the Germans. Translated by Lewis Galantière.<br />"
237701,957894,Caligula and Three Other Plays,0394702077,9780394702070,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1962,2,12,en-US,Vintage,false,39909759,10,3409,5703,1413,50,5:496|4:554|3:295|2:54|1:14|total:1413,1962,,,4.04,1376,44,['957894'],['Albert Camus'],['4.00'],['5744'],['Stuart Gilbert'],['4.07'],"This English edition includes the plays <i>Caligula</i>, <i>The Misunderstanding (Le Malentendu)</i>, <i>State of Siege (L'État de siège)</i>, and <i>The Just Assassins (Les Justes)</i>."
205984,957894,The Guest,0886823560,9780886823566,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450665419l/205984._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450665419l/205984._SX50_.jpg,1997,4,1,eng,Creative Education,false,199350,18,3303,5620,1495,112,5:353|4:569|3:451|2:104|1:18|total:1495,1997,1,1,3.76,1299,91,['957894'],['Albert Camus'],['4.00'],[],[],[],"An Algerian schoolteacher develops a strange alliance with the Arab prisoner temporarily left in his charge, giving him the chance to select his own destiny."
440395,957894,پشت و رو,9643211045,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524983618l/440395._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524983618l/440395._SX50_.jpg,2007,,,per,فروزان روز,false,1659050,46,2711,5353,1442,113,5:316|4:541|3:460|2:104|1:21|total:1442,1937,,,3.71,290,31,['957894'],['Albert Camus'],['4.00'],['2717801'],['عباس باقری'],['3.48'],کتاب مجموعه‌ای از ۵ داستان کوتاه است. در حقیقت این کتاب اولین کتاب کامو است که در سن ۲۲ سالگی آن را نوشته است. داستان‌های کتاب عبارتند از ریشخند، بین آری و نه، دل‌مردگی، عشق زیستن و پشت و رو؛
315991,957894,Caligula; suivi de Le Malentendu,2070360644,9782070360642,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364337172l/315991._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364337172l/315991._SY75_.jpg,1972,3,28,fre,Gallimard,false,26415356,18,2587,4637,1138,52,5:427|4:434|3:222|2:45|1:10|total:1138,1944,,,4.07,1023,38,['957894'],['Albert Camus'],['4.00'],[],[],[],
26872153,957894,L'étranger,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,4,12,fre,Gallimard,false,56650583,17,1522,4516,1199,125,5:302|4:451|3:335|2:86|1:25|total:1199,2013,4,12,3.77,518,25,"['957894', '70324']","['Albert Camus', 'Jacques Ferrandez']","['4.00', '3.77']",[],[],[],"Le jour où sa mère est morte, Meursault a remarqué qu'il faisait très chaud dans l'autobus qui le menait d'Alger à l'asile de vieillards, et il s'est assoupi. Plus tard, dans la chambre mortuaire, il a apprécié le café que lui offrait le concierge, a eu envie de fumer, a été gêné par la violente lumière des lampes électriques. Et c'est avec une conscience aiguë du soleil qui l'aveugle et le brûle que l'employé de bureau calme et réservé va commettre un acte irréparable. Camus présente un homme insaisissable amené à commettre un crime et qui assiste, indifférent, à son procès et à sa condamnation à mort. <br /><br />Le chef d'œuvre d'Albert Camus en bande dessinée. Jacques Ferrandez en offre une relecture passionnante en bande dessinée, sans en épuiser le mystère."
11988,957894,"The Plague, The Fall, Exile and the Kingdom, and Selected Essays",1400042550,9781400042555,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,8,17,eng,Everyman's Library,false,41394475,2,2376,3993,919,37,5:484|4:307|3:101|2:15|1:12|total:919,1959,,,4.34,857,33,"['957894', '15926']","['Albert Camus', 'David Bellos']","['4.00', '3.89']","['5744', '2435']","['Stuart Gilbert', ""Justin O'Brien""]","['4.07', '4.11']","From one of the most brilliant and influential thinkers of the twentieth century–two novels, six short stories, and a pair of essays in a single volume. In both his essays and his fiction, Albert Camus (1913—1960) de-ployed his lyric eloquence in defense against despair, providing an affirmation of the brave assertion of humanity in the face of a universe devoid of order or meaning.<br /><br /><i>The Plague</i>–written in 1947 and still profoundly relevant–is a riveting tale of horror, survival, and resilience in the face of a devastating epidemic. <i>The Fall</i> (1956), which takes the form of an astonishing confession by a French lawyer in a seedy Amsterdam bar, is a haunting parable of modern conscience in the face of evil. The six stories of <i>Exile and the Kingdom </i>(1957) represent Camus at the height of his narrative powers, masterfully depicting his characters–from a renegade missionary to an adulterous wife –at decisive moments of revelation. Set beside their fictional counterparts, Camus’s famous essays “The Myth of Sisyphus” and “Reflections on the Guillotine” are all the more powerful and philosophically daring, confirming his towering place in twentieth-century thought."
15683,957894,Lyrical and Critical Essays,0394708520,9780394708522,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374680354l/15683._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374680354l/15683._SY75_.jpg,1970,9,12,eng,Vintage,false,17515,7,2946,3668,858,55,5:413|4:296|3:124|2:22|1:3|total:858,1968,10,28,4.28,833,55,"['957894', '1978543']","['Albert Camus', 'Philip Thody']","['4.00', '4.07']",['1144186'],['Ellen Conroy Kennedy'],['4.28'],"""Here now, for the first time in a complete English translation, we have Camus's three little volumes of essays, plus a selection of his critical comments on literature and his own place in it. As might be expected, the main interest of these writings is that they illuminate new facets of his usual subject matter.""--<i>The New York Times Book Review</i><br /><br />""A new single work for American readers that stands among the very finest.""--<i>The Nation</i>"
18280949,957894,The Sea Close By,,9780141394336,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375559280l/18280949._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375559280l/18280949._SX50_.jpg,2013,,,eng,Penguin,false,25753112,5,2607,3495,900,74,5:237|4:375|3:244|2:34|1:10|total:900,1954,,,3.88,860,70,['957894'],['Albert Camus'],['4.00'],[],[],[],"Part of the Penguin Classics campaign celebrating 100 years of Albert Camus, A Sea Close By reveals the writer as a sensual witness of landscapes, the sea and sailing. It is a light, summery day-dream. <br /><br />Accompanying The Sea Close By is the essay Summer in Algiers, a lovesong to his Mediterranean childhood."
36436073,957894,Create Dangerously,024133912X,9780241339121,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555013035l/36436073._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555013035l/36436073._SX50_.jpg,2018,2,22,eng,Penguin Classics,false,58136655,5,2313,3311,874,104,5:194|4:366|3:260|2:43|1:11|total:874,1957,12,14,3.79,874,104,['957894'],['Albert Camus'],['4.00'],['2435'],"[""Justin O'Brien""]",['4.11'],"<i>'To create today is to create dangerously'</i><br /><br />Camus argues passionately that the artist has a responsibility to challenge, provoke and speak up for those who cannot in this powerful speech, accompanied here by two others.<br /><br />Penguin Modern: fifty new books celebrating the pioneering spirit of the iconic Penguin Modern Classics series, with each one offering a concentrated hit of its contemporary, international flavour. Here are authors ranging from Kathy Acker to James Baldwin, Truman Capote to Stanislaw Lem and George Orwell to Shirley Jackson; essays radical and inspiring; poems moving and disturbing; stories surreal and fabulous; taking us from the deep South to modern Japan, New York's underground scene to the farthest reaches of outer space."
