id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
25775268,2147,Vlati trave,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435009288l/25775268._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435009288l/25775268._SY75_.jpg,1969,,,srp,"Izdavačko preduzeće „Rad”, Beograd",false,28117,2123,222073,357332,86695,2484,5:39207|4:26990|3:14376|2:4087|1:2035|total:86695,1892,,,4.12,4,0,"['1438', '3506416']","['Walt Whitman', 'Dušanka Perović']","['4.13', '3.56']","['2147', '1108325', '6153933']","['Ivo Andrić', 'Tin Ujević', 'Tihomir Vučković']","['4.31', '4.41', '4.12']","Whitman is today regarded as America's Homer or Dante, and his work the touchstone for literary originality in the New World. In Leaves of Grass, he abandoned the rules of traditional poetry - breaking the standard metred line, discarding the obligatory rhyming scheme, and using the vernacular. Emily Dickinson condemned his sexual and physiological allusions as `disgraceful', but Emerson saw the book as the `most extraordinary piece of wit and wisdom that America has yet contributed'. A century later it is his judgement of this autobiographical vision of the vigour of the American nation that has proved the more enduring. This is the most up-to-date edition for student use, with full critical apparatus."
22678394,2147,Romani,,9788652115099,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404830468l/22678394._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404830468l/22678394._SX50_.jpg,2014,7,8,srp,Laguna,false,42189261,1,128,153,32,1,5:25|4:7|3:0|2:0|1:0|total:32,2014,7,8,4.78,32,1,['2147'],['Ivo Andrić'],['4.31'],[],[],[],"Svi romani u jednoj knjizi.<br /><br />Travnička hronika, Na Drini ćuprija, Gospođica, Prokleta avlija<br /><br />„Ja sam na putovanja trošio ne samo novac i vreme nego i snagu živaca i mašte, jer u putovanja treba uračunati i duge, uglavnom izlišne pripreme u mašti i u stvarnosti... A koliko sam se u tim putovanjima trošio, vidi se najbolje po tome što sam za vreme dva velika rata (1914–1918. i 1941–1944), kada sam bio prisiljen da sedim na jednom mestu, napisao gotovo najveći deo svojih radova.“ Ivo Andrić<br /><br />U mladu jugoslovensku književnost posle Prvog svetskog rata Ivo Andrić je ušao kao zapažena pesnička pojava zbirkama Ex Ponto i Nemiri, koje je uglavnom napisao tokom godina tamnovanja u šibenskom i mariborskom zatvoru 1914–1915, potom u vreme konfinacije u Zenici i Ovčarevu do 1917. i najzad tokom lečenja u zagrebačkoj Bolnici milosrdnih sestara do kraja rata i ujedinjenja južnoslovenskih naroda.<br /><br />Pošto je u periodu između dva rata, uglavnom putujući i seljakajući se po Evropi kao diplomata Kraljevine Jugoslavije, objavljivao samo pripovetke, tokom Drugog svetskog rata, u tišini svoje iznajmljene samačke sobe u Prizrenskoj ulici u Beogradu, napisao je svoja tri od ukupno četiri romana, Travničku hroniku (završen aprila 1942), Na Drini ćupriju (završen decembra 1943) i Gospođicu (decembra 1943 – oktobra 1944). Roman-novelu Prokleta avlija objavio je 1954. godine.<br /><br />Za svoj celokupni opus Andrić je 1961. godine dobio Nobelovu nagradu za književnost, „za epsku snagu“, kako stoji u obrazloženju o dodeli nagrade, „kojom je oblikovao motive i sudbine iz istorije svoje zemlje.“<br /><br />Osim što su složene i duboke književne studije različitih događaja i junaka sa balkanske istorijske pozornice od srednjeg veka do drugog svetskog rata, ova remek-dela srpske književnosti istovremeno su i trajni literarni spomenik gradovima Travniku, Višegradu, Beogradu i Istanbulu, koji su uglavnom bili žarišne tačke Andrićevog života i čitavog njegovog pripovednog dela."
13649127,2147,Novele o ženi,,9788652109685,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337011700l/13649127._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337011700l/13649127._SY75_.jpg,2012,5,4,srp,Laguna,false,19268531,1,73,149,33,0,5:18|4:14|3:1|2:0|1:0|total:33,2012,1,1,4.52,33,0,['2147'],['Ivo Andrić'],['4.31'],[],[],[],"Put Alije Đerzeleza<br />Mara milosnica<br />Anikina vremena<br />Nemirna godina<br />Jelena, žena koje nema<br /><br />Žena... je više jedan otrgnut deo prirode koji, pod izgledom i imenom ličnosti, ponavlja, u malom, kratkovekom i ograničenom obliku, sve večite i velike procese prirode. Dok je dete, ona je detinjstvo i sva draž detinjstva; kad je ljubav, onda je sva samo sila i lepota ljubavi; kad zamrzi, onda je mržnja i ne zna za druge zakone do one koji vode i pokreću lavine, vatru ili poplavu; dok boluje, dotle je samo bolest i bol i strah od smrti i borba protiv nje, bez sećanja na sve što je bilo pre bolesti i što bi moglo biti posle ozdravljenja. I tako u svemu. I tako do kraja. Tek tamo negde, iza poslednjeg daha, u opštem i zajedničkom ćutanju, gde se ništa ne kreće i gde niko ne misli, nalazi i ona svoje mesto među svima.<br />Ivo Andrić<br /><br />Ciklus Novele o ženi predstavlja sublimaciju Andrićevog umetničkog sagledavanja i razumevanja žene kao teme u njegovom pripovedačkom opusu. U prvoj noveli iz davne 1920. godine književno se uobličava misao o tajnovitim i često neprohodnim putevima koji vode do ženskog srca („Put Alije Đerzeleza“). U tri novele iz kasnijeg piščevog stvaralaštva govori se o nesrećnoj ili predodređenoj sudbini žene u vreme turske uprave u bosanskom vilajetu („Mara milosnica“, „Anikina vremena“, „Nemirna godina“). Najzad, neobična priča „Jelena, žena koje nema“ zapravo je Andrićeva predstava o ženi kao metafori, projekciji čovekove potrage za smislom, himeri koju ne može da dosegne, ali za kojom večno čezne, u snu i na javi."
23282580,2147,Mara Milosnica,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411982520l/23282580._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411982520l/23282580._SY75_.jpg,,,,srp,Blic,false,42821174,1,62,145,34,2,5:21|4:6|3:3|2:3|1:1|total:34,1926,,,4.26,34,2,['2147'],['Ivo Andrić'],['4.31'],[],[],[],"""Mara Milosnica"" jedna je u nizu Andrićevih pripovedaka o kobnosti lepote i zlu kojem je njen nosilac izložen. Ispričana je iz objektivne pripovedačke perspektive u, za Andrića uobičajenom, trećem licu. Mara je nesrećna devojka koju je turski paša ugledao u pekari njenog oca i u njenom izvijenom telu - htela je da dohvati hleb sa visoke police - prepoznao demonsku fatalnost ženskog principa. Posle pašinog neprikosnovenog naređenja da se to prelepo čeljade dovede u njegove odaje, Mara, kćerka turske naložnice, i sama to postaje."
6672695,2147,Nemirna godina: sabrana dela Ive Andrića,8607010212,9788607010219,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,srp,,false,6867772,6,76,145,33,0,5:17|4:12|3:4|2:0|1:0|total:33,1963,,,4.39,25,0,"['2147', '6341292', '2374536']","['Ivo Andrić', 'Vuk Krnjević', 'Čedomir Mirković']","['4.31', '4.48', '4.43']",[],[],[],=Restless years<br />A Collection of Short Stories
22606821,2147,Letter from 1920 - Pismo iz 1920. godine,,9788676944217,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404162654l/22606821._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404162654l/22606821._SX50_.jpg,2013,,,eng,Beoknjiga,false,42096056,1,54,142,30,2,5:22|4:8|3:0|2:0|1:0|total:30,2013,1,1,4.73,30,2,['2147'],['Ivo Andrić'],['4.31'],[],[],[],"Jer u toj zaostaloj i ubogoj zemlji, u kojoj zive zbijeno cetiri razne vere, trebalo bi cetiri puta vise ljubavi, medusobnog razumevanja i snosljivosti nego u drugim zemljama.<br /><br />Because this poor, backward country, in which four different faiths live cheek by jowl, needs four times as much love, mutual understanding and tolerance as other countries.<br /><br />This book is in both English and Bosnian / Serbo-Croatian."
13192960,2147,За любовта и жените: разкази,,9789545275098,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,,,bul,Дамян Яков,false,18374383,1,60,127,34,5,5:8|4:14|3:9|2:1|1:2|total:34,2011,1,1,3.74,34,5,"['2147', '4204548']","['Ivo Andrić', 'Иво Андрич']","['4.31', '4.03']",['5378093'],['Ася Тихонова - Йованович'],['3.74'],"На 10.12.2011 г. се навършват 50 години от връчването на Нобеловата награда за литература на Иво Андрич.<br />Сборникът съдържа непревеждани на български език разкази.<br /><br />Зад прихлюпените кепенци на привидно дремещо планинско градче припламват и плъзват през мегдана тихи и кротки погледи на обич, тежки и святкащи стрели на страст, сподавени и злокобни клетви на мъст. И сякаш самият въздух се превръща в парещо пространство, в нечии очи и сърце се възцарява лудост, разум не остава, кипва балканската кръв, кънти зов за близост.<br />Това са истории за любов и за игра на любов, за реалност и будни сънища, за яснооки девойки и разпътни красавици, за мъже омаяни и минаващи клетници, за блажени мечтания и мрачни избори – няколко от мостовете на великия Андрич към отминало време и към всевечни човешки жарави."
2230659,2147,Razvoj duhovnog života u Bosni pod uticajem turske vladavine,8607008048,9788607008049,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553168234l/2230659._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553168234l/2230659._SY75_.jpg,1994,,,srp,Prosveta,false,732464,10,82,126,29,3,5:14|4:12|3:2|2:1|1:0|total:29,1924,5,15,4.34,19,1,['2147'],['Ivo Andrić'],['4.31'],[],[],[],"Ivo Andric (1892-1975), 1961 Nobel Prize literature laureate, is the most popular of all contemporary Yugoslav writers. Over the span of 52 years some 267 of his works have been published in 33 languages. His doctoral dissertation, <i>The Development of Spiritual Life in Bosnia under the Influence of Turkish Rule</i> ('24), never before translated into English, sheds important light on the author's literary writings &amp; must be taken into account in any current critical analysis of his work. Over his long &amp; distinguished career as a diplomat &amp; man of letters he never again so directly or discursively addressed, as a social historian, the impact of Turkish hegemony on the Bosnian people, a theme he returns to again &amp; again in his novels. Altho his fiction was embedded in history, scholars know very little of his actual readings in history &amp; have no other comparable treatment of it from his own pen. This dissertation abounds with topics he incorporated into his early stories &amp; later novels, including a focus on the moral stresses &amp; compromises within Bosnia's four religious confessions: Catholic, Orthodox, Jew &amp; Muslim. Z.B. Juricic provides an extensive introduction describing the circumstances under which this work was written &amp; situating it in Andric's oeuvre. John F. Loud's original bibliography drawn from this dissertation stands as the only comprehensive inventory of historical sources known to have been closely familiar to the author at this early stage in his development."
1850562,2147,Liebe in einer kleinen Stadt. Jüdische Geschichten aus Bosnien,351839083X,9783518390832,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,10,1,ger,Suhrkamp,false,3430177,3,56,117,28,1,5:14|4:5|3:9|2:0|1:0|total:28,1933,,,4.18,13,1,['2147'],['Ivo Andrić'],['4.31'],[],[],[],=Love in Kasaba and other tragic love stories of human disorders
22601100,2147,Žena na kamenu,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,srp,,false,42086842,3,66,117,30,1,5:12|4:7|3:8|2:2|1:1|total:30,2010,1,1,3.90,26,1,['2147'],['Ivo Andrić'],['4.31'],[],[],[],short stories (original language: Serbian)
22911477,2147,Priča o vezirovom slonu I Mustafa Madžar,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407933422l/22911477._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407933422l/22911477._SY75_.jpg,2014,6,,srp,Ringer Axel Springer doo Beograd,false,42476128,1,43,103,23,1,5:15|4:6|3:1|2:0|1:1|total:23,2014,6,1,4.48,23,1,['2147'],['Ivo Andrić'],['4.31'],[],[],[],
25748236,2147,Kuća na osami,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553615100l/25748236._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553615100l/25748236._SX50_.jpg,1976,,,srp,Srpska književna zadruga,false,45590219,4,58,100,22,1,5:15|4:4|3:3|2:0|1:0|total:22,1976,1,1,4.55,21,0,['2147'],['Ivo Andrić'],['4.31'],[],[],[],"Kuća na osami (1976) je Andrićeva posthumno objavljena zbirka sastavljena od jedanaest pripovedaka objedinjenih uvodnim tekstom. Za nju se može reći da je neka vrsta rekapitulacije Andrićevog pripovedčkog puta. Jedanaest lica sa različitih jezičkih i govornih područja, nejednakih staleških odlika, različitih artikulacionih sposobnosti, jedno za drugim a po izboru autora, priča o svojim životnim putevima kobnih strmina i finalnih ponora. Da bi pisac ostvario mogućnost javljanja svih spomenutih karaktera iz različitih istorijskih epoha i tipoloških odlika, morao je pažljivo odabrati pripovedačku formu. To je postigao okvirnom pripovetkom u kojoj se opisuje starinska turska kuća na sarajevskom Alifakovcu u kojoj pisac prima svoje nestvarne posetioce, sluša njihove dramatične priče, beleži ih i kasnije, „redigovane“, slaže u zbirku"
7285263,2147,A Velha Menina,8496180336,9788496180338,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1299194025l/7285263._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1299194025l/7285263._SX50_.jpg,2003,,,por,Bibliotex,false,72701200,1,61,99,25,5,5:6|4:12|3:7|2:0|1:0|total:25,,,,3.96,25,5,['2147'],['Ivo Andrić'],['4.31'],[],[],[],
18247236,2147,Irgat Siman,,9789754062809,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450082884l/18247236._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450082884l/18247236._SX50_.jpg,2000,1,,tur,Cem Yayınevi,false,25698827,3,65,98,27,2,5:4|4:13|3:6|2:4|1:0|total:27,2000,1,1,3.63,17,2,['2147'],['Ivo Andrić'],['4.31'],"['5762103', '6830354']","['Adnan Özyalçıner', 'Ilhami Emin']","['3.78', '3.50']","26 Ekim 1961'de Nobel'i kazanan Ivo Andriç, ülkemizde çok tanınan ünlü bir Yugoslav yazardır. 1892 yılında Bosna'nın Travnik kasabasında doğup 1975'te Belgrat'ta ölen Andriç'in çocukluğu ve gençlik yılları Türklerin arasında geçmiştir. Yazdığı romanlarla hikâyelerde Türklerin yaşantılarının yanı sıra Yugoslavya'yı yıllarca yöneten Osmanlı'nın toplumsal düzenini, tarihsel açıdan insan-toplum ilişkisini dramatik olaylarla vurgulayarak insancıl bir gözlemle anlatır."
3018286,2147,"The Pasha's Concubine, and Other Tales",004813001X,9780048130013,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351020181l/3018286._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351020181l/3018286._SY75_.jpg,1969,1,1,eng,George Allen & Unwin,false,3044635,5,80,94,25,4,5:8|4:6|3:9|2:1|1:1|total:25,1931,,,3.76,22,4,['2147'],['Ivo Andrić'],['4.31'],['4486652'],['Joseph Hitrec'],['4.19'],"=Mara the courtesan<br />“The Pasha’s Concubine” (1931) is the story of a young girl who catches the eye of a Turkish army officer and is summoned to his house. She appeals to him because of her extreme youth – she is not quite sixteen and the reason he gives for finding this stage attractive establishes one of the themes of the story: “This is the right moment in her life. She was separated from her family, frightened, alone, dependent entirely on him. From time to time she seemed to him like a little animal, which, driven against a cliff, stared at him wide-eyed aand trembling.” The woman’s vulnerability acts as a provocation, a magnet drawing the stronger element by logic of its own. In the story the concubine herself are woven two further tales of victimization of woman, so that together they form a complete statement of the plight of woman as an innocent victim. The theme of the pursuit of a wild animal is developed in the subsidiary account of the rape of a ten-year-old, lured out of town by two youths with a promise of sugar. And in the household where Mara ends her days one of the women has a violent husband who has beaten her regularly since their wedding night.<br /> The story of Mara the concubine is developed, as is that of Mustafa Magyar, in such a way as to make them not only vivid individuals in specific circumstances, but also in a way archetypal."
13649122,2147,Priče o selu,,9788652105366,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337011405l/13649122._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337011405l/13649122._SY75_.jpg,2011,,,srp,Laguna,false,19268523,1,43,93,21,2,5:12|4:6|3:3|2:0|1:0|total:21,2011,1,1,4.43,21,2,['2147'],['Ivo Andrić'],['4.31'],[],[],[],"Seljak u zrelim godinama. Seljakovo lice isparaju i rastoče rad i briga oko zemlje, sunce i kiša, vetar i sneg. Stezanje zuba i grč napora koji se stalno ponavljaju, žmirkanje i treptanje kojim se oči i lični mišići brane od nemilosrdne jare, od mraza ili vejavice, izbrazdaju to lice u svim pravcima i daju mu boju mrke ili zarudele zemlje nad koju se tako često naginje. Bojazan od zamke ili iznenađenja, napor da pogodi tuđe misli i planove a da ne oda pre vremena svoje, sve to udari svoj pečat na to lice. I pre nego što seljak navrši četrdesetu godinu, ono je već modelirano i završeno. <br />Ivo Andrić <br /><br />U svim prilikama i vremenima, junaci Andrićevih Priča o selu umeju da budu mudri, lukavi i dovitljivi, hrabri, pravdoljubivi i ponositi, vredni, borbeni i uporni, ponekad skloni zanosima, tvrdoglavi, brzopleti i kratkovidi, ali najviše čvrsto vezani za surovu ali lepu zemlju koja ih hrani i za podneblje gde traju generacije njihovih saplemenika."
31822260,2147,Ćorkan i Švabica,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472808425l/31822260._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472808425l/31822260._SX50_.jpg,2012,,,srp,Ringier Axel Springer,false,42081288,2,45,92,24,0,5:8|4:5|3:10|2:1|1:0|total:24,,,,3.83,23,0,['2147'],['Ivo Andrić'],['4.31'],[],[],[],
11944514,2147,Priče o gradovima,,9788673467931,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,,,srp,Dereta,false,16905971,2,50,90,21,1,5:10|4:8|3:2|2:1|1:0|total:21,2011,,,4.29,20,1,['2147'],['Ivo Andrić'],['4.31'],[],[],[],"SUPERIORNO PRIPOVEDANJE IVE ANDRIĆA VODI NAS KROZ ULICE I GRADOVE KOJE ĆEMO SAGLEDATI NA DRUGAČIJI NAČIN...<br /><br /> Sva­ka pri­ča u ovoj knji­zi o ve­či­tom sud­bin­skom pre­pli­ta­nju po­li­sa i čo­ve­ka na­la­zi se u kre­a­tiv­noj funk­ci­ji i sva­ka na svoj na­čin stva­ra i no­si te­re­te svo­ga vre­me­na. Kao je­din­stve­na ce­li­na ove se pri­če na­me­ću kao mo­der­ne vi­zi­je gra­do­va u ko­ji­ma su u vr­lo pre­ci­znoj i is­tan­ča­noj umet­nič­koj in­ter­pre­ta­ci­ji ute­me­lje­ne otvo­re­ne i slo­bod­ne ljud­ske in­di­vi­du­al­no­sti. An­dri­će­va ana­li­za za­sni­va se na po­ni­ra­nju u unu­tra­šnji čo­ve­kov ko­smos, na aso­ci­ja­tiv­no­sti je­zi­ka i sti­la, na sup­til­nom otva­ra­nju ljud­skih ka­rak­te­ra u ko­ji­ma se ne­pre­kid­no for­mi­ra­ju no­vi sve­to­vi sa slo­bod­ni­jim ljud­skim sa­dr­ža­ji­ma. Reč je o pri­ča­ma ko­je su ve­što, stil­ski i kom­po­zi­ci­o­no si­gur­no iz­ve­de­ne do kra­ja."
13081274,2147,Racconti di Bosnia,8879837966,9788879837965,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362334749l/13081274._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362334749l/13081274._SY75_.jpg,,,,ita,,false,56410056,1,83,90,22,2,5:6|4:12|3:4|2:0|1:0|total:22,,,,4.09,22,2,"['2147', '4643982', '5340287']","['Ivo Andrić', 'D. Badnjevic', 'Manuela Orazi Bašić']","['4.31', '4.09', '4.09']",[],[],[],
6268402,2147,The Slave Girl and Other Stories About Women,9639776424,9789639776425,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,6,10,eng,Central European University Press (NY),false,6451696,1,88,88,20,3,5:10|4:9|3:0|2:1|1:0|total:20,2009,6,10,4.40,20,3,"['2147', '4486553', '62897']","['Ivo Andrić', 'Zoran Milutinović', 'Radmila J. Gorup']","['4.31', '4.32', '4.16']",[],[],[],"A string of newly translated as well as already published stories by a real classic of East European literature. Andri&amp;cacute;, novelist and short story writer of Croatian descent who identified himself as a Serbian, was awarded the Nobel Prize for Literature in 1961 ""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country."" While the volume includes numerous examples of the oppression of women and the disaster that ensues if any should defy the established rules, thereby evoking the fabric of this society, Andri&amp;cacute; has also woven into it a more personal experience of the categories which society assigns to women. Widely read in the whole of Eastern Europe, and a favorite for addressing themes of general concern in the region, the fervor of his prose catching, the boldly romantic plots speak to all alike. A preface by Celia Hawkesworth and an introduction by Zoran Milutinovi&amp;cacute;, top specialists of southern Slav literatures are useful in providing a background both in historical and intellectual terms."
27375910,2147,Mustafa Madžar,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446064089l/27375910._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446064089l/27375910._SY75_.jpg,1965,,,srp,"Svjetlost, Sarajevo",false,47420906,1,27,70,17,0,5:9|4:3|3:3|2:2|1:0|total:17,1923,,,4.12,17,0,['2147'],['Ivo Andrić'],['4.31'],[],[],[],"dna od najpoznatijih i umetnički najuspelijih Andrićevih pripovedaka. Pripovetka je iz „turskih vremena“, mesta zbivanja su Doboj, Banjaluka i Sarajevo. Prvi put je objavljena 1923. godine. Ispripovedana je u trećem licu, po žanru je priča lika, a pripovedanje odmiče linijom junakovog kretanja kroz prostor. Za razliku od pripovetke „Put Alije Đerzeleza“ u kojoj je lik glavnog, epskog junaka dat na blago karikaturalan način, Mustafa Madžar dočaran je na potpuno realističan, moglo bi se reći i naturalističan način. Biografiju „negativnog junaka“ pripovedač prati sa objektivizmom i distancom hroničara. <br />Osim naslovne, sadrži i pripovijetke 'Put Alije Đerzeleza, 'Anikina vremena', 'Most na Žepi', 'Smrt u Sinanovoj tekiji', 'Kod kazana', 'U zindanu', 'Za logorovanja' i 'Rzavski bregovi'."
6567714,2147,Izabrana proza,8621002957,9788621002955,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,12,,bos,"Sarajevo Publishing; Sarajevo, BiH",false,6760693,1,38,69,16,2,5:8|4:6|3:1|2:1|1:0|total:16,1985,1,1,4.31,16,2,['2147'],['Ivo Andrić'],['4.31'],[],[],[],"=Selected Fiction<br />""Andriceva prozna djela, uvrstena u ovu knjigu podjeljena su u tri dijela. U prvom, pred nama je svijet djece gdje otkrivamo sve igru, ljepotu, naivnost, cistotu, bezbriznost, a onda preokret: spoznaja bola, patnje, nemoci i zla prodire u svijest djeteta. Andric nam kazuje da se sreca moze svakog trena pretvoriti u nesto sasvim drugo. Drugi dio knjige je niz prica vezanih za svijet odraslih. U tom svijetu covjek susrece zlo koje je naslutio vec u djetinjstvu. Treci dio sacinjavaju Andriceva svjedocenja o ljudima, zbivanjima i svemu sto ga je svakodnevno doticalo."""
8096165,2147,Dom na odludziu,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1979,12,,pol,Czytelnik (Warsaw),false,12855507,3,28,67,18,2,5:2|4:9|3:7|2:0|1:0|total:18,1976,,,3.72,11,2,['2147'],['Ivo Andrić'],['4.31'],['3503646'],['Halina Kalita'],['3.54'],"=Secluded House<br />A posthumously published collection of eleven stories written between 1972 and 1974, represents Andrić’s last major creative effort in short fiction. It clearly demonstrates that his prodigious talent was not exhausted in the last years of his life, as some critics suspected. On the one hand “The House on Its Own” is a deeply retrospective work, a rich résumé of Andri ć’s most characteristic and pervasive themes, motifs and character types. Yet it is an innovative work as well, fundamentally different in composition from all of his other prose. This is Andrić’s first attempt to create a “closed” cycle of interconnected stories.<br /> Andrić links the stories explicitly through the narrator-writer whose presence weaves through the entire cycle. In the introduction the writer, allegedly Andrić himself, appears in the first person to define the compositional framework of the collection. He identifies the stories as recollections associated with an eclectic house in Bosnia. The cycle is constructed as a series of ghostly visitations by tormented souls who intrude upon the writer in this setting in order to tell their stories. These alienated beings are familiar figures from Andrić’s literary landscape: ruthless rulers, libertines, social outcasts, dreamers and recluses. Whether the result of a single traumatic experience, hereditary degeneracy, social decay or all-consuming passion, physical and spiritual suffering permeates the universe of Andrić’s fiction? But in the midst of this seemingly hopeless existence, even in pain and degradation, there are moments of ecstasy and release. Andrić’s message in “The House on Its Own” is not pessimistic. It is disquieting and deeply moving yet always life-affirming. Although tormented in life, in death the ghostly visitors receive their due through the cathartic process of storytelling.<br /> “The House on Its Own” is clearly one of Andrić’s most complex and innovative works. It operates in two frames of reference, fictional and metaliterary. For the first time Andrić is baring the artifice of writing fiction and exploring the art of storytelling. These apparitions from the past are not “real” ghosts, but ghosts of imaginary characters explicitly identified as the writer’s own creations. “The House on Its Own” is thus both a final successful endeavor in the genre of the short story as well as a very personal, even autobiographical study of the artist’s craft, a testament to his life and art."
14744348,2147,Umetnik in njegovo delo,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338562654l/14744348._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338562654l/14744348._SX50_.jpg,,,,,,false,20393098,3,34,67,15,0,5:9|4:4|3:2|2:0|1:0|total:15,1981,1,1,4.47,12,0,['2147'],['Ivo Andrić'],['4.31'],[],[],[],
