id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
965154,36635,Platero y yo,0395623650,9780395623657,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545722640l/965154._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545722640l/965154._SY75_.jpg,1994,4,18,spa,Clarion Books,false,950051,215,10911,23979,6320,358,5:2061|4:1900|3:1580|2:555|1:224|total:6320,1914,,,3.79,4974,164,"['36635', '296753', '922525', '8087194']","['Juan Ramón Jiménez', 'Antonio Frasconi', 'Pedro Chávez Calderón', 'Mariana Roo']","['3.82', '3.77', '3.79', '3.79']",['2869208'],['Eloise Roach'],['3.79'],"<i>Platero y yo</i> es una narración de <a href=""https://www.goodreads.com/author/show/36635.Juan_Ram_n_Jim_nez"" title=""Juan Ramón Jiménez"" rel=""nofollow"">Juan Ramón Jiménez</a> que recrea poéticamente la vida y muerte del burro Platero. Es muy celebre el primer parrafo: “Platero es pequeño, peludo, suave; tan blando por fuera, que se diría todo de algodón, que no lleva huesos. Sólo los espejos de azabache de sus ojos son duros cual dos escarabajos de cristal negro. Lo dejo suelto y se va al prado y acaricia tibiamente, rozándolas apenas, las florecillas rosas, celestes y gualdas... Lo llamo dulcemente: ¿Platero?, y viene a mi con un trotecillo alegre, que parece que se ríe, en no sé que cascabeleo ideal...”<br /><br />La primera edición se publico en 1914 (Ediciones De La Lectura) y en 1917 se publicó la edición completa, compuesta por 138 capítulos (Editorial Calleja, Madrid). Quedaba claro que era un texto adulto, aunque por su sencillez y transparencia se adecuara perfectamente a la imaginación y al gusto de los niños. Algunos capítulos encerraban una cierta critica social, revelando una dimensión del autor que muchos tardaron en advertir. El propio <a href=""https://www.goodreads.com/author/show/36635.Juan_Ram_n_Jim_nez"" title=""Juan Ramón Jiménez"" rel=""nofollow"">Juan Ramón Jiménez</a>, en un prologuillo a la edición aclaraba: “Yo nunca he escrito ni escribiré nada para niños porque creo que el niño puede leer los libros que lee el hombre, con determinadas excepciones que a todos se le ocurren.”<br /><br />El poeta tenía la intención de ampliar el texto hasta los 190 capítulos; de hecho, existen tres adicionales, escritos en la década de 1920. <a href=""https://www.goodreads.com/author/show/36635.Juan_Ram_n_Jim_nez"" title=""Juan Ramón Jiménez"" rel=""nofollow"">Juan Ramón Jiménez</a> planeó también una segunda parte, denominada <i>Otra vida de Platero</i>, de la que incluso esbozó algunos títulos. Un proyecto que, como el de publicar <i>Platero y yo</i> en cuadernos sueltos, no llegaría nunca a ver la luz."
26805468,36635,Las piedras hambrientas,,9788420649405,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443041606l/26805468._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443041606l/26805468._SY75_.jpg,2008,,,spa,Alianza,false,896323,97,957,1754,434,32,5:150|4:180|3:82|2:16|1:6|total:434,1895,,,4.04,0,0,"['36913', '36635', '14419186']","['Rabindranath Tagore', 'Juan Ramón Jiménez', 'Zenobia Camprubí']","['4.13', '3.82', '3.43']",[],[],[],"El tiempo de Rabindranath Tagore se repatió de tal manera que acertó a encajar como poeta, narrador, dramaturgo, pedagogo, reformador social, músico, pintor. Su celebridad en Occidente llegó a partir los «Upanisads», prosigue con la brillante escuela de poetas medievales bengalíes y continúa en los siglos XIX y XX. La intensa espiritualidad del Premio Nobel de 1913 posee como vehículo expresivo un lenguaje rítmico, sonoro y colorista, impregnado por un profundo sentido de la naturaleza y colmado de luces y sombras, sonidos y perfumes. <br /><br />La fama del gran escritor indio ha quedado inextricablemente unida en nuestra área idiomática a los nombres de ZENOBIA CAMPRUBÍ y JUAN RAMÓN JIMÉNEZ, cuyas traducciones de la obra de Tagore –únicas versiones castellanas aprobadas por el autor– son una prodigiosa labor de recreación literaria. Los trece relatos que forman <b>Las piedras hambrientas</b> prosiguen la serie iniciada con «La luna nueva. El jardinero. Ofrenda lírica», «El cartero del rey. El asceta. El rey y la reina»,"" «La cosecha. Regalo de amante. Tránsito. La fujitiva» y «Ciclo de Primavera»."
31591,36635,Lorca & Jimenez: Selected Poems,0807062138,9780807062135,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320531077l/31591._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320531077l/31591._SY75_.jpg,1997,4,30,eng,Beacon Press,false,31825,5,255,535,123,9,5:64|4:41|3:16|2:1|1:1|total:123,,,,4.35,115,8,"['44150', '36635']","['Federico García Lorca', 'Juan Ramón Jiménez']","['3.98', '3.82']",['5424911'],['Robert Bly'],['4.04'],"A unique gathering of poems by two great twentieth-century poets, with the original Spanish versions and powerful English translations on facing pages. In a new preface, editor and translator Robert Bly explores what the poems reveal today about politics, the spirit, and the purpose of art."
591222,36635,Diario de un poeta reciencasado,8437616026,9788437616025,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1269118270l/591222._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1269118270l/591222._SY75_.jpg,1998,1,1,spa,Ediciones Catedra S.A.,false,1517775,10,214,330,86,6,5:28|4:28|3:21|2:6|1:3|total:86,1994,1,1,3.84,73,5,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],"El Diario de un poeta reciencasado no es solo la cronica del viaje que emprendio a Estodos Unidos en 1916 sino que es tambien el comienzo de una nueva etapa poetica en la que elimina los adjetivos puramente ornamentales, deja el uso de la rima para transformarla en ritmo poetico y reduce las imagenes a lo esencial."
314965,36635,Antologia Poetica 2 - Juan Ramon Jimenez,8420600369,9788420600369,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466223285l/314965._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466223285l/314965._SY75_.jpg,,,,,,false,305801,3,94,189,47,1,5:16|4:18|3:11|2:2|1:0|total:47,,,,4.02,42,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
8688635,36635,Ciclo de primavera,8420699888,9788420699882,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466687491l/8688635.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466687491l/8688635._SY75_.jpg,1995,1,1,spa,Alianza,false,6366003,58,164,177,45,10,5:19|4:13|3:6|2:5|1:2|total:45,1,1,1,3.93,0,0,['36913'],['Rabindranath Tagore'],['4.13'],"['13188844', '36635']","['Zenobia Jiménez', 'Juan Ramón Jiménez']","['0.0', '3.82']",The Cycle of Spring is a play written by Nobel Prize winner Rabindranath Tagore in 1917.
103051,36635,Selected Writings,0374527458,9780374527457,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311996287l/103051._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311996287l/103051._SY75_.jpg,1999,12,1,,"Farrar, Straus and Giroux",false,99347,1,154,136,32,3,5:15|4:10|3:7|2:0|1:0|total:32,1999,12,1,4.25,32,3,"['36635', '167174']","['Juan Ramón Jiménez', 'Eugenio Florit']","['3.82', '4.10']",['246749'],['H.R. Hays'],['4.00'],
1982301,36635,جهان در بوسه‌های ما زاده می‌شود,,9789645250612,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419674109l/1982301._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419674109l/1982301._SX50_.jpg,2007,,,,دارینوش,false,1985769,1,86,132,35,1,5:9|4:14|3:8|2:3|1:1|total:35,2007,,,3.77,35,1,"['36910', '36635', '11339549', '4026', '7469', '11339550', '44150', '1061015', '107564', '26853']","['Langston Hughes', 'Juan Ramón Jiménez', 'Nizzar Qabbani', 'Pablo Neruda', 'Octavio Paz', 'Ghada al-Samman', 'Federico García Lorca', 'Nâzım Hikmet Ran', 'Jacques Prévert', 'Bertolt Brecht']","['4.26', '3.82', '3.77', '4.31', '4.14', '3.77', '3.98', '4.35', '4.21', '3.78']",['208050'],['یغما گلرویی'],['3.66'],
384297,36635,The Complete Perfectionist,0385480229,9780385480222,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,2,17,spa,Broadway Business,false,374039,3,215,127,33,2,5:14|4:6|3:8|2:4|1:1|total:33,1997,2,17,3.85,23,0,['36635'],['Juan Ramón Jiménez'],['3.82'],['17698'],['Christopher Maurer'],['4.38'],"Perfection is an ideal that makes life worth living--the internal applause as you hit the perfect note, write the perfect piece, reach the goal you once thought unattainable. Yet many of us abandon that pursuit and settle for less than what we secretly want: perfect work, perfect love, perfect selves. <br />Few have courted perfection like Nobel Prize winner Juan Ram3/4n JimUnez, who felt both fear and exhilaration before his own high standards and negotiated shrewdly with his own personal best. <br />Drawing upon Juan Ram3/4n's aphorisms, Christopher Maurer meditates upon his struggle and gives us a guide to the pursuit of life's ultimate pleasure: the dream of doing perfect work. Juan Ram3/4n's relentless quest for the perfect poem leads here to an inspiring new vision of how to reach perfection in any endeavor. <br />Juan Ram3/4n analyzes the most radical elements of perfection: how to create and revise, reconcile noise and silence, listen to dream and instinct, learn from nature, seize the moment, and calm the fear of death. <br />""The Complete Perfectionist"" provides advice and encouragement for anyone for whom mere excellence is not enough."
167271,36635,Estampas de Platero y yo,843168111X,9788431681111,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,161534,1,59,103,30,1,5:6|4:11|3:5|2:6|1:2|total:30,2005,12,30,3.43,30,1,"['36635', '97361', '15010923']","['Juan Ramón Jiménez', 'Juan Ramón Torregrosa', 'Jesús Gabán']","['3.82', '3.42', '3.40']",[],[],[],"Platero y yo, la obra mas universal de Juan Ramon Jimenez, es uno de esos libros que, en su aparente sencilla, encierra los mas hondos secretos del alma humana. El poeta, en sus andanzas por Moguer, su hermoso pueblo natal, comparte con su entranable burro Platero sus impresiones y sentimientos, y, juntos, se sumergen en el vivir cotidiano de las gentes del pueblo, a las que retrata con afecto y simpatia. Su mirada bondadosa y tierna se detiene, sobre todo, en los mas humildes y desvalidos, y, al contemplar la crueldad, la miseria y la injusticia, Juan Ramon se subleve. Pero la naturaleza es tambien protagonista de la obra. Animales, flores, aves, sonidos, y en la belleza del paisaje saciaran el poeta y Platero, el mas humano de los animales, sus mas puros y elevados anhelos: una vida espiritual rica e intensa, un deseo de paz y armonia, de fraternidad y tolerencia, un ansia, en suma de felicidad."
1082378,36635,Invisible Reality,0595002595,9780595002597,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,5,20,,iUniverse,false,1069124,6,148,100,24,2,5:11|4:7|3:5|2:1|1:0|total:24,1983,1,1,4.17,21,2,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],"Se inserta esta obra dentro de la etapa de la poesia esencialista y sencilla de Juan Ramon Jimenez, que abandona los artificios de sus inicios. El poemario constituye un documento de primera magnitud sobre la ""realidad invisible"" que alude al ideal espiritual al que se aspira en la poesia del autor."
2478032,36635,Love Poems from Spain and Spanish America,087286183X,9780872861831,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362537309l/2478032._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362537309l/2478032._SY75_.jpg,2001,1,1,,City Lights Publishers,false,2485233,1,50,95,23,3,5:8|4:10|3:5|2:0|1:0|total:23,1986,6,1,4.13,23,3,"['1100936', '263663', '54952', '119735', '8512489', '34575', '500', '136719', '25575', '5406316', '104713', '11046493', '1725418', '105076', '527954', '734779', '36635', '14917594', '35771', '681469', '44150', '34610', '140617', '4026', '284854', '128195', '7469', '34604', '34810', '175807', '97436', '114681']","['Perry Higman', 'Delmira Agustini', 'Rafael Alberti', 'Vicente Aleixandre', 'Emilio Ballagas', 'Gustavo Adolfo Bécquer', 'Jorge Luis Borges', 'Luis Cernuda', 'Rubén Darío', 'Baldomero Fernández Moreno', 'Garcilaso de la Vega', 'Luis de Góngora y Argote', 'Jorge Guillén', 'Nicolás Guillén', 'Miguel Hernández', 'Juana De Ibarbourou', 'Juan Ramón Jiménez', 'Juana Inés de la Cruz', 'Lope de Vega', 'Ramón López Velarde', 'Federico García Lorca', 'Antonio Machado', 'Gabriela Mistral', 'Pablo Neruda', 'Luis Pales Matos', 'Nicanor Parra', 'Octavio Paz', 'Francisco de Quevedo', 'Pedro Salinas', 'Alfonsina Storni', 'César Vallejo', 'Xavier Villaurrutia']","['4.28', '4.07', '3.79', '3.92', '4.12', '4.04', '4.30', '4.11', '3.88', '4.04', '3.89', '3.91', '3.83', '3.99', '4.21', '3.85', '3.82', '4.06', '3.58', '3.92', '3.98', '4.05', '4.00', '4.31', '4.03', '4.26', '4.14', '3.75', '4.24', '3.97', '4.22', '4.23']",[],[],[],"The nearly seventy poems in this bilingual anthology are concerned with many kinds of love: erotic love, sublime love, filial love, maternal love, and love between brother and sister. They also explore feelings of friendship, solidarity, and the altruistic love of all mankind. Ranging in time from the 13th century to the present day, these poems come from diverse traditions and countries—Argentina, Chile, Cuba, Mexico, Nicaragua, Peru, Puerto Rico, Spain, and Uruguay. Includes a concise biographical sketch of each of the poets.<br /><br />Perry Higman is also the author of <i>A Man's Dance</i>.<br /><br /><br />"
8445123,36635,"Өвгөн тэнгис хоёр, Платеро бид хоёр",9992900415,9789992900415,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,,,mon,Monsudar,false,13309007,1,102,89,19,3,5:14|4:4|3:1|2:0|1:0|total:19,2006,,,4.68,19,3,"['1455', '36635']","['Ernest Hemingway', 'Juan Ramón Jiménez']","['3.83', '3.82']",[],[],[],
13418055,36635,Antología general,8475301436,9788475301433,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466223448l/13418055._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466223448l/13418055._SY75_.jpg,1983,,,spa,Orbis,false,18754476,2,36,87,20,2,5:8|4:11|3:1|2:0|1:0|total:20,1983,1,1,4.35,18,2,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
103053,36635,Time and Space: A Poetic Autobiography,0595002625,9780595002627,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,7,20,,iUniverse,false,99349,6,64,84,21,2,5:8|4:6|3:6|2:1|1:0|total:21,1988,,,4.00,12,2,['36635'],['Juan Ramón Jiménez'],['3.82'],['8641'],['Antonio T. de Nicolas'],['4.34'],
8507124,36635,"Platero y Yo. Trescientos Poemas [1903-1953]. (Sepan Cuantos, #66)",9700739554,9789700739557,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328295816l/8507124._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328295816l/8507124._SY75_.jpg,2003,5,30,spa,Porrua,false,60598585,1,30,77,19,5,5:9|4:5|3:3|2:1|1:1|total:19,,,,4.05,19,5,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
2276369,36635,El Cartero del Rey/El Asceta/El Rey y la Reina,8420657824,9788420657820,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517825141l/2276369._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517825141l/2276369._SY75_.jpg,2004,,,spa,Alianza Editorial,false,2282472,2,29,68,16,1,5:5|4:10|3:1|2:0|1:0|total:16,,,,4.25,15,0,"['36913', '36635', '16469903']","['Rabindranath Tagore', 'Juan Ramón Jiménez', 'Zenobia Camprubí Aymar']","['4.13', '3.82', '4.06']",[],[],[],"Nacido en Calcuta, RABINDRANAZ TAGORE (1861-1941) ­poeta, narrador, dramaturgo, pedagogo, reformador social, músico y pintor­ debe su celebridad en Occidente a una obra literaria que arranca de los «Upanisads», prosigue con la brillante escuela de poetas medievales bengalíes y continúa en los siglos xix y xx. La intensa espiritualidad del Premio Nobel de 1913 posee como vehículo expresivo un lenguaje rítmico, sonoro y colorista, impregnado por un profundo sentido de la naturaleza y colmado de luces y sombras, sonidos y perfumes. La fama del gran escritor indio ha quedado inextricablemente unida en nuestra área idiomática a los nombres de Zenobia Camprubí y Juan Ramón Jiménez, cuyas traducciones de la obra de Tagore ­únicas versiones castellanas aprobadas por el autor­ son una prodigiosa labor de recreación literaria. Este volumen incluye tres poemas dramáticos: EL CARTERO DEL REY, EL ASCETA y EL REY Y LA REINA. Otras obras de Tagore en esta colección: «La luna nueva. El jardinero. Ofrenda lírica» (L 5572)."
1082379,36635,"Herz, stirb oder singe.",3257203888,9783257203882,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1987,,,,Diogenes,false,1069125,1,20,52,12,2,5:5|4:6|3:1|2:0|1:0|total:12,,,,4.33,12,2,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
103052,36635,"Three Hundred Poems, 1903-1953",0292734387,9780292734388,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569902366l/103052._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569902366l/103052._SY75_.jpg,,,,eng,University of Texas Press,false,99348,2,37,50,12,3,5:5|4:4|3:3|2:0|1:0|total:12,1962,6,,4.17,12,3,"['36635', '55056']","['Juan Ramón Jiménez', 'Ricardo Gullón']","['3.82', '3.82']",['2869208'],['Eloise Roach'],['3.79'],
11337283,36635,Вечные мгновения / Eternidades,5835203330,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,,,,Severo-Zapad,false,4761446,6,18,50,13,2,5:3|4:6|3:3|2:1|1:0|total:13,,,,3.85,9,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],In Spanish and in Russian.
1082370,36635,Stories of Life and Death,0595002692,9780595002696,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,8,20,,iUniverse,false,1069115,4,38,47,12,1,5:2|4:7|3:3|2:0|1:0|total:12,1985,,,3.92,10,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
20649992,36635,Selected Writings of Juan Ramon Jimenez,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,39944339,1,55,45,11,2,5:4|4:5|3:1|2:1|1:0|total:11,1999,12,1,4.09,11,2,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
16689907,36635,Poesia Traduzida,8575035118,9788575035115,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377490793l/16689907._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377490793l/16689907._SY75_.jpg,2011,1,1,por,Cosac & Naify,false,22907443,1,31,43,10,1,5:6|4:2|3:1|2:1|1:0|total:10,2011,1,1,4.30,10,1,"['311800', '119735', '12080', '329121', '72585', '17095234', '72717', '105076', '16071', '3040763', '36635', '6519', '66522', '324750', '44150', '179023', '2008049', '17095235', '26853', '49591', '84973', '17095237', '708489', '62056', '608443', '33998', '102903', '41339', '17095249', '1514437', '17095250', '24956', '7457157', '17095251', '107564', '1968912', '17095252', '34810', '16380', '56610', '16803373', '385112', '585639', '437004', '740463']","['Carlos Drummond de Andrade', 'Vicente Aleixandre', 'Ralph Waldo Emerson', 'Léon-Paul Fargue', 'León Felipe', 'Carmen  Bernos de Gasztold', 'Arnoul Greban', 'Nicolás Guillén', 'Heinrich Heine', 'Isabel', 'Juan Ramón Jiménez', 'Erich Kästner', 'Guillaume Apollinaire', 'Valery Larbaud', 'Federico García Lorca', 'Edwin Markham', 'Jose Antonio Balbontin', 'Fernando de Córdoba y Bocanegra', 'Bertolt Brecht', 'Aimé Césaire', 'Paul Claudel', 'Marie-Laure David', 'Paul Éluard', 'Phyllis McGinley', 'Jane Merchant', 'Edna St. Vincent Millay', 'Paul Morand', 'Ogden Nash', 'Fredrik Nygård', 'Sigbjørn Obstfelder', 'Félix Paredes', 'Dorothy Parker', 'Coventry Patmore', 'Horacio Peña', 'Jacques Prévert', 'Arturo Torres-Rioseco', 'Felipe C. Ruanova', 'Pedro Salinas', 'Carl Sandburg', 'George Santayana', 'Henry Spiess', 'Jules Supervielle', 'Julian Tuwim', 'André Verdet', 'Charles Vildrac']","['4.20', '3.92', '4.07', '3.89', '4.11', '4.30', '4.23', '3.99', '3.90', '3.37', '3.82', '4.09', '3.85', '3.57', '3.98', '4.03', '4.30', '4.30', '3.78', '4.05', '3.74', '4.30', '4.05', '3.89', '3.58', '4.16', '3.64', '4.18', '4.30', '3.99', '4.30', '4.08', '3.72', '4.30', '4.21', '4.25', '4.30', '4.24', '4.13', '3.90', '4.30', '3.76', '4.12', '4.12', '4.02']",[],[],[],
4051316,36635,Animal de fondo,8430649697,9788430649693,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1981,,,,Taurus,false,4098323,4,23,39,12,1,5:2|4:3|3:4|2:2|1:1|total:12,,,,3.25,10,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
11837884,36635,Jardines lejanos,8430649530,9788430649532,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1982,,,,Taurus,false,16211175,5,18,38,10,1,5:3|4:2|3:5|2:0|1:0|total:10,1982,,,3.80,8,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
126301,36635,Lírica De Una Atlántida: 1936 1954,8422676079,9788422676072,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391378000l/126301._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391378000l/126301._SY75_.jpg,,,,,,false,121637,3,19,38,8,2,5:6|4:2|3:0|2:0|1:0|total:8,1999,,,4.75,4,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],"La poesía última de Juan Ramón Jiménez, escrita en las difíciles circunstancias de su exilio en América es la culminación de una obra que encuentre paralelo en la poesía moderna en lengua española. Esta edición a cargo de Alfonso Alegre Heitzmann incluye cuatro libros escritos entre 1936 y 1954 - 'En el otro costado', 'Una colina meridiana', 'Dios deseado y deseante', y 'De ríos que se van'."
207378,36635,God Desired and Desiring,0595002609,9780595002603,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,7,20,,iUniverse,false,200713,5,26,35,12,3,5:3|4:1|3:2|2:4|1:2|total:12,1964,,,2.92,9,1,"['36635', '52103']","['Juan Ramón Jiménez', 'Louis Simpson']","['3.82', '3.83']",['263654'],['Antonio T. De Nicolas'],['3.93'],"""The development of my poetry has been and is the development of an encounter with an idea about God,"" the great Spanish poet and Nobel Prize winner Juan Ramón Jiménez wrote several years before his death. An early twentieth-century pioneer in the use of free verse, Jiménez has always expressed himself through mystery and profundity. Jiménez presents a fervent landscape of primordial imagery in an attempt to restore mystical poetry to its rightful place in literature and art.<p>For anyone not familiar with the writings of this modern master, these austere and radiant poems in God Desired and Desiring, translated by the poet and scholar Antonio de Nicolás and presented alongside the original Spanish, will demonstrate why Jiménez is considered one of the masters of twentieth-century poetry.</p><p> To what may this writing be compared? Whitman's Song of Myself comes to mind, but it is not with any intention of taking away from Whitman's achievement that I declare a preference for the poetry of Juan Ramón Jiménez.</p><p></p>"
17731386,36635,La Estacion Total,847223777X,9788472237773,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466223651l/17731386._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466223651l/17731386._SY75_.jpg,2002,,,spa,Tusquets,false,24805170,2,14,35,9,1,5:2|4:5|3:1|2:1|1:0|total:9,2002,1,1,3.89,8,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
15142974,36635,"Sonetos Espirituales, 1914-1915",847522024X,9788475220246,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466436492l/15142974._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466436492l/15142974._SY75_.jpg,2010,,,,Visor Libros,false,3971282,4,19,33,8,1,5:4|4:2|3:1|2:1|1:0|total:8,1982,,,4.12,6,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
