id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1566053,48535,The Portable Atheist: Essential Readings for the Nonbeliever,0306816083,9780306816086,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,11,6,eng,Da Capo Press/Perseus Books (Philadelphia),false,1558637,21,50586,67950,16889,496,5:6544|4:6004|3:3061|2:751|1:529|total:16889,2007,11,6,4.02,16086,446,"['3956', '8143161', '2742325', '10122', '122092', '45726', '55078', '45882', '173', '12793', '134805', '48535', '1244', '3345', '15905', '15591', '9494', '4178376', '7805', '10017', '9810', '3706', '84076', '280602', '17854', '64716', '7105', '10538', '6878', '384534', '47788', '7863309', '6952980', '333902', '1194', '111011', '445128', '134143', '2408', '86758', '3299', '3665', '16593', '14104911', '46245', '57651', '7084']","['Christopher Hitchens', 'Lucretius', 'Omar Khayyám', 'Thomas Hobbes', 'Baruch Spinoza', 'David Hume', 'James Boswell', 'Percy Bysshe Shelley', 'George Eliot', 'Charles Darwin', 'Leslie Stephen', 'Anatole France', 'Mark Twain', 'Joseph Conrad', 'Thomas Hardy', 'Emma Goldman', 'H.P. Lovecraft', 'Carl Van Doren', 'H.L. Mencken', 'Sigmund Freud', 'Albert Einstein', 'George Orwell', 'John Betjeman', 'Chapman Cohen', 'Bertrand Russell', 'Philip Larkin', 'Martin Gardner', 'Carl Sagan', 'John Updike', 'John Leslie Mackie', 'Michael Shermer', 'A.J. Ayer', 'Daniel C. Dennett', 'Charles Templeton', 'Richard Dawkins', 'Victor J. Stenger', 'Elizabeth S.  Anderson', 'Penn Jillette', 'Ian McEwan', 'Steven Weinberg', 'Salman Rushdie', 'Ibn Warraq', 'Sam Harris', 'A.C. Grayling', 'Ayaan Hirsi Ali', 'John Stuart Mill', 'Karl Marx']","['4.13', '4.00', '4.11', '3.80', '4.04', '3.95', '3.98', '4.01', '3.84', '3.99', '4.02', '3.90', '3.86', '3.50', '3.84', '4.05', '4.05', '4.02', '3.98', '3.82', '4.08', '4.07', '4.02', '4.02', '4.02', '4.07', '4.07', '4.24', '3.80', '4.02', '3.95', '3.96', '3.97', '4.02', '4.01', '3.99', '4.02', '4.04', '3.73', '4.04', '3.83', '4.01', '3.94', '3.89', '4.16', '3.90', '3.74']",[],[],[],"From the #1 New York Times best-selling author of <i>God Is Not Great</i>, a provocative and entertaining guided tour of atheist and agnostic thought through the ages with never-before-published pieces by Salman Rushdie, Ian McEwan, and Ayaan Hirsi Ali. Christopher Hitchens continues to make the case for a splendidly godless universe in this first-ever gathering of the influential voices--past and present--that have shaped his side of the current (and raging) God/no-god debate. <br /><br />With Hitchens as your erudite and witty guide, you'll be led through a wealth of philosophy, literature, and scientific inquiry, including generous portions of the words of Lucretius, Benedict de Spinoza, Charles Darwin, Karl Marx, Mark Twain, George Eliot, Bertrand Russell, Emma Goldman, H. L. Mencken, Albert Einstein, Daniel Dennett, Sam Harris, Richard Dawkins, and many others well-known and lesser known. And they're all set in context and commented upon as only Christopher Hitchens political and literary journalist extraordinaire can.” <i>(Los Angeles Times)</i> <br /><br />Atheist? Believer? Uncertain? No matter: <i>The Portable Atheist</i> will speak to you and engage you every step of the way."
18499849,48535,Antologija svetske fantastike,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380377836l/18499849._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380377836l/18499849._SX50_.jpg,2001,,,srp,"Mond, Beograd",false,26191243,1,31,46,10,0,5:6|4:4|3:0|2:0|1:0|total:10,2001,1,1,4.60,10,0,"['6939964', '5774224', '548895', '113010', '4624490', '7799', '14403', '142899', '2147', '6526', '127676', '410680', '34575', '6981879', '48535', '854076', '35238', '33546', '880695', '24953', '3366007', '4176632', '1240', '66522', '41608', '5223', '728630', '5152', '36125', '6263', '500', '45711', '117671', '14444', '47421', '95937', '315225', '25824', '155517', '236177', '627387', '3439713', '1652855', '101264', '13450', '7773619', '797834', '18791']","['Ranko Krstajić', 'Li Gongzuo', 'Pu Songling', 'Prosper Mérimée', 'Edgar Allan Poe', 'Nathaniel Hawthorne', 'Ambrose Bierce', 'Bruno Schulz', 'Ivo Andrić', 'Kōbō Abe', 'Danilo Kiš', 'Ivan Turgenev', 'Gustavo Adolfo Bécquer', ""Villiers de L'Isle-Adam"", 'Anatole France', 'Robert Louis Stevenson', 'Lafcadio Hearn', 'Arthur Machen', 'H.G. Wells', 'Leonid Andreyev', 'André de Lorde', 'W. Somerset Maugham', 'Jack London', 'Guillaume Apollinaire', 'Giovanni Papini', 'Franz Kafka', 'Franz Hellens', 'Vladimir Nabokov', 'Wenceslao Fernández Flórez', ""Jun'ichirō Tanizaki"", 'Jorge Luis Borges', 'Ingeborg Bachmann', 'Sławomir Mrożek', 'Isaac Bashevis Singer', 'Dino Buzzati', 'João Guimarães Rosa', 'André Pieyre de Mandiargues', 'Julio Cortázar', 'Italo Calvino', 'Álvaro de Laiglesia', 'Giovanni Arpino', 'Kenzaburō Ōe', 'Filip David', 'Richard Barham Middleton', 'Gabriel García Márquez', 'Shin Kyung-sook', 'Alexander Grin', 'Guy de Maupassant']","['4.31', '3.90', '3.79', '3.59', '4.17', '3.45', '3.95', '4.12', '4.31', '3.81', '4.13', '3.92', '4.04', '3.75', '3.90', '3.85', '3.89', '3.89', '3.83', '4.04', '4.10', '4.04', '3.96', '3.85', '4.16', '3.89', '3.78', '3.89', '3.89', '3.84', '4.30', '4.07', '3.93', '4.05', '4.08', '4.35', '4.09', '4.22', '4.02', '3.82', '3.31', '3.78', '3.84', '3.85', '3.97', '3.82', '3.93', '3.86']",[],[],[],
1877308,48535,King Candaules,1589633466,9781589633469,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,48161548,22,30,43,12,3,5:1|4:6|3:4|2:1|1:0|total:12,2015,2,9,3.58,0,0,"['103384', '48535']","['Théophile Gautier', 'Anatole France']","['3.88', '3.90']",[],[],[],
26088246,48535,Dinamita Cerebral. Antologia de cuentos anarquistas,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439391101l/26088246._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439391101l/26088246._SY75_.jpg,1977,,,spa,ICARIA,false,40351621,2,49,43,11,0,5:3|4:4|3:4|2:0|1:0|total:11,1977,1,1,3.91,8,0,"['4750', '7929259', '985049', '2833128', '48535', '3072763', '14213457']","['Émile Zola', 'Juan Mir', 'Ricardo Mella', 'Azorín', 'Anatole France', 'Maxim Gorky', 'Carlos Malato']","['3.93', '3.91', '3.91', '3.45', '3.90', '3.88', '3.75']",[],[],[],"Publicado originalmente en 1913 con el título de ""Dinamita Cerebral. Antología de los cuentos anarquistas más famosos"". En la compilación, que va precedida de su prólogo original escrito por Juan Mir, se reunen los siguientes textos:<br />1. ¡Sin trabajo! (Émile Zola)<br />2. Los dos hacendados (Magdalena Vernet)<br />3. El culto de la verdad (A. Strindberg)<br />4. El nido de águila (Henrik Pontoppidan)<br />5. El hurto (Francisco Pi y Margall)<br />6. El Cuervo (Francisco Pi y Arsuaga)<br />7. Escrúpulos (Octavio Mirbeau)<br />8. El Ogro (Ricardo Mella)<br />9. El Central Consuelo (Ramiro de Maeztu)<br />10. La Prehistoria (J. Martínez Ruiz Azorín)<br />11. La Justicia (Carlos Malato)<br />12. ¿Será eterna la injusticia? (Anselmo Lorenzo)<br />13. La Justiciera (Bernard Lazare)<br />14. Coloquio con la vida (Máximo Gorki)<br />15. Un cuento de año nuevo (Anatole France)<br />16. In vino veritas (José Prat)<br />17. La casa vieja (F. Domela Nieuwenhuis)<br />18. El asunto Barbizette (Jacobo Constant)<br />19. Matrimonios (Julio Camba)<br />20. Jesucristo en Fornos (Julio Burell)<br />21. La Gloria Militar (Alfonso Kan)"
44171220,48535,The Procurator of Judea,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,68706129,3,22,42,10,1,5:5|4:2|3:3|2:0|1:0|total:10,,,,4.20,9,1,['48535'],['Anatole France'],['3.90'],[],[],[],
7640138,48535,The Shirt,1410105598,9781410105592,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,10168134,7,38,41,14,0,5:0|4:3|3:7|2:4|1:0|total:14,1909,1,1,2.93,12,0,['48535'],['Anatole France'],['3.90'],[],[],[],
25761857,48535,Balthasar,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434805985l/25761857._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434805985l/25761857._SY75_.jpg,1961,,,ger,Birkhäuser,false,41227494,21,31,39,12,1,5:1|4:4|3:4|2:3|1:0|total:12,1889,,,3.25,8,1,['48535'],['Anatole France'],['3.90'],[],[],[],"Masterful and poignant blending of religious and occult mysticism. Awarded the Nobel Prize in Literature in 1921 ""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament."" Anatole France began his career as a poet and a journalist. In 1922, France's entire works were put on the Prohibited Books Index of the Roman Catholic Church."
2731532,48535,Mother of Pearl,0836937465,9780836937466,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1970,1,1,,Books for Libraries,false,2757169,34,44,38,11,3,5:2|4:4|3:2|2:3|1:0|total:11,1892,,,3.45,6,3,['48535'],['Anatole France'],['3.90'],[],[],[],"Contents:<br /><br />The procurator of Judaea. 	<br />Amycus and Celestine. 	<br />The legend of Saints Oliveria and Liberetta. 	<br />St. Euphrosine. 	<br />Scholastica. 	<br />Our Lady's juggler. 	<br />The mass of shadows. 	<br />Leslie Wood. 	<br />Gestas. 	<br />The manuscript of a village doctor. 	<br />Memoirs of a volunteer. 	<br />Dawn. 	<br />Madame de Luzy. 	<br />The boon of death bestowed. 	<br />A tale of the month of Floréal in the year II. 	<br />The little leaden soldier.<br /><br />Excerpt from Mother of Pearl <br />Laelius Lamia, born in Italy of illustrious parents, had not yet discarded the toga praetexta when he set out for the schools of Athens to study philosophy. Subsequently he took up his residence at Rome, and in his house on the Esquiline, amid a circle of youthful wastrels, abandoned himself to licentious courses. But being accused of engaging in criminal relations with Lepida, the wife of Sulpicius Quirinus, a man of consular rank, and being found guilty, he was exiled by Tiberius Caesar. At that time he was just entering his twenty-fourth year. During the eighteen years that his exile lasted he traversed Syria, Palestine, Cappadocia, and Armenia, and made prolonged visits to Antioch, Caesarea, and Jerusalem. When, after the death of Tiberius, Caius was raised to the purple, Lamia obtained permission to return to Rome. <br />About the Publisher <br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a> <br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."""
3119720,48535,The Life of Joan of Arc 2,1406581593,9781406581591,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,11,30,eng,Dodo Press,false,3017940,15,35,38,10,0,5:3|4:2|3:5|2:0|1:0|total:10,,,,3.80,8,0,['48535'],['Anatole France'],['3.90'],['3269590'],['Winifred Stephens Whale'],['3.88'],"Anatole France (1844-1924), born Francois-Anatole Thibault, was a French author. He studied at the College Stanislas and after graduation he helped his father by working at his bookstore. After several years he secured the position of a cataloguer at Bacheline- Deflorenne and at Lemerre, and in 1876 he was appointed a librarian for the French Senate. He became known after the publication of The Crime of Sylvestre Bonnard (1881). Along with Emile Zola, he became involved in the Alfred Dreyfus affair. He signed Zola's manifesto, publicly condemning the indictment of treason against Dreyfus, a Jewish army captain, who was being scapegoated to protect corrupt officials in the army. In 1901, France wrote about the affair in his book Monsieur Bergeret. He was elected to the French Academy in 1896 and was awarded the Nobel Prize for Literature in 1921. His later works include The Procurator of Judea (1902), Penguin Island (1908) and The Revolt of the Angels (1914)."
28470443,48535,Fifteen Years of a Dancer's Life: With Some Account of Her Distingushed Friends,1522962484,9781522962489,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,12,28,,Createspace Independent Publishing Platform,false,3372331,23,54,36,10,1,5:2|4:3|3:4|2:1|1:0|total:10,1978,,,3.60,0,0,"['1409252', '48535']","['Loie Fuller', 'Anatole France']","['3.62', '3.90']",[],[],[],"Loie Fuller publishes her autobiography, ""Fifteen Years of a Dancer's Life, with Some Account of Her Distinguished Friends."" Miss Fuller was born on an Illinois farm; thence she progressed to Chicago, New York, London, Paris, Vienna, and Russia. She made her debut as an actress by speaking a ""piece"" at the Chicago Progressive Lyceum when she was two and a half years old. Years later when she was rehearsing in a play called ""Quack, M.D.,"" she made use in a hypnotism scene of a wide skirt of soft transparent silk that had been sent her from India. Under the lights the gauzy material seemed first a butterfly, then an orchid under her manipulations; thus the idea of serpentine dancing came to her and a new art was born. She was engaged soon afterwards to dance in New York in ""Uncle Celestins"" and awoke one morning like Byron to find herself famous. In delicious, crisp style, punctuated with staccatos of remembered ecstasies, Miss Fuller relates her experiences and recounts the incidents of her friendships. These friendships seem over-valued, but they include such names as Flammarion, Rodin, Dumas, Sarah Bernhardt, Anatole France (who has written the introduction for her book), and M. Claretie. France describes the dancer as ""an American lady with small features, with blue eyes like water in which a pale sky is reflected, rather plump, smiling, refined."" He should have added Gallic, for her art-admitting its Greek form-her phrases, her vivacity, her happy egotism are as Gallic as France's description of her. The volume is freely illustrated with photographs of Miss Fuller's dances. <br /> -<i>The American Review of Reviews</i>, Vol. 48 [1913]"
18527169,48535,The Daughter of Lilith,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,26232557,2,22,35,9,0,5:3|4:2|3:4|2:0|1:0|total:9,,,,3.89,8,0,['48535'],['Anatole France'],['3.90'],[],[],[],
6593134,48535,Works of Anatole France,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,6786839,10,43,34,8,1,5:2|4:6|3:0|2:0|1:0|total:8,2008,10,28,4.25,6,1,['48535'],['Anatole France'],['3.90'],[],[],[],
14479603,48535,The Amethyst Ring (A Chronicle of Our Own Times #3),143447626X,9781434476265,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,10,30,,Wildside Press,false,20122136,43,37,34,12,3,5:0|4:5|3:2|2:3|1:2|total:12,1899,,,2.83,5,2,['48535'],['Anatole France'],['3.90'],[],[],[],A novel depicting the intrigues of a provincial town.
6335680,48535,Ispita şi cele 10 porunci. Antologie,,9781602570955,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415119447l/6335680._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415119447l/6335680._SY75_.jpg,2008,4,23,rum,Editura Univers,false,6521547,1,41,33,10,1,5:2|4:2|3:4|2:1|1:1|total:10,2008,,,3.30,10,1,"['6612382', '3137322', '239579', '409388', '5223', '155759', '2843758', '13661', '15959', '7014283', '6981879', '4624490', '28525', '1244', '14403', '232932', '13847', '314999', '1624', '153341', '48535', '559646']","['Alina Purcaru', 'Fyodor Dostoyevsky', 'Charles Dickens', 'Ion Creangă', 'Franz Kafka', 'A.R. Morlan', 'A. David', 'Victor Hugo', 'Boris Vian', 'G.K. Chesterton', ""Villiers de L'Isle-Adam"", 'Edgar Allan Poe', 'Washington Irving', 'Mark Twain', 'Ambrose Bierce', 'Nikolai Gogol', 'Charles Baudelaire', 'Adelbert von Chamisso', 'Herman Melville', 'Comte de Lautréamont', 'Anatole France', 'Ion Luca Caragiale']","['3.69', '4.18', '3.89', '3.90', '3.89', '3.69', '4.01', '4.14', '3.87', '3.97', '3.75', '4.17', '3.86', '3.86', '3.95', '4.04', '4.21', '3.67', '3.54', '4.22', '3.90', '3.93']",[],[],[],"„Ispita şi cele zece porunci“, antologia pe care v-o propun Cotidianul şi Editura Univers, e o colecţie de răspunsuri la tentaţia de a călca strâmb.<br /><br />Textele care au intrat în antologia păcatelor şi a legilor de care s-au rupt fac o indiscutabilă paradă de onoare literaturii din toate timpurile. Cu Tolstoi, Dickens, Dostoievski, Baudelaire sau Kafka în cuprins, volumul trecut prin filtrul abaterilor de la normă face însă mai mult decît o alăturare de autori indispensabilii culturii occidentale.<br /><br />Povestirile şi fragmentele alăturate prin acelaşi liant tematic etalează, pe lângă reuşitele unor autori care au modelat scrisul de-a lungul veacurilor, toată gama de răspunsuri pe care le revendică gestul de a călca strâmb.<br /><br />De la trezirea ultimă a lui Ivan Ilici, până la angoasa de a te şti condamnat fără apel, ca în labirinticele proze ale lui Kafka, drumul care duce de la ispită la păcat şi de la păcat înapoi la viaţă trece prin toate registrele de stare.<br /><br />Luciditate, ironie, sarcasm, pildă, sadism sau orgoliu, toate ipostazele trăirii omului căzut în ispită îşi găsesc loc printre rândurile acestor meşteşugari ai frazei, care s-au ţinut departe de tentaţia moralismului.<br /><br />Târgul cu diavolul este unul dintre nodurile tematice ale volumului, dar de la temă la tratare, variantele se înmulţesc o dată cu numărul anilor care desparte un autor de altul sau al gradelor care le măsoară temperamentele. Între „Diavolul şi Tom Walker“ de Washington Irving, de pildă, şi „Nemaipomenita poveste a lui Peter Schlemihl“ scrisă de discretul romantic german Chamisso se pune distanţa care separă istorisirea cu aer de farsă de damnarea din care romanticii au recuperat profilul omului de geniu.<br /><br />Nu altfel se oferă marea temă a căderii pentru scriitori cum nu se poate mai deferiţi, precum preţiosul Villiers de L’Isle Adam sau scepticul Anatole France. Nu puteau lipsi primii autori care au transformat poruncile care anatemizează hoţii şi criminalii în povestiri poliţiste: E.A. Poe şi Chesterton, neîntrecut în ironii şi imposibile enigme detectivistice.<br /><br />Şi cum unde e inteligenţă trebuie să fie şi umor, compania de scriitori inspiraţi de vicii şi transgresiuni a fost completată de doi autori gata oricând să ia şi Diavolul peste picior: Creangă şi Caragiale. „Repausul duminical“al lui Nenea Iancu e una dintre lejerele sugestii despre cum un bun creştin ştie să respecte ziua de odihnă, mai ales că nici o cârciumă bucureşteană nu închide uşa unor oameni de bine, mai ales în zi de sărbătoare.<br /><br />Registrul lejer se împleteşte, aşadar, cu tonalităţile grave, farsa cu autenticitatea unei crize esenţiale, interogaţia cu imprecaţia şi detaşarea cu patima. Din fiecare rând al acestor cronici ale păcatelor iese la lumină o faţă a umanului, care tocmai prin greşeală îşi câştigă cele mai uluitoare trăsături."
2128387,48535,لیلا دختر ایرانی - داستانهای کوتاه شرقی از نویسندگان بزرگ غرب,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288883231l/2128387.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288883231l/2128387._SX50_.jpg,2005,,,per,نشر نخستین,false,2133830,1,38,32,9,2,5:0|4:5|3:4|2:0|1:0|total:9,,,,3.56,9,2,"['48535', '1031172']","['Anatole France', 'شجاع\u200cالدین شفا']","['3.90', '3.95']",[],[],[],نویسندگان: ایوان سرگی یویچ تورگنیف، آناتول فرانس، او هنری، واندا واسیلوسکایا، رابرت هیچنز، جوزپه دروسی، گارنت رادکلیف، پی یر لوتی، سیدونی گابریل کولت، ترجمه: شجاع الدین شفا، ویراستار: محمد رفیعی مهرآبادی
20886438,48535,"Mar de Histórias: Antologia do Conto Mundial, Volume 8 - No Limiar do Século XX",8520932657,9788520932650,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393094176l/20886438._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393094176l/20886438._SY75_.jpg,2013,12,,por,Nova Fronteira,false,40228065,3,27,29,7,0,5:4|4:1|3:1|2:1|1:0|total:7,2013,12,1,4.14,5,0,"['1401475', '2960988', '903250', '285365', '1545124', '50714', '1737649', '1356567', '1216116', '5819718', '8440821', '38658', '24953', '145348', '6815', '3221055', '3435671', '3314', '687680', '1142837', '48535', '35238', '8993']","['Aurélio Buarque de Holanda Ferreira', 'Paulo Rónai', 'Ricarda Huch', 'Francis Jammes', 'Johannes V. Jensen', 'Stephen Leacock', 'Jules Lemaître', 'João Simões Lopes Neto', 'Ferenc Molnár', 'Ernesto Montenegro', 'Zygmunt Niedźwiecki', 'Arthur Schnitzler', 'Leonid Andreyev', 'Naoya Shiga', 'August Strindberg', 'Javier De Viana', 'Rafael Barrett', 'Arnold Bennett', 'Ivan Cankar', 'Coelho Netto', 'Anatole France', 'Lafcadio Hearn', 'O. Henry']","['4.32', '4.31', '3.77', '4.02', '3.74', '3.82', '3.88', '3.93', '4.14', '3.93', '4.14', '3.75', '4.04', '3.92', '3.53', '4.15', '4.23', '3.71', '3.60', '3.54', '3.90', '3.89', '4.08']",[],[],[],"A obra completa da coleção Mar de Histórias, antologia do conto mundial é composta de 10 volumes independentes, contém nada menos que 239 contos escolhidos entre os melhores de 192 autores pertencentes a 41 literaturas. Foi empreendida há mais de quarenta anos por Aurélio Buarque de Holanda Ferreira e Paulo Rónai. O material está disposto por ordem cronológica da publicação dos contos. Cada um deles é precedido de uma introdução que o situa na obra de seu autor e na respectiva literatura. Notas abundantes facilitam a compreensão dos textos."
11505218,48535,The Bloom of Life,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1923,,,eng,"John Lane, The Bodley Head LTD.",false,16440928,21,28,29,9,1,5:0|4:4|3:3|2:2|1:0|total:9,1922,,,3.22,6,1,['48535'],['Anatole France'],['3.90'],['14050044'],['J. Lewis May'],['3.92'],"Excerpt from The Bloom of Life <br />This book is a sequel to Little Pierre, which appeared two years ago, and it brings my friend to the eve of his entry into the big world. These two volumes, whereto may be added My Friend's Book and Pierre Noziere, recount - although some names are altered and some circumstances feigned - the memories of my early years. <br />How and why I came to employ disguise in presenting these faithful reminiscences to the world I shall unfold at the end of my narrative, when the child that I once had been had grown so complete a stranger to me that I could find, in his company, distraction from my own. My recollections follow one another haphazard, without order or connection. My memory is capricious. Madame de Caylus, when old and weighed down with care, lamented that her mind was not sufficiently free to allow her to dictate her autobiography."
